SN_EOR,EOR_OPERATION_CD,API_WELL_NUMBER,WELL_NAME,WELL_NM_ST_SFIX,WELL_NM_BP_SFIX,MMS_COMPANY_NUM,BUS_ASC_NAME,BOTM_LEASE_NUMBER,BOTM_AREA_CODE,BOTM_BLOCK_NUMBER,SURF_LEASE_NUMBER,SURF_AREA_CODE,SURF_BLOCK_NUMBER,BOREHOLE_STAT_CD,BOREHOLE_STAT_DT,OPERATIONAL_NARRATIVE,SUBSEA_COMPLETION_FLAG,SUBSEA_PROTECTION_FLAG,SUBSEA_COMPLETION_BUOY_FLAG,SUBSEA_TREE_HEIGHT_AML,OBSTRUCTION_PROTECTION_FLAG,OBSTRUCTION_TYPE_CD,OBSTRUCTION_BUOY_FLAG,OBSTRUCTION_HEIGHT_AML
-12428,A,177094111900,I009,0,0,2628,"Arena Offshore, LP",G00983,EI,252,G00983,EI,252,TA,2/22/2001,Cut and pull tubing.,NO,NO,NO,,NO,,NO,
-12508,A,177004052800,B006,0,0,48,Sabine Oil & Gas Corporation,G02832,WC,205,G02832,WC,205,PA,1/19/2006,,NO,NO,NO,,NO,,NO,
-12509,A,177004104200,B007,0,0,48,Sabine Oil & Gas Corporation,G02832,WC,205,G02832,WC,205,PA,1/19/2006,,NO,NO,NO,,NO,,NO,
-12511,C,177054119502,A003,2,0,2851,"Apache Shelf, Inc.",G03393,VR,102,G03393,VR,102,COM,8/18/2005,,NO,YES,NO,,,,,
-12512,W,177054096600,052,0,0,2851,"Apache Shelf, Inc.", 00297,VR,26, 00297,VR,26,COM,12/4/2004,,NO,NO,NO,,NO,,NO,
-12617,A,177094143501,B013,0,1,105,Apache Corporation,G01220,EI,158,G01220,EI,158,BP,1/25/2006,,,,YES,,,,,
-12618,C,177122002000,C005,0,0,3035,Fieldwood Energy Offshore LLC,G01529,SS,252,G01031,SS,253,COM,11/29/1969,Modify perforations by adding 6' of perforations to the CRS2 Sand from 6278' - 6284'.,NO,NO,NO,,NO,,NO,
-12637,W,608074010401,A019,1,0,689,Shell Offshore Inc.,G08241,GB,426,G08241,GB,426,COM,7/22/2001,,NO,NO,NO,,NO,,NO,
-12658,C,177094031901,G004,1,0,2628,"Arena Offshore, LP",G00983,EI,252,G00983,EI,252,COM,2/17/1997,Changed zones to the C-19 Sand effective 01/22/2006.,NO,NO,NO,,NO,,NO,
-12677,C,177114139600,A001,0,0,1834,Talos Petroleum LLC,G22700,SS,110,G22700,SS,110,COM,7/13/2004,,NO,NO,NO,,,,,
-12757,C,177094145201,008,0,1,2628,"Arena Offshore, LP",G02895,EI,58,G02895,EI,58,COM,1/26/2006,,NO,NO,NO,,,,,
-12821,A,177114146801,A036,1,0,3295,Fieldwood Energy LLC,G01520,SS,204,G01520,SS,204,BP,2/3/2006,,,,YES,,,,,
-12801,C,427024028900,001,0,0,2466,Gryphon Exploration Company,G26442,MU,804,G26442,MU,804,COM,2/2/2006,,NO,NO,NO,,NO,,NO,
-9657,A,177194032500,A014,0,0,3670,"White Fleet Operating, LLC",G04243,WD,86,G02934,WD,86,TA,1/1/2006,"All remaining casings will be cut & pulled & site clearance survey performed upon structure removal.

10/28/05 - APM to TA approved.
11/07/05 - RPM approved.  Hole in tubing @ ±1700'.  Squeeze perfs first & then spot balanced plug.
11/08/05 - RPM approved.  Additional holes found in tubing after making initial tuibng cut prevented setting balanced cement plug at the end of tubing.  NU BOPE to pull 2-7/8"" tubing, set CIBP above tubing cut, then cut & pull 9-5/8"" casing.
11/22/05 - RPM approved.  Step 13 changed.  RU EL.  Cut casing @ 4000'.  RD EL.  POOH w/ casing.  If unable to pull casing, then cut & pull from 3500'.
12/28/05 - RPM approved.  Could not pull 9-5/8"" casing after cutting at two elevations.  Spot 200' plug above & below cuts from 4100' - 3900'.  Spot surface plug from 1000' - 900'.  VA given to utilize one pipe ram, one blind ram & one annular in BOP stack. ",NO,NO,NO,,NO,,NO,
-10483,A,177124001800,D009,0,0,3035,Fieldwood Energy Offshore LLC,G01031,SS,253,G01031,SS,253,TA,12/2/2005,Plugback to change zone,NO,NO,NO,,NO,,NO,
-10582,A,177034082100,A006,0,0,2409,"Maritech Resources, Inc.",G12831,EC,157,G12831,EC,157,TA,12/9/2005,,NO,NO,NO,,NO,,NO,
-10583,A,177034065000,A001,0,4,2409,"Maritech Resources, Inc.",G12831,EC,157,G12831,EC,157,TA,12/16/2005,,NO,NO,NO,,NO,,NO,
-10584,A,177034065800,A002,0,0,2409,"Maritech Resources, Inc.",G12831,EC,157,G12831,EC,157,TA,7/28/2004,,NO,NO,NO,,NO,,NO,
-10841,C,177254063200,011,0,1,3481,"Cantium, LLC",G01295,MP,37,G01295,MP,37,COM,5/5/1997,,NO,NO,NO,,NO,,NO,
-10800,C,177084058401,D035,1,0,2899,Talos ERT LLC,G02280,SM,130,G02280,SM,130,COM,10/13/2005,Change zone.,NO,NO,NO,,,,,
-10881,A,608044023901,SS003,1,0,2806,Marubeni Oil & Gas (USA) LLC,G19030,EB,623,G19030,EB,623,PA,11/13/2005,Permanent abandonment of sidetrack drilling attempt.,,,YES,,YES,ST,NO,18.0
-10920,A,177124053500,JA002,0,0,105,Apache Corporation,G12000,SS,292,G12000,SS,292,TA,2/8/2006,,NO,NO,NO,,YES,,NO,
-12447,A,608074066005,002,4,0,981,Anadarko Petroleum Corporation,G15927,GB,625,G17408,GB,669,ST,2/13/2006,,,,YES,,,,,
-20604,A,177150058100,007,0,0,3165,Apache Deepwater LLC,G01244,ST,72,G01244,ST,72,TA,6/11/2006,,NO,NO,NO,,NO,,NO,
-20605,A,177150058600,009,0,0,3165,Apache Deepwater LLC,G01244,ST,72,G01244,ST,72,TA,6/20/2006,,NO,NO,NO,,NO,,NO,
-20606,A,177154025000,013,0,0,3165,Apache Deepwater LLC,G01244,ST,72,G01244,ST,72,TA,6/11/2006,,NO,NO,NO,,NO,,NO,
-20607,A,177094086600,003,0,0,2451,GOM Shelf LLC,G10726,EI,142,G10726,EI,142,PA,6/10/2006,,NO,NO,NO,,NO,,NO,
-20622,A,608154013800,001,0,0,78,Chevron U.S.A. Inc.,G26181,MO,946,G26181,MO,946,PA,7/2/2006,,,,YES,,NO,,NO,
-20642,C,177154029101,017,1,0,2628,"Arena Offshore, LP",G01241,ST,52,G01241,ST,52,COM,6/9/2006,,NO,,YES,,,,,
-20682,A,608074027602,001,0,2,1207,Petrobras America Inc.,G23282,GB,247,G23282,GB,247,BP,6/3/2006,Plugback to bypass,,,YES,,,,,
-18159,O,177244071300,A005,0,0,2312,McMoRan Oil & Gas LLC,G07827,MP,259,G07827,MP,259,COM,8/12/1995,Installed gas lift pack off valve.,NO,NO,NO,,NO,,NO,
-20724,A,177150029600,063,0,0,3151,"Cox Operating, L.L.C.", 00263,ST,21, 00263,ST,21,PA,5/29/2006,"Marlin Energy successfully removed the ST 21 #63 pipelines, platform decks, jacket, and remaining caissons.  All were cut & removed at 16' BML.  Site clearance to be performed at later date in the near future.",NO,NO,NO,,NO,,NO,
-20744,A,427114016000,A001,0,0,2219,Anadarko US Offshore LLC,G02751,HI,A369,G02434,HI,A370,PA,7/29/2006,,NO,NO,NO,,NO,,NO,
-20746,A,427114029700,A016,0,0,2219,Anadarko US Offshore LLC,G02751,HI,A369,G02434,HI,A370,PA,7/31/2006,,NO,NO,NO,,NO,,NO,
-21288,C,427114081702,B005,2,0,3670,"White Fleet Operating, LLC",G25606,HI,A373,G02433,HI,A368,COM,7/20/2006,,NO,,YES,,,,,
-21308,C,177004062800,A005,0,0,2899,Talos ERT LLC,G04085,WC,170,G04085,WC,170,COM,6/22/2006,,NO,NO,NO,,NO,,NO,
-22070,C,177114131000,002,0,0,2312,McMoRan Oil & Gas LLC,G21115,SS,139,G21115,SS,139,COM,6/19/2000,,NO,NO,NO,,NO,,NO,
-22071,C,177244092600,A001,0,0,3295,Fieldwood Energy LLC,G26152,MP,166,G26152,MP,166,COM,7/18/2006,,NO,NO,NO,,,,,
-21428,A,177154075700,A010,0,0,105,Apache Corporation,G05613,ST,206,G05613,ST,206,ST,7/3/2006,,NO,NO,NO,,NO,,NO,
-21570,C,177004117600,002,0,0,3520,"Sanare Energy Partners, LLC",G21532,WC,44,G21532,WC,44,COM,11/5/2003,Change zones to the Liebussella 2B Sand.,,,YES,,,,,
-21573,C,177154085200,E001,0,0,2312,McMoRan Oil & Gas LLC,G01898,ST,148,G01898,ST,148,COM,8/19/1996,,NO,NO,NO,,NO,,NO,
-21889,W,177004115700,I001,0,0,78,Chevron U.S.A. Inc.,G22501,WC,54,G22501,WC,54,TA,7/17/2006,,,,YES,,YES,CS,NO,99.0
-21911,A,177104125303,A026,3,0,687,CNOOC Petroleum U.S.A. Inc.,G02104,EI,295,G02104,EI,295,BP,6/28/2006,,,,YES,,,,,
-16641,A,177064094100,001,0,0,222,XTO Offshore Inc.,G24860,VR,342,G24860,VR,342,PA,6/12/2006,Permanently Abandoned,,,YES,,,,,
-22189,A,608074027301,002,0,1,1207,Petrobras America Inc.,G19104,GB,329,G19104,GB,329,PA,4/2/2006,,,,YES,,,,,
-22209,C,427084060100,A001,0,0,1978,"Helis Oil & Gas Company, L.L.C.",G26513,HI,A64,G26513,HI,A64,COM,8/13/2006,,NO,,YES,,,,,
-22773,A,177094001300,F005,0,0,2451,GOM Shelf LLC, 00811,EI,266, 00811,EI,266,TA,8/5/2006,,NO,NO,NO,,NO,,NO,
-22774,A,177094001701,F006,1,0,2451,GOM Shelf LLC, 00811,EI,266, 00811,EI,266,TA,7/14/2006,,NO,NO,NO,,NO,,NO,
-22776,A,177094003201,F011,1,0,48,Sabine Oil & Gas Corporation,G16362,EI,265, 00811,EI,266,TA,7/24/2006,,NO,NO,NO,,NO,,NO,
-22934,A,177114090400,005,0,0,1834,Talos Petroleum LLC, 00066,SS,112, 00066,SS,112,TA,6/27/2006,,NO,NO,NO,,NO,,NO,
-22935,C,177254064502,040,2,0,3481,"Cantium, LLC", 00374,MP,41, 00374,MP,41,COM,7/30/2006,,NO,NO,NO,,,,,
-22936,A,177044044600,A025,0,0,1284,"W & T Offshore, Inc.",G02061,EC,321,G02061,EC,321,ST,7/19/2006,,NO,NO,NO,,NO,,NO,
-22937,A,177090046300,001,0,0,3035,Fieldwood Energy Offshore LLC, 00424,EI,62, 00424,EI,62,PA,7/15/2006,see attachement,NO,NO,NO,,NO,,NO,
-20342,O,427104014300,A001,0,0,1284,"W & T Offshore, Inc.",G18948,HI,84,G18948,HI,84,TA,6/3/2006,Isolate perforations to eliminate casing pressure. The well was not re-preforated.,NO,NO,NO,,NO,,NO,
-20243,A,177244041200,005,0,0,1513,Callon Petroleum Operating Company,G05245,MP,160,G05245,MP,160,PA,6/8/2006,,NO,NO,NO,0.0,NO,,NO,0.0
-20262,A,177004032300,020,0,0,105,Apache Corporation, 00244,WC,71, 00244,WC,71,PA,5/5/2006,,NO,NO,NO,,NO,,NO,
-20304,A,177032003501,A007,1,0,2409,"Maritech Resources, Inc.",G00959,EC,204,G00958,EC,195,TA,5/12/1989,,NO,NO,NO,,NO,,NO,
-20467,C,177114149200,001,0,0,1834,Talos Petroleum LLC,G24923,SS,106,G24923,SS,106,COM,7/4/2006,,NO,NO,NO,,,,,
-20565,A,177174038800,A005,0,0,105,Apache Corporation,G05659,GI,82,G05659,GI,82,TA,8/12/2006,,NO,NO,NO,,YES,,NO,
-20582,A,177004125400,N003,0,0,105,Apache Corporation,G15050,WC,33,G15050,WC,33,TA,6/17/2006,,,,YES,,,,,
-20762,A,177192007800,D001,0,0,3295,Fieldwood Energy LLC,G01085,WD,75,G01085,WD,75,PA,11/24/2006,,NO,NO,NO,,NO,,NO,
-20782,W,177004111802,A001,2,0,2427,"Virgin Offshore U.S.A., Inc.",G17753,WC,41,G17753,WC,41,COM,1/24/2005,,NO,YES,NO,,,,,
-18219,A,177054119006,B002,1,4,2899,Talos ERT LLC,G22575,EC,73,G22607,VR,61,TA,5/15/2006,Plugback and Temporarily Abandon East Cameron 73 Well No. B2ST1BP04; Wellbore 06.  ,NO,NO,NO,,NO,,NO,
-19120,A,177090094802,B007,1,1,105,Apache Corporation,G01220,EI,158,G01220,EI,158,BP,5/26/2006,,,,YES,,,,,
-19121,A,427024029106,A004,2,3,3026,"Talos Energy Ventures, LLC",G20605,MU,726,G20605,MU,726,TA,5/9/2006,,,,YES,,,,,
-19140,C,177104052300,G013,0,0,2851,"Apache Shelf, Inc.",G00997,EI,309,G00997,EI,309,COM,7/10/1976,,NO,NO,NO,,NO,,NO,
-19200,C,177084093403,A003,1,0,3407,"Array Petroleum, LLC",G08684,SM,90,G08684,SM,90,COM,6/5/2006,,NO,NO,NO,,,,,
-19219,A,177004089000,JC001,0,0,105,Apache Corporation,G02825,WC,65,G02825,WC,65,PA,4/26/2006,,NO,NO,NO,,NO,,NO,
-19299,C,177164032800,A001,0,0,3035,Fieldwood Energy Offshore LLC,G23933,ST,242,G23933,ST,242,COM,8/1/2006,,NO,NO,NO,0.0,NO,,NO,0.0
-19223,O,177194000100,D013,0,0,3295,Fieldwood Energy LLC,G01085,WD,75,G01085,WD,75,COM,10/28/1972,Preliminary P&A work,NO,NO,NO,,NO,,NO,
-19224,A,177192017800,D004,0,0,3295,Fieldwood Energy LLC,G01085,WD,75,G01085,WD,75,PA,12/15/2006,,NO,NO,NO,,NO,,NO,
-19227,A,177194061201,D019,1,0,3295,Fieldwood Energy LLC,G01085,WD,75,G01085,WD,75,PA,12/17/2006,,NO,NO,NO,,NO,,NO,
-19259,A,177034020500,A008,0,1,2409,"Maritech Resources, Inc.",G00958,EC,195,G00958,EC,195,TA,7/18/2006,,NO,NO,NO,,NO,,NO,
-19260,W,608234000900,SS001,0,0,981,Anadarko Petroleum Corporation,G23528,DC,620,G23528,DC,620,TA,4/3/2004,"Operations to Install Subsea Tree were completed May 22, 2006.  ",,,YES,,NO,ST,NO,23.0
-1991,A,177024076100,A002,0,0,282,"Dominion Exploration & Production, Inc.",G05188,WC,570,G05188,WC,570,TA,3/23/2005,,NO,NO,NO,,NO,,NO,
-1529,A,177000029500,A001,0,0,2636,Fieldwood Energy SP LLC,G00911,WC,280,G00911,WC,280,TA,1/12/2005,Remaining casings will be cut and pulled upon platform removal.,NO,NO,NO,,NO,,NO,
-1599,O,608044024501,A013,0,1,3718,"Guardian Decommissioning, Inc.",G02648,EB,161,G02647,EB,160,TA,1/6/2005,"Rigged up the Pride 1502 rig on slot 7 EB 161 A-13.  TIH w/ 13-1/2"" directional BHA, washed out the drive pipe with 8.6 ppg seawater and surveyed.  Directionally drilled w/ 13-1/2"" BHA to 2,890' MD.  Ran and cemented 11-3/4"" casing.  Installed 11-3/4"" wellhead.  NU and tested 13-5/8"" 10M BOPE, and Weatherford?s RCH.  TIH w/ 9-7/8? directional BHA.  Displace seawater to 10.8 ppg SBM and drilled out shoe track and 10? of new formation and ran LOT to 11.9 ppg.  Slide drilled to 5,964' MD.  Ran 7-3/4"" casing tagging up at 5,219? MD.  Unable to get deeper.  Cemented in place in 2 stages with the ICP/stage collar and set on back-ups slips in the wellhead at the surface.  P/U 6-1/2? x 7-1/2"" BHA and drilled out cement and 10? new formation and ran LOT to 13.6 ppg which was not sufficient to get to TD.  Performed first EZ Squeeze at the 7-3/4? casing shoe.  Drilled to 6,162? MD and had losses that prevented further drilling.  Performed second EZ Squeeze across entire open hole section and again had losses that prevented drilling ahead.  Set two expandable liners, the second of which was successfully set at 6,162? MD.  Directionally drilled with 5-1/2? x 6-1/2? BHA to TD of 7,230' MD.  Ran and cemented 5"" liner due to the smaller hole restriction.  Circulated 12.3 ppg SBM in the hole.  ND BOPE and installed dry hole tree and tested to 1,000 psi.  Skidded rig to slot 6 for A-1ST.

",,,YES,,NO,,NO,
-2458,C,608174106400,B005,0,0,3059,ANKOR Energy LLC,G22850,MC,22,G28351,MC,21,COM,7/11/2005,,NO,NO,NO,,,,,
-1659,W,177104065400,B010,0,0,2851,"Apache Shelf, Inc.",G00994,EI,292,G00994,EI,292,COM,4/25/1978,Initial GLM packoff valve.,NO,NO,NO,,NO,,NO,
-1660,W,177102000601,B003,1,0,2851,"Apache Shelf, Inc.",G00994,EI,292,G00994,EI,292,COM,1/12/2005,Initial GLM packoff valve.,NO,NO,NO,,NO,,NO,
-1666,C,177074079800,CA005,0,0,3247,Talos Energy Offshore LLC,G02316,SM,288,G02316,SM,288,COM,7/20/2000,,NO,NO,NO,,NO,,NO,
-1754,O,608164042001,001,1,0,2409,"Maritech Resources, Inc.",G21720,VK,213,G21720,VK,213,COM,9/18/2003,R/U Coil tubing; tested BOP'S (250/5000). Ran production log and performed acid stimulation.,,,YES,,,,,
-1755,C,177024046100,A001,0,0,105,Apache Corporation,G03283,WC,560,G03283,WC,560,COM,4/23/1980,,NO,NO,NO,,NO,,NO,
-1788,W,177050026300,016,0,0,818,"Mariner Energy, Inc.", 00297,VR,26, 00297,VR,26,COM,7/10/1964,"Work was not done, EOR not required.  Currently sanded up.",NO,NO,NO,,NO,,NO,
-1805,A,608044017901,DB003,1,0,276,Exxon Mobil Corporation,G08214,EB,989,G08211,EB,945,ST,2/5/2005,"Borehole was sidetracked to G08211, EB 945, # DB003, API # 608044017902.",YES,NO,NO,,NO,,NO,
-1807,A,608114043501,001,1,0,2481,BP Exploration & Production Inc.,G09981,GC,825,G09982,GC,826,ST,2/18/2005,,,,YES,,,,,
-1873,A,177244081901,A005,1,0,2589,"Merit Energy Company, LLC",G13035,MP,261,G13035,MP,261,PA,10/21/2006,,NO,NO,NO,,NO,,NO,
-1948,C,177244091400,JA002,0,0,2451,GOM Shelf LLC,G16520,MP,312,G16520,MP,312,COM,4/9/2005,,NO,,YES,,,,,
-2050,C,177154117500,DA128,0,0,3151,"Cox Operating, L.L.C.", 00263,ST,21, 00263,ST,21,COM,4/7/2005,,NO,NO,NO,,,,,
-2076,A,177140031100,FF002,0,0,3481,"Cantium, LLC", 00370,BM,3, 00370,BM,3,TA,2/25/2005,,NO,NO,NO,,NO,,NO,
-1990,A,177024083600,A001,0,0,282,"Dominion Exploration & Production, Inc.",G05188,WC,570,G05188,WC,570,TA,3/23/2005,,NO,NO,NO,,NO,,NO,
-1992,A,177024105000,A010,0,0,282,"Dominion Exploration & Production, Inc.",G05348,WC,566,G05188,WC,570,TA,3/23/2005,,NO,NO,NO,,NO,,NO,
-2008,A,177024077100,A004,0,0,282,"Dominion Exploration & Production, Inc.",G05188,WC,570,G05188,WC,570,TA,3/23/2005,,NO,NO,NO,,NO,,NO,
-2010,A,177024076800,A003,0,0,282,"Dominion Exploration & Production, Inc.",G05188,WC,570,G05188,WC,570,TA,3/23/2005,,NO,NO,NO,,NO,,NO,
-2070,O,177154117300,001,0,0,2312,McMoRan Oil & Gas LLC,G21669,ST,168,G21669,ST,168,BP,8/11/2005,Bypassed hole,,,YES,,NO,,NO,
-2206,W,608164040401,A003,0,1,3026,"Talos Energy Ventures, LLC",G21152,VK,429,G16542,VK,385,COM,2/17/2005,,,,YES,,,,,
-2092,C,427094115000,E012,0,0,105,Apache Corporation,G02393,HI,A573,G02722,HI,A596,COM,2/28/2005,,NO,,YES,,,,,
-2093,C,177154117600,001,0,0,78,Chevron U.S.A. Inc.,G21664,ST,47,G21664,ST,47,COM,3/18/2005,,NO,NO,NO,,,,,
-1949,A,177244091500,JA003,0,0,2451,GOM Shelf LLC,G16520,MP,312,G16520,MP,312,BP,3/3/2005,,,,YES,,,,,
-1953,A,608044009501,A012,1,0,2865,Fieldwood SD Offshore LLC,G02648,EB,161,G02647,EB,160,ST,2/8/2005,,NO,NO,NO,,NO,,NO,
-2028,A,177024084500,A007,0,0,282,"Dominion Exploration & Production, Inc.",G05348,WC,566,G05188,WC,570,TA,3/23/2005,,NO,NO,NO,,NO,,NO,
-3023,C,177004115700,I001,0,0,78,Chevron U.S.A. Inc.,G22501,WC,54,G22501,WC,54,COM,11/23/2003,Added perforations within the existing perforations of the 17000' Sand.,,,YES,,,,,
-2112,A,177194029000,B008,0,0,276,Exxon Mobil Corporation,G01096,WD,99,G01096,WD,99,TA,3/4/2005,Well is temporarily abandoned.,NO,NO,NO,,NO,,NO,
-2744,O,177192016900,V006,0,0,2451,GOM Shelf LLC, 00839,WD,94, 00839,WD,94,COM,11/8/1971,Set plugs and repair leaking valves on tree.,NO,NO,NO,,NO,,NO,
-2166,C,177094141100,001,0,0,1978,"Helis Oil & Gas Company, L.L.C.",G23857,EI,56,G23857,EI,56,COM,2/20/2005,,NO,YES,NO,,,,,
-2184,A,608104012800,001,0,0,1284,"W & T Offshore, Inc.",G26217,EW,784,G26217,EW,784,PA,3/26/2005,,,,YES,,NO,,NO,
-2185,C,427084037300,A002,0,0,730,Walter Oil & Gas Corporation,G09086,HI,200,G09086,HI,200,COM,11/22/1992,,NO,NO,NO,,NO,,NO,
-2186,O,427034053401,A001,0,1,2589,"Merit Energy Company, LLC",G05171,MI,682,G05171,MI,682,BP,2/24/2005,Plugback to Sidetrack/ Bypass,,,YES,,,,,
-2187,W,177094033401,A013,1,0,2589,"Merit Energy Company, LLC",G02900,EI,261,G02900,EI,261,COM,3/24/2003,,NO,NO,NO,,,,,
-2208,A,177134012300,017,0,0,105,Apache Corporation,G02925,PL,10,G02925,PL,10,ST,2/27/2005,,NO,NO,NO,,NO,,NO,
-2253,C,177172002300,Q011,0,0,2451,GOM Shelf LLC, 00175,GI,43, 00175,GI,43,COM,7/24/1969,,NO,NO,NO,,NO,,NO,
-2422,C,177024133100,AJ002,0,0,2421,"Devon Energy Production Co., L.P.",G15097,WC,494,G15097,WC,494,COM,3/28/2005,,NO,YES,NO,,,,,
-2306,O,177224009000,A016,0,0,276,Exxon Mobil Corporation,G01619,SP,93,G01619,SP,93,COM,2/20/2005,Convert the long string from gas injection to flowing gas well.,NO,NO,NO,,NO,,NO,
-2307,C,177154099801,016,1,0,818,"Mariner Energy, Inc.",G01244,ST,72,G01244,ST,72,COM,6/7/2000,,NO,NO,NO,,NO,,NO,
-2338,C,427034053402,A001,1,0,2589,"Merit Energy Company, LLC",G05171,MI,682,G05171,MI,682,COM,4/7/2005,,NO,NO,NO,,,,,
-5746,C,177032004601,B010,1,0,105,Apache Corporation,G01440,EC,14,G01440,EC,14,COM,2/17/2000,VERBAL APPROVAL for extension to 07/28/2005 per David Stanley.,NO,NO,NO,,NO,,NO,
-5750,C,427094041901,A001,1,2,2851,"Apache Shelf, Inc.",G02688,HI,A467,G02688,HI,A467,COM,10/29/1996,,NO,NO,NO,,NO,,NO,
-7188,C,177044106300,D003,0,0,105,Apache Corporation,G00972,EC,265,G00972,EC,265,COM,8/20/2005,,NO,,YES,,YES,,NO,
-5752,C,177004038300,A002,0,0,818,"Mariner Energy, Inc.",G03496,WC,206,G02832,WC,205,COM,11/19/1981,,NO,NO,NO,,NO,,NO,
-5761,A,177064041300,B001,0,0,2589,"Merit Energy Company, LLC",G02278,VR,386,G02278,VR,386,TA,2/21/1981,,NO,NO,NO,,NO,,NO,
-5767,A,177134007401,013,1,0,105,Apache Corporation,G02925,PL,10,G02925,PL,10,ST,6/29/2005,,NO,NO,NO,,NO,,NO,
-5769,A,177044057100,A007,0,0,3295,Fieldwood Energy LLC,G01880,EC,264,G00971,EC,261,ST,7/1/2005,,NO,NO,NO,,NO,,NO,
-6137,O,177242007100,C005,0,0,2237,"Noble Energy, Inc.",G01676,MP,305,G01676,MP,305,COM,12/31/2005,"Preliminary work to T&A well.
Verbal extension granted by Lynard Carter, on 1/31/06, for the submission of this EOR after the due date.
",NO,NO,NO,,NO,,NO,
-5861,C,427094115400,A001,0,0,3670,"White Fleet Operating, LLC",G17182,HI,A472,G17182,HI,A472,COM,9/12/2005,Completed in the GQ-15 Sand (8860' - 8912').,NO,,YES,,,,,
-5884,W,177044097901,A016,1,0,2237,"Noble Energy, Inc.",G09478,EC,332,G09478,EC,332,COM,1/7/2000,,NO,NO,NO,,NO,,NO,
-5885,A,427034037400,C005,0,0,2451,GOM Shelf LLC,G03087,MI,620,G03087,MI,620,PA,6/23/2005,,NO,NO,NO,,NO,,NO,
-5906,O,177044050300,A003,0,0,105,Apache Corporation,G03388,EC,336,G03388,EC,336,COM,12/8/1981,Change zone,NO,NO,NO,,NO,,NO,
-5941,A,177002004300,B006,0,0,2481,BP Exploration & Production Inc., 00082,WC,111, 00082,WC,111,TA,6/30/2005,"Note:  The 20"" & 10-3/4"" casings have been cut and proved at 
       20'BML.  Casings will be removed at a later date when 
       structure is removed.",NO,NO,NO,,NO,,NO,
-5942,A,177090020000,003,0,0,3295,Fieldwood Energy LLC, 00423,EI,189, 00423,EI,189,PA,8/2/2005,,NO,NO,NO,,YES,,NO,
-5944,C,177244091601,JA004,0,1,2451,GOM Shelf LLC,G16520,MP,312,G16520,MP,312,COM,4/28/2005,,NO,,YES,,,,,
-5945,A,177090019900,002,0,0,3295,Fieldwood Energy LLC, 00423,EI,189, 00423,EI,189,PA,5/19/2000,,NO,NO,NO,,NO,,NO,
-6295,A,177024134200,001,0,0,2266,"EPL Oil & Gas, LLC",G25919,WC,455,G25919,WC,455,PA,8/4/2005,,,,YES,,NO,,NO,0.0
-5982,A,608074027001,002,1,0,59,Hess Corporation,G17307,GB,201,G15852,GB,200,ST,7/2/2005,,,,YES,,,,,
-6013,C,177150015200,D001,0,1,145,J. M. Huber Corporation, 00263,ST,21, 00263,ST,21,COM,2/6/1957,,NO,NO,NO,,NO,,NO,
-6051,A,177194069302,A051,2,0,78,Chevron U.S.A. Inc.,G02937,WD,109,G02937,WD,109,TA,7/13/2005,,NO,NO,NO,,NO,,NO,
-6092,A,608244000600,SS002,0,0,981,Anadarko Petroleum Corporation,G23480,LL,399,G23480,LL,399,TA,8/15/2005,Casing Stub listed in the Obstruction section is actually a corrosion cap at 18'.,,,YES,,NO,CS,NO,18.0
-6113,A,427034046800,D002,0,0,2451,GOM Shelf LLC,G06044,MI,638,G06044,MI,638,PA,5/25/2002,Bubble Repair on previously abandoned well.,NO,NO,NO,,YES,,NO,
-6114,A,177254067200,001,0,0,105,Apache Corporation,G19855,MP,93,G19855,MP,93,TA,7/16/2005,,NO,NO,NO,,NO,,NO,
-5749,W,427094104700,C003,0,0,48,Sabine Oil & Gas Corporation,G03757,HI,A551,G03757,HI,A551,TA,6/25/2005,Partial TA - only abandoned current zone due to sustained casing pressure.,NO,NO,NO,,NO,,NO,
-5765,A,177244026501,D007,1,0,2451,GOM Shelf LLC,G01673,MP,296,G01673,MP,296,TA,7/16/2005,,NO,NO,NO,,NO,,NO,
-5890,A,427034031900,F002,0,0,2451,GOM Shelf LLC,G04546,MI,654,G04546,MI,654,PA,6/25/2005,,NO,NO,NO,,NO,,NO,
-5891,W,177114096402,DA004,1,1,78,Chevron U.S.A. Inc.,G07750,SS,100,G07750,SS,100,COM,12/10/1999,,NO,NO,NO,,NO,,NO,
-5921,C,177244091400,JA002,0,0,2451,GOM Shelf LLC,G16520,MP,312,G16520,MP,312,COM,4/9/2005,,NO,,YES,,,,,
-5987,C,427084058500,A001,0,0,2579,Tana Exploration Company LLC,G25553,HI,73,G25553,HI,73,COM,9/12/2005,,NO,NO,NO,,,,,
-6012,A,427094115500,001,0,0,105,Apache Corporation,G22264,HI,A546,G22264,HI,A546,PA,7/26/2005,,NO,NO,NO,,NO,,NO,
-6171,C,608115010700,A015,0,0,78,Chevron U.S.A. Inc.,G05909,GC,161,G05911,GC,205,COM,6/22/2005,,NO,NO,NO,,NO,,NO,
-6191,O,177242009700,C008,0,0,2237,"Noble Energy, Inc.",G01676,MP,305,G01676,MP,305,COM,12/31/2005,"Preliminary work to T&A well.
Verbal extension granted by Lynard Carter, on 1/31/06, for the submission of this EOR after the due date.
",NO,NO,NO,,NO,,NO,
