SN_APD_CSNG_INTV_FK,CASING_SECTION_NUM,CASING_SIZE,CASING_WEIGHT,CASING_GRADE,CASING_BURST_PSI,CASING_COLLPSE_PSI,CASING_SECTION_MD,CASING_SECTION_TVD,CASING_PORE_PRSS_PPG
-81853,1,9.625,53.5,HCP-110,10900.0,8850.0,7293,7293,9.8
-81885,1,18.625,87.5,K-55,2250.0,630.0,1000,1000,8.7
-81886,1,13.375,68.0,K-55,3450.0,1950.0,4500,4500,9.0
-81887,1,9.625,53.5,HCQ-125,12390.0,8850.0,10403,10400,12.0
-81888,1,7.625,39.0,Q-125,14340.0,12060.0,11320,11260,16.0
-81889,1,5.5,20.0,P-110,12640.0,11080.0,13800,13113,16.5
-82021,1,16.0,97.0,P-110HC,6920.0,2990.0,11664,11658,9.8
-82022,1,13.625,88.2,HCQ-125,10030.0,5930.0,12000,11985,13.4
-82022,2,14.0,112.0,Q125HC,12500.0,10540.0,21300,20991,13.4
-82023,1,10.75,108.5,P110,18755.0,19340.0,21900,21561,13.4
-82023,2,9.875,62.8,C-110,12180.0,10290.0,26983,26478,13.4
-82024,1,10.75,65.7,C-110,10600.0,9214.0,8684,8684,13.4
-82024,2,9.875,62.8,C-110,12180.0,10290.0,18000,17789,13.4
-82024,3,9.875,68.0,C-110,13220.0,9620.0,20750,20547,13.4
-82061,1,7.625,29.7,N-80,6890.0,4790.0,6208,4180,8.7
-82062,1,5.5,17.0,P-110EC,12090.0,8840.0,9000,5420,8.7
-82082,1,9.625,53.5,P=110,10900.0,7950.0,6663,6540,12.7
-82321,1,20.0,169.0,X-56,3978.0,2510.0,3500,3500,8.7
-82125,1,7.0,23.0,K55,4360.0,3270.0,3000,3000,9.0
-82126,1,5.0,18.0,N-80,13940.0,10500.0,6390,6272,11.7
-82132,1,9.625,53.5,HCP-110,10900.0,8850.0,10780,9850,12.2
-82134,1,20.0,166.4,X-56,3979.0,2514.0,3207,3207,8.6
-82135,1,13.375,72.0,HCL-80,6910.0,2910.0,4223,4223,8.9
-82136,1,9.625,53.5,HCP-110,10900.0,8850.0,6522,6522,10.8
-82137,1,7.625,29.7,HCP-110,9470.0,7150.0,10000,10000,13.0
-82144,1,10.75,45.5,J-55,3580.0,2090.0,3599,3500,9.1
-82216,1,20.0,94.0,J-55,2110.0,520.0,1000,1000,8.5
-82217,1,13.375,68.0,HCN-80,5020.0,2910.0,3500,3500,9.0
-82218,1,9.625,53.5,P-110EC,12390.0,9140.0,6400,6400,11.5
-82219,1,9.625,47.0,N80,6870.0,4760.0,5586,5585,9.0
-82220,1,7.0,26.0,HCP-110,9950.0,7800.0,12810,11900,10.0
-82230,1,22.0,224.2,X-80,6364.0,3873.0,8700,8700,8.6
-82231,1,18.0,116.0,HCP-110,6920.0,2880.0,14700,14635,11.0
-82233,1,13.625,88.2,HCQ-125E,10610.0,5930.0,24000,22959,11.0
-82234,1,11.875,71.8,HCQ125,10720.0,7190.0,26606,25292,12.8
-82259,1,20.0,106.5,J-55,2410.0,770.0,1800,1800,8.6
-82260,1,13.375,72.0,HCP-110,7400.0,3470.0,5800,5800,11.0
-82261,1,7.0,32.0,P-110HC,12460.0,10780.0,9900,9900,16.0
-82322,1,16.0,84.0,N-80,4330.0,1480.0,5500,5435,10.5
-82323,1,13.625,88.2,Q-125,10030.0,4800.0,9798,8890,12.0
-82324,1,9.625,53.5,Q125,12386.0,8436.0,11670,10400,12.4
-83753,1,9.625,53.5,HCQ-125,12390.0,8850.0,14928,14913,16.0
-82354,1,11.875,71.8,HCQ125,10720.0,7190.0,7440,7440,12.5
-82355,1,9.625,53.5,Q-125,12390.0,8440.0,13830,13825,13.8
-82382,1,18.625,87.5,K55,2250.0,630.0,1100,1100,8.9
-82383,1,13.375,68.0,N80,5020.0,2260.0,4500,4500,9.0
-82384,1,9.625,53.5,HCP-110,10900.0,8850.0,14369,14200,10.5
-82385,1,7.0,32.0,Q125,14160.0,11710.0,17858,17250,15.6
-82386,1,7.625,39.0,HCQ-125,14340.0,13920.0,13800,13627,15.6
-82108,1,22.0,224.0,X-80,6363.0,3876.0,7829,7829,8.6
-82108,2,22.0,170.2,X-60,3668.0,1853.0,8829,8829,8.6
-82109,1,13.625,88.2,HC Q125,10030.0,6370.0,19453,19453,10.6
-82110,1,11.875,71.8,HCQ-125,10720.0,7280.0,21485,21485,10.5
-82111,1,9.875,62.8,HC Q125,13840.0,11140.0,24785,24785,11.3
-82448,1,,,,,,27100,27100,13.5
-82462,1,18.625,87.5,J-55,2250.0,630.0,800,800,8.7
-82463,1,13.375,68.0,J-55,3450.0,1950.0,3052,3000,9.5
-82464,1,9.625,53.5,P-110,10900.0,7950.0,11732,11600,12.0
-82465,1,7.0,32.0,P-110,12460.0,10780.0,12632,12500,15.5
-82502,1,9.625,53.5,HCP-110,10900.0,8850.0,8410,8410,14.2
-82532,1,18.625,87.5,J55,2250.0,630.0,1000,1000,8.8
-82533,1,13.375,68.0,J55,3450.0,1950.0,4000,4000,8.8
-82535,1,26.0,202.0,X-56,2820.0,1170.0,4397,4397,0.0
-82536,1,20.0,166.4,X-56,3979.0,2514.0,5964,5964,8.8
-82537,1,16.0,84.0,N-80,4330.0,1480.0,7990,7987,10.7
-82538,1,13.625,88.2,Q-125HC,10030.0,5930.0,12666,12663,12.4
-82539,1,11.875,71.8,Q-125HC,10720.0,7160.0,16511,16508,14.0
-82540,1,,,,,,22332,21480,14.4
-82546,1,7.0,29.0,P110,11220.0,8530.0,10989,10850,13.8
-82534,1,9.625,53.5,HCP-110,10900.0,8850.0,10554,10415,11.5
-73002,1,,,,,,27538,26500,13.9
-73018,1,10.75,45.5,K55,3580.0,2090.0,3675,3500,8.5
-73155,1,16.0,65.0,H-40,1640.0,630.0,1000,1000,8.7
-73156,1,10.75,45.5,N-80,5210.0,2470.0,4883,4797,9.0
-73157,1,7.625,29.7,HCP-110,9470.0,7150.0,13388,12000,11.0
-73437,1,20.0,133.0,X-56,3979.0,2510.0,6996,6996,9.0
-73438,1,13.375,72.0,HCP-110,7400.0,3470.0,10106,10103,10.2
-73439,1,9.625,53.5,110-HC,10900.0,7930.0,10200,10196,11.4
-73440,1,7.0,29.0,P110,11220.0,8530.0,14870,12997,11.4
-39620,1,20.0,94.0,J-55,2110.0,520.0,1000,1000,8.5
-39621,1,13.375,72.0,HCP-110,7400.0,3470.0,6300,6300,9.0
-39622,1,9.625,53.5,HCP-110,10900.0,8850.0,10000,10000,12.5
-39626,1,7.625,39.0,HCP-110,12620.0,11080.0,11000,11000,16.2
-39636,1,10.75,40.5,K-55,3130.0,1580.0,2139,2115,0.0
-39637,1,7.0,23.0,J-55,4360.0,3270.0,2200,2171,9.0
-39638,1,5.0,18.0,P-110,13940.0,13450.0,6380,5800,9.0
-39920,1,28.0,183.0,X56,2190.0,550.0,6455,6455,8.6
-39922,1,16.0,97.0,HCQ-125,7860.0,2990.0,14670,13655,12.2
-39923,1,13.625,88.2,HCQ125,10045.0,4800.0,16550,15356,12.4
-39924,1,11.875,71.8,HCQ-125,10720.0,7280.0,23000,21456,12.9
-39925,1,9.875,62.8,Q-125,13840.0,11140.0,24452,22880,13.6
-39747,1,13.375,72.0,L-80,5382.0,2670.0,4594,4593,8.7
-39748,1,9.625,53.5,P-110,10900.0,7950.0,6505,6496,9.0
-39749,1,7.625,39.0,P-110,12620.0,11080.0,7473,7439,9.2
-39749,2,7.75,46.1,Q-125,16790.0,16580.0,12116,10846,12.1
-39750,1,5.5,23.0,P-110,14530.0,14520.0,12550,11143,12.4
-39739,1,16.0,65.0,H-40,1640.0,630.0,800,800,8.7
-34061,1,11.875,71.8,HCQ-125,10720.0,7280.0,5700,5700,13.3
-34062,1,9.625,53.5,Q-125,12390.0,8440.0,8600,8600,15.7
-34063,1,7.625,39.0,P-110,10860.0,7850.0,10500,10500,16.3
-34045,5,13.625,88.2,P-110,8830.0,4570.0,6711,6711,10.1
-34045,7,13.625,88.2,P-110,8830.0,4570.0,9838,9597,10.1
-34146,1,7.0,32.0,P-110,12460.0,10780.0,15000,14000,11.8
-34226,1,7.625,33.7,HCP-110,10860.0,8800.0,15984,14500,12.5
-33851,2,10.75,65.7,HCQ-125,12110.0,8640.0,5419,5419,0.0
-33851,3,10.75,64.0,HCQ-125,12700.0,8130.0,11179,11179,0.0
-33851,4,9.625,53.5,Q-125,12390.0,8440.0,13962,13837,11.4
-34321,1,20.0,94.0,K55,2110.0,520.0,1200,1200,8.3
-34322,1,13.375,68.0,HCN-80,5020.0,2910.0,4500,4500,8.8
-34323,1,9.625,53.5,P-110,10900.0,7950.0,7500,7500,13.0
-34324,1,7.625,29.7,ECP-110,10760.0,7360.0,8800,8765,15.5
-34325,1,5.5,23.0,P-110,14530.0,14520.0,10700,10504,16.3
-37782,1,7.0,29.0,P-110,11220.0,8530.0,11266,8600,15.0
-37848,1,10.75,40.5,J-55,3130.0,1580.0,1000,1000,8.5
-37999,1,9.625,53.5,Q-125,12390.0,8440.0,13750,13750,14.5
-38033,1,16.0,65.0,H-40,1640.0,630.0,701,699,8.7
-37240,1,9.625,47.0,N-80,6870.0,4760.0,7955,6000,13.0
-38034,1,10.75,45.5,J-55,3580.0,2090.0,2222,1938,8.7
-38035,1,7.625,29.7,HCP-110,9470.0,7150.0,9330,8400,9.7
-38102,1,16.0,84.0,K-55,2980.0,1410.0,1000,1000,8.4
-38103,1,10.75,45.5,K-55,3580.0,2090.0,2635,2500,9.5
-38111,1,16.0,65.0,H-40,1640.0,630.0,1000,1000,8.5
-38112,1,10.75,45.5,HCN-80,5210.0,3130.0,4100,4100,8.8
-38113,1,7.625,33.7,HCP-110,10860.0,8800.0,9850,9850,11.4
-38114,1,5.5,20.0,P110,12640.0,11080.0,11400,11400,15.4
-38115,1,10.75,40.5,J-55,3130.0,1580.0,1191,1177,8.5
-38121,1,7.625,26.4,K-55,4140.0,2890.0,6173,4065,9.0
-38168,1,32.0,250.0,X-56,2300.0,630.0,4930,4930,8.6
-38169,1,28.0,218.0,X56,2630.0,950.0,5240,5240,9.0
-38170,1,22.0,224.0,X-80,6363.0,3876.0,5000,5000,9.3
-38170,2,22.0,143.0,X-56,2780.0,1148.0,5455,5455,9.3
-38171,1,18.0,94.0,X-80,3880.0,1060.0,5905,5905,9.6
-38172,1,16.0,84.0,N-84,4330.0,1430.0,6930,6928,10.1
-38173,1,13.625,88.2,Q-125,10030.0,4800.0,11198,10272,11.2
-38174,1,11.75,65.0,P-110,8750.0,4480.0,16368,13900,12.2
-38175,1,8.625,57.4,CYP110,14640.0,14750.0,22472,18183,12.5
-38176,1,10.875,72.6,C100M,10560.0,8720.0,9000,8730,12.5
-38176,2,8.625,49.0,C-110,11300.0,10060.0,16000,13641,12.5
-38176,3,8.625,57.4,CYP110,14640.0,14750.0,22472,18183,12.5
-38177,1,,,,,,26989,19900,13.2
-38410,1,7.625,29.7,PS 110,9470.0,7150.0,12000,12000,11.5
-38411,1,13.625,88.2,Q-125,10030.0,4800.0,10407,10407,14.4
-38412,1,9.875,62.8,Q-125HC,14950.0,11640.0,17458,16967,15.6
-38431,1,7.0,29.0,P-110,11220.0,8530.0,11145,10515,11.1
-38674,1,11.875,71.8,HCQ-125,10720.0,7280.0,10945,10945,13.0
-38675,1,9.625,53.5,HCP-110,10900.0,8850.0,12776,12776,16.7
-38676,1,7.0,35.0, Q-125,15560.0,14310.0,14440,14440,17.0
-38677,1,5.0,18.0,Q-125,15840.0,14830.0,16322,16300,17.1
-38701,1,22.0,224.3,X-80,6360.0,3870.0,4513,4513,0.0
-38711,1,9.625,43.5,P-110,8700.0,4430.0,18650,17850,0.0
-38713,1,13.375,68.0,K-55,3450.0,1950.0,2500,2494,9.0
-38714,1,7.0,26.0,P-110,9950.0,6230.0,10656,8593,9.0
-38712,1,7.625,47.1,Q-125,17930.0,18700.0,21800,20108,15.3
-39069,1,,,,,,26710,26387,11.5
-39139,1,20.0,166.0,X-56,3980.0,2510.0,4940,4940,8.6
-39139,2,20.0,129.0,X-56,3060.0,1450.0,5117,5117,8.6
-39140,1,16.0,84.0,HCN-80,4330.0,1910.0,6802,6802,9.5
-39141,1,13.625,88.2,HCQ-125,10030.0,5930.0,11050,11050,10.2
-39142,1,9.875,62.8,Q-125,13840.0,11140.0,16000,16000,12.3
-39143,1,7.75,46.1,Q-125,16790.0,16580.0,20000,20000,14.2
-38005,1,13.375,72.0,Q-125HC,8410.0,3900.0,2000,2000,13.5
-39926,1,,,,,,27966,26348,13.9
-40008,1,20.0,129.0,X-56,3060.0,1450.0,2701,2700,9.0
-40009,1,16.0,84.0,N-80,4330.0,1480.0,5522,4950,9.6
-40010,1,13.375,72.0,P-110,7400.0,2890.0,9802,7724,12.3
-40011,1,11.75,65.0,P-110,8750.0,4480.0,12274,9326,14.4
-39992,1,18.625,87.5,K55,2250.0,630.0,1000,1000,8.6
-39993,1,13.375,68.0,K55,3450.0,1950.0,3000,3000,8.6
-39994,1,9.625,43.5,N80,6327.0,3810.0,7313,7001,9.4
-39995,1,7.625,29.7,P-110,9470.0,5340.0,11400,10700,10.1
-40012,1,9.625,36.0,K-55,3520.0,2020.0,14732,11124,14.4
-40013,1,7.625,45.3,P-110,15020.0,15420.0,15500,11820,14.4
-40014,1,7.625,39.0,L-80,9178.0,8810.0,11600,8901,0.0
-40484,1,10.75,45.5,J-55,3580.0,2090.0,1712,1500,8.6
-40485,1,7.625,29.7,HCP-110,9470.0,7150.0,6520,5800,9.1
-40502,1,13.375,72.0,L-80,5382.0,2670.0,4628,1627,8.7
-40501,1,9.625,53.5,P-110,10900.0,7950.0,11185,11185,0.0
-40503,1,9.625,53.5,P-110,10900.0,7950.0,6505,6496,9.0
-40148,1,16.0,65.0,H40,1640.0,630.0,900,900,8.7
-40149,1,10.75,45.5,K55,3580.0,2090.0,4500,4500,9.0
-40150,1,7.625,29.7,HCP-110,9470.0,7150.0,13000,13000,10.0
-40504,1,7.625,39.0,P-110,12620.0,11080.0,7388,7358,9.2
-40504,2,7.75,46.1,Q-125,16790.0,16580.0,10550,10004,10.2
-40505,1,5.0,18.0,P-110,13940.0,13450.0,12700,11567,12.5
-40506,1,22.0,224.0,X-80,6363.0,3876.0,7683,7683,9.3
-40168,1,28.0,288.6,X-56,3500.0,1946.0,1133,1133,8.7
-40169,1,24.0,245.6,K-55,4010.0,2673.0,4488,4488,8.8
-40170,1,20.0,133.0,125,6950.0,1600.0,12590,12590,11.2
-40171,1,16.0,137.9,Q-125,11525.0,6842.0,17053,17053,14.6
-40172,1,13.375,72.0,P-110,7400.0,2890.0,20176,20174,15.7
-40173,1,12.75,123.7,Q-125,16882.0,16757.0,16000,16000,16.3
-40174,1,11.875,71.8,Q125,10720.0,5630.0,19175,19172,16.3
-40175,1,9.625,53.5,P-110,10900.0,7950.0,26800,26797,16.3
-40176,1,7.625,39.0,P-110,12620.0,11080.0,28000,27997,16.7
-40177,1,,,,,,35000,35000,17.9
-40188,1,7.625,39.0,P-110,12620.0,11080.0,9139,9100,9.0
-40189,1,5.0,18.0,P-110,13940.0,13450.0,12908,12235,11.0
-40449,1,9.625,36.0,J-55,3520.0,2020.0,1030,1000,8.6
-40450,1,7.0,23.0,N-80,6342.0,3830.0,1945,1400,9.0
-40483,1,16.0,65.0,H-40,1640.0,630.0,962,950,8.6
-40213,1,16.0,65.0,H-40,1640.0,630.0,800,800,8.5
-40214,1,10.75,45.5,K-55,3580.0,2090.0,2100,2100,8.8
-40217,1,28.0,218.3,X-52,1969.0,950.0,8250,8250,8.6
-40216,1,7.625,29.7,N-80,6890.0,4790.0,3500,3500,9.0
-40218,1,22.0,224.0,X-80,6363.0,3876.0,11000,11000,9.2
-40219,1,18.0,117.0,P-110,6680.0,2110.0,12816,12816,9.5
-40220,1,13.625,88.2,HCQ-125,10030.0,5930.0,22800,22800,11.2
-40221,1,11.875,71.8,HCQ125,10720.0,7190.0,27500,27500,12.3
-40222,1,,,,,,32000,32000,14.0
-40248,1,13.375,68.0,J-55,3450.0,1950.0,4000,4000,9.0
-40249,1,9.625,47.0,HCP-110,9440.0,7100.0,10720,9186,9.0
-40258,1,16.0,65.0,H-40,1640.0,630.0,800,800,8.6
-40260,1,7.0,29.0,P/S,11220.0,9200.0,7600,7108,9.5
-40259,1,10.75,45.5,J-55,3580.0,2090.0,3500,3500,9.0
-40328,1,18.625,87.5,K-55,2250.0,630.0,1200,1200,8.6
-40329,1,13.375,68.0,N-80,5020.0,2260.0,5200,5200,9.0
-40330,1,9.625,53.5,HCP-110,10900.0,8850.0,14200,12335,11.0
-40331,1,7.0,29.0,HCP-110,11220.0,9200.0,17657,14000,13.0
-40349,1,9.625,53.5,HCP-110,10900.0,8850.0,9684,8842,11.2
-40350,1,7.625,39.0,P-110,12620.0,11080.0,12600,11500,15.6
-40351,1,6.0,18.6,EX-80,6350.0,3700.0,15005,13900,17.1
-40352,1,5.0,18.0,P-110,13940.0,13450.0,16203,15199,17.3
-40390,1,16.0,65.0,J-55,2244.0,1020.0,800,800,8.6
-47387,1,13.625,88.2,HCQ-125,10030.0,5930.0,11635,11232,12.4
-47390,1,9.875,62.8,Q-125HC,14950.0,11640.0,15637,14732,13.2
-47391,1,7.625,39.0,P-110,12620.0,11080.0,16288,15265,13.2
-48246,1,10.75,40.5,K-55,3130.0,1580.0,1650,1642,9.0
-47466,1,11.75,65.0,HCQ-125,9940.0,5740.0,8789,8789,13.0
-47468,1,9.625,53.5,HCQ-125,12390.0,8850.0,13395,13225,10.3
-47469,1,7.625,39.0,P-110,12620.0,11080.0,14485,14250,10.5
-47467,1,9.625,53.5,HCQ-125,12390.0,8850.0,12300,12200,14.0
-41284,2,9.875,62.8,C-110,12180.0,10290.0,16700,15045,11.3
-41284,3,9.875,62.8,Q-125,13840.0,11140.0,17366,15539,11.3
-47490,1,16.0,75.0,J-55,2630.0,1020.0,1210,1210,8.3
-47491,1,10.75,45.5,HCN-80,5210.0,3130.0,3600,3600,8.8
-47492,1,7.625,33.7,HCP-110,10860.0,8800.0,10853,10622,11.8
-47539,1,22.0,224.3,X-80,6360.0,3870.0,3250,3250,9.9
-47550,1,11.875,71.8,HCQ-125,10720.0,7280.0,22500,22500,15.4
-47591,1,10.75,45.5,J-55,3580.0,2090.0,2830,2830,8.7
-47593,1,7.0,23.0,HCP-110,8720.0,5690.0,7490,7300,9.5
-47594,1,20.0,94.0,K-55,2110.0,520.0,800,800,8.2
-47595,1,13.375,68.0,J-55,3450.0,1950.0,4551,4500,8.8
-47596,1,9.625,53.5,Q-125,12390.0,8440.0,11382,10800,12.5
-47597,1,7.625,39.0,Q-125,14340.0,12060.0,12282,11700,16.7
-50309,1,16.0,65.0,H-40,1640.0,630.0,800,800,8.6
-50310,1,10.75,45.5,J-55,3580.0,2090.0,2500,2500,9.0
-50495,1,16.0,84.0,N-80,4330.0,1480.0,7000,7000,9.2
-50501,1,26.0,202.0,X-60,3030.0,1190.0,800,800,8.6
-47980,1,16.0,75.0,J-55,2630.0,1020.0,1210,1210,8.3
-47981,1,10.75,45.5,HCN-80,5210.0,3130.0,3600,3600,8.8
-47982,1,7.625,33.7,HCP-110,10860.0,8800.0,10697,10480,9.5
-48163,1,7.625,29.7,P-110,9470.0,5340.0,11379,8689,12.2
-48164,1,5.5,17.0,HCN-80,7740.0,8580.0,12690,10000,13.1
-48245,1,16.0,65.0,H40,1640.0,630.0,900,900,8.7
-48247,1,7.625,26.4,K55,4140.0,2890.0,3954,3763,9.5
-48595,1,13.625,88.2,HCQ-125,10030.0,5930.0,10660,10660,10.0
-48596,1,10.75,65.7,HCQ-125,12110.0,8640.0,16943,16900,14.6
-48597,1,7.625,39.0,HCQ-125,14340.0,13920.0,19594,19527,15.9
-49079,1,20.0,94.0,H-40,1530.0,520.0,850,850,8.7
-49080,1,16.0,97.0,HCP-110,6920.0,2990.0,4500,4500,8.7
-49081,1,11.875,71.8,HCQ-125,10720.0,7280.0,10945,10945,13.4
-48924,1,5.5,23.0,P-110,14530.0,14520.0,13542,13100,9.0
-49082,1,9.625,53.5,HCP-110,10900.0,8850.0,12776,12776,16.3
-49083,1,7.0,35.0, Q-125,15560.0,14310.0,14440,14440,17.0
-49084,1,5.0,18.0,Q-125,15840.0,14830.0,16322,16300,17.1
-49150,1,,,,,,29000,29000,14.5
-49205,1,18.625,87.5,K-55,2250.0,630.0,1000,1000,8.8
-49206,1,13.625,88.2,HCQ-125,10030.0,5930.0,5000,5000,9.3
-49207,1,9.875,62.8,Q-125,13840.0,11140.0,12050,12050,12.5
-49208,1,7.625,55.3,T-95,16350.0,16850.0,15500,15500,16.6
-49209,1,5.0,21.4,P-110,16820.0,17550.0,16322,16322,16.6
-49210,1,22.0,224.3,X-80,6360.0,3870.0,6297,6297,8.9
-49211,1,17.875,93.5,HCN-80,3916.0,1290.0,11207,11207,10.2
-49212,1,13.625,88.2,HC Q125,10030.0,6370.0,18751,18496,12.0
-49213,1,11.875,71.8,HCQ-125,10720.0,7280.0,21365,20764,13.2
-49257,1,11.875,71.8,Q-125,10720.0,5630.0,28000,28000,14.6
-49215,1,,,,,,29817,27082,14.3
-49231,1,5.5,23.0,P-110,14530.0,14520.0,15453,14910,17.6
-49258,1,,,,,,32000,32000,15.0
-49470,1,22.0,328.3,X-80,9545.0,9457.0,4460,4460,0.0
-49470,2,22.0,224.0,X-80,6363.0,3876.0,5000,5000,0.0
-49470,3,22.0,170.0,X-60,3580.0,1820.0,5950,5950,8.9
-49471,1,16.0,97.0,HCQ-125,7860.0,2990.0,10500,10500,11.8
-49472,1,13.625,88.2,HC Q125,10030.0,6370.0,21900,21215,13.3
-49473,1,11.875,58.8,HCQ-125,8660.0,3760.0,25255,24025,10.8
-49474,1,,,,,,27528,25953,14.6
-50502,1,20.0,169.0,X-56,3978.0,2510.0,4500,4500,8.6
-50503,1,13.625,88.2,HCQ-125,10030.0,5930.0,10850,10750,12.5
-50504,1,9.875,62.8,HCQ125,13840.0,11140.0,14906,14500,16.5
-50505,1,7.625,39.0,Q125,14340.0,12060.0,16605,16050,16.8
-50506,1,5.5,29.7,P-110,19670.0,20180.0,17277,16590,17.2
-50778,1,18.625,87.5,J-55,2250.0,630.0,900,900,8.7
-50779,1,13.375,72.0,HC Q-125,8410.0,3470.0,5000,5000,8.9
-50780,1,9.625,53.5,HCP-110,10900.0,8850.0,11450,11300,12.3
-50781,1,7.625,39.0,Q-125,14340.0,12060.0,12669,12287,16.6
-50782,1,5.5,23.0,Q-125,16510.0,16070.0,14460,13501,17.1
-51075,1,13.375,68.0,K-55,3450.0,1950.0,4445,4441,9.2
-51076,1,9.625,53.5,P-110,10900.0,7950.0,5680,8676,9.3
-51077,1,7.625,39.0,P-110,12620.0,11080.0,12193,10429,10.5
-51078,1,5.5,23.0,P-110,14530.0,14520.0,12900,11120,11.7
-51981,1,11.75,119.8,HCQ-125,21050.0,20000.0,5230,5230,0.0
-51981,2,10.75,64.0,HCQ-125,12700.0,8130.0,15772,13648,10.3
-51982,1,9.485,33.0,LSX-80,4980.0,2150.0,22098,16171,12.4
-51983,1,7.625,39.0,HCQ-125,14340.0,13920.0,24250,17540,13.0
-51983,2,8.06,54.0,L-80,11800.0,12420.0,20800,15675,13.0
-52191,1,16.0,75.0,J-55,2630.0,1020.0,1000,1000,8.6
-52648,1,13.625,88.2,HCQ-125,10030.0,5930.0,10660,10660,10.0
-52649,1,10.75,65.7,HCQ-125,12110.0,8640.0,16413,16361,14.6
-52650,1,7.625,39.0,HCQ-125,14340.0,13920.0,19875,19800,15.9
-52793,2,16.0,84.0,N-80HC,4330.0,1910.0,13863,13863,11.0
-52794,1,13.625,88.2,HCQ-125,10030.0,5930.0,16700,15315,11.6
-52795,1,11.875,71.8,HCQ125,10720.0,7190.0,19300,17506,12.4
-52796,1,9.875,62.8,HCQ125,13840.0,11140.0,22806,21000,13.6
-52797,1,,,,,,28815,27005,14.2
-52930,1,16.0,65.0,H-40,1640.0,630.0,800,800,8.2
-53190,1,24.0,186.2,X-52,2840.0,1410.0,1500,1500,8.5
-53191,1,18.0,117.0,P-110,6680.0,2110.0,4071,4071,9.0
-53192,1,13.625,88.2,Q-125HC,10030.0,5930.0,12000,12000,13.0
-53193,1,11.875,71.8,HCQ-125,10720.0,7280.0,15500,15432,17.1
-53194,1,9.875,62.8,Q-125HC,14950.0,11640.0,18167,18100,17.9
-53195,1,7.625,55.3,Q-125,21520.0,22170.0,20667,20600,18.3
-53196,1,5.0,23.2,Q-125,20909.0,21620.0,21567,21500,18.3
-53213,1,9.625,36.0,J-55,3520.0,2020.0,648,624,8.6
-51655,2,7.625,33.7,Q-125,12340.0,8350.0,17415,8451,9.6
-51997,2,7.625,33.7,Q-125,12340.0,8350.0,16721,7337,9.6
-52324,2,7.625,33.7,Q-125,12340.0,8350.0,16163,6332,9.6
-53469,1,28.0,218.0,X56,2630.0,950.0,5990,5990,8.5
-53470,1,22.0,143.0,X-56,2780.0,1148.0,7030,7030,9.0
-53492,1,18.0,94.0,X-80,3880.0,1060.0,9000,9000,9.3
-53493,1,9.625,36.0,J-55,3520.0,2020.0,659,600,8.6
-53494,1,7.0,23.0,N-80,6342.0,3830.0,1631,898,9.0
-53503,1,13.625,88.2,Q-125,10030.0,4800.0,11368,11100,10.8
-53508,1,9.875,62.8,Q-125HC,14950.0,11640.0,15472,14230,16.0
-53706,1,9.625,47.0,L-80,6870.0,4760.0,5000,5000,9.0
-53598,2,13.625,88.2,Q-125HC,10030.0,5930.0,23450,23400,13.6
-53599,1,9.625,53.5,HCQ-125,12390.0,8850.0,28073,27700,12.5
-53592,1,9.625,36.0,J-55,3520.0,2020.0,659,600,8.6
-53593,1,7.0,23.0,N-80,6342.0,3830.0,1631,898,9.0
-53726,1,,,,,,12197,12100,2.5
-53792,1,16.0,65.0,H-40,1640.0,630.0,800,800,8.5
-53800,1,7.625,29.7,HCP-110,9470.0,7150.0,4500,4500,9.5
-53828,1,22.0,224.3,X-80,6360.0,3870.0,4772,4772,9.2
-53829,1,18.0,94.0,HCP-110,5350.0,1270.0,10072,10072,11.4
-53830,1,13.625,88.2,HCQ-125E,10610.0,5930.0,16572,16572,14.2
-53831,1,11.875,71.8,HCQ-125,10720.0,7280.0,20072,20072,15.1
-53832,1,9.875,62.8,HCQ125,13840.0,11140.0,24072,24072,15.2
-53833,1,,,,,,27000,27000,15.5
-53836,1,7.625,29.7,HCP-110,9470.0,7150.0,4500,4500,9.5
-53846,1,22.0,224.3,X-80,6360.0,3870.0,3250,3250,9.9
-53847,1,18.0,94.0,HCP-110,5350.0,1270.0,6850,6850,10.8
-53848,1,13.625,88.2,HCQ-125E,10610.0,5930.0,16000,16000,13.4
-53849,1,11.875,71.8,HCQ-125,10720.0,7280.0,22539,22500,15.4
-53850,1,9.875,62.8,Q-125,13840.0,11140.0,26062,26000,15.6
-53851,1,,,,,,32102,32000,15.9
-53966,1,20.0,94.0,J-55,2110.0,520.0,1000,1000,8.6
-53967,1,13.375,68.0,HCN-80,5020.0,2910.0,4500,4500,8.8
-53968,1,9.625,53.5,P-110EC,12390.0,9140.0,12581,12127,11.8
-54017,1,13.375,68.0,J-55,3450.0,1950.0,3000,2790,9.0
-54018,1,9.625,53.5,Q-125,12390.0,8440.0,7100,5792,13.0
-54019,1,7.0,32.0,HCP-110,11710.0,10760.0,10212,7886,14.0
-54075,1,20.0,94.0,K-55,2110.0,520.0,1000,1000,8.8
-54076,1,16.0,84.0,N-80,4330.0,1480.0,6000,6000,8.8
-54077,1,9.675,53.5,Q-125,12390.0,8440.0,16521,16513,9.9
-54078,1,7.625,39.0,Q-125,14340.0,12060.0,17400,17382,11.0
-69665,1,7.625,39.0,Q125,14340.0,12060.0,19875,19792,11.5
-69698,1,20.0,133.0,K-55,3060.0,1500.0,2500,2500,8.6
