SN_APD_QA,QA_RESPONSE_CD,QA_RESPONSE_TXT
-100174,,
-100175,,
-100176,Y,GMG290269/Outfall No. 001
-100177,Y,
-100102,Y,
-100103,Y,
-100104,Y,
-100105,,
-100106,Y,GMG290002-Outfall #080
-100107,,
-103514,Y,
-103515,,
-103516,,
-103517,,
-103518,Y,GMG290073
-103519,Y,
-117880,Y,
-117881,Y,
-117882,,
-117883,,
-117884,Y,MGM2900129
-103534,Y,
-103535,,
-103536,Y,
-103537,,
-103538,Y,
-103539,,
-103612,Y,
-103613,Y,
-103614,,
-103615,,
-103616,Y,GMG290163
-103617,,
-103594,Y,"A minimum of 1,000 sacks of barite to be kept available on board."
-103595,Y,
-103596,Y,
-103597,,
-103598,Y,EPA Permit # 290006 Outfall 394 A/T/S
-103599,,
-103606,Y,"1000 sks Barite, 200 sks Gel"
-103607,Y,
-103608,,
-103609,,
-103610,Y,GMG290024
-103611,,
-104054,Y,
-104055,,No hydrocarbon based fluids are planned.
-104056,,
-98849,,
-99454,Y,
-99455,,
-99456,,
-99457,,
-106420,Y,"EPA General Permit GMG290096
Outfall No. 335A"
-106421,,
-107139,,
-107140,,
-107141,,
-107142,Y,GMG290375
-107143,Y,
-146499,,
-146500,N,
-146501,Y,SureTec Version 2.4
-107218,Y,
-107219,,
-107220,,
-107221,,
-107222,Y,GMG290075
-107223,Y,
-146494,N,"Minimum of 1,000 sacks of barite to be available on the rig"
-146495,N,
-146496,Y,
-146497,,
-146498,Y,"EPA Region 6 Permit #GMG 290006
Outfall 0077"
-111900,,
-111901,,
-111902,Y,GMG290075
-111903,Y,
-111904,N,
-111919,Y,
-111920,Y,
-111921,,
-111922,,
-111923,Y,GMG290129
-111924,,
-111925,N,
-111926,Y,
-111927,,
-111928,,
-111929,,
-111930,Y,"GMG
2900000 for the GOM Main Pass Block 313
Field, Outfall No. 294A"
-111931,Y,
-111932,N,
-111978,Y,"200 Sacks of gel and 392 sacks of barite will be maintained on the rig during drilling operations.  See Attachment"" MC 109 A18ST2."
-111979,,
-111980,,
-111981,,
-111982,Y,"All drilling mud and cuttings will be discharged in compliance with NPDES Permit No. GMG 290188.  Daily discharge rates will vary over the duration of the drilling process.  Outfall numbers for authority to discharge per NPDES Permit No. GMG 290188 for MC 109, Lease OCS-G 05825, Well No. A18ST2 are 105A and 105T.  Authority to discharge SBM cuttings and fluids has been requested from EPA.  See Attachment ""NOI EPA MC 109"" for details."
-111983,Y,
-111984,N,
-112577,Y,No hydrocarbon based drilling fluids are planned.
-112578,,
-112579,,
-112580,Y,GMG 290103
-112581,,
-112582,N,
-112576,Y,
-108667,Y,
-108668,,
-108669,,
-108670,,
-108671,Y,GMG290073
-108672,Y,
-108673,N,
-108781,Y,
-108782,,
-108783,,
-108784,Y,GMG290129
-108785,Y,
-108786,N,
-108733,Y,
-108734,Y,
-108735,,
-108736,,
-108737,Y,GMG290163
-108738,,
-108739,N,
-108780,Y,
-109457,Y,
-109458,,
-109459,N,
-109460,Y,EPA coverage requested on 8/6/2009.  EPA permit number is pending.
-109461,Y,
-109462,,
-109456,Y,
-114249,Y,
-114250,,
-114251,,
-114252,,
-114253,Y,GMG290208
-114254,Y,
-114255,N,
-114269,Y,
-114270,Y,
-114271,Y,
-114272,,
-114273,Y,"Our Permit number is GMG290350.
Our Outfall Number is 0006."
-114274,,
-114275,N,
-114289,Y,
-114290,,
-114291,Y,
-114292,,
-114293,Y,GMG 290185
-114294,,
-114295,N,
-118355,Y,
-118356,,
-118357,,
-118358,Y,Outfall No. 015A
-118359,Y,
-118354,Y,
-114329,,
-114330,,
-114331,,
-114332,Y,Log & Approval Attached
-114333,Y,"Outfall #447A & #447S, GMG290132"
-114334,Y,
-114335,,
-114373,Y,"GMG 290103, Outfall #759"
-114374,,
-107775,Y,GMG290073
-107776,Y,
-107777,,
-107964,Y,
-107965,Y,
-107966,Y,
-107967,,
-107968,Y,GMG290132
-107969,,
-107970,N,
-107984,Y,
-107985,,
-107986,,
-107987,,
-107988,Y,GMG290351
-107989,,
-107990,N,
-108004,Y,
-108005,,
-108006,Y,
-108007,,
-108008,Y,"GMG 290103, Outfall #759"
-108009,,
-108010,N,
-108076,,
-108077,N,
-108164,Y,
-108165,,
-108166,,
-108167,,
-108168,Y,GMG290351
-108071,Y,
-108072,,
-108073,Y,
-108074,,
-108075,Y,GMG290126
-111985,Y,
-111986,,
-111987,,
-111988,,
-111989,Y,GMG290351
-111990,Y,
-111991,N,
-111992,Y,
-111993,,
-111994,,
-111995,,
-111996,Y,GMG 290000
-111997,,
-111998,,
-112045,Y,Minimum 1000 sacks barite and 200 sacks gel.
-112046,Y,
-112047,Y,
-112048,,
-112049,Y,GMG290002-Outfall #080
-112050,N,subsea well
-112051,N,
-112052,Y,
-112053,Y,
-112054,Y,
-112055,,
-112056,Y,GMG 290103
-112057,,
-112058,N,
-112583,Y,Minimum of 1000 sacks barite and 200 sacks gel.
-109328,Y,1000 sacks of barite and 200 sacks of gel will be maintained to raise the entire system MW 1/2 ppg
-109329,,
-109330,,
-109331,,
-109332,Y,General permit 290132
-109333,Y,
-109355,Y,
-109356,,
-109357,,
-109358,Y,Outfall No. 393A
-109359,Y,
-109360,,
-109421,Y,
-109334,N,
-109354,Y,
-109422,Y,No hydrocarbon based drilling fluids are planned.
-109423,,
-109424,,
-109425,Y,GMG 290103
-109426,N,See attached waiver.
-109427,N,
-109499,,
-109500,,
-109501,,
-109502,Y,GMG290000
-109503,Y,
-109504,,NA - sidetrack.  Calculated WCD not required under NTL N06
-109470,Y,1000 sacks of barite and 200 sacks of gel will be maintained to raise the entire system MW 1/2 ppg
-109471,,
-109472,,
-109473,,
-109474,Y,General permit 290132
-109475,Y,
-109476,N,
-109498,Y,
-114375,N,
-114376,Y,1000 sks Barite and 200 sks Gel
-114377,,
-114378,,
-114379,,
-114380,Y,GMG 290269 / Outfall No. 036 A/T.
-114381,Y,
-114382,N,
-114389,Y,
-114390,Y,
-114391,,
-114392,,
-114393,Y,OUTFALL NO. 143B
-114394,Y,
-114395,,
-192620,N,
-192621,Y,Shell EZ Chart
-192638,Y,
-192639,Y,
-192640,Y,
-192641,,
-192642,Y,NPDES Permit GMG 290132
-117414,,
-117415,,
-117416,,
-117417,Y,GMG290329
-117418,Y,
-117419,N,
-117440,Y,
-117441,Y,
-117442,,
-117443,,
-117444,Y,GMG290129
-117445,,
-117446,N,
-117413,Y,
-108169,,
-108170,N,
-108184,Y,
-108185,,
-108186,,
-108187,,
-108188,Y,GMG290073
-108189,,
-108190,N,
-108548,,
-108549,,
-108550,,
-108551,Y,GMG290073
-108552,Y,
-108553,N,
-108273,Y,
-108274,Y,
-108275,Y,
-108276,,
-108277,Y,Outfall No. 393A
-108278,Y,
-108279,,
-108411,Y,
-108412,N,
-108503,,
-108504,Y,GMG290132
-108505,,
-108506,,
-108547,Y,See mud quantities attachment.
-108406,Y,
-108407,,
-108408,,
-108409,,
-108410,Y,GMG290235
-112584,Y,
-87238,Y,Permit and Outfall Numbers are pending (included as attachment).
-87239,,
-87328,Y,
-87329,Y,
-87330,,
-87331,,
-87332,Y,"GMG 290180
NOI filed 1/14/08."
-87333,,
-87334,Y,"200 sacks of gel and 313 sacks of barite will be maintained on the rig during drilling operations.  See Attachment ""ST 102 #01 Barite Sack Calculations"" for details."
-87335,,
-87336,,
-87337,N,
-87338,Y,"All drilling mud and cuttings will be discharged in compliance with the NPDES Permit No. GMG 290165.  No fluids containing free oil will be discharged.  Daily discharge rates will vary over the duration of the drilling process. Outfall Numbers and authority to discharge per NPDES Permit No. GMG 290165 for the ST 102 OCS-G 26092, Well No. 01 have been requested from EPA."
-87339,,
-87394,Y,"Minimum Mud Quantities:
1000 sxs Barite and 200 sxs Gel"
-87395,,
-87396,,
-85509,,
-85510,Y,GMG 290180
-85511,Y,
-85578,Y,"1000 sacks barite
200 sacks gel"
-85579,Y,
-85580,,
-85581,Y,
-85582,Y,GMG290255
-85583,,
-85848,Y,
-85849,,
-85850,Y,GMG 290185
-85851,,
-85852,Y,
-85853,,
-85846,Y,
-85847,,
-86066,Y,
-86067,,
-86068,,
-86069,,
-86070,Y,GMG 290110
-86071,N,Holstein has a waiver.
-86887,,
-86888,Y,EPA coverage under GMG 290006. Covers SBM.
-86889,,
-86898,Y,1000 sxs Barite and 200 sxs Gel.
-86899,Y,
-86900,,
-86901,,
-86902,Y,Permit and Outfall Numbers are pending (included as attachment).
-86903,,
-86944,Y,
-86945,Y,
-86946,Y,
-86947,Y,OPEN HOLE LOG & WELLBORE SURVEY DATA FOR CC-22 ATTACHED
-86948,Y,OUTFALL NO. 253A
-76392,,
-76393,,
-76394,Y,GMG290073
-76395,Y,
-76478,Y,
-76479,Y,
-76480,,
-76481,,
-76482,Y,GMG 290067
-76483,,
-76484,Y,
-76485,Y,
-75022,Y,
-75023,,
-75024,,
-75025,,
-75026,Y,NPDES GMG 290293
-75027,Y,While moving heavy equipment over the well bay.
-76864,Y,
-76865,,
-76866,Y,
-76867,,
-76824,Y,
-76825,Y,
-76826,Y,
-76827,,
-76828,Y,OUTFALL NO. 496A
-76829,Y,
-76868,Y,Submittal date of permit - 07/24/2008
-76869,,
-77138,Y,
-77139,,
-77140,,
-77141,,
-77142,Y,GMG290073
-77143,Y,
-77151,,
-77152,,
-78615,,
-78665,N,
-78666,Y,
-78667,,
-78668,Y,EPA coverage has been requested under GMG290006.  SBM is included in the request.
-78669,,
-78664,Y,
-78684,Y,
-78685,Y,
-78686,,
-78687,,
-78688,Y,GMG 290067
-78689,Y,
-78884,Y,
-78885,Y,
-78886,,
-78887,,
-78888,Y,GMG 290174
-76583,Y,
-76650,Y,"1000 sxs of barite
200 sxs of gel"
-76651,Y,
-76652,,
-76653,Y,Requesting a waiver of the conductor casing.  JA-3 Log & directional attached.
-75240,Y,
-75082,Y,
-75083,Y,
-75084,Y,
-75085,,
-75086,Y,OUTFALL NO. 496A
-75087,Y,
-76654,Y,GMG290000
-75241,,Water Base Mud
-75242,,
-75243,,
-75244,Y,GMG290015 060A/060T
-75245,Y,Shut in as required with heavy lifts
-76655,Y,
-87397,,
-87398,Y,"GMG290269
Outfall No. 023"
-86330,Y,GMG 290067
-86331,N,currently on location 
-86426,Y,
-86427,Y,
-86428,,
-86429,,
-86430,Y,GMG290180
-86431,Y,
-86478,Y,
-86479,,
-86480,,
-86481,,
-86482,Y,See attached NOI for coverage under NPDES General Permit GMG 290000 submitted 09/30/08
-86483,N,"No production equipment on platform, first well drilled off of platform."
-86598,Y,
-86599,Y,
-86600,Y,
-86601,,
-86602,Y,EPA NPDES GMG290184
-86603,,
-86538,Y,
-86539,Y,
-86540,,
-86541,,
-86542,Y,GMG 290067
-86543,,currently on location
-86618,Y,"200 sacks gel, 1000 sacks barite"
-86619,,
-86620,,
-86949,Y,Waiver Applied For.
-87024,Y,
-87025,,
-87026,,
-87027,,
-87028,Y,GMG 290185
-87029,Y,
-87094,Y,GMG 290180
-87095,Y,
-87108,Y,
-87109,Y,
-87110,,
-87111,,
-87090,Y,
-87091,,
-87092,,
-87093,,
-106245,,
-106240,Y,"1000 sxs Barite
200 sxs Gel"
-106241,,
-106242,,
-106243,,
-85087,,
-83328,Y,472 sxs Bartie and 200 sxs of gel will be maintained on rig during drilling operations.
-83329,,
-83330,,
-83331,,
-83332,Y,"All drilliing mud discharges will be discharged in compliance with NPDES Permit No. G2900079.  No fluids containing free oil will discharged.  Daily discharge rates will vary over the duration of the drilling process.  EPA outfall numbers for EC 346, OCS-g 06655 are 91A,91T and 91S.  See attachment EPA NOI for documentation indicatiing ERT has applied with EPA for authorization to discharge Synthetic Base Mud (SBM) for Lease OCS-G 06655."
-83333,Y,
-106246,Y,
-106247,,
-106248,,
-106249,,
-106250,Y,GMG290328
-106244,Y,"GMG No. 290331
Outfall No. 012"
-76708,Y,EPA NPDES Permit No./Outfall No. Pending - See Attached NOI
-76744,Y,
-76745,,
-76746,,
-76747,,
-76748,Y,GMG 290185
-76749,,
-76709,,
-78405,,
-78406,Y,
-78407,,
-78090,Y,
-75002,Y,
-75003,Y,
-75004,Y,
-75005,,
-75006,Y,"EPA General Permit GMG290096
Outfall No. pending EPA approval"
-75007,,
-75062,N,
-75063,Y,
-75064,,
-75065,,
-75066,Y,GMG290103
-75067,,
-75068,Y,Will maintain 200 sacks of gel and 1000 sacks of barite.
-75069,Y,
-75070,,
-75071,Y,See attached conductor casing waiver.
-75072,Y,GMG290132
-75073,N,"See approved departure request from CFR 250.406(b).  All wells on ""L"" platform will be shut-in and the departure applies only to the wells on the bridge connected ""C"" platform."
-75740,Y,
-75741,,
-75742,,
-75743,,
-75744,Y,GMG 290061
-75745,,
-76658,Y,
-76659,,
-76660,Y,
-76661,,
-89573,,
-89574,Y,GMG 290067
-89575,N,rig will already be on location conducting plugback operations.
-89608,Y,GMG20292
-89609,,
-89624,Y,
-89604,Y,"1000 sks barite, 200 sxs gel"
-89625,,
-89626,,
-89627,,
-89628,Y,GMG290000
-89629,,
-90852,Y,
-90853,,
-90854,,
-90855,,
-90828,,
-90829,,
-90830,Y,GMG 290091
-90831,,
-90912,Y,
-90919,,
-88440,Y,
-88441,,
-88442,,
-88443,,
-88444,Y,GMG290300
-88445,Y,
-88506,Y,
-88507,,
-88508,,
-88509,,
-88510,Y,GMG290000
-88511,,
-92688,Y,
-92689,,
-92690,,
-92691,,
-92692,Y,GMG 290091
-92693,,
-92487,Y,
-92653,Y,
-92708,Y,
-92709,,
-92710,,
-92711,,
-92712,Y,GMG 290180
-92713,,
-95128,,
-95129,,
-95130,Y,GMG 290351
-95131,Y,
-95226,Y,"Minimum Mud Quantities:
1000 sxs Barite / 200 sxs Gel"
-95227,,
-95228,,
-95229,,
-95230,Y,"GMG No. 290330
Outfall No. Pending"
-95231,Y,
-95312,Y,
-96641,,
-96642,,
-96643,,
-96644,Y,GMG290073
-95426,Y,
-95313,,
-95314,,
-95315,,
-95316,Y,"GMG290329
Outfall No. Pending"
-95317,Y,
-95186,Y,
-95187,Y,
-95188,Y,
-95189,,
-95190,Y,GMG290061
-95191,,
-95286,Y,"2,250 sks of barite will be kept on the rig"
-96640,Y,
-96554,Y,
-96555,,
-96556,,
-96557,,
-96558,Y,GMG 290126
-96559,,
-96786,Y,1000 sxs barite/ 200 sxs gel
-96787,Y,
-96788,Y,
-96789,,
-96790,Y,GMG 290157
-96791,,
-96780,Y,"1000 sks Barite
On 07/13/2009, received approval from Marty Rinaudo to not carry 200 sks Gel on board."
-96781,Y,
-96782,Y,
-96783,,
-96784,Y,GMG290024
-96785,,
-97059,,
-97060,,
-97061,Y,
-97062,Y,Outfall #253A
-97063,Y,
-97078,Y,
-97403,Y,
-97404,,
-97058,Y,
-97079,Y,
-97080,,
-97081,,
-97082,Y,GMG290163
-97083,,
-97405,,
-97406,Y,GMG 290103
-97407,,
-97416,Y,
-97417,Y,
-97402,Y,
-90856,Y,GMG290235
-90857,Y,
-90498,Y,
-90499,Y,
-90500,,
-90501,,
-90502,Y,GMG 290103
-90503,,
-90978,Y,
-90979,Y,
-90980,Y,
-90981,,
-90982,Y,GMG 290185
-90983,,
-91032,Y,
-91033,,
-89668,Y,GMG 290091
-89669,,
-90367,Y,
-90368,,
-90369,N,
-90370,Y,GMG 290156
-90371,Y,
-89690,Y,
-89691,,
-89692,Y,
-89693,,
-89694,Y,GMG290091
-89695,,
-89710,Y,
-89711,,
-89712,,
-89713,,
-89714,Y,GMG290000
-89715,Y,
-89750,Y,
-89751,Y,
-89752,Y,
-92854,Y,
-92855,Y,
-92856,,
-92857,,
-92858,Y,GMG 290185
-92859,,
-88054,Y,"1000 sxs Barite, 200 sxs gel"
-88055,,
-88056,Y,
-88057,,
-88058,Y,GMG290024
-88059,,
-90386,Y,
-90387,Y,
-90388,,
-90389,,
-90390,Y,GMG 290058 and 347 A/T/S is the outfall number
-90391,,
-90767,Y,
-90768,Y,
-90769,,
-90770,Y,GMG 290180; Outfall # pending
-90771,,
-90706,Y,
-90655,,
-90656,Y,GMG290057/Outfall No. Pending
-90657,,
-90792,Y,
-90707,Y,
-90708,Y,
-90709,,
-90710,Y,Outfall No. 438B
-90711,,Skid Waiver Attached
-90766,Y,
-90793,,
-90794,Y,
-90795,,
-90796,Y,GMG 290061
-95287,Y,"16/18 IO Base Mud. Rig equipped with cuttings
dryers to discharge per MMS/EPA requirements.
Zero discharge contingency equipment."
-95288,Y,
-95289,,
-95290,Y,GMG290003
-95291,,
-95427,Y,No hydrocarbon based muds are planned.
-95428,Y,
-95429,,
-95430,Y,"NPDES Permit GM290000
GMG290103 fallout 434C	GARDEN BANKS 989 
GMG290103 fallout 433C	GARDEN BANKS 988"
-95431,,
-95472,Y,
-95473,Y,
-95474,Y,
-95475,,
-95476,Y,Outfall No. 164A
-95477,Y,
-95446,Y,
-95447,Y,
-95448,,
-95449,,
-95450,Y,"Outfall #447A & #447S, GMG290132"
-95451,Y,
-95486,Y,
-95487,Y,
-95488,,
-95489,,
-95490,Y,GMG290184
-95491,,
-95498,Y,
-95499,Y,
-95500,Y,
-95726,Y,
-95727,,
-95728,,
-95729,,
-95730,Y,See attached NOI for coverage under NPDES General Permit GMG 290000 submitted 09/30/08.
-95731,Y,
-97105,,
-97098,Y,
-97099,,
-97100,,
-97101,,
-97102,Y,GMG 290185
-96838,Y,
-96839,,
-96840,,
-96841,,
-96842,Y,GMG 290351
-96843,Y,
-96946,Y,Will maintain 200 sacks of gel and 1000 sacks of barite.
-96947,Y,
-96948,,
-96949,,
-96950,Y,All discharges will be in accordance with GMG290132.
-96951,,
-97103,,
-97104,Y,"381 sxs of barite  will be maintained on the rig during drilling operations.  See Attachment ""Barite Sack Calculations"" for details."
-97106,,
-97107,N,
-97108,Y,"All drilling mud and cuttings will be discharged in compliance with the NPDES Permit No. GMG 290079.  No fluids containing free oil will be discharged.  Daily discharge rates will vary over the duration of the drilling process.  EPA outfall discharge numbers for EC 346 Lease, OCS-G 06655 are 91A , 91T and 91S."
-97109,Y,
-89056,Y,
-89065,Y,
-89066,,
-89067,,
-89068,Y,GMG290132
-89069,Y,
-89265,Y,
-89266,,
-89267,,
-89268,Y,GMG290067
-89269,Y,
-89270,Y,
-89264,Y,
-89271,,
-89272,Y,
-89273,,
-91098,Y,"1000 sks of Barite, 200 sks gel"
-91099,Y,
-91100,Y,
-91101,,
-91102,Y,GMG290024
-91103,,
-92162,Y,"1000 sxs Barite, 200 sxs gel"
-92163,,
-92164,,
-92165,,
-92166,Y,GMG290024
-92167,,
-92216,Y,"1,000 sxs Barite, 200 sxs Gel"
-92217,,Synthetic Based Mud will be used. Disposal methods and monitoring will be in compliance with EPA current regulations.
-92218,,
-92219,,
-92220,Y,290002
-92221,,Subsea Well
-93222,,
-93223,,
-90797,,
-90932,Y,
-90933,Y,
-90934,Y,
-90935,,
-90936,Y,Outfall No. 143B
-90858,Y,
-90859,Y,
-90238,Y,
-90239,N,"Notusing hydrocarbon-based drill 
fluid."
-90240,Y,
-90241,,
-90242,Y,Permit 290006 - A/T/S requested
-90243,,
-90860,Y,
-90861,,
-90862,Y,GMG290002 - Outfall #080
-90863,,
-90872,Y,
-99458,Y,GMG 290375
-99459,,
-99854,Y,
-99855,N,
-99856,Y,
-99857,,
-99892,Y,Minimum Mud Quantity Calculations are attached.
-99893,,
-99894,,
-99895,,
-99896,Y,GMG 290077 (Notice of Intent attached).
-99897,,
-99913,,
-99914,,
-99915,,
-99916,Y,GMG290269/Outfall No. 001
-99917,Y,
-99936,Y,
-99912,Y,"1000 Sxs. Barite
200 Sxs. Gell"
-99937,Y,No hydrocarbon based drilling fluids are planned.
-99938,,
-99939,,
-99940,Y,GMG 290103
-99941,N,see attached waivers.
-99952,Y,
-99953,Y,
-99954,,
-99955,,
-99956,Y,GMG290208
-99957,Y,
-100248,Y,
-100249,Y,
-99166,Y,"Min 200 sacks gel, 1000 sacks barite"
-99167,Y,
-99168,,
-99169,,
-99170,Y,GMG 290185
-99171,Y,
-104060,Y,See attached.
-104061,,
-104062,,
-104063,,
-104064,Y,GMG290073
-104065,Y,
-104094,Y,"1000 sks Barite, 200 sks Gel"
-104095,Y,
-104096,,
-104097,,
-104098,Y,GMG290024
-104099,,
-104208,Y,
-104209,Y,
-104210,,
-104211,,
-104212,Y,CAG28000
-104213,Y,
-104214,Y,See attached.
-104215,,
-104216,,
-104217,,
-104218,Y,GMG290073
-104219,Y,
-104220,Y,
-97708,Y,
-97709,Y,
-97710,Y,
-97711,,
-97712,Y,GMG290314
-97713,,
-97728,Y,
-97729,,
-97730,,
-97731,,
-97732,Y,GMG290073
-97733,Y,
-97740,Y,
-97741,,
-97742,Y,10.5 pad mud will be maintained on the rig.
-97743,,
-97744,Y,GMG 290126
-97745,,
-99354,Y,
-99355,,
-99356,Y,"The 20"" section will be drilled riserless. Kill weight mud (10.5 pad mud) will be maintained on board."
-99357,,
-99358,Y,GMG290126
-99359,,
-100213,Y,
-100214,,
-100215,,
-100216,Y,All discharges will be in accordance with GMG290132.
-100217,,
-100196,Y,
-100197,Y,
-100198,Y,
-100199,N,We have attached the detailed geophysicsl Top Hole Analysis and two 3D seismic images above salt for your review.
-100200,Y,The EPA Permit number is GMG290350. The outfall number is yet to be assigned.
-100201,,
-100212,Y,Will maintain 1000 sacks of barite.
-104057,,
-104058,Y,NPDES GMG 290103
-104059,,
-104066,Y,
-104067,Y,
-104068,,
-104069,,
-104070,Y,GMG290000
-104071,,
-104133,Y,
-104134,,
-104135,,
-104136,Y,gmg290000. Outfall No. 445A
-104137,Y,
-104154,Y,
-104132,Y,
-104155,Y,
-104156,Y,
-104157,,
-104158,Y,GMG290375
-104159,,
-104166,Y,1000 sxs Barite / 200 sxs Gel
-104167,,
-104168,,
-104169,,
-104170,Y,"GMG No. 290330
Outfall No. Pending"
-104171,Y,
-104178,Y,
-104179,Y,
-104180,Y,
-104181,,
-104182,Y,GMG290202 Outfall 181
-100250,Y,
-100251,Y,
-100252,Y,
-100253,Y,
-100254,Y,
-100255,Y,
-100256,,
-100257,,
-100258,Y,GMG290358 - Outfall # Pending
-100259,,
-100302,Y,
-100303,,
-100304,,
-100305,,
-100306,Y,GMG290235
-100307,Y,
-100308,Y,
-100309,Y,
-100310,,
-100311,,
-100312,Y,GMG290067
-100313,Y,
-100512,Y,
-100513,Y,
-100514,,
-100515,,
-100516,Y,"          
         GMG290070"
-100517,,
-100524,Y,
-100525,Y,
-100526,,
-100527,,
-104221,,
-104222,Y,
-104223,,
-104224,Y,"NPDES Permit No. 290096, Outfall No. 461 A/S"
-104225,,
-104292,Y,
-104254,Y,1000 sks Barite and 200 sks Gel
-104255,,
-104256,,
-104257,,
-104258,Y,GMG No. 290269/Outfall No. Pending
-104259,,
-104293,,
-104294,,
-104295,,
-104296,Y,General permit 290132
-104297,Y,
-104298,Y,
-104299,Y,
-104300,,
-104301,,
-104302,Y,GMG #290180; Outfall # pending
-104303,,
-104304,Y,
-104305,,
-104306,Y,
-104307,,
-104308,Y,
-104309,,
-98144,Y,
-98145,,
-98146,,
-98147,,
-98148,Y,"GMG 290250, Outfall No. Pending"
-98149,,
-98150,Y,
-98151,Y,
-98152,,
-98153,,
-98154,Y,Outfall No. 015A & 015S
-98155,Y,
-98170,Y,
-98171,Y,
-98172,,
-98173,,
-98174,Y,GMG 290077
-98175,,Open water location.
-100218,Y,
-100219,,
-100220,,
-100221,Y,This request is based on previously drilled and approved Wells No. A024 (API 60-810-40148) & A025 (60-810-40149) which also had conductor waivers.
-100222,Y,GMG290073
-100223,Y,
-100224,Y,
-100225,Y,
-100226,Y,
-100227,,
-100228,Y,GMG290110
-100229,,
-100530,Y,
-100531,,
-100532,Y,
-100533,,
-100534,Y,"GMG290110
Outfall No. 580 (B, R & Y)
"
-100535,,
-100542,Y,1000 sks Barite and 200 sks Gel
-104183,,
-104232,Y,
-104233,Y,
-104234,,
-104235,,
-104236,Y,GMG290002-OUTFALL #080
-104237,,
-128122,Y,GMG 290089
-128123,,
-128124,N,
-128125,N,
-128178,Y,
-128179,,
-104814,Y,1000 sxs of barite and 200 sxs of gel will be on board at all times to raise the system mud weight by at least a 0.5 ppg
-104815,Y,
-104816,,
-104817,,
-104818,Y,GMG290176 OUTFALL 001A
-104819,Y,
-104820,Y,
-104821,Y,
-104822,Y,
-104823,,
-104824,Y,GMG 290103
-104825,,
-128180,,
-128181,,
-128118,Y,
-128119,Y,
-128120,Y,
-128121,,
-100528,Y,Outfall No. 015A & 015S
-100529,Y,
-100560,Y,
-100561,Y,
-100562,,
-100563,,
-100564,Y,GMG 290103
-100565,N,Please see attached MMS Approval ltr.
-102135,,
-102136,,
-102137,,
-102086,Y,
-102087,Y,
-102088,Y,
-100724,Y,
-100725,Y,
-100726,Y,
-100727,,
-100728,Y,Outfall No. 421A
-100729,Y,
-102138,Y,Permit GMG290323; Outfall No. Pending
-102089,,
-102090,Y,Outfall No. 245A
-102091,Y,
-101574,Y,
-101575,Y,
-101576,,
-101577,,
-101578,Y,GMG290163
-101579,,
-101778,Y,
-101779,Y,
-101780,Y,
-101781,,
-101782,Y,GMG290070
-101783,,
-112585,,
-112586,,
-112587,Y,Permit No. GMG 290165
-112588,,
-112589,N,
-112590,Y,Minimum 1000 sacks barite and 200 sacks gel.
-112591,Y,
-112592,,
-112593,,
-112594,Y,Permit No. GMG 290165
-112595,,
-112596,N,
-112615,Y,1000 sxs Barite; 200 sxs gel
-112616,Y,
-112617,,
-112618,,
-112619,Y,GMG 290157
-112620,Y,
-112621,N,
-112745,Y,
-112746,,
-112747,,
-112748,Y,"Outfall #447A & #447S, GMG290132"
-112749,Y,
-112750,N,"The Worst Case Discharge was submitted, reviewed and accepted based on Well 33."
-112975,Y,
-112629,,
-112630,,
-112631,,
-112632,Y,Log & Approval Attached
