SN_EOR_WELL_COMP_FK,PERF_TOP_MD,PERF_BOTM_TVD,PERF_TOP_TVD,PERF_BASE_MD
-9449,8790,8798,8790,8798
-3838,6580,4599,4596,6585
-6866,5673,4043,4036,5684
-9585,5470,3928,3912,5496
-4007,12483,12218,12209,12492
-15814,12460,12192,12187,12465
-22377,11920,11698,11676,11944
-26075,10878,10720,10707,10892
-6099,9604,9222,9188,9648
-3730,11044,5267,5259,11064
-3946,12502,12518,12498,12522
-3828,8135,7403,7389,8160
-3828,8181,7422,7417,8190
-6220,6920,6705,6688,6948
-19737,6676,6548,6526,6706
-3860,9950,9627,9601,9978
-5286,9893,9553,9546,9900
-5286,9950,9627,9601,9978
-12393,9472,9165,9155,9484
-9841,16680,16394,16365,16710
-11342,16404,16104,16094,16414
-15757,16404,16104,16094,16414
-15757,16490,16198,16179,16510
-3531,10326,10232,10195,10370
-4121,4061,4071,4061,4071
-4912,4034,4054,4034,4054
-3961,12820,8307,8300,12830
-6254,12672,8224,8198,12710
-9955,12290,7947,7935,12310
-3956,12300,11869,11839,12330
-6506,12300,11869,11839,12330
-4116,8084,6775,6751,8114
-6611,7074,5953,5947,7082
-7215,6814,5750,5737,6830
-6878,18236,17679,17597,18328
-6878,18379,17749,17724,18407
-18833,17698,17180,17115,17770
-18325,17698,17180,17115,17770
-18373,18236,17749,17597,18407
-24513,18236,17679,17597,18328
-24513,18379,17749,17724,18407
-4055,2961,2961,2947,2975
-4564,8558,5338,5326,8574
-6458,8335,5212,5185,8376
-8232,8558,5338,5326,8574
-9403,8103,5051,5036,8123
-4073,9410,9077,9000,9490
-3827,2183,1641,1640,2703
-5479,21796,19816,19773,21860
-7519,18703,17561,17514,18762
-6514,19100,17906,17820,19212
-12954,18000,16991,16976,18018
-13688,14982,14702,14686,15002
-11907,18042,17045,17020,18094
-3984,10710,9160,9147,10730
-8751,9068,8113,8075,9135
-12663,8736,7901,7855,8764
-4469,12336,11570,11516,12390
-3985,7536,6680,6659,7560
-4987,10936,10294,10284,10950
-4985,10175,9732,9718,10194
-13849,11333,10581,10579,11337
-22278,10330,9851,9830,10354
-4008,10482,10204,10094,10592
-17619,10357,9996,9970,10384
-6950,19803,19817,19797,19823
-8203,18140,18156,18140,18156
-5788,19803,19817,19797,19823
-6157,5609,5663,5604,5670
-6916,5609,5652,5609,5652
-4245,13100,7916,7904,13124
-24792,12868,7810,7792,12906
-5909,9770,8013,8002,9790
-7750,9704,7987,7963,9740
-7750,9770,8013,8002,9790
-17658,9704,7987,7963,9740
-21766,6852,6500,6450,6910
-4102,1930,844,802,2567
-4249,13012,12710,12644,13078
-9481,12794,12479,12444,12829
-29829,12678,12462,12309,12829
-4023,11008,7351,7321,11105
-4466,14380,6446,6416,14476
-9392,9464,7921,7904,9482
-9392,9510,7967,7948,9530
-9392,9550,8005,7986,9570
-4211,3862,2852,2847,3872
-4210,5768,3916,3898,5794
-4364,5182,3517,3512,5190
-14205,5768,3907,3898,5782
-14205,5787,3916,3911,5794
-27495,4934,3386,3377,4953
-30334,4361,3101,3080,4406
-5061,14410,12822,12774,14510
-5061,14110,12677,12628,14210
-6393,14110,12677,12628,14210
-4683,10330,8998,8991,10340
-14643,10441,9077,9068,10453
-14643,10466,9101,9086,10486
-4387,8790,8403,8394,8800
-22959,8818,8748,8734,8833
-4596,13137,12554,12397,13295
-6480,13137,12425,12397,13166
-4232,10700,6411,6387,10756
-4289,9764,9172,9150,9790
-4938,13600,13369,13178,13820
-9114,13600,13369,13178,13820
-9114,13300,13110,12917,13520
-9115,13600,13369,13178,13820
-4568,3794,1866,1854,3830
-6369,3794,1866,1854,3830
-6369,3660,1838,1810,3747
-4663,16293,13576,13533,16343
-12908,16293,13576,13533,16343
-6657,17680,17804,17580,17910
-6657,17180,17436,17100,17530
-6094,7574,6813,6780,7607
-6094,7644,6866,6848,7662
-4936,12952,12494,12412,12975
-4937,11590,11185,11136,11642
-4937,11670,11221,11213,11680
-6868,14180,13109,13089,14206
-6868,14164,13086,13076,14176
-6868,14134,13068,13053,14153
-13648,13600,12648,12632,13620
-14586,10782,10490,10479,10796
-21220,10580,10331,10325,10588
-21220,10606,10351,10345,10614
-21220,10623,10363,10358,10630
-5488,10040,6881,6851,10090
-14920,9974,6836,6810,10010
-20178,7288,5197,5159,7326
-5820,7594,6664,6475,7834
-5239,4572,3348,3341,4584
-4802,4954,3534,3521,4982
-9405,3804,2958,2940,3832
-9405,3862,2983,2975,3875
-4421,8050,6852,6744,8194
-20996,8050,6852,6744,8194
-5329,19326,16831,16726,19450
-5338,18968,16532,16420,19100
-4714,13158,13307,13155,13310
-8889,13158,13307,13155,13310
-8889,12950,13091,12947,13094
-19302,12950,13091,12947,13094
-5049,11314,10326,10276,11372
-14273,11463,10406,10402,11467
-7133,16521,15999,15965,16552
-7133,16563,16011,16007,16567
-17607,16388,15854,15832,16410
-17607,16430,15894,15874,16450
-17607,16521,15999,15968,16552
-17607,16563,16014,16010,16567
-5175,7889,5237,5227,7900
-5570,7889,5237,5227,7900
-9400,9582,8375,8332,9636
-9399,9840,8560,8539,9866
-10229,9679,8448,8410,9726
-17918,4835,4605,4596,4845
-15151,9340,8154,8147,9350
-5060,10992,10857,10789,11060
-5177,10152,10053,9949,10256
-7063,10456,10287,10254,10488
-4943,10684,8337,8301,10720
-5202,10430,10349,10310,10472
-9328,9914,9846,9820,9943
-5580,11584,10669,10643,11616
-15146,11430,10531,10519,11445
-5972,5086,4596,4572,5126
-8200,5014,4530,4522,5024
-5188,11119,9165,9136,11154
-10554,11050,9165,9077,11154
-4835,14276,12571,12487,14366
-5512,16862,16847,16832,16877
-6031,11690,10451,10421,11724
-6032,11345,10131,10082,11400
-6560,14708,13568,13440,14760
-6808,14298,13043,13030,14312
-7065,13816,12569,12551,13836
-8814,13816,12569,12551,13836
-17769,11345,10131,10082,11400
-18960,11274,10019,10006,11286
-4881,6256,6065,6013,6320
-6201,5264,5237,5196,5312
-5724,8706,7735,7717,8730
-11317,5707,5488,5452,5748
-14845,6892,6466,6456,6902
-16191,6564,6306,6207,6682
-7573,12136,12133,12132,12154
-5107,8844,7554,7535,8870
-5107,8676,7427,7406,8704
-9846,8844,7554,7535,8870
-7060,11630,11609,11599,11640
-15751,11530,11509,11499,11540
-18276,10648,10621,10617,10652
-22934,10400,10396,10369,10427
-5743,12074,11009,10972,12154
-5744,11234,10564,10551,11256
-10767,11438,10693,10667,11482
-10485,11438,10689,10667,11477
-12798,4386,3525,3515,4416
-21431,3802,3121,3105,3826
-5265,2626,2576,2527,2677
-24049,2560,2489,2464,2586
-5296,10899,8401,8389,10915
-16974,11665,8941,8932,11677
-4944,9068,8319,8304,9084
-10187,8985,8238,8230,8994
-19108,9068,8319,8305,9084
-5387,4407,3734,3695,4456
-26192,4407,3734,3695,4456
-24729,4133,3503,3481,4163
-6440,12504,10585,10547,12560
-21107,12392,10495,10471,12428
-26623,10242,8988,8965,10272
-26114,11338,9817,9750,11434
-26623,10206,8948,8938,10220
-6041,12787,9328,9318,12801
-12371,12787,9328,9318,12801
-13830,12820,9347,9339,12832
-15515,12262,9011,8976,12316
-5254,11684,11447,11427,11710
-6347,10685,10648,10643,10690
-13472,7921,7943,7912,7952
-21322,6518,6536,6516,6538
-14379,18868,18833,18750,18960
-5086,22405,20080,20012,22480
-5086,22600,20414,20190,22846
-6496,9192,9220,9192,9220
-5197,4258,3925,3892,4294
-12488,2833,2611,2581,2869
-25925,4258,3925,3892,4294
-26008,2833,2611,2581,2869
-5784,8000,7637,7605,8040
-24302,7446,7153,7145,7456
-5572,17080,15408,15377,17120
-29470,16642,15098,15057,16702
-5131,11075,8588,8583,11080
-7318,10600,8112,8108,10604
-14993,10015,7532,7523,10024
-24824,10388,7902,7898,10394
-5223,2582,2447,2419,2614
-6543,15860,14578,14567,15875
-12146,15090,13980,13970,15105
-19954,14720,13692,13682,14734
-26397,10640,10186,10165,10652
-5634,26576,26592,26506,26626
-5634,26668,26615,26598,26684
-5634,26828,25794,25758,26866
-5444,11418,11461,11416,11464
-5189,2640,2362,2340,2688
-18845,2328,2193,2167,2366
-18845,2402,2234,2214,2436
-29359,2640,2362,2340,2688
-29359,2328,2193,2167,2366
-5330,6842,6796,6730,6910
-5205,12467,12155,12127,12507
-14881,12166,11940,11902,12186
-23032,11396,11218,11213,11401
-23032,11290,11161,11115,11340
-5494,11352,10396,10374,11384
-5507,11494,10482,10472,11508
-5520,4264,3561,3517,4364
-5520,4384,3598,3569,4450
-5520,4476,3616,3609,4490
-5419,7540,5399,5394,7546
-9016,7030,4993,4980,7047
-19188,6729,4760,4756,6735
-5703,17902,10918,10883,18014
-5503,10149,7880,7809,10258
-5609,6738,6438,6400,6778
-5120,7200,5883,5840,7250
-10539,4749,4095,4044,4800
-17414,3736,3430,3391,3784
-5541,6072,4436,4373,6204
-5442,14171,14145,14090,14181
-5433,17532,15132,15086,17600
-14440,16613,14475,14461,16633
-14440,16642,14491,14481,16656
-21417,15968,13997,13970,16010
-26760,15262,13622,13609,15284
-7954,13782,13307,13298,13792
-7833,13786,13342,13301,13830
-6467,13786,13342,13301,13830
-6467,13865,13388,13374,13880
-6467,13900,13425,13406,13920
-7954,13786,13342,13301,13830
-7954,13830,13351,13342,13840
-6467,13880,13406,13388,13900
-5811,13786,13342,13301,13830
-5764,11428,11214,11184,11458
-5765,11242,11067,10999,11310
-11169,11638,11397,11395,11641
-7145,7316,6104,6026,7400
-9168,7250,6104,5965,7400
-5357,10265,9317,9265,10330
-6524,10380,9306,9289,10400
-6524,10422,9341,9324,10442
-14600,9762,8782,8768,9780
-14600,9810,8827,8808,9832
-17529,9496,8553,8544,9506
-21696,9319,8413,8394,9342
-25999,6858,6540,6513,6898
-5670,6836,6188,6107,6916
-5227,7820,5493,5483,7840
-11960,7356,5275,5261,7385
-28996,4174,3631,3624,4184
-5582,13675,13564,13507,13732
-24880,13800,13650,13640,13810
-7446,19268,19353,19263,19358
-5993,13554,12538,12522,13573
-8422,13190,12229,12207,13216
-6615,13339,12341,12334,13347
-12544,13083,12145,12116,13117
-5638,9874,8781,8686,10004
-24173,9672,8534,8512,9700
-5693,10686,9382,9366,10704
-5694,10592,9331,9303,10622
-5583,3714,2368,2347,3758
-13490,6127,4183,4157,6156
-26421,6080,4145,4139,6090
-6058,25497,25843,25495,25845
-5861,17096,16642,16587,17152
-12935,17049,16575,16544,17079
-8362,7782,7813,7781,7814
-7935,7902,7978,7900,7980
-5864,12620,12703,12593,12730
-11154,11810,11563,11510,11870
-6152,14596,14624,14596,14624
-6154,13010,13025,13010,13025
-19195,13985,12928,12828,14118
-19195,15760,14000,13938,15865
-18033,12322,11104,11096,12333
-20872,12031,1087,1086,12032
-17653,22542,22460,22442,22561
-17653,22578,22521,22477,22623
-17581,5782,5644,5516,5930
-22035,5409,5210,5197,5424
-25618,5322,5145,5122,5349
-27152,5409,5210,5197,5424
-29234,5322,5145,5122,5349
-20870,22269,21159,21065,22374
-21616,25855,24161,23992,26038
-17636,11926,10607,10557,11984
-21713,11344,10099,10059,11390
-19622,12107,12094,12076,12125
-19622,12143,12141,12112,12172
-20265,18698,17458,17403,18754
-20622,16430,15397,15354,16500
-17880,8655,8332,8282,8705
-18865,5940,5576,5568,5960
-18865,5994,5619,5610,6006
-18379,6216,5819,5783,6262
-24836,5560,5290,5273,5582
-18284,6196,6122,6110,6208
-27833,23989,20271,20160,24100
-24859,23989,20271,20160,24100
-23495,27458,26892,26751,27609
-23495,27710,27127,26986,27861
-23495,28114,27505,27364,28265
-23495,28388,27760,27619,28539
-23495,28649,28004,27863,28800
-17982,9204,8335,8284,9224
-23876,18747,17551,17379,18933
-22734,18747,17551,17379,18933
-23486,18747,17551,17379,18933
-23486,19055,17765,17664,19163
-27610,18747,17551,17379,18933
-24374,19055,17765,17664,19163
-24377,18747,17551,17379,18933
-24377,19055,17765,17664,19163
-17919,14322,13776,13726,14372
-25326,24025,23823,23713,24150
-18109,16274,14610,14546,16356
-18147,7236,6185,6162,7268
-17751,9405,8718,8700,9423
-22001,9168,8493,8463,9198
-18058,7649,7474,7447,7677
-19664,6480,6355,6298,6504
-18139,11194,9416,9390,11234
-20975,9402,8138,8109,9442
-20467,11050,9309,9299,11066
-20467,11080,9334,9318,11106
-23273,16782,16487,16438,16835
-23875,16782,16487,16438,16835
-23875,16668,16357,16327,16699
-19122,7894,7170,7111,7960
-18246,9765,8000,7991,10765
-18374,8470,7672,7611,8540
-18592,8056,7157,7138,8085
-22365,5814,5518,5461,5887
-23378,5560,5276,5259,5581
-21928,6783,6223,6200,6814
-24838,5122,4934,4903,5159
-18305,7860,7442,7422,7886
-21500,15417,15534,15378,15580
-18731,18162,17720,17673,18210
-18731,18251,17774,17761,18264
-21917,17706,17228,17222,17712
-21917,17726,17261,17242,17746
-21917,17748,17283,17263,17768
-21917,17814,17348,17328,17834
-21917,17842,17395,17356,17882
-21917,17692,17214,17208,17698
-27510,16300,15855,15835,16320
-27510,16560,16111,16091,16580
-27510,16470,16015,16003,16482
-26890,17250,16810,16771,17290
-26890,17386,16969,16905,17450
-20076,3949,3964,3937,3976
-20076,4032,4030,4018,4044
-20076,4069,4067,4054,4082
-18739,14442,14460,14442,14460
-27955,22062,17540,17480,22125
-29804,16445,15740,15659,16526
-29805,17037,16334,16250,17121
-30262,17037,16334,16250,17121
-30262,16445,15740,15659,16526
-30224,24921,16459,16353,25117
-18377,6980,6204,6132,7070
-28725,5267,4886,4865,5297
-19171,26750,26921,26749,26922
-19171,26939,27368,26937,27371
-19171,27388,27598,27386,27600
-19171,27617,27785,27614,27789
-19171,26600,26732,26599,26733
-18862,8268,6216,6204,8286
-26557,18640,18331,18236,18735
-26557,18490,18166,18066,18570
-18863,15937,15788,15758,15967
-23978,15070,14902,14892,15084
-18599,9555,8309,8309,9800
-19746,23986,22339,22282,24058
-19823,24380,22660,22592,24467
-26730,23986,24051,23857,24058
-18512,7764,6981,6959,7792
-19507,10438,9099,9082,10468
-24057,10155,8973,8929,10235
-18503,7946,7133,7107,7980
-18508,7794,7101,6995,7820
-18587,10394,6209,6200,10418
-19747,7031,6791,6774,7054
-27838,6889,6680,6672,6901
-19601,11382,11020,11002,11402
-20122,11382,11020,11002,11402
-19822,11563,11203,11167,11603
-25915,24115,21316,21190,24242
-18704,8684,5396,5376,8720
-18704,8735,5413,5404,8750
-18704,8756,5447,5416,8810
-18498,7982,4355,4337,8590
-20720,15030,12913,12853,15133
-20720,16627,13803,13772,16682
-19021,19750,19114,19033,19850
-27681,19357,18745,18713,19396
-27748,19357,18745,18713,19396
-27748,18758,18309,18198,18882
-18633,12528,12189,12133,12587
-19214,7706,6269,6235,7768
-21763,16864,16864,16824,16906
-21763,16690,16734,16656,16770
-29479,15575,15577,15549,15605
-29479,14995,15004,14975,15025
-19216,6635,5193,5143,6695
-19215,7250,5747,5672,7334
-21779,12747,12466,12419,12797
-22638,12928,12636,12592,12974
-22638,12745,12468,12418,12798
-19766,4908,4340,4312,4950
-19815,4804,4269,4248,4840
-18717,9970,9499,9488,9982
-18949,7518,4982,4950,7556
-20343,20149,19962,19850,20279
-24001,20149,19962,19850,20279
-18897,10637,8864,8858,10646
-18897,10685,8907,8892,10707
-18897,10732,8930,8925,10740
-18897,10746,8953,8934,10773
-26398,10025,8451,8433,10050
-26398,10076,8481,8469,10094
-26398,9993,8420,8411,10005
-18746,6404,5808,5785,6432
-18719,11440,11450,11440,11450
-19131,18100,17046,16804,18380
-18916,9565,8171,8154,9587
-24312,9462,8076,8055,9484
-27127,8940,7616,7560,9000
-19303,27384,26331,26178,27557
-22907,18125,18233,18124,18235
-19574,12862,12282,12248,12900
-18806,15793,14174,14106,15878
-18668,5930,4497,4496,6700
-19058,10742,8760,8745,11658
-20109,11010,6388,6344,11110
-18747,8088,7949,7943,8094
-24614,6446,6364,6358,6452
-19211,7806,6988,6940,7886
-18917,12987,12257,12250,12995
-25175,12790,12110,12079,12826
-29530,12595,11907,11900,12603
-25417,16960,12037,11968,17061
-27515,24616,20934,20806,24764
-25105,25718,21808,21767,25765
-28465,24547,20912,20815,24649
-19217,10643,7318,7276,10710
-24611,9972,6906,6870,10030
-18826,7556,6268,6233,7596
-18826,7607,6284,6278,7614
-19206,9555,9518,9505,9569
-19556,6262,6128,6106,6290
-21605,17774,17647,17602,17820
-21594,17577,17324,17144,17759
-19367,10370,10370,10367,10420
-19366,10482,10482,10479,10568
-20169,26806,24131,24095,26856
-20169,26970,24277,24213,27060
-19285,8810,7394,7368,8846
-19290,3800,3847,3774,3880
-20399,13862,13882,13862,13882
-19019,9660,4779,4709,9796
-25879,9280,4570,4512,9390
-19798,18900,17726,17662,18975
-21065,25403,24047,24041,25410
-21065,25956,24554,24523,25991
-21065,26700,25178,25169,26710
-21065,25421,24085,24067,25453
-21065,25458,24122,24089,25496
-21065,25614,24248,24226,25640
-21065,25646,24278,24254,25674
-21065,25709,24322,24308,25724
-21065,25730,24332,24327,25736
-21065,25746,24382,24341,25795
-21065,25801,24426,24389,25844
-21065,25855,24456,24436,25878
-21065,25899,24482,24474,25909
-21065,25916,24518,24489,25950
-21065,26475,25012,24974,26519
-21065,26568,25081,25055,26598
-21065,26604,25105,25086,26626
-21065,26642,25154,25119,26683
-20098,11738,10595,10585,11750
-20099,11827,10664,10654,11840
-20099,11870,10690,10686,11875
-26104,10828,9913,9904,10839
-19113,19114,17497,17442,19182
-25635,18030,16588,16551,18074
-19665,11725,11051,11002,11805
-26881,10886,10496,10449,10948
-19229,10031,8273,8273,11231
-22525,18405,17484,17426,18465
-22526,18525,17585,17542,18570
-22509,18225,17368,17252,18345
-19586,10952,10590,10550,11000
-19658,9550,8200,8158,9606
-24935,9458,8119,8093,9492
-19683,10519,9194,9151,10583
-19613,7324,6502,6486,7344
-19811,5186,4933,4900,5222
-19811,5090,4841,4812,5122
-19693,12864,12417,12345,12946
-21100,12470,12057,11999,12536
-23661,12470,12057,11999,12536
-21099,12670,12240,12174,12745
-24517,12670,12240,12174,12745
-24517,12470,12057,11999,12536
-20313,11850,8417,8382,11900
-25816,11355,8101,8010,11472
-19299,6113,4893,4888,6418
-19774,11620,6981,6918,12620
-19964,7668,6402,6381,7690
-20244,11188,10939,10886,11280
-20250,12875,12903,12828,12952
-20251,12660,12640,12621,12680
-25000,12660,12640,12621,12680
-27277,12660,12640,12621,12680
-27277,12875,12903,12828,12952
-22535,17270,16984,16884,17370
-22535,17440,17134,17054,17520
-26536,17140,16814,16754,17200
-26536,17270,16984,16884,17370
-26536,17440,17134,17054,17520
-19441,12314,11167,11152,12340
-19330,6371,5367,5324,6434
-21444,25028,24769,24535,25316
-27598,22236,22141,22025,22352
-29811,25028,24769,24535,25316
-19604,12912,11302,11286,12936
-19604,12950,11332,11311,12980
-19604,12995,11355,11341,13015
-21337,11040,9931,9871,11100
-19927,11778,10615,10609,11784
-19927,11748,10586,10579,11755
-22936,18510,17464,17412,18574
-30010,18286,17233,17217,18304
-23408,13430,11881,11855,13456
-20644,13584,12628,12009,13613
-19698,6430,4655,4635,6470
-19697,6860,4876,4860,6890
-19479,5972,4879,4856,6016
-19651,12734,11043,11019,12758
-20530,12550,10855,10835,12570
-19895,17531,16752,16696,17595
-25424,20315,19051,19027,20346
-19803,18456,17348,17330,18476
-19803,18522,17435,17390,18572
-20490,7958,6384,6374,7996
-20489,8110,6421,6411,8154
-22041,9702,9327,9320,9710
-19893,9238,8073,8073,10215
-22944,18096,18066,18004,18158
-20201,14160,11348,11344,14165
-22186,8240,6660,6590,8320
-20813,8058,6518,6446,8148
-20813,8240,6660,6590,8320
-19955,14684,13599,13548,14742
-22442,10675,10709,10675,10709
-21593,9767,9394,9383,9779
-19967,8552,7601,7579,8582
-21503,12537,12452,12413,12581
-21006,26910,24259,24173,27030
-20163,20543,18406,18319,20633
-21032,8178,6232,6150,8278
-20025,9471,8856,8837,9493
-20149,10317,7994,7983,11600
-22859,15415,14992,14958,15451
-27133,14093,13845,13775,14175
-25374,14630,14257,14239,14650
-27133,14312,14050,13962,14415
-27086,14312,14050,13962,14415
-30117,14093,13845,13775,14175
-22445,7568,6986,6936,7628
-22446,4416,4296,4266,4452
-21400,18478,18414,18322,18570
-20390,11150,9326,9321,12155
-28625,11236,11285,11234,11287
-20955,17444,10861,10851,17472
-21084,12884,10364,10302,12968
-20488,9366,5901,5889,9392
-20365,13320,12142,12122,13346
-28712,13245,12082,12057,13275
-26894,13285,12102,12090,13300
-26894,13320,12141,12119,13346
-28712,13230,12053,12044,13240
-28712,13320,12141,12119,13346
-28712,13285,12102,12090,13300
-23379,16747,16787,16747,16787
-23380,17343,17399,17343,17399
-26661,17343,17399,17343,17399
-28396,17343,17399,17343,17399
-29134,17343,17399,17343,17399
-26661,16747,16787,16747,16787
-29387,16747,16787,16747,16787
-30527,17343,17399,17343,17399
-28006,16747,16787,16747,16787
-29955,17343,17399,17343,17399
-28718,16747,16787,16747,16787
-30197,16747,16787,16747,16787
-26662,17343,17399,17343,17399
-20147,9212,7716,7690,9242
-20147,9120,7647,7619,9146
-20147,9050,7581,7566,9070
-21621,9038,7989,7813,9266
-20477,9038,7989,7813,9266
-20478,8296,7329,7234,8416
-20309,5964,5537,5497,6014
-20348,9586,8171,8141,9630
-27754,9044,7798,7791,9056
-25400,9284,7976,7947,9331
-27036,9144,7872,7862,9160
-20989,16083,15487,15412,16158
-21349,18392,14286,14261,18420
-20558,23753,22547,22363,23987
-25010,22616,21581,21480,22722
-25010,22847,21951,21700,23110
-20810,9160,7712,7666,9206
-20809,8360,7410,7314,8456
-20915,17835,17600,17515,17920
-20649,14503,14265,14221,14545
-20689,13500,13262,13214,13550
-22473,13500,13262,13214,13550
-22606,26823,24155,23989,26992
-20827,12728,12028,11966,12800
-23070,13161,12909,12865,13205
-20665,14484,11053,11030,14520
-21013,11598,10383,10317,11674
-21013,11542,10310,10269,11590
-27098,11392,10168,10139,11426
-23786,17619,17768,17618,17769
-21566,6900,4782,4771,6920
-28095,6390,4516,4474,6462
-20757,10978,10945,10935,10988
-23139,10904,10865,10861,10908
