Occurrence_Id;Local_Date_Main_Event;Date_Main_Event_Unconfirmed;Year_Reported;Occurrence_Severity;Main_Event_L1;Main_Event_L2;Main_Event_L3;Not_Vessel_Operations;Short_Description;Description;National_Keywords;EMCIP_Keywords;SAR_Intervention;State_Reporting;Occurrence_Location;Coastal_State_Affected;National_Location_L1;National_Location_L2;Latitude;Longitude;Lat_Long_Unknown;Port_Of_Accident_L1;Port_Of_Accident_L2;Natural_Light;Sea_State;Visibility;Weather;Wind_Force;Publication_Date;Publication_No;Publication_Type;Published_Report_Website_Link;Occurrence_Record_Modified_On;Last_Updated_At;Occurrences_Reported_From;Occurrences_Reported_To
"93c2b890-b154-ef11-bfe3-002248c7bf34";"2024-08-01";"No";2024;"Serious";"Fire / Explosion";"Fire";;False;"Ro-Pax main engine fire resulting returning to port as repairs were unsuccessful.";"Ro-Pax main engine fire resulting returning to port as repairs were unsuccessful.";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"Scotland";57.035833;-6.161667;"n/a";;;"Daylight";"4 - Moderate - (1.25 - 2.5 m)";"Good - 5.0 <= Vis < 25.0 nm";"Overcast";"6 - Strong Breeze - knot (22-27) m/s (11-14)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"5ec4808d-71a2-ef11-8a69-6045bd0ba352";"2024-11-01";"No";2024;"Marine Incident";"Collision";"With Other Ship";;False;"A kayaker was capsized by the wash from a service vessel heading into harbour";"A group of seven kayakers were out paddling, the group split into a group of four and a group of three. An offshore supply vessel was on an approach to a harbour, the vessel passed the group of three and the wash from the vessel capsized one of the kayakers. The kayaker was quickly recovered back into the kayak, they notified the harbour master of the capsize and that they didn't require any assistance. The group continued on to their destination. No injuries to persons or damage to the kayak.";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";54.068167;-3.168667;"NA";;;"Daylight";"0 - Calm glassy - (0 m)";"Good - 5.0 <= Vis < 25.0 nm";"Unknown";"3 - Gentle Breeze - knot (7-10) m/s (4-5)";;;;;"2025-04-04";"2025-09-05";"2021-01-01";"2024-12-31"
"eef9ff36-738f-ed11-aad1-0022481b5a3b";"2023-01-01";"No";2023;"Very Serious";"Accident to person(s)";;;False;"See MAIB investigation report, when available";"See MAIB investigation report, when available";"See MAIB investigation report, when available";"See MAIB investigation report, when available";"Yes";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"England";53.551667;0.165000;;"UNITED KINGDOM";"Hull";"Daylight";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"3987ad03-d2b9-ed11-b597-0022481b5fc8";"2023-03-01";"No";2023;"Marine Incident";"Loss Of Control";"Loss Of Propulsion Power";;False;"Fishing vessel became stuck on a potting line and was freed by lifeboat and escorted back to the marina.";"Fishing vessel became stuck on a potting line and was freed by lifeboat and escorted back to the marina. There was no damage to the vessel or injuries sustained. ";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";50.335100;-3.518550;;;;"Daylight";"Unknown";"Unknown";"Unknown";"4 - Moderate Breeze - knot (11-16) m/s (6-8)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"12d36da7-d1bc-ed11-83fe-0022481b9871";"2023-03-01";"No";2023;"Marine Incident";"Damage / Loss Of Equipment";;;False;"General cargo vessel's pilot ladder not rigged per SOLAS regulations.";"General cargo vessel's pilot ladder not rigged per SOLAS regulations. Ladder secured with shackles over man ropes.";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"England";50.362100;-4.151300;;"UNITED KINGDOM";"Plymouth";"Unknown";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"8c2eed64-b2da-ed11-a7c6-002248c87a51";"2023-04-01";"No";2023;"Less Serious";"Accident to person(s)";;;False;"Recreational craft crew member fell and hit their head";"A crew member on board a recreational craft, in a marina, fell and hit their head. As a result, they were knocked unconscious and suffered a cut to the head. Paramedics attended and tended to the injuries. The injured party remained on board and did not need to go to hospital.";;;"Yes";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"England";50.364167;-4.127833;;"UNITED KINGDOM";"Plymouth";"Night";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-04-03";"2025-09-05";"2021-01-01";"2024-12-31"
"d38c3b35-bde5-ed11-8846-002248c87217";"2023-04-01";"No";2023;"Serious";"Fire / Explosion";"Fire";;False;"Motor cruiser suffered an engine fire and were towed.";"A motor cruiser suffered an engine fire and called a mayday. CRT and lifeboat assets were tasked. The vessel was towed to harbour where it was met by CRT and FRS who confirmed that the fire had been extinguished. No persons were injured. ";;;"Yes";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";50.633833;-1.884333;;;;"Daylight";"Unknown";"Unknown";"Unknown";"4 - Moderate Breeze - knot (11-16) m/s (6-8)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"a732a44f-aaff-ed11-8f6c-002248c8714f";"2023-05-01";"No";2023;"Marine Incident";"Fire / Explosion";"Fire";;False;"Cruise ship suffered a fire on a guest balcony which was quickly extinguished.";"A cruise ship was underway when a fire was reported on a guest balcony. Emergency teams were dispatched and the fire was confirmed as extinguished twenty six minutes later. There were no injuries and the cause of is yet to be identified. The glass of the balcony door and the outer glass of the balcony handrail collapsed.";;;"No";"UK";"Open sea -> Within EEZ";"None/Register withdrawn";;;-35.678333;151.015000;;;;"Night";"3 - Slight - (0.5 - 1.25 m)";"Very good - Vis >= 25.0 nm";"Overcast";"4 - Moderate Breeze - knot (11-16) m/s (6-8)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"f39dd7bf-acff-ed11-8f6c-002248c87a59";"2023-05-01";"No";2023;"Marine Incident";"Accident to person(s)";;;False;"Ro/Ro vessel passenger fell from loading ramp walkway into water that covered the slipway.";"A passenger, who was suspected of being under the influence of alcohol, was embarking a Ro/Ro passenger vessel when they fell from the loading ramp into the water that covered the slipway. They became fully submerged in two feet of water and lay on the slipway momentarily before being recovered by two members of crew. The passenger refused to give their details and would not be treated by pier staff at the end of the journey and walked home.  ";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"Scotland";55.786667;-4.896667;;"UNITED KINGDOM";"Largs";"Daylight";"1 - Calm rippled - (0 - 0.1 m)";"Very good - Vis >= 25.0 nm";"Clear";"1 - Light air - knot (1-3) m/s (1-2)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"aa5b41b4-a306-ee11-8f6e-002248c87a51";"2023-06-01";"No";2023;"Less Serious";"Accident to person(s)";;;False;"Cruise ship's passenger tripped on the stairs and sustained a closed fracture.";"A cruise ship passenger was descending the staircase when they tripped and landed on their left side; their left foot twisted as they fell. The passenger was treated for a fracture to the left ankle. The area was inspected and no obvious defects were found, the area was well lit by artificial light.";;;"No";"UK";"Open sea -> Outside EEZ";"None/Register withdrawn";;;59.515000;-142.025000;"NA";;;"Daylight";"3 - Slight - (0.5 - 1.25 m)";"Good - 5.0 <= Vis < 25.0 nm";"Overcast";"7 - Near Gale - knot (28-33) m/s (14-17)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"6a04daac-6037-ee11-bdf4-002248c8714f";"2023-08-01";"No";2023;"Less Serious";"Accident to person(s)";;;False;"Yacht crew member caught their finger in the capstan resulting in a serious injury.";"Crew member on a yacht caught their middle finger in the capstan and the top is hanging off. The casualty managed to bandage it and return back to port for further medical assistance. ";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";51.265283;-3.742167;"N/A";;;"Unknown";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-03-29";"2025-09-05";"2021-01-01";"2024-12-31"
"690b4b83-fe73-ee11-8179-002248c87a40";"2023-10-01";"No";2023;"Very Serious";"Flooding / Foundering";"Foundering";;False;"A pleasure vessel sank whilst the vessel was alongside with one person on board.";"A wooden recreational motor vessel sprung a leak whilst it was moored alongside and began to progressively flood before foundering. The single crewmember who was inside the cabin sleeping at the time, was initially trapped but managed to make their way out to the wheelhouse roof and was rescued. They suffered the effects of hypothermia due to the night time air and the cold water but they were not severely injured. The boat was reportedly in poor condition and the leak was potentially due to hull failure or failure of a seacock. The vessel was considered a constructive total loss. ";;;"Yes";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"England";50.375000;-3.583333;;"UNITED KINGDOM";"Dartmouth";"Night";"2 - Smooth - (0.1 - 0.5 m)";"Very good - Vis >= 25.0 nm";"Overcast";"4 - Moderate Breeze - knot (11-16) m/s (6-8)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"6997d875-2c82-ee11-8179-002248c8714f";"2023-11-01";"No";2023;"Less Serious";"Accident to person(s)";;;False;"A cruise ship dancer sprained their ankle during a rehearsal.";"A cruise ship stage crew were carrying out a rehearsal for a show when one crew member stepped near another crew member, causing them to roll and fracture their ankle. The incident was attributed to the fact that multiple activities were going on at the same time. I.E. there were props being moved around the stage at the same time that stage performers were practicing. ";;;"No";"UK";"Open sea -> Outside EEZ";"None/Register withdrawn";;;24.001667;-45.158333;;;;"Daylight";"3 - Slight - (0.5 - 1.25 m)";"Good - 5.0 <= Vis < 25.0 nm";"Overcast";"4 - Moderate Breeze - knot (11-16) m/s (6-8)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"fa3ee38b-5d88-ee11-be36-002248c878ca";"2023-11-01";"No";2023;"Marine Incident";"Damage / Loss Of Equipment";;;False;"Chemical tanker's pilot ladder did not conform to SOLAS regulations.";"Chemical tanker's pilot ladder did not conform to SOLAS regulations. Securing ropes were not as strong as the side ropes. ";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"England";53.408500;-3.001500;;"UNITED KINGDOM";"Liverpool";"Daylight";"1 - Calm rippled - (0 - 0.1 m)";"Good - 5.0 <= Vis < 25.0 nm";"Overcast";"3 - Gentle Breeze - knot (7-10) m/s (4-5)";;;;;"2025-04-04";"2025-09-05";"2021-01-01";"2024-12-31"
"d4ed804d-9c8f-ee11-be36-002248c878ca";"2023-11-01";"No";2023;"Marine Incident";"Damage / Loss Of Equipment";;;False;"Hopper dredger used a dangerously weighted heaving line resulting in no damage.";"Hopper dredger used a dangerously weighted heaving line resulting in no damage/injuries. ";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"England";50.895000;-1.388700;;"UNITED KINGDOM";"Southampton";"Unknown";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"d3dbad10-cfba-ee11-9078-002248c87a40";"2024-01-01";"No";2024;"Marine Incident";"Contact";"Shore Object";;False;"Inland waterway vessel's mooring lines broke resulting in minor vessel damage";"Inland waterway vessel's mooring lines broke due to a strong wind. Checks were attempted on the lines. The boat drifted onto the walkway which resulted in a damaged walkway. The crew managed to start the engine and move the boat to a safer spot. On further inspection of the damage, it was noticed that the snapped mooring lines were entangled around the handrails of the fallen walkway and grating from the walkway had landed on the deck of the line boat. There was no serious damage however damage to railings, windows and roll cage was reported. ";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"Scotland";56.119800;-4.833200;"NA";"UNITED KINGDOM";"Finnart";"Night";"4 - Moderate - (1.25 - 2.5 m)";"Moderate - 2.0 <=Vis < 5.0 nm";"Rain";"11 - Violent Storm - knot (56-63) m/s (29-32)";;;;;"2025-04-04";"2025-09-05";"2021-01-01";"2024-12-31"
"504b3dd6-69c6-ee11-9079-002248c878ca";"2024-02-01";"No";2024;"Less Serious";"Grounding / Stranding";"Drift";;False;"An offshore support vessel and a creel vessel had a close quarters situation and the support vessel grounded";"An offshore support vessel grounded after being in a close quarters situation with a potting (creel) vessel. The offshore support vessel was outbound from a port when there was an emerging risk of collision with a potting vessel. The offshore support vessel had to take evasive action, however whilst doing so they strayed into shallow water and grounded. The vessel returned to port where they had a survey by divers as there was suspected damage to two ballast tanks. There were no injuries or pollution. ";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"Scotland";57.692000;-1.997200;"NA";"UNITED KINGDOM";"Fraserburgh";"Night";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"ab95eb0b-170e-ef11-9f89-002248c5ed8b";"2024-05-01";"No";2024;"Less Serious";"Accident to person(s)";;;False;"A cruise ship passenger fell and fractured their shoulder";"The cruise ship was alongside when the passenger was leaving the dining area. Their right foot slipped, causing them to fall forward onto the right side of their body, injuring their face and shoulder. The passenger was transferred to the medical centre. The passenger was medically disembarked and taken to a local hospital and treated for a fractured shoulder.  The area where the passenger fell was inspected for any damage that may have caused the fall but there were no defects.";;;"No";"UK";"Internal waters -> Port area";"UNITED STATES, UNITED STATES MINOR OUTLYING ISLANDS";;;21.300000;-157.866667;"NA";"UNITED STATES - US";;"Night";"1 - Calm rippled - (0 - 0.1 m)";"Good - 5.0 <= Vis < 25.0 nm";"Overcast";"3 - Gentle Breeze - knot (7-10) m/s (4-5)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"fccacbaa-e439-ef11-a316-6045bd0b05c8";"2024-07-01";"No";2024;"Marine Incident";"Damage / Loss Of Equipment";;;False;"A cruise ship's pilot ladder did not conform to SOLAS regulations";"A cruise ship's pilot ladder was not rigged to SOLAS regulations. New ladder secured by long tails wrapped around steps. No securing of the side ropes. Whole area cluttered with ropes and spare ladder. No nav officer in attendance.";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";53.489500;-3.214200;"NA";;;"Daylight";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-04-04";"2025-09-05";"2021-01-01";"2024-12-31"
"737522a8-3c3d-ef11-a316-6045bd0b033c";"2024-06-01";"No";2024;"Less Serious";"Grounding / Stranding";"Power";;False;"SAR craft struck unseen reef/rock resulting in damage to the propeller and skeg";"A search and rescue (SAR) vessel struck an unseen reef/rock resulting in damage to the propeller and skeg. Whilst transiting across a bay, the outboard struck an unseen reef/rock. The propeller was damaged and the skeg snapped/deformed.";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"Wales";51.401167;-3.174000;"n/a";;;"Daylight";"3 - Slight - (0.5 - 1.25 m)";"Good - 5.0 <= Vis < 25.0 nm";"Clear";"3 - Gentle Breeze - knot (7-10) m/s (4-5)";;;;;"2025-08-20";"2025-09-05";"2021-01-01";"2024-12-31"
"dd23fe88-2d48-ef11-a316-6045bd0b4d50";"2024-07-01";"No";2024;"Marine Incident";"Damage / Loss Of Equipment";;;False;"A container ship used a dangerously weighted heaving line";"A container ship used a dangerously weighted heaving line";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";50.904200;-1.432300;"NA";;;"Unknown";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
