SN_WAR,TEXT_REMARK
-208544,"10.7.12 - TIH with FMC test plug, and pressure test with 6 5/8"" drill pipe from toolpusher's panel on the yellow pod. Unseat test plug, Pull out of hole and slip & cut drill line. Begin displacing riser from seawater to 14.7 ppg zinc bromide.
10.8.12 - Completed riser displacement w/14.7 ppg Zinc Bromide. Rig up Schlumberger & Franks equipment prior to picking up tubing conveyed guns. Held a prejob safety meeting prior to picking up tubing conveyed guns. Pick up and make up tubing conveyed perforating guns and run in hole as per plan. 
10.9.12 - Held a prejob safety meeting on picking up tubing conveyed guns with next crew. Run in hole with the tubing conveyed guns. Pick up control head and make up to the top drive. Tag sump pkr @ 26,342', snap into packer and snap out. Held a prejob safety meeting prior to setting the packer and firing guns. Set packer with the gun depth at 26,340' being the lowest perforation. The guns were fired at 19:35. Perforations are 26,340-26180 and 26060-25900' MD. Pull out of hole to 25,794', set packer, press up backside.
10.10.12 - Cycle the IRDV valve and pressure test the drill pipe against the IRDV. Set the packer and cycle the IRDV open. Reverse circulate 2 string volumes and slug the pipe w/19.2 ppg spike fluid. Rig down the control head and pull out of hole with the TCP guns. At 11,084' circulated 1,160 bbls down the drill pipe and up the kill line with  the lower annular closed.
10.11.12 - Continued to pumped 1,160 bbls 14.7 ppg ZnBr down drill pipe up kill line with annular closed. The stack was then swept, and the well was then flow checked. A slug was pumped then the drill pipe was pulled out of the hole. The perforating guns were checked for pressure and then laid down. The rig floor was cleaned & cleared. A dropped object inspection was performed on the top drive.
10.12.12 - Service top drive. Held a prejob safety meeting prior to picking up and making up the Deburr Assembly. Pick up and make up the Deburr Assembly and run in hole. Pick up the Oil States control head . Continue to run in hole with the Deburr Assembly to 21,379'.
10.13.12 - Run in hole with the Deburr Assembly to 23,555'. Rig up  Howco and test lines.  Rig down and continue to run in hole to 25,800'. Wash and ream perforations and tag sump packer. Wash and ream and drop 1.5""converstion ball and pump down. Sting into seals w 20klbs. Pressure below sump packer to 1,000 psi, bleed off, and pressure up to 4,500 psi for 10 min. Pull out of sump packer. Space out on 5 7/8"" D.P. Perform function test on BOP on yellow pod from
tool pusher panel.

NOTE:   The sum packer was pressured up to 45oo psi for 10 min as it was stated in an old procedured used."
-209241,"10.14.12 - Complete BOP f/test, POOH w/deburr t/ 26,196', activate FFV valve, Circ B/U, Cont to circulate to lower NTU t/40, flow check pump slug, POOH f/ 26,185' t/ 9,946'.
10.15.12 - Continue to POOH w/Deburr assy t/7774', Function BSR's # 1,#3 & CBS #2, RIH t/9181', Wash BOP, Circ B/U & NTU's t/40, flow check, pump slug & POOH t/ 1,431', recover 110 lbs of steel f/magnets, Lay down deburr assy, R/D Franks & Baker, clean & clear rig floor.
10.16.12 - Perform brake test, slip & cut 170' DL, Service TDS & inspect, M/U first FMC 6 5/8""BOP test assy & RIH on 5 7/8"" DP t/8,548', M/U test stand & attempt t/ test on FMC t/plug, test failed due to test plug not sealing, f/check, pump slug, POOH, change out test assy, M/U second FMC test plug & RIH.
10.17.12 - M/U second test plug & TIH, Attempted to test BOP's with no success, POOH & rack back second test plug, M/U additional weight below redressed first test plug & TIH.
10.18.12 - TIH with 6.625"" redressed first FMC test plug assembly, Jet BOP, M/U double dutch test stand, Close Upper Annular and perform test plug integrity test no test, Unseat first FMC test plug, POOH, M/U FMC dual cam tool & TIH.
10.19.12 - Attempted to test BOP's with no success, POOH with FMC cam tool, Circulate bottoms up on riser, M/U FMC cam tool & TIH, Land out cam tool with different setting procedure and took 50k O/P, Perform integrity test to 4,000 PSI good test, Start testing BOP's.
10.20.12 - Pressure test BOP from drillers panel on blue pod with 5.875"", POOH with FMC cam tool, Redress FMC SLT test plug, TIH with FMC SLT assembly.
"
-209593,"10.21.12 - TIH with 6 5/8"" BOP test assembly.  Pressure tested BOP's on 6 5/8"" drill pipe to 250/4400 psi annulars and 250/10,500 psi rams.  POOH with test assembly.  Slipped and cut drill line.
10.22.12 - RU Franks tubing handling equipment.  Begin picking up and running Baker Multi-Frac completion assembly.  Damaged threads and over-torqued some screens.  Rig maintenance.
10.23.12 - Rig maintenance.  Laid down damaged screen.  RIH picking up Baker Multi-Frac completion assembly.
10.24.12 - RIH picking up Baker Multi-Frac completion assembly.  Ran 2 7/8"" inner string.  Testing Frac assembly.
10.25.12 - Perform integrity test on Frac Assembly.  RIH with Multi-Frac assembly. (Function tested all shear rams.)
10.26.12 - RIH with Multi-Frac assembly.  Function tested BOPs and diverter.  Slacked off through sump packer at 26,342' to 26,430'.  Set top packer and performed 50K overpull test.  Tested packer to 4,500 psi.  Picked up Frac head assembly and rigged up Frac iron.
10.27.12 - Pressure tested surface lines to 5,000 psi.  Pumped Pipescrub and HCL pickle.  Reversed out pickle.  W.O.W. to bring Frac boat in.
"
-207039,"Sn 10/30/12 - Pulled/LO slip jt shuttle jt, pup jts F/9581-9423'. Commence pulling riser/BOP'S F/9423-55673'. 

Mo 10/01/12 - Pulling/LD riser F/5673-43348'.

Tu 10/02/12 - Completed POOH/LD riser. BOP'S on beams. LO splashed jts. RD master bushings. PU slick jt/made up to LMRP. LO slick jt. Moved BOP'S to storage area.  

We 10/03/12 - Commence repairing BOP'S. Performed general mainteance/housekeeping.

Th 10/04/12 - Repairing BOP'S. Performed general mainteance/housekeeping. 

Fr 10/05/12 - Commence stump testing BOP'S.

Sa 10/06/12 - Repairing BOP'S."
-207580,"Sn 10/07/12 - Repairing BOP'S. Performed soak test on both pods. 

Mo 10/08/12 - Movewd BOP'S to well center/MU splashed jts to LMRP. Commence running marine riser/BOP to 2973'. Tested ch/kl lines to 250/10000 psi, tested boost to 250/7500 psi/OK. 

Tu 10/09/12 - Running marine riser/BOP to 6798'. Tested ch/kl lines to 250/10000 psi, tested boost to 250/7500 psi/OK. 

We 10/10/12 - Running marine riser/BOP to 9423'. PU shuttle tool/pup to 9503'. MU slip jt to 9581'. Tested ch/kl lines to 250/10000 psi, tested boost to 250/7500 psi/OK.

Th 10/11/12 - Installed ch/kl/boost lines & rigid conduit. Tested ch/kl lines to 250/10000 psi/OK, tested boost line to 6500 psi/OK. Latched onto tensioner rin/scope. Position rig over well/latched up BOP'S. Performed auto shear/deadman function. Tested blind shear rams to 250/4800 psi/OK. Installed diverter. RIH w/storm pkr RT to 403'. Removed master bushings/installed PS-30'S. Function tested diverter. TIH to 9659'. Commence testing BOP'S.  

Fr 10/12/12 - Completed testing BOP'S. TIH to 9808'. Function tested BOP'S on blue pod F/RF. POOH to 9232'. Performed blind shear/csg shear function on blue pod F/RFP. TIH to 9879'/RTTS/latched. Monitored well on TT. 

Sa 10/13/12 - CBU. TIH to 9619'. Tested WH conn to 250/8350 psi/OK. POOH w/RTTS to 25608'. Tested 14"" csg to 1500 psi w/13.9# SBM/OK. Monitored well on TT. Pumped slug. POOH to 16400'. Removed PS-30'S/installed master bushings. POOH to 15719'/LD RTTS. Removed master bushings/installed PS-30'S. TIH w/BHA to 26200'CR w/10K down. C/C mud. CBU."
-210143,"Sn 10/14/12 - CBU. Drilled 11 3/4"" CR F/26200-02'. Washed/reamed to 26706'. C/C mud. Pumped OOH to 26333'. CBU. Pumped slug. POOH to 15206'. 

Mo 10/15/12 - Drilled CR to 26205'. Washed/reamed to 26706'. C/C mud. Pumped OOH to 26333'. CBU. Pumped slug. POOH to 15206'. 

Tu 10/16/12 - POOH to 842'. Removed PS-30'S/installed rotary bushings. POOH/LD BHA. TIH w/BHA to 9029'. Performed brake test/function crown saver w/blk prox/OK.   

We 10/17/12 - TIH to 24205'. Function diverter F/RMP. TIH to 25391'. Performed BOP function on yellow pod F/RFP. TIH to 26503'. Washed/reamed to 27309'.         

Th 10/18/12 - Washed/reamed to 28225'. C/C mud. Logged to 28599'. Drilled to 28662'.       

Fr 10/19/12 - Drilled to 28947'.     

Sa 10/20/12 - Drilled to 29336'.    




"
-206445,"Sn 09/23/12 - TIH w/BHA to 3949'. Installed PS-30'S. TIH to 13418'. Commence testing BOP'S.  

Mo 09/24/12 - Testing BOP'S - troubshooting rams no. 3. POOH to 13034'. Pulled master bushings/closed diverter/installed PS-30'S. POOH to 3949'.  

Tu 09/25/12 - POOH/LD BHA. Cleaned/cleared RF. RIH w/11 3/4"" CR to 16523'. 

We 09/26/12 - RIH/set 11 3/4"" CR @ 26200'/performed positive test to 1500 psi/OK. Displaced 268 bbl of base oil down DP. Closed test/pipe rams/pressured up choke line 1000 psi. Performed negative test @ 26180'/no flow. U-tube base oil F/DS. Reversed circ. POOH to 16523'.  

Th 09/27/12 - POOH/LD RT. TIH w/CO assy to 1465'. Removed master bushings/installed PS-30'S. TIH to 15719'. PU RTTS. Pulled PS-30'S/installed wiper rubber. TIH w/CO assy & RTTS to 18381'. 

Fr 09/28/12 - TIH to 24650'. Set RTTS @ 9879'. Performed positive test/tested RTTS to 1000 psi/OK. Performed negative test - displaced 268 bbl of base oil down DP - 2775 psi - closed test/pipe rams. Pressured down choke lines to 1000 psi/bled back. Pressured back up on DP to 2975 psi. Bled off 1000 psi on choke line/open test/pipe rams/bled off same. U-tube base oil of DP - 168 bbl. Commence displacing riser w/SW.

Sa 09/30/12 - Completed displacing riser w/SW. POOH to 1000'. Removed PS-30'S & installed master bushings. POOH/LD RT. Pulled/LD diverter. Unlatched BOP'S/F/WH. LO landing jt. 

From: Houma District After Hours Blackberry [mailto:HoumaDistrict.AfterHours@boemre.gov] 
Sent: Monday, September 24, 2012 8:07 PM
To: Hurd, Leah F SIEP-PTW/DCD
Cc: Durham, Tamarris R SEPCO-UAS/R/SUB; Nelson, Bobby A; Ladner, Josh F
Subject: Re: WR 507 OCSG 18730 #1 ST 00 BP 00 --- BOP Repair

Leah,

Approval granted for proposed isolation procedure to pull BOP for repair due to LVBR failure.

Bobby Nelson 

BSEE Houma District After Hours BlackBerry 





"
-211300,"Sn 11/11/12 - Logged F/27264-29030'.  

Mo 11/12/12 - Logged F/29030-29563'. POOH w/CO assy to 26425'. CBU. POOH to 25723'. Pumped slug. POOH to 20354'.
 
Tu 11/13/12 - POOH to 1125'. Removed PS-30'S/installed master rotary bushings. POOH/LD CO assy. Functioned diverter F/MP. TIH w/DP/diverter sub to 1787'. Removed master rotary bushings/installed PS-30'S. TIH w/diverter sub/dart catche/stinger to 9079'.   

We 11/14/12 - Performed blk calibration/OK. Performed brake test on drawworks/OK. TIH to 23230'. Function tested BSR/CSR on blue pod F/RFP. TIH to 29571'. Pumped 522 CF Class H cmt plug F/29571-28371' (PLUG NO. 1). POOH to 28713'.   

Th 11/15/12 - POOH to 28371'. C/C mud. PU to 28337'. Function tested BOP'S on blue pod F/RF. Pumped a 539 CF Class H cmt plug F/27171-28371' (PLUG NO. 2).  CBU. Pumped a 618 CF Class H cmt plug F/26171-27171' (PLUG NO. 3). POOH to 26091'. Dropped 8"" nerf ball down DS/CBU. 
       
Fr 11/16/12 - LD DP while WOC. Monitored well on TT. Flushed gas buster/ch/kl lines w/14.1# SBM. Cleaned/cleared RF. TIH w/diverter sub assy to 26418'/no indication of firm cmt. POOH to 26091'. CBU. Pumped slug. POOH to 19387'.      

Sa 11/17/12 - POOH/LD diverter assy. Cleaned/cleared RF. TIH w/11 3/4"" CR to 3000'. Removed rotary bushings/installed PS-30'S. TIH to 8948'. Performed brake test/OK. 


From: Houma District After Hours Blackberry [mailto:HoumaDistrict.AfterHours@boemre.gov] 
Sent: Friday, November 16, 2012 02:15 PM
To: Hurd, Leah F SIEP-PTW/DCD; afterhours.houma@bsee.gov <afterhours.houma@bsee.gov>; Nelson, Bobby A <Bobby.Nelson@bsee.gov> 
Cc: Durham, Tamarris R SEPCO-UAS/R/SUB 
Subject: Re: WR 507 OCSG 18730 001 ST00 BP00 - TA Deviation Request 
Approval granted for revised TA procedure.

Bobby Nelson 

BSEE Houma District After Hours BlackBerry 

***After hours requests require verbal contact. Email is to be used for notification, documentation and supporting information (attachments should be in PDF format).***
 From: L.Hurd@shell.com [mailto:L.Hurd@shell.com] 
Sent: Friday, November 16, 2012 02:04 PM Mountain Standard Time
To: afterhours.houma@bsee.gov <afterhours.houma@bsee.gov>; Nelson, Bobby A; Houma District After Hours Blackberry 
Cc: Tamarris.Durham@shell.com <Tamarris.Durham@shell.com> 
Subject: WR 507 OCSG 18730 001 ST 00 BP 00 - TA Deviation Request 
Good afternoon,
As discussed, we are requesting approval to deviate from the existing TA procedure.   We have pumped all three open hole plugs. The attempt to tag the top plug was unsuccessful. We are requesting approval to pull the cement stinger out of the hole and then trip in the hole with the 11-3/4"" EZSV. We will then set the EZSV per the planned depth and attempt to pressure test below the EZSV to the approved test pressure of 2,000 psi. If the test is successful, we will proceed per the previously approved plan. If the test is unsuccessful, we will squeeze cement into the casing below the EZSV (approximately 42 bbls casing volume) to effectively isolate the casing shoe from the hole below.  At this point, we will proceed with the approved TA procedure.
Please let me know if you need additional information for review.  The previously approved procedure and schematic is attached.
Thank you!!
Leah
Leah Hurd

Well Delivery Team Lead--Stones
Shell International Exploration and Production Inc.
Houston Woodcreek
200 N. Dairy Ashford
Houston, TX 77079
281-544-4497 direct
281-435-6921 cell
L.Hurd@shell.com






































"
-211301,"Sn 11/18/12 - TIH/set 11 3/4"" CR @ 26102'. Function tested BSR/CSR on blue pod F/RMP. Performed diverter function test F/RF. Closed annular/pressured up to 1000 psi/OK. Attempted to test CR to 2000 psi w/14.1# WBM/failed. Est inj rates. Sqz 236 CF of Class H cmt below CR. Stung into CR w/40K down and pumped 82 bbl of 14.1# SBM below CR. Opened annular. Dropped 8"" nerf ball down DS/pumped 224 bbl of 16# SB riser margin mud/displaced w/598 bbl of 14.1# SBM. SB riser margin mud spotted F/26100-24085'. POOH to 24060'. PU to 24085'. Pumped a 354 CF Class H cmt plug F/24085-23585' (Plug No. 4). 

Mo 11/19/12 - POOH to 23565'. CBU. Pumped slug. POOH to 3062'. Removed PS-30'S/installed rotary bushings. POOH/LD dart catcher/RT. Cleaned/cleared RF. TIH w/14"" CR to 5024'. 
 
Tu 11/20/12 - TIH/set 14"" CR @ 23500'/tested to 3800 psi/OK. Pumped 260 bbl of 6.7# base oil. Displaced w/50 bbl of 14.1# SBM - negative test pressure 3390 psi.     

We 11/21/12 - Closed pipe ram 1/3. Pressured up to 1500 psi/bled off 29 bbl. Monitored well w/zero flow back. Pressured up DP to 3680 psi. RF bled pressure between rams/reversed circ base oil. Pumped 252.66 CF of Class H cmt on top of CR - TOC @ 23200'MD (Plug No. 5). POOH to 23102'/CBU. Spotted 16# riser margin mud F/23100-10750'. 

Th 11/22/12 - POOH to 10750'. Function tested BOP'S on yellow pod F/RMP. Displaced well/ch/kl/boost lines w/14.1# SBM @ 10750'. Displaced well F/14.1# SBM to 8.6# SW. Spotted a 208.86 CF Class H cmt plug F/10467-10750' (Plug NO. 6). POOH to 10349'/CBU. POOH to 4651'. 
       
Fr 11/23/12 - POOH/LD CR RT. Cleaned/cleared RF. WOC. RIH w/diverter sub/dart catcher assy to 9630'.  Function BOP'S. Jet stack w/soap water/circ riser clean. TIH w/MS to 10467'/TOC/set down 17K. POOH to 2252'.     

Sa 11/24/12 - POOH/LD diverter sub/dart catcher assy/DP. Cleaned/cleared RF. RU riser handling equip. Pulled/LD diverter. Unlatched BOP'S/moved rig 200' of location. Removed storm loop/store tensioner ring. LD landing/slip jt/shuttle tool. Commence pulling marine riser F/9619-9048'. 


"
-205652,"Sn 9/09/12 - POOH w/BHA to 9186'. Cleaned/cleared RF. POOH to 1057'. Removed PS-30'S/installed master bushings. POOH/LD BHA. Cleaned/cleared RF. TIH w/BHA to 1138'. Removed master bushings & installed PS-30'S. TIH to 4254'. 

Mo 09/10/12 - TIH to 7495'. Function BSR'S/CSR'S F/blue pod. Function diverter F/RMP. TIH to 14242'. Removed PS-30'S/installed master bushings. TIH to 23687'. Commence testing BOP'S.    

Tu 09/11/12 - Completed testing BOP'S. 250/7000 war Function  tested BOP'S on yellow pd F/RMP. POOH to 14346'. Removed PS-30'S/installed master bushings. TIH to 14104'. 

We 09/12/12 - TIH to 15881'. Installed PS-30'S. TIH to 27607'. Drilled to 27200'.        

Th 09/13/12 - Drilled to 27891'.        

Fr 09/14/12 - Drilled to 28250'. C/C mud. CBU. POOH to 20497'. 

Sa 09/15/12 - POOH/LD BHA. 



      

Sa 09/15/12 -     POOH/LD BHA. 




From: Ladner, Josh F [mailto:Josh.Ladner@bsee.gov] 
Sent: Tuesday, September 11, 2012 3:16 PM
To: Albert, Tracy SEPCO-UAS/E/USOFF
Cc: Nelson, Bobby A; Freeman, Jerry
Subject: Noble Danny Adkins, WR507 Well 1
Tracy,
Shell has permission to proceed with the Upper Pipe Ram in block.  It is our understanding that the 6 5/8"" drill pipe will be protected with the fixed Middle Pipe Ram and the Lower VBR, and the 5"" pipe will be protected with the Lower VBR (in addition to the Annulars and Shears).  It is also our understanding that the 5"" pipe will not be across the BOP stack during drilling operations.   The Upper Pipe Ram must be clearly labeled as out of service at all control panels, and all personnel involved in well control must be notified that the Upper Pipe Ram is out of service.  Please ensure that all personnel involved in drilling operations/well control operations are clear on any potential changes this has to your well control procedures.  Also, please email me a copy of the BOP test once testing is complete.  If there are any further issues with functionality of the BOP stack please contact us immediately.
Josh Ladner
Supervisory Inspector
Well Operations Unit
BSEE, Houma District
985-853-5889







"
