RIG_NAME,RIG_TYPE,RIG_STATUS,OWNER,OPERATOR,IMO_NUMBER,FLAG_STATE,WATER_DEPTH_RATING_FT,DRILLING_DEPTH_RATING_FT,MAX_WATER_DEPTH_FT,LOA_M,BEAM_M,DISPLACEMENT_TONNES,MOONPOOL_DIAMETER_M,DP_CLASS,YEAR_BUILT,WELLS_DRILLED_COUNT,LAST_WAR_DATE,FIRST_WAR_DATE,LAST_AREA_CODE,LAST_BLOCK_NUMBER,DATA_SOURCE,IS_OFFSHORE,VESSEL_NAME,VESSEL_CATEGORY,RIG_DESIGN,DATA_SOURCE_URL,HULL_FORM_TYPE,HULL_LIBRARY_REF,DRAFT_M,DIMENSION_CONFIDENCE,DEPTH_M,MOONPOOL_LENGTH_M,MOONPOOL_WIDTH_M,VARIABLE_DECK_LOAD_ST,HOOKLOAD_RATING_KIPS,SETBACK_CAPACITY_KIPS,LEG_LENGTH_FT,CANTILEVER_REACH_FT,SPUD_CAN_DIAMETER_FT
ELECTRICL LINE,wireline_unit,,,,,,,,27.0,,,,,,,1.0,3/6/2006,11/14/2005,SS,,bsee_war,True,ELECTRICL LINE,drilling_rig,,,,,,,,,,,,,,,
ELU,wireline_unit,,,,,,,,427.0,,,,,,,21.0,9/21/2004,1/16/2005,VR,,bsee_war,True,ELU,drilling_rig,,,,,,,,,,,,,,,
ELU/SLU,wireline_unit,,,,,,,,217.0,,,,,,,1.0,10/3/2004,10/3/2004,VR,,bsee_war,True,ELU/SLU,drilling_rig,,,,,,,,,,,,,,,
ENCSO 69,jack_up,,,,,,,,25.0,70.0,76.0,16000.0,,,,1.0,6/4/2005,4/10/2005,EI,,bsee_war,True,ENCSO 69,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO,jack_up,,,,,,,,105.0,70.0,76.0,16000.0,,,,3.0,8/5/1998,11/28/2004,MO,,bsee_war,True,ENSCO,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 60,jack_up,,,,,,,,224.0,70.0,76.0,16000.0,,,,90.0,9/9/2006 11:59:00 PM,1/11/1999,MU,,bsee_war,True,ENSCO 60,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 83,jack_up,,,,,,,,140.0,70.0,76.0,16000.0,,,,95.0,9/9/2001,1/1/2006 12:01:00 AM,SS,,bsee_war,True,ENSCO 83,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 84,jack_up,,,,,,,,172.0,70.0,76.0,16000.0,,,,74.0,9/7/2003,1/1/2001,SS,,bsee_war,True,ENSCO 84,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 102,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,29.0,9/8/2018 11:59:00 PM,1/13/2019 12:01:00 AM,EI,,bsee_war,True,ENSCO 102,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 105,jack_up,,,,,,,,285.0,70.0,76.0,16000.0,,,,29.0,9/9/2006 11:59:00 PM,1/1/2006 12:01:00 AM,EC,,bsee_war,True,ENSCO 105,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 21,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,8.0,9/24/1998,1/12/1999,SS,,bsee_war,True,ENSCO 21,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 22,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,13.0,8/9/1999,1/12/1999,EW,,bsee_war,True,ENSCO 22,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 224,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,12/8/2000,11/27/2000,SP,,bsee_war,True,ENSCO 224,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 23,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,4.0,9/26/1999,1/10/2000,GB,,bsee_war,True,ENSCO 23,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 24,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,18.0,9/8/2000,1/15/2001,SP,,bsee_war,True,ENSCO 24,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 25,jack_up,,,,,,,,1754.0,70.0,76.0,16000.0,,,,32.0,9/9/2002,1/1/2002,VK,,bsee_war,True,ENSCO 25,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 26,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,13.0,9/7/2001,1/10/2001,AC,,bsee_war,True,ENSCO 26,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 29,jack_up,,,,,,,,472.0,70.0,76.0,16000.0,,,,40.0,9/7/1998,1/10/1999,EC,,bsee_war,True,ENSCO 29,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 51,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,21.0,9/29/2000,1/11/1998,SM,,bsee_war,True,ENSCO 51,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 51 (TRITON),jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,9/6/1999,4/30/2002,MP,,bsee_war,True,ENSCO 51 (TRITON),drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 54,jack_up,,,,,,,,134.0,70.0,76.0,16000.0,,,,35.0,9/9/2001,1/13/2001,VR,,bsee_war,True,ENSCO 54,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 55,jack_up,,,,,,,,167.0,70.0,76.0,16000.0,,,,56.0,9/7/2003,1/1/2000,ST,,bsee_war,True,ENSCO 55,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 6-,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,8/22/2000,8/16/2000,HI,,bsee_war,True,ENSCO 6-,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 64,jack_up,,,,,,,,43.0,70.0,76.0,16000.0,,,,32.0,9/8/2003,1/10/2000,HI,,bsee_war,True,ENSCO 64,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 67,jack_up,,,,,,,,344.0,70.0,76.0,16000.0,,,,42.0,9/7/2003,1/1/2001,HI,,bsee_war,True,ENSCO 67,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 68,jack_up,,,,,,,,137.0,70.0,76.0,16000.0,,,,206.0,9/9/2006 11:59:00 PM,1/1/1998,WD,,bsee_war,True,ENSCO 68,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 69,jack_up,,,,,,,,320.0,70.0,76.0,16000.0,,,,65.0,9/8/2002,1/12/2000,EW,,bsee_war,True,ENSCO 69,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 74,jack_up,,,,,,,,106.0,70.0,76.0,16000.0,,,,44.0,9/9/2006 11:59:00 PM,1/1/2006 12:01:00 AM,EI,,bsee_war,True,ENSCO 74,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 75,jack_up,,,,,,,,320.0,70.0,76.0,16000.0,,,,133.0,9/9/2017 11:59:00 PM,1/1/2006,EI,,bsee_war,True,ENSCO 75,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 7500,semi_submersible,,,,,,8000.0,35000.0,7500.0,73.15,75.59,,,,2000.0,51.0,9/9/2006 11:59:00 PM,1/12/2007,AT,,bsee_war,True,ENSCO 7500,drilling_rig,,,semi_sub,semi_sub_70m,,,,,,,,,,,
ENSCO 80,jack_up,,,,,,,,165.0,70.0,76.0,16000.0,,,,1.0,2/8/2004,1/12/2004,EI,,bsee_war,True,ENSCO 80,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 81,jack_up,,,,,,,,177.0,70.0,76.0,16000.0,,,,121.0,9/9/2006 11:59:00 PM,1/1/2006 12:01:00 AM,MP,,bsee_war,True,ENSCO 81,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 82,jack_up,,,,,,,,221.0,70.0,76.0,16000.0,,,,159.0,9/9/2006 11:59:00 PM,1/1/2002,WC,,bsee_war,True,ENSCO 82,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 83 MAIN PASS 1,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,12/6/1999,11/29/1999,WC,,bsee_war,True,ENSCO 83 MAIN PASS 1,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 8500,semi_submersible,,,,,,10000.0,35000.0,8500.0,77.72,73.15,,,,2009.0,29.0,9/8/2012 11:59:00 PM,1/1/2012,MC,,bsee_war,True,ENSCO 8500,drilling_rig,,,semi_sub,semi_sub_80m,,,,,,,,,,,
ENSCO 8501,semi_submersible,,,,,,10000.0,35000.0,8500.0,77.72,73.15,,,,2009.0,17.0,9/8/2012,1/1/2012,MC,,bsee_war,True,ENSCO 8501,drilling_rig,,,semi_sub,semi_sub_80m,,,,,,,,,,,
ENSCO 8502,semi_submersible,,,,,,10000.0,35000.0,8500.0,77.72,73.15,,,,2010.0,20.0,9/8/2012 11:59:00 PM,1/1/2012 12:01:00 AM,GC,,bsee_war,True,ENSCO 8502,drilling_rig,,,semi_sub,semi_sub_80m,,,,,,,,,,,
ENSCO 8503,semi_submersible,,,,,,10000.0,35000.0,8500.0,77.72,73.15,,,,2010.0,42.0,9/9/2017 11:59:00 PM,1/1/2012 12:01:00 AM,MC,,bsee_war,True,ENSCO 8503,drilling_rig,,,semi_sub,semi_sub_80m,,,,,,,,,,,
ENSCO 8505,semi_submersible,,,,,,10000.0,35000.0,,77.72,73.15,,,,2012.0,41.0,9/8/2018 11:59:00 PM,1/1/2017 12:01:00 AM,EW,,bsee_war,True,ENSCO 8505,drilling_rig,,,semi_sub,semi_sub_80m,,,,,,,,,,,
ENSCO 8506,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,14.0,9/7/2013 11:59:00 PM,1/10/2016 12:01:00 AM,MC,,bsee_war,True,ENSCO 8506,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 86,jack_up,,,,,,,,95.0,70.0,76.0,16000.0,,,,72.0,9/9/2006 11:59:00 PM,1/1/2012 12:01:00 AM,WD,,bsee_war,True,ENSCO 86,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 87,jack_up,,,,,,,,310.0,70.0,76.0,16000.0,,,,189.0,9/9/2006 11:59:00 PM,1/1/2012 12:01:00 AM,MP,,bsee_war,True,ENSCO 87,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 88,jack_up,,,,,,,,189.0,70.0,76.0,16000.0,,,,39.0,9/8/2000,1/1/2002,EI,,bsee_war,True,ENSCO 88,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 89,jack_up,,,,,,,,134.0,70.0,76.0,16000.0,,,,105.0,9/9/2006 11:59:00 PM,1/1/2006 12:01:00 AM,GA,,bsee_war,True,ENSCO 89,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 90,jack_up,,,,,,,,194.0,70.0,76.0,16000.0,,,,157.0,9/9/2006 11:59:00 PM,1/1/2001,SM,,bsee_war,True,ENSCO 90,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 90(504)595-5220,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,5/25/1999,5/19/1999,MP,,bsee_war,True,ENSCO 90(504)595-5220,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 93,jack_up,,,,,,,,190.0,70.0,76.0,16000.0,,,,66.0,9/9/2006 11:59:00 PM,1/11/2003,SS,,bsee_war,True,ENSCO 93,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 94,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,33.0,9/9/1998,1/10/2000,GI,,bsee_war,True,ENSCO 94,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 95,jack_up,,,,,,,,144.0,70.0,76.0,16000.0,,,,57.0,9/9/2001,1/1/2003,ST,,bsee_war,True,ENSCO 95,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 97,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,2.0,9/6/1999,1/27/1998,HI,,bsee_war,True,ENSCO 97,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 98,jack_up,,,,,,,,194.0,70.0,76.0,16000.0,,,,83.0,9/9/2006 11:59:00 PM,1/1/2006 12:01:00 AM,EI,,bsee_war,True,ENSCO 98,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 99,jack_up,,,,,,,,156.0,70.0,76.0,16000.0,,,,107.0,9/8/2012 11:59:00 PM,1/1/2006 12:01:00 AM,WD,,bsee_war,True,ENSCO 99,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO 99 JU,jack_up,,,,,,,,13.0,70.0,76.0,16000.0,,,,1.0,9/8/2003,7/29/2003,SS,,bsee_war,True,ENSCO 99 JU,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO DS-3,drillship,,,,,,10000.0,40000.0,10000.0,228.9,42.06,,,,2010.0,8.0,9/7/2013,1/10/2016,GC,,bsee_war,True,ENSCO DS-3,drilling_rig,,,drillship,drillship_230m,,,,,,,,,,,
ENSCO DS-4,drillship,,,,,,12000.0,40000.0,10000.0,229.0,42.0,96000.0,,,2010.0,6.0,9/27/2014 11:59:00 PM,1/11/2015 12:01:00 AM,KC,,bsee_war,True,ENSCO DS-4,drilling_rig,,https://www.valaris.com/files/doc_rigspecs/rigspecs2022/VALARIS-DS-4.pdf,drillship,drillship_230m,12.0,measured,19.0,12.5,25.6,22046.0,,,,,
ENSCO DS-5,drillship,,,,,,12000.0,40000.0,10000.0,228.9,42.06,,,,2011.0,8.0,9/7/2013,1/11/2015 12:01:00 AM,MC,,bsee_war,True,ENSCO DS-5,drilling_rig,,,drillship,drillship_230m,,,,,,,,,,,
ENSCO NO 87,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,2.0,7/20/1998,1/11/1999,MP,,bsee_war,True,ENSCO NO 87,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO NO. 67,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,1/24/2000,1/10/2000,EC,,bsee_war,True,ENSCO NO. 67,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO RIG 51,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,9/8/2000,8/19/2000,EI,,bsee_war,True,ENSCO RIG 51,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO RIG 75,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,9/27/2002,10/12/2002,EI,,bsee_war,True,ENSCO RIG 75,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO105,jack_up,,,,,,,,200.0,70.0,76.0,16000.0,,,,1.0,11/6/2004,10/26/2004,EC,,bsee_war,True,ENSCO105,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO84,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,8/6/2000,6/19/2000,HI,,bsee_war,True,ENSCO84,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSCO86,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,3/9/2001,1/10/2001,MO,,bsee_war,True,ENSCO86,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSOC 90,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,9/2/2001,8/20/2001,ST,,bsee_war,True,ENSOC 90,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENSOC A55,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,2/3/2002,1/21/2002,SS,,bsee_war,True,ENSOC A55,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENTERPRISE 205,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,103.0,9/9/2023 11:59:00 PM,1/10/2021 12:01:00 AM,BM,,bsee_war,True,ENTERPRISE 205,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENTERPRISE 263,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,10.0,9/8/2018 11:59:00 PM,1/13/2019 12:01:00 AM,MP,,bsee_war,True,ENTERPRISE 263,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENTERPRISE 264,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,53.0,9/9/2023 11:59:00 PM,1/12/2020 12:01:00 AM,SS,,bsee_war,True,ENTERPRISE 264,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENTERPRISE 351,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,77.0,9/6/2025 11:59:00 PM,1/1/2023 12:01:00 AM,MP,,bsee_war,True,ENTERPRISE 351,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENXCO 90,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,2/10/2002,2/4/2002,EC,,bsee_war,True,ENXCO 90,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ENXSO 89,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,8/4/2000,4/15/2000,VR,,bsee_war,True,ENXSO 89,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ERIC DANOS,lift_boat,,,,,,,,,70.0,76.0,16000.0,,,,1.0,5/3/1998,3/16/1998,ST,,bsee_war,True,ERIC DANOS,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
EWLU,wireline_unit,,,,,,,,1025.0,,,,,,,2.0,9/4/2004,10/10/2004,MC,,bsee_war,True,EWLU,drilling_rig,,,,,,,,,,,,,,,
EWLU/SUNDOWNER,jack_up,,,,,,,,1025.0,70.0,76.0,16000.0,,,,1.0,9/4/2004,10/10/2004,MC,,bsee_war,True,EWLU/SUNDOWNER,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
EWU,wireline_unit,,,,,,,,129.0,,,,,,,5.0,9/7/2000,10/10/2004,WC,,bsee_war,True,EWU,drilling_rig,,,,,,,,,,,,,,,
EWU CTU,wireline_unit,,,,,,,,,,,,,,,1.0,5/30/2003,5/17/2003,EI,,bsee_war,True,EWU CTU,drilling_rig,,,,,,,,,,,,,,,
EWU/SLU,wireline_unit,,,,,,,,,,,,,,,1.0,8/1/2003,7/19/2003,EI,,bsee_war,True,EWU/SLU,drilling_rig,,,,,,,,,,,,,,,
F,unknown,,,,,,,,,,,,,,,1.0,12/26/1999,12/20/1999,GB,,bsee_war,True,F,drilling_rig,,,,,,,,,,,,,,,
F.G. MCCLINTOCK,jack_up,,,,,,300.0,,,66.4,61.3,16000.0,,,1975.0,1.0,9/25/2000,8/12/2000,HI,,bsee_war,True,F.G. MCCLINTOCK,drilling_rig,,,jackup,jackup_70m,5.5,measured,7.9,,,,,,410.0,45.0,
FAITH LIFTBOAT,lift_boat,,,,,,,,13.0,70.0,76.0,16000.0,,,,1.0,5/8/2004,4/25/2004,EI,,bsee_war,True,FAITH LIFTBOAT,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
FALCON 100,jack_up,,,,,,,,1982.0,70.0,76.0,16000.0,,,,18.0,9/9/2001,1/13/2003,GC,,bsee_war,True,FALCON 100,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
FALCON 152,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,2.0,12/9/2001,11/26/2001,MI,,bsee_war,True,FALCON 152,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
FALCON 153,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,12/3/2000,10/30/2000,WC,,bsee_war,True,FALCON 153,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
FALCON 18,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,10.0,9/6/1998,1/11/1999,ST,,bsee_war,True,FALCON 18,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
FALCON 19,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,4.0,9/24/2000,1/13/1998,ST,,bsee_war,True,FALCON 19,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
FALCON 20,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,6.0,8/27/2000,1/25/1999,ST,,bsee_war,True,FALCON 20,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
FALCON 203,jack_up,,,,,,,,51.0,70.0,76.0,16000.0,,,,7.0,9/5/2003,1/10/1998,HI,,bsee_war,True,FALCON 203,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
FALCON 206,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,5/7/2001,5/1/2001,ST,,bsee_war,True,FALCON 206,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
FALCON 77,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,9/4/1998,7/18/1998,SM,,bsee_war,True,FALCON 77,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
FALCON 78,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,7.0,7/2/2001,1/16/1998,HI,,bsee_war,True,FALCON 78,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
FALCON 82,jack_up,,,,,,,,31.0,70.0,76.0,16000.0,,,,4.0,9/28/1998,4/23/1998,HI,,bsee_war,True,FALCON 82,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
FALCON 84,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,4.0,9/6/1998,1/1/1999,HI,,bsee_war,True,FALCON 84,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
FALCON 85,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,13.0,9/7/1998,1/11/1999,VR,,bsee_war,True,FALCON 85,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
FALCON 86,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,7.0,8/7/2000,10/15/1999,WC,,bsee_war,True,FALCON 86,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
FALCON ACHILLES,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,3.0,9/7/1998,10/27/1998,WC,,bsee_war,True,FALCON ACHILLES,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
FALCON DEEPWATER MILLENNIUM,drillship,,,,,,,,3864.0,228.0,42.0,96000.0,,,,1.0,8/4/2003,7/15/2003,GC,,bsee_war,True,FALCON DEEPWATER MILLENNIUM,drilling_rig,,,drillship,drillship_230m,12.0,generic,,,,,,,,,
FALCON DEEPWATER PATHFINDER,drillship,,,,,,,,3813.0,228.0,42.0,96000.0,,,,1.0,9/5/2003,10/11/2003,GC,,bsee_war,True,FALCON DEEPWATER PATHFINDER,drilling_rig,,,drillship,drillship_230m,12.0,generic,,,,,,,,,
FALCON GALLOWAY,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,2.0,9/3/1999,8/14/1999,WD,,bsee_war,True,FALCON GALLOWAY,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
FALCON MCCLINTOCK,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,11/26/2000,11/13/2000,HI,,bsee_war,True,FALCON MCCLINTOCK,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
FALCON NO. 156,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,2.0,4/9/2000,3/13/2000,WC,,bsee_war,True,FALCON NO. 156,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
FALCON PHOENIX I,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,5/7/2000,4/24/2000,VK,,bsee_war,True,FALCON PHOENIX I,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
FALCON PHOENIX II,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,8.0,6/4/2000,11/11/1999,EI,,bsee_war,True,FALCON PHOENIX II,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
FALCON PHOENIX III,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,2.0,9/3/2000,10/16/2000,WD,,bsee_war,True,FALCON PHOENIX III,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
FALCON-PHOENIX IV,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,3.0,6/3/1999,5/14/1999,SS,,bsee_war,True,FALCON-PHOENIX IV,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
FALCON RIG #52,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,9/8/2002,10/14/2002,SM,,bsee_war,True,FALCON RIG #52,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
FALCON RIG 17,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,1/25/1998,1/24/1998,EC,,bsee_war,True,FALCON RIG 17,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
FALCON RIG 18,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,2.0,6/9/2000,10/21/2000,WC,,bsee_war,True,FALCON RIG 18,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
FALCON RIG 86,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,9/28/1998,9/21/1998,WC,,bsee_war,True,FALCON RIG 86,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
FALCON SEAHAWK,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,6.0,7/9/2000,1/22/2001,WC,,bsee_war,True,FALCON SEAHAWK,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
FALCON TAURUS,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,11/9/1997,10/27/1997,EI,,bsee_war,True,FALCON TAURUS,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
FALCON'S PHOENIX II,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,2.0,1/5/2000,1/1/2000,SS,,bsee_war,True,FALCON'S PHOENIX II,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
FALRIG 17,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,2.0,4/23/2000,1/11/1999,WC,,bsee_war,True,FALRIG 17,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
FALRIG 18,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,9.0,9/5/1999,1/10/2000,VR,,bsee_war,True,FALRIG 18,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
FALRIG 19,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,9.0,9/30/2001,1/13/2001,ST,,bsee_war,True,FALRIG 19,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
