"SN_WAR_CSNG_INTV_FK","SN_WAR_FK","CSNG_SETTING_BOTM_MD","CSNG_SETTING_TOP_MD"
"-228086","-205556","3608","0"
"-227862","-205194","16170","13641"
"-228053","-205543","18108","0"
"-227633","-205029","7221","0"
"-227634","-205029","11198","0"
"-228092","-205569","1516","0"
"-228017","-205501","3170","0"
"-227940","-205355","13280","8156"
"-226564","-204050","10345","0"
"-228165","-205640","1252","0"
"-227507","-204963","7280","0"
"-226599","-204059","13501","11500"
"-228128","-205620","6250","0"
"-228130","-205620","9047","0"
"-228131","-205620","20360","14832"
"-228133","-205620","24349","19829"
"-228141","-205633","8023","0"
"-228142","-205633","12065","0"
"-228143","-205633","7000","6243"
"-226970","-204514","7655","0"
"-226970","-204514","10486","0"
"-226971","-204514","21968","7420"
"-227744","-205142","8263","5906"
"-228350","-205740","12350","0"
"-228170","-205641","9450","0"
"-228192","-205669","3015","0"
"-227283","-204791","6279","0"
"-227342","-204823","17149","12244"
"-228215","-205675","8660","0"
"-227663","-205040","8387","5931"
"-226781","-204240","8477","6110"
"-226781","-204240","10162","8766"
"-227672","-205042","5283","0"
"-227673","-205042","6539","0"
"-227779","-205157","11194","8952"
"-228177","-205654","5283","0"
"-227948","-205385","1528","0"
"-227950","-205385","14108","0"
"-228491","-205795","4020","0"
"-228318","-205720","1516","0"
"-228320","-205720","6642","0"
"-228227","-205682","696","0"
"-228441","-205774","1024","0"
"-226603","-204063","18000","0"
"-226619","-204065","6770","0"
"-228301","-205713","18000","0"
"-228109","-205594","3518","0"
"-226759","-203714","5944","0"
"-228381","-205747","8190","0"
"-226443","-203909","11745","6795"
"-226791","-204244","10162","8766"
"-228583","-205835","5283","0"
"-228590","-205836","6539","0"
"-228396","-205750","3608","0"
"-228397","-205750","5925","0"
"-228405","-205751","13230","10626"
"-228238","-205688","8660","0"
"-228239","-205688","11195","0"
"-228489","-205688","23300","15070"
"-228201","-205670","9991","5628"
"-228704","-206017","15355","6292"
"-228715","-206023","19923","0"
"-228819","-206121","19039","17350"
"-228827","-206123","14931","10510"
"-228830","-206123","25211","21249"
"-228862","-206169","28706","24388"
"-228858","-206169","11745","6795"
"-228684","-206004","10500","0"
"-227837","-205188","24610","20804"
"-226814","-204316","10345","0"
"-228097","-205572","12603","0"
"-228619","-205890","13800","0"
"-228631","-205903","6244","0"
"-228806","-206088","10920","0"
"-228956","-206241","5551","0"
"-228964","-206242","7323","0"
"-228965","-206242","11745","6795"
"-228900","-206210","25211","21249"
"-228727","-206025","5239","4832"
"-228977","-206263","5551","0"
"-228981","-206263","19923","0"
"-228983","-206263","28706","24388"
"-228766","-206073","3170","0"
"-227752","-205147","6189","0"
"-227754","-205147","11509","9220"
"-227755","-205147","8554","0"
"-229010","-206271","6550","0"
"-229011","-206271","11030","7050"
"-228482","-205788","4033","0"
"-228907","-206212","14931","10510"
"-228909","-206212","19039","17350"
"-228994","-206266","11745","6795"
"-229093","-206312","28706","24388"
"-228034","-205538","5145","0"
"-228693","-206010","8134","0"
"-228740","-206032","3742","0"
"-229070","-206301","5925","0"
"-228651","-205988","1252","0"
"-229057","-206289","2902","0"
"-229143","-206340","25211","21249"
"-222593","-199528","3429","0"
"-223391","-200307","3429","0"
"-228375","-205745","11862","9411"
"-228537","-205822","5680","0"
"-255353","-231124","15023","0"
"-255355","-231124","22767","21032"
"-256569","-231124","24698","23230"
"-255368","-231126","23430","20803"
"-256513","-231997","9177","0"
"-256515","-231997","13780","10409"
"-256516","-231997","16903","9993"
"-257083","-232407","12683","0"
"-255285","-231054","18432","18025"
"-255734","-231315","19606","18693"
"-256472","-231960","9643","5083"
"-256423","-231916","16137","0"
"-256792","-232230","16291","0"
"-257156","-232479","21238","14805"
"-257168","-232482","15023","0"
"-257170","-232482","22767","21032"
"-257172","-232482","24698","23230"
"-256773","-232222","13971","0"
"-256777","-232222","24361","21185"
"-256933","-232346","6855","0"
"-255162","-230931","8926","8236"
"-257228","-232524","21238","14805"
"-257242","-232527","22767","21032"
"-257243","-232527","23430","20803"
"-257254","-232530","9362","0"
"-257256","-232530","21238","14805"
"-257220","-232520","19882","14392"
"-255741","-231330","4608","0"
"-256867","-232275","2031","0"
"-256868","-232275","4608","0"
"-256760","-232219","1913","0"
"-256887","-232282","7327","0"
"-256317","-231804","10714","0"
"-256318","-231804","13073","10400"
"-254516","-230373","20396","0"
"-256180","-231701","7405","0"
"-256705","-232177","20484","20396"
"-254217","-230113","1030","0"
"-256847","-232267","2565","0"
"-256691","-232174","9182","0"
"-256810","-232239","7492","0"
"-256811","-232239","12099","0"
"-256812","-232239","13086","0"
"-256813","-232239","11988","9998"
"-252391","-228428","4000","0"
"-255181","-230990","8521","0"
"-256485","-231978","8265","0"
"-256333","-231814","6896","0"
"-256415","-231906","22529","16083"
"-256395","-231880","8321","1665"
"-256212","-231712","911","0"
"-256213","-231712","4332","0"
"-256216","-231712","12897","9268"
"-256745","-231851","15978","0"
"-256371","-231851","17978","0"
"-256426","-231921","1016","0"
"-254145","-230069","5758","0"
"-256753","-232217","13026","6878"
"-256754","-232217","15978","0"
"-257443","-232683","10483","6878"
"-257444","-232683","17978","0"
"-257445","-232683","15978","0"
"-257463","-232745","1050","0"
"-257089","-232413","1043","0"
"-257529","-232797","4500","0"
"-256836","-232264","9509","0"
"-257572","-232848","21284","0"
"-256123","-231663","7137","0"
"-256124","-231663","9591","6718"
"-257516","-232793","12847","8795"
"-257517","-232793","16974","0"
"-257472","-232766","4576","3872"
"-257473","-232766","5921","0"
"-257479","-232768","24455","20708"
"-257538","-232801","5035","0"
"-248023","-224336","8514","0"
"-255377","-231128","3500","0"
"-255382","-231128","17493","14552"
"-257409","-232664","6308","0"
"-255606","-231256","9040","0"
"-257362","-232621","9067","0"
"-257543","-232809","9047","0"
"-257544","-232809","20360","14832"
"-257690","-232983","11422","9191"
"-257153","-232475","3743","0"
"-256433","-231928","10800","8126"
"-256329","-231810","9920","0"
"-257787","-233046","9450","0"
"-256975","-232363","9308","0"
"-257123","-232452","1016","0"
"-257856","-233099","11382","6890"
"-257859","-233099","24455","20708"
"-255158","-230927","7878","0"
"-257026","-232383","4505","0"
"-257467","-232751","9147","0"
"-257520","-232787","12376","0"
"-257592","-232240","10008","6502"
"-257018","-232377","13518","12643"
"-257556","-232845","7523","0"
"-257559","-232845","13646","0"
"-257561","-232845","19829","0"
"-257561","-232845","24349","19829"
"-257581","-232852","7532","0"
"-257370","-232630","17544","0"
"-257382","-232633","5008","0"
"-257595","-232862","6935","0"
"-257970","-233173","9676","0"
"-257293","-232559","23430","20803"
"-257302","-232561","9362","0"
"-255207","-231020","4797","0"
"-256723","-232202","7577","0"
"-256727","-232202","24965","23155"
"-256127","-231665","4335","0"
"-256130","-231665","9591","6718"
"-256131","-231665","6489","0"
"-256131","-231665","9643","0"
"-256382","-231863","4010","0"
"-255754","-231336","2053","0"
"-257996","-232146","13032","2727"
"-251480","-227603","4890","0"
"-258134","-228550","10393","0"
"-257751","-233027","4970","0"
"-258046","-233245","10009","0"
"-257565","-232847","16203","0"
"-257568","-232847","10091","0"
"-248884","-225452","8126","6858"
"-250411","-226701","8590","0"
"-258102","-233279","12186","0"
"-258102","-233279","12400","0"
"-258180","-233381","12400","0"
"-256425","-231918","11553","0"
"-256425","-231918","12400","0"
"-257708","-232991","22290","0"
"-257365","-232628","4520","0"
"-258059","-233252","13798","0"
"-258071","-233266","6372","0"
"-257379","-232632","13780","10409"
"-257377","-232632","9177","0"
"-246202","-223099","21905","17967"
"-247346","-224276","11438","0"
"-247350","-224276","24888","21614"
"-257316","-232565","15230","5740"
"-258282","-233519","1513","0"
"-258283","-233519","6012","0"
"-258284","-233522","1513","0"
"-244841","-221877","1000","0"
"-248184","-224953","3205","0"
"-257574","-232849","5758","0"
"-253739","-229671","6411","0"
"-257320","-232573","9571","0"
"-258229","-232940","10155","4714"
"-258067","-233260","992","0"
"-258351","-232854","8019","5061"
"-257871","-233040","8670","6510"
"-247355","-224280","21905","17967"
"-257551","-232824","7327","0"
"-258658","-233701","2031","0"
"-258028","-233231","9509","0"
"-257080","-232405","12028","11104"
"-257885","-233119","855","0"
"-258146","-228878","10393","0"
"-255847","-231429","4550","0"
"-257926","-233141","9114","0"
"-257927","-233141","12847","8795"
"-257991","-233193","5716","0"
"-258244","-233456","17585","12600"
"-258266","-233506","5716","0"
"-257485","-232771","892","0"
"-257898","-233128","8240","0"
"-257900","-233128","10647","8884"
"-258751","-233853","990","0"
"-258755","-233853","16234","13530"
"-258915","-234016","11602","0"
"-258916","-234016","17554","0"
"-258916","-234016","19015","0"
"-258447","-233583","13795","0"
"-258448","-233583","21905","17967"
"-258453","-233584","21905","17967"
"-258722","-233814","3743","0"
"-284091","-252216","14512","0"
"-284110","-252232","10800","0"
"-284150","-252246","20604","16992"
"-284008","-252156","7347","0"
"-282490","-251123","4024","0"
"-282491","-251123","13987","0"
"-282550","-251137","3494","0"
"-284259","-252305","4325","0"
"-284267","-252305","14872","4317"
"-284314","-252372","10958","5755"
"-284355","-252403","7900","0"
"-284198","-252270","10463","0"
"-284316","-252374","5149","0"
"-284174","-252261","12352","0"
"-283165","-251542","11484","0"
"-283809","-251989","8146","0"
"-284034","-252168","28104","22784"
"-283836","-252040","14432","6058"
"-283281","-251628","12976","0"
"-284190","-252268","11137","0"
"-283985","-252130","1010","0"
"-283388","-251677","10816","0"
"-283305","-251655","15642","15550"
"-284393","-252426","830","0"
"-284491","-252476","14767","9966"
"-284494","-252476","22610","20935"
"-283213","-251579","18162","14578"
"-283188","-251548","4532","4492"
"-283189","-251548","7914","0"
"-284362","-252404","18447","15928"
"-283102","-251524","18839","15793"
"-283447","-251720","12500","0"
"-283958","-252103","23538","20247"
"-284750","-252675","17589","0"
"-283746","-251950","3510","0"
"-283408","-251689","1180","0"
"-284588","-252550","17461","14346"
"-284718","-252094","11186","0"
"-284645","-252586","9790","0"
"-284483","-252472","12950","0"
"-283462","-251732","6670","0"
"-284798","-252707","15330","0"
"-284743","-252667","7821","0"
"-284800","-252708","15330","0"
"-284583","-252549","9989","0"
"-284728","-252661","1005","0"
"-284265","-252308","3501","0"
"-284722","-252654","4700","0"
"-284500","-252479","5669","0"
"-284568","-252535","6206","0"
"-284815","-252245","6702","0"
"-282281","-250999","7595","4483"
"-282279","-250999","2751","0"
"-282533","-250856","26232","25139"
"-283570","-251839","10681","0"
"-283572","-251839","25577","20390"
"-282381","-251052","4540","0"
"-283700","-251922","11484","0"
"-283697","-251922","1005","0"
"-283696","-251921","17516","16685"
"-284380","-252414","17640","11359"
"-283393","-251682","21820","0"
"-283920","-252093","4893","0"
"-283921","-252093","6874","4594"
"-283263","-251611","4858","0"
"-283266","-251611","25540","22690"
"-284048","-252173","27422","24062"
"-284153","-252247","6710","0"
"-284714","-252649","858","0"
"-284328","-252375","7200","0"
"-284447","-252450","9780","6760"
"-282396","-250182","20319","0"
"-281152","-250182","20314","11863"
"-282328","-251021","13752","0"
"-284765","-252691","12321","0"
"-284739","-252666","12173","0"
"-284139","-252241","2377","0"
"-284996","-252852","955","0"
"-284997","-252852","3001","0"
"-284099","-252222","873","0"
"-284100","-252222","1500","0"
"-284087","-252214","3210","0"
"-284255","-252294","18839","15793"
"-284463","-252461","3067","0"
"-283573","-251840","7511","0"
"-283575","-251840","9005","0"
"-283577","-251840","23422","21068"
"-283578","-251840","21016","0"
"-283582","-251847","6968","6207"
"-283582","-251847","9005","0"
"-283583","-251847","7521","0"
"-283585","-251847","9967","0"
"-283585","-251847","24780","0"
"-283627","-251872","12670","8829"
"-283629","-251872","17110","15665"
"-285113","-252928","1410","0"
"-285114","-252928","4292","0"
"-283908","-252078","5246","0"
"-284915","-252697","8540","0"
"-284137","-252239","19885","0"
"-284387","-252421","4010","0"
"-284391","-252421","20431","0"
"-285336","-253069","10460","7212"
"-284717","-252545","6041","5743"
"-284940","-252819","14502","11462"
"-283915","-252085","1492","0"
"-285128","-252943","990","0"
"-284763","-252683","12525","10482"
"-284097","-252221","1020","0"
"-285158","-252960","12039","10098"
"-284350","-252394","9638","0"
"-284533","-252485","11775","0"
"-285392","-253099","1000","0"
"-284841","-252786","5216","0"
"-284353","-252396","9780","0"
"-285409","-253112","4000","0"
"-283631","-251878","8188","0"
"-284183","-251925","8325","0"
"-284924","-252813","6427","0"
"-284927","-252813","22968","0"
"-283814","-251990","8802","5396"
"-285623","-253264","9126","0"
"-285626","-253264","17110","15665"
"-285627","-253264","17860","16905"
"-285387","-253094","1038","0"
"-285271","-253022","5761","0"
"-285273","-253022","9932","0"
"-284713","-252647","3051","0"
"-284983","-252847","13089","12784"
"-285299","-253038","7780","6002"
"-285303","-253038","11900","11900"
"-285264","-253009","9780","6760"
"-284311","-252369","3950","0"
"-284881","-252793","10699","352"
"-284883","-252793","29091","16476"
"-285164","-252965","10920","0"
"-283389","-251678","8006","0"
"-284944","-252821","7236","0"
"-284951","-252821","19321","10262"
"-285476","-253177","9643","5083"
"-285477","-253177","14272","0"
"-285478","-253177","19839","13641"
"-283038","-251472","13908","9641"
"-283039","-251473","13908","9641"
"-283602","-251860","10619","0"
"-284626","-252570","14930","2156"
"-285008","-252857","1000","0"
"-285008","-252857","8427","0"
"-285415","-253123","7745","0"
"-283442","-251715","12996","2035"
"-283426","-251703","14095","0"
"-285011","-252860","11690","0"
"-285012","-252860","13156","11469"
"-282794","-251258","5018","0"
"-277179","-247636","24820","20870"
"-277183","-247636","24350","0"
"-285699","-253354","15670","0"
"-284921","-252811","10681","0"
"-285461","-253171","7604","0"
"-285462","-253171","11102","0"
"-285534","-253196","17088","5214"
"-285535","-253196","13084","0"
"-285591","-253221","13153","0"
"-285309","-253041","9411","0"
"-285430","-253134","11332","5540"
"-285701","-253355","9169","0"
"-285982","-253531","10595","6041"
"-285022","-252869","6998","0"
"-285267","-253011","4415","0"
"-285361","-253086","3051","0"
"-285960","-253505","7101","0"
"-285938","-252191","25036","0"
"-285938","-252191","25800","0"
"-286126","-253618","2124","0"
"-285281","-253029","16110","0"
"-285276","-253025","16108","0"
"-285124","-252937","11930","0"
"-285291","-253033","9781","0"
"-285292","-253033","11902","6906"
"-285783","-253400","3608","0"
"-199475","-172571","1977","0"
"-199217","-172332","11438","0"
"-199433","-172514","3961","0"
"-199553","-172734","4623","0"
"-199430","-172512","3538","0"
"-199684","-172835","998","0"
"-199665","-172812","5024","0"
"-199602","-172782","7180","0"
"-199533","-172698","10100","0"
"-199657","-172807","10342","0"
