Rank,Field    name,Field           Nickname,Disc          year,Water  depth  (feet),Field class,Field   type,Field               GOR     (SCF/STB),"Original  Reserves, Oil (MMbbl)","Original  Reserves, Gas (Bcf)","Original  Reserves, BOE (MMbbl)","Cumulative Production, Oil (MMbbl)","Cumulative Production, Gas (Bcf)","Cumulative Production, BOE (MMbbl)","Reserves, Oil (MMbbl)","Reserves, Gas (Bcf)","Reserves, BOE (MMbbl)"
1134,PN1010,,1999,128,P,G,"999,999 ",0.0,6.0,1.1,0.0,6.0,1.1,0.0,0.0,0.0
1135,WC391,,1984,84,P,G,"999,999 ",0.0,5.9,1.1,0.0,5.9,1.1,0.0,0.0,0.0
1136,GC075,,1985,2172,P,O,"8,511 ",0.4,3.8,1.1,0.4,3.8,1.1,0.0,0.0,0.0
1137,SS053,,2006,13,P,G,"14,691 ",0.3,4.5,1.1,0.3,4.5,1.1,0.0,0.0,0.0
1138,WC416,,2002,98,P,G,"999,999 ",0.0,6.0,1.1,0.0,6.0,1.1,0.0,0.0,0.0
1139,HI260A,,1989,154,P,G,"999,999 ",0.0,6.2,1.1,0.0,6.2,1.1,0.0,0.0,0.0
1140,MP242,,1994,193,P,G,"73,331 ",0.1,5.5,1.0,0.1,5.5,1.0,0.0,0.0,0.0
1141,WC398,,1989,85,P,G,"999,999 ",0.0,5.8,1.0,0.0,5.8,1.0,0.0,0.0,0.0
1142,SS278,,1986,206,P,G,0 ,0.0,5.5,1.0,0.0,5.5,1.0,0.0,0.0,0.0
1143,CA043,,2009,126,P,G,"999,999 ",0.0,5.4,1.0,0.0,5.0,0.9,0.0,0.4,0.1
1144,MP234,,1990,181,P,G,0 ,0.0,5.7,1.0,0.0,5.7,1.0,0.0,0.0,0.0
1145,MU752,,1987,82,P,G,"692,644 ",0.0,5.4,1.0,0.0,5.4,1.0,0.0,0.0,0.0
1146,EI288,,2000,205,P,G,"214,167 ",0.0,5.3,1.0,0.0,5.3,1.0,0.0,0.0,0.0
1147,EW977,,1996,572,P,G,"999,999 ",0.0,5.7,1.0,0.0,5.7,1.0,0.0,0.0,0.0
1148,EI355,,2002,278,P,O,"3,834 ",0.6,2.3,1.0,0.6,2.3,1.0,0.0,0.0,0.0
1149,EI287,,1985,192,P,G,"544,419 ",0.0,5.7,1.0,0.0,5.7,1.0,0.0,0.0,0.0
1150,AT063,TELEMARK,2000,4412,P,O,"1,036 ",0.8,0.9,1.0,0.8,0.9,1.0,0.0,0.0,0.0
1151,MP166,,2006,130,P,G,0 ,0.0,5.5,1.0,0.0,5.5,1.0,0.0,0.0,0.0
1152,WC342,,2006,72,P,G,"999,999 ",0.0,5.7,1.0,0.0,5.7,1.0,0.0,0.0,0.0
1153,CA024,,1985,66,P,G,"999,999 ",0.0,5.9,1.0,0.0,5.9,1.0,0.0,0.0,0.0
1154,WC236,,1986,74,P,G,"498,316 ",0.0,5.4,1.0,0.0,5.4,1.0,0.0,0.0,0.0
1155,EI166,,2006,46,P,G,"15,738 ",0.3,4.1,1.0,0.3,4.1,1.0,0.0,0.0,0.0
1156,WC359,,1979,77,P,G,"999,999 ",0.0,5.8,1.0,0.0,5.8,1.0,0.0,0.0,0.0
1157,GA291,,1990,64,P,G,"132,790 ",0.0,5.1,1.0,0.0,5.1,1.0,0.0,0.0,0.0
1158,EC196,,1988,100,P,G,0 ,0.0,4.8,0.9,0.0,4.8,0.9,0.0,0.0,0.0
1159,WD060,,1996,56,P,O,"6,502 ",0.4,2.7,0.9,0.4,2.7,0.9,0.0,0.0,0.0
1160,HI117,,2013,50,P,G,"703,661 ",0.0,5.1,0.9,0.0,2.7,0.5,0.0,2.4,0.4
1161,VK821,,2008,1030,P,G,"8,257 ",0.3,2.9,0.9,0.3,2.9,0.9,0.0,0.0,0.0
1162,BA398,,1986,78,P,G,"439,327 ",0.0,5.2,0.9,0.0,5.2,0.9,0.0,0.0,0.0
1163,PN913,,1980,172,P,G,"999,999 ",0.0,5.1,0.9,0.0,5.1,0.9,0.0,0.0,0.0
1164,GA192A,,1989,244,P,G,"325,913 ",0.0,5.1,0.9,0.0,5.1,0.9,0.0,0.0,0.0
1165,BA506,,1968,119,P,O,"268,297 ",0.0,5.2,0.9,0.0,5.2,0.9,0.0,0.0,0.0
1166,GI070,,2006,152,P,G,"230,332 ",0.0,4.7,0.8,0.0,4.6,0.8,0.0,0.1,0.0
1167,GA351,,1988,80,P,G,"260,657 ",0.0,5.0,0.9,0.0,5.0,0.9,0.0,0.0,0.0
1168,GA096A,,1987,149,P,G,"999,999 ",0.0,4.8,0.9,0.0,4.8,0.9,0.0,0.0,0.0
1169,MP020,,2001,37,P,O,"156,030 ",0.0,4.9,0.9,0.0,4.9,0.9,0.0,0.0,0.0
1170,EI113B,,2004,53,P,G,"16,241 ",0.2,3.9,0.9,0.2,3.9,0.9,0.0,0.0,0.0
1171,VK156,,1989,99,P,G,"999,999 ",0.0,4.2,0.8,0.0,4.2,0.8,0.0,0.0,0.0
1172,VK209,,1988,115,P,G,0 ,0.0,4.7,0.8,0.0,4.7,0.8,0.0,0.0,0.0
1173,MO1002,,1988,84,P,G,0 ,0.0,4.2,0.8,0.0,4.2,0.8,0.0,0.0,0.0
1174,GA039A,,2006,113,P,G,0 ,0.0,4.3,0.8,0.0,4.3,0.8,0.0,0.0,0.0
1175,PN012A,,2001,247,P,G,"999,999 ",0.0,4.5,0.8,0.0,4.5,0.8,0.0,0.0,0.0
1176,HI295A,,1990,199,P,G,"999,999 ",0.0,4.7,0.8,0.0,4.7,0.8,0.0,0.0,0.0
1177,WC635,,1995,374,P,G,0 ,0.0,4.3,0.8,0.0,4.3,0.8,0.0,0.0,0.0
1178,MU807,,1994,187,P,G,"560,116 ",0.0,4.5,0.8,0.0,4.5,0.8,0.0,0.0,0.0
1179,WC078,,2003,40,P,G,"91,202 ",0.0,4.2,0.8,0.0,4.2,0.8,0.0,0.0,0.0
1180,GA465,,1984,111,P,G,"999,999 ",0.0,4.5,0.8,0.0,4.5,0.8,0.0,0.0,0.0
1181,SS101,,2004,20,P,G,"74,269 ",0.1,4.0,0.8,0.1,4.0,0.8,0.0,0.0,0.0
1182,MP128,,1981,73,P,G,"198,253 ",0.0,4.2,0.8,0.0,4.2,0.8,0.0,0.0,0.0
1183,GC178,BACCARAT,2004,1404,P,G,0 ,0.0,4.6,0.8,0.0,4.6,0.8,0.0,0.0,0.0
1184,CA037,,1987,118,P,G,0 ,0.0,4.4,0.8,0.0,4.4,0.8,0.0,0.0,0.0
1185,GI109,,2000,275,P,G,"999,999 ",0.0,4.3,0.8,0.0,4.3,0.8,0.0,0.0,0.0
1186,MP206,,1991,170,P,G,"999,999 ",0.0,4.7,0.8,0.0,4.7,0.8,0.0,0.0,0.0
1187,EC377,,1987,430,P,G,"23,460 ",0.2,3.8,0.8,0.2,3.8,0.8,0.0,0.0,0.0
1188,WC228,,1985,61,P,G,"999,999 ",0.0,4.3,0.8,0.0,4.3,0.8,0.0,0.0,0.0
1189,EI311,,1982,218,P,G,"43,316 ",0.1,4.1,0.8,0.1,4.1,0.8,0.0,0.0,0.0
1190,MP267,,2000,199,P,G,"999,999 ",0.0,4.4,0.8,0.0,4.4,0.8,0.0,0.0,0.0
1191,MP245,,1973,266,P,G,0 ,0.0,4.3,0.8,0.0,4.3,0.8,0.0,0.0,0.0
1192,HI164,,1988,51,P,G,"254,240 ",0.0,4.2,0.8,0.0,4.2,0.8,0.0,0.0,0.0
1193,GA460,,1987,104,P,G,"243,081 ",0.0,3.7,0.7,0.0,3.7,0.7,0.0,0.0,0.0
1194,CA027,,2003,38,P,G,0 ,0.0,4.1,0.7,0.0,4.1,0.7,0.0,0.0,0.0
1195,SS326,,1977,341,P,G,0 ,0.0,4.2,0.7,0.0,4.2,0.7,0.0,0.0,0.0
1196,MO866,,1994,53,P,G,0 ,0.0,3.7,0.7,0.0,3.7,0.7,0.0,0.0,0.0
1197,HI108,,1996,49,P,G,"162,656 ",0.0,4.1,0.7,0.0,4.1,0.7,0.0,0.0,0.0
1198,WC417,,2001,96,P,G,"999,999 ",0.0,3.7,0.7,0.0,3.7,0.7,0.0,0.0,0.0
1199,PS1152,,2005,104,P,G,0 ,0.0,3.8,0.7,0.0,3.8,0.7,0.0,0.0,0.0
1200,HI247A,,2007,125,P,G,"999,999 ",0.0,4.1,0.7,0.0,4.1,0.7,0.0,0.0,0.0
1201,VK294,,1988,121,P,G,0 ,0.0,3.9,0.7,0.0,3.9,0.7,0.0,0.0,0.0
1202,HI178A,,1986,58,P,G,"999,999 ",0.0,4.2,0.7,0.0,4.2,0.7,0.0,0.0,0.0
1203,GA357,,1995,94,P,G,"999,999 ",0.0,3.8,0.7,0.0,3.8,0.7,0.0,0.0,0.0
1204,BA515,,1990,78,P,G,"843,983 ",0.0,4.2,0.7,0.0,4.2,0.7,0.0,0.0,0.0
1205,WC428,,2003,96,P,G,"231,948 ",0.0,3.3,0.6,0.0,3.3,0.6,0.0,0.0,0.0
1206,MC026,SUPERTRAMP,1994,1193,P,G,"28,188 ",0.1,2.9,0.6,0.1,2.9,0.6,0.0,0.0,0.0
1207,VR336,,1997,229,P,G,"20,443 ",0.1,2.5,0.6,0.1,2.5,0.6,0.0,0.0,0.0
1208,CA003,,2004,47,P,G,0 ,0.0,3.1,0.6,0.0,3.1,0.6,0.0,0.0,0.0
1209,HI023A,,1996,60,P,G,"235,400 ",0.0,3.3,0.6,0.0,3.3,0.6,0.0,0.0,0.0
1210,WC157,,1983,32,P,G,"51,432 ",0.1,3.3,0.6,0.1,3.3,0.6,0.0,0.0,0.0
1211,HI064A,,2006,72,P,G,"37,452 ",0.1,3.0,0.6,0.1,3.0,0.6,0.0,0.0,0.0
1212,GA101A,,1986,152,P,G,"999,999 ",0.0,3.2,0.6,0.0,3.2,0.6,0.0,0.0,0.0
1213,HI320A,,1997,237,P,G,0 ,0.0,3.4,0.6,0.0,3.4,0.6,0.0,0.0,0.0
1214,ST248,,2002,183,P,G,"999,999 ",0.0,3.2,0.6,0.0,3.2,0.6,0.0,0.0,0.0
1215,EC246,,1990,149,P,G,"742,382 ",0.0,3.2,0.6,0.0,3.2,0.6,0.0,0.0,0.0
1216,ST224,,1990,166,P,G,"121,697 ",0.0,3.1,0.6,0.0,3.1,0.6,0.0,0.0,0.0
1217,ST213,,2000,140,P,G,"999,999 ",0.0,3.3,0.6,0.0,3.3,0.6,0.0,0.0,0.0
1218,GC177,SANGRIA,1999,1487,P,G,"10,711 ",0.2,2.1,0.6,0.2,2.1,0.6,0.0,0.0,0.0
1219,SS235,,2007,126,P,G,"999,999 ",0.0,3.6,0.6,0.0,3.6,0.6,0.0,0.0,0.0
1220,MU738,,1985,138,P,G,"999,999 ",0.0,3.1,0.6,0.0,3.1,0.6,0.0,0.0,0.0
1221,PS1113,,2006,127,P,G,0 ,0.0,3.6,0.6,0.0,3.6,0.6,0.0,0.0,0.0
1222,MO945,,1990,65,P,G,0 ,0.0,3.5,0.6,0.0,3.5,0.6,0.0,0.0,0.0
1223,VK031,,1987,100,P,G,0 ,0.0,3.2,0.6,0.0,3.2,0.6,0.0,0.0,0.0
1224,GA330,,1992,66,P,G,"30,591 ",0.1,3.1,0.6,0.1,3.1,0.6,0.0,0.0,0.0
1225,EI186,,1994,77,P,G,"28,143 ",0.1,2.9,0.6,0.1,2.9,0.6,0.0,0.0,0.0
1226,SS165,,1983,59,P,G,0 ,0.0,2.6,0.5,0.0,2.6,0.5,0.0,0.0,0.0
1227,WC284,,1996,105,P,G,"999,999 ",0.0,3.1,0.5,0.0,3.1,0.5,0.0,0.0,0.0
1228,EC275,,1999,184,P,G,"145,366 ",0.0,2.7,0.5,0.0,2.7,0.5,0.0,0.0,0.0
1229,VK074,,1986,112,P,G,0 ,0.0,2.5,0.5,0.0,2.5,0.5,0.0,0.0,0.0
1230,MP241,,2006,189,P,G,"641,659 ",0.0,2.6,0.5,0.0,2.6,0.5,0.0,0.0,0.0
1231,ST254,,2004,217,P,G,"42,072 ",0.1,2.4,0.5,0.1,2.4,0.5,0.0,0.0,0.0
1232,SS106,,2006,40,P,G,"21,491 ",0.1,2.3,0.5,0.1,2.3,0.5,0.0,0.0,0.0
1233,WC489,,2003,142,P,G,"999,999 ",0.0,3.1,0.5,0.0,3.1,0.5,0.0,0.0,0.0
1234,MO960,,1987,56,P,G,0 ,0.0,2.6,0.5,0.0,2.6,0.5,0.0,0.0,0.0
1235,MP216,,1998,164,P,G,"91,690 ",0.0,2.4,0.5,0.0,2.4,0.5,0.0,0.0,0.0
1236,SM097,,1995,178,P,G,0 ,0.0,2.8,0.5,0.0,2.8,0.5,0.0,0.0,0.0
1237,SS052,,1987,15,P,G,"3,347 ",0.3,1.0,0.5,0.3,1.0,0.5,0.0,0.0,0.0
1238,EW949,QUEEN OF HEARTS,2004,867,P,O,"1,102 ",0.4,0.5,0.5,0.4,0.5,0.5,0.0,0.0,0.0
1239,HI253A,,1994,132,P,G,"61,450 ",0.0,2.5,0.5,0.0,2.5,0.5,0.0,0.0,0.0
1240,EC051,,1962,45,P,G,"999,999 ",0.0,2.9,0.5,0.0,2.9,0.5,0.0,0.0,0.0
1241,EI079,,1984,21,P,G,"999,999 ",0.0,3.0,0.5,0.0,3.0,0.5,0.0,0.0,0.0
1242,PS1111,,2007,96,P,G,0 ,0.0,3.0,0.5,0.0,3.0,0.5,0.0,0.0,0.0
1243,WD050,,1984,34,P,G,0 ,0.0,2.6,0.5,0.0,2.6,0.5,0.0,0.0,0.0
1244,MP178,,1998,149,P,G,"65,067 ",0.0,2.5,0.5,0.0,2.5,0.5,0.0,0.0,0.0
1245,ST209,,2003,199,P,G,"999,999 ",0.0,2.0,0.4,0.0,2.0,0.4,0.0,0.0,0.0
1246,VK033,,1996,108,P,G,0 ,0.0,2.4,0.4,0.0,2.4,0.4,0.0,0.0,0.0
1247,MP056,,1986,31,P,G,"999,999 ",0.0,2.5,0.4,0.0,2.5,0.4,0.0,0.0,0.0
1248,MP131,,1995,165,P,G,"360,549 ",0.0,2.5,0.4,0.0,2.5,0.4,0.0,0.0,0.0
1249,HI549A,,1983,274,P,G,"716,638 ",0.0,2.4,0.4,0.0,2.4,0.4,0.0,0.0,0.0
1250,VR063,,2000,48,P,G,"364,488 ",0.0,2.4,0.4,0.0,2.4,0.4,0.0,0.0,0.0
1251,GI028,,2002,60,P,G,"19,227 ",0.1,1.6,0.4,0.1,1.6,0.4,0.0,0.0,0.0
1252,EC115,,1957,64,P,G,"999,999 ",0.0,2.1,0.4,0.0,2.1,0.4,0.0,0.0,0.0
1253,GA427,,1988,102,P,G,"688,035 ",0.0,2.4,0.4,0.0,2.4,0.4,0.0,0.0,0.0
1254,GC029,,1984,1565,P,O,"18,052 ",0.1,1.6,0.4,0.1,1.6,0.4,0.0,0.0,0.0
1255,SS056,,2005,20,P,G,0 ,0.0,2.2,0.4,0.0,2.2,0.4,0.0,0.0,0.0
1256,HI153A,,1999,127,P,G,0 ,0.0,2.3,0.4,0.0,2.3,0.4,0.0,0.0,0.0
1257,WC442,,2004,109,P,G,"999,999 ",0.0,2.5,0.4,0.0,2.5,0.4,0.0,0.0,0.0
1258,HI245A,,1974,118,P,G,"999,999 ",0.0,2.3,0.4,0.0,2.3,0.4,0.0,0.0,0.0
1259,MP211,,2006,178,P,G,"999,999 ",0.0,2.0,0.4,0.0,2.0,0.4,0.0,0.0,0.0
1260,GA227,,2004,53,P,G,"44,887 ",0.0,2.1,0.4,0.0,2.1,0.4,0.0,0.0,0.0
1261,HI233,,2001,50,P,G,"447,165 ",0.0,2.3,0.4,0.0,2.3,0.4,0.0,0.0,0.0
1262,WC592,,1987,253,P,G,0 ,0.0,2.1,0.4,0.0,2.1,0.4,0.0,0.0,0.0
1263,EC233,,1988,124,P,G,"701,794 ",0.0,2.0,0.4,0.0,2.0,0.4,0.0,0.0,0.0
1264,GB186,CABRITO,1986,596,P,G,"999,999 ",0.0,2.4,0.4,0.0,2.4,0.4,0.0,0.0,0.0
1265,GA097A,,1987,147,P,G,"137,308 ",0.0,1.8,0.3,0.0,1.8,0.3,0.0,0.0,0.0
1266,SM184,,1974,321,P,G,0 ,0.0,1.7,0.3,0.0,1.7,0.3,0.0,0.0,0.0
1267,EI268,,1997,185,P,G,"457,247 ",0.0,1.6,0.3,0.0,1.6,0.3,0.0,0.0,0.0
1268,WC403,,2003,92,P,G,"999,999 ",0.0,1.5,0.3,0.0,1.5,0.3,0.0,0.0,0.0
1269,EI213,PHOENIX/MINUTEM,2004,90,P,G,"69,271 ",0.0,1.5,0.3,0.0,1.5,0.3,0.0,0.0,0.0
1270,VK161,,1989,120,P,G,0 ,0.0,1.6,0.3,0.0,1.6,0.3,0.0,0.0,0.0
1271,MP154,,1992,131,P,G,0 ,0.0,1.5,0.3,0.0,1.5,0.3,0.0,0.0,0.0
1272,MO951,,2006,67,P,G,0 ,0.0,1.6,0.3,0.0,1.6,0.3,0.0,0.0,0.0
1273,ST288,,2006,408,P,G,"33,347 ",0.0,1.4,0.3,0.0,1.4,0.3,0.0,0.0,0.0
1274,VK213,,1990,129,P,G,0 ,0.0,1.5,0.3,0.0,1.5,0.3,0.0,0.0,0.0
1275,MO950,,2006,78,P,G,0 ,0.0,1.8,0.3,0.0,1.8,0.3,0.0,0.0,0.0
1276,WC081,,1980,40,P,G,0 ,0.0,1.9,0.3,0.0,1.9,0.3,0.0,0.0,0.0
1277,VK121,,1996,105,P,G,0 ,0.0,0.9,0.2,0.0,0.9,0.2,0.0,0.0,0.0
1278,MO994,,2007,97,P,G,0 ,0.0,1.3,0.2,0.0,1.3,0.2,0.0,0.0,0.0
1279,MP286,,1997,319,P,G,0 ,0.0,0.9,0.2,0.0,0.9,0.2,0.0,0.0,0.0
1280,ST140,,1970,87,P,G,"19,307 ",0.0,0.8,0.2,0.0,0.8,0.2,0.0,0.0,0.0
1281,MO873,,2006,38,P,G,0 ,0.0,1.1,0.2,0.0,1.1,0.2,0.0,0.0,0.0
1282,WC492,,1983,142,P,G,"214,120 ",0.0,0.9,0.2,0.0,0.9,0.2,0.0,0.0,0.0
1283,SM273,,1980,47,P,G,"999,999 ",0.0,1.2,0.2,0.0,1.2,0.2,0.0,0.0,0.0
1284,MO1003,,1988,71,P,G,0 ,0.0,1.0,0.2,0.0,1.0,0.2,0.0,0.0,0.0
1285,HI274A,,1996,167,P,G,"999,999 ",0.0,1.0,0.2,0.0,1.0,0.2,0.0,0.0,0.0
1286,PN998,,2006,127,P,G,0 ,0.0,0.9,0.2,0.0,0.9,0.2,0.0,0.0,0.0
1287,MO993,,2006,96,P,G,0 ,0.0,1.0,0.2,0.0,1.0,0.2,0.0,0.0,0.0
1288,WC092,,1998,37,P,G,"999,999 ",0.0,1.0,0.2,0.0,1.0,0.2,0.0,0.0,0.0
1289,CA021,,1984,88,P,G,0 ,0.0,0.9,0.2,0.0,0.9,0.2,0.0,0.0,0.0
1290,ST241,,1995,155,P,G,"999,999 ",0.0,1.3,0.2,0.0,1.3,0.2,0.0,0.0,0.0
1291,MP115,,1976,50,P,G,"999,999 ",0.0,1.0,0.2,0.0,1.0,0.2,0.0,0.0,0.0
1292,WC297,,2000,44,P,G,"999,999 ",0.0,1.3,0.2,0.0,1.3,0.2,0.0,0.0,0.0
1293,VK020,,2005,59,P,G,0 ,0.0,1.1,0.2,0.0,1.1,0.2,0.0,0.0,0.0
1294,GI115,,1994,366,P,O,"1,552 ",0.2,0.3,0.2,0.2,0.3,0.2,0.0,0.0,0.0
1295,MO988,,2004,60,P,G,0 ,0.0,0.4,0.1,0.0,0.4,0.1,0.0,0.0,0.0
1296,VK739,,2000,625,P,O,"2,025 ",0.1,0.2,0.1,0.1,0.2,0.1,0.0,0.0,0.0
1297,MO830,,1989,47,P,G,0 ,0.0,0.4,0.1,0.0,0.4,0.1,0.0,0.0,0.0
1298,MU756,,1988,125,P,G,"999,999 ",0.0,0.3,0.1,0.0,0.3,0.1,0.0,0.0,0.0
1299,EI029,,1987,16,P,G,"18,512 ",0.0,0.6,0.1,0.0,0.6,0.1,0.0,0.0,0.0
1300,VK155,,1995,88,P,G,0 ,0.0,0.7,0.1,0.0,0.7,0.1,0.0,0.0,0.0
1301,BA507,,1993,97,P,G,"999,999",0.0,0.6,0.1,0.0,0.6,0.1,0.0,0.0,0.0
1302,MP253,,1972,288,P,O,"6,098",0.1,0.3,0.1,0.1,0.3,0.1,0.0,0.0,0.0
1303,VK026,,2007,97,P,G,0,0.0,0.4,0.1,0.0,0.4,0.1,0.0,0.0,0.0
1304,VK123,,1996,96,P,G,0,0.0,0.6,0.1,0.0,0.6,0.1,0.0,0.0,0.0
1305,EI117,,2004,40,P,G,"61,356",0.0,0.4,0.1,0.0,0.4,0.1,0.0,0.0,0.0
1306,EI023,,1993,15,P,O,"4,706",0.1,0.2,0.1,0.1,0.2,0.1,0.0,0.0,0.0
1307,VK035,,1997,97,P,G,0,0.0,0.7,0.1,0.0,0.7,0.1,0.0,0.0,0.0
1308,MU053A,,1979,251,P,G,"119,377",0.0,0.5,0.1,0.0,0.5,0.1,0.0,0.0,0.0
1309,VK077,,2005,108,P,G,0,0.0,0.8,0.1,0.0,0.8,0.1,0.0,0.0,0.0
1310,BA455,,1987,91,P,G,"999,999",0.0,0.7,0.1,0.0,0.7,0.1,0.0,0.0,0.0
1311,VR041,,1991,45,P,G,"862,174",0.0,0.8,0.1,0.0,0.8,0.1,0.0,0.0,0.0
1312,GA385,,1987,92,P,G,"61,816",0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0
1313,MO862,,1987,53,P,G,0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0
1314,VK432,,2005,130,P,G,0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0
1315,MI652,,1982,96,P,G,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1316,MU090A,,1976,190,P,G,"584,568",0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0
1317,MU021A,,1980,208,P,G,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1318,WC151,,2002,41,P,G,"819,387",0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0
1319,VK122,,1996,108,P,G,0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0
