,Record Type,API Well Number,Paleo Report ID Number,Total Number of Reports for API,Measured Depth,True Vertical Depth,Definite/Possible,At/In,Paleo Age,Definite/Possible,At/In,Ecozone
2026,P,608114024903,1,1,26280,25796,DEF,IN,Upper Eocene (Priabonian) Globigerinatheka semiinvoluta,DEF,IN,5.0
2027,P,608114024903,1,1,26295,25810,DEF,IN,Middle Eocene (Bartonian) Chiasmolithus grandis,DEF,IN,5.0
2028,P,608114024903,1,1,26310,25824,DEF,IN,Middle Eocene (Bartonian) Acarinina bullbrooki,DEF,IN,5.0
2029,P,608114024903,1,1,26440,25945,DEF,IN,Upper Oligocene Chattian Stage,DEF,IN,5.0
2030,P,608114024903,1,1,26441,25946,DEF,IN,Middle Eocene,DEF,IN,5.0
2031,P,608114036501,1,2,19101,18971,DEF,AT,Upper Oligocene,DEF,AT,5.0
2032,P,608114036501,1,2,23440,23091,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,AT,5.0
2033,P,608114036501,2,2,19101,18971,DEF,AT,Upper Oligocene (Chattian) Sphenolithus predistentus,DEF,AT,
2034,P,608114036501,2,2,23390,23045,DEF,AT,Upper Oligocene (Chattian) Dictyococcites bisectus,DEF,AT,
2035,P,608114035701,1,2,26450,25544,DEF,AT,Upper Oligocene (Chattian) Globigerina sellii,DEF,AT,4.0
2036,P,608114035701,1,2,26960,25948,DEF,AT,Upper Oligocene (Chattian) Globigerina ciperoensis ciperoensis,DEF,AT,4.0
2037,P,608114035701,1,2,27080,26043,DEF,IN,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,IN,4.0
2038,P,608114035701,1,2,27350,26260,DEF,AT,Lower Oligocene (Rupelian) Turborotalia ampliapertura,DEF,AT,5.0
2039,P,608114035701,1,2,27409,26307,DEF,AT,Upper Eocene (Priabonian) Turborotalia cerroazulensis cocoaensis,DEF,AT,5.0
2040,P,608114035701,2,2,26960,25948,DEF,AT,Upper Oligocene (Chattian) Sphenolithus ciperoensis,DEF,AT,
2041,P,608114035701,2,2,27140,26091,DEF,AT,Upper Oligocene (Chattian) Sphenolithus predistentus,DEF,AT,
2042,P,608114035701,2,2,27200,26139,DEF,AT,Lower Oligocene (Rupelian) Reticulofenestra hillae,DEF,AT,
2043,P,608114035701,2,2,27290,26211,DEF,AT,Lower Oligocene (Rupelian) Helicosphaera reticulata,DEF,AT,
2044,P,608114035701,2,2,27350,26260,DEF,AT,Lower Oligocene (Rupelian) Ericsonia formosa,DEF,AT,
2045,P,608114035701,2,2,27409,26307,DEF,AT,Lower Oligocene (Rupelian) Discoaster nodifer,DEF,AT,
2046,P,608114035702,1,2,27920,26930,DEF,IN,Upper Oligocene (Chattian) Globigerina ciperoensis ciperoensis,DEF,IN,4.0
2047,P,608114035702,1,2,28010,27002,DEF,IN,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,IN,4.0
2048,P,608114035702,1,2,28250,27186,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,AT,5.0
2049,P,608114035702,1,2,28400,27300,DEF,IN,Middle Eocene (Bartonian) Truncorotaloides rohri,DEF,IN,5.0
2050,P,608114035702,1,2,28460,27345,DEF,IN,Middle Eocene (Lutetian) Igorina broedermanni,DEF,IN,5.0
2051,P,608114035702,1,2,28520,27390,DEF,IN,Middle Eocene (Bartonian) Morozovella lehneri,DEF,IN,5.0
2052,P,608114035702,2,2,27920,26930,DEF,AT,Upper Oligocene (Chattian) Sphenolithus ciperoensis,DEF,AT,
2053,P,608114035702,2,2,28040,27026,DEF,AT,Upper Oligocene (Chattian) Sphenolithus ciperoensis,DEF,AT,
2054,P,608114035702,2,2,28250,27186,DEF,AT,Upper Oligocene (Chattian) Sphenolithus distentus,DEF,AT,
2055,P,608114035702,2,2,28280,27209,DEF,AT,Upper Oligocene (Chattian) Sphenolithus predistentus,DEF,AT,
2056,P,608114035702,2,2,28370,27277,DEF,AT,Middle Eocene (Bartonian) Chiasmolithus grandis,DEF,AT,
2057,P,608114035702,2,2,28460,27345,DEF,AT,Middle Eocene (Bartonian) Chiasmolithus solitus,DEF,AT,
2058,P,608114035702,2,2,28520,27390,DEF,AT,Middle Eocene (Lutetian) Chiasmolithus gigas,DEF,AT,
2059,P,608114046000,1,2,27210,27188,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima nana,DEF,AT,5.0
2060,P,608114046000,1,2,27240,27217,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,AT,5.0
2061,P,608114046000,1,2,27300,27275,DEF,AT,Upper Eocene (Priabonian) Turborotalia cerroazulensis cocoaensis,DEF,AT,5.0
2062,P,608114046000,1,2,27329,27303,DEF,AT,Upper Eocene (Priabonian) Globorotalia pomeroli,DEF,AT,5.0
2063,P,608114046000,1,2,27330,27304,DEF,AT,Upper Eocene (Priabonian) Globigerinatheka semiinvoluta,DEF,AT,5.0
2064,P,608114046000,1,2,27389,27361,DEF,AT,Middle Eocene (Bartonian) Acarinina spinuloinflata,DEF,AT,5.0
2065,P,608114046000,1,2,27390,27362,DEF,AT,Middle Eocene (Bartonian) Acarinina bullbrooki,DEF,AT,5.0
2066,P,608114046000,1,2,27419,27389,DEF,AT,Middle Eocene (Lutetian) Igorina broedermanni,DEF,AT,4.0
2067,P,608114046000,1,2,27420,27390,DEF,AT,Middle Eocene (Lutetian) Morozovella aragonensis,DEF,AT,4.0
2068,P,608114046000,2,2,27270,27246,DEF,AT,Upper Oligocene (Chattian) Sphenolithus ciperoensis,DEF,AT,
2069,P,608114046000,2,2,27300,27275,DEF,AT,Upper Eocene (Priabonian) Cribrocentrum reticulatum,DEF,AT,
2070,P,608114046000,2,2,27360,27333,DEF,AT,Middle Eocene (Bartonian) Chiasmolithus grandis,DEF,AT,
2071,P,608114046000,2,2,27420,27390,DEF,AT,Middle Eocene (Bartonian) Chiasmolithus solitus,DEF,AT,
2072,P,608114046001,1,2,27359,27344,DEF,AT,Upper Oligocene (Chattian) Globigerina ciperoensis ciperoensis,DEF,AT,5.0
2073,P,608114046001,1,2,27360,27345,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima nana,DEF,AT,5.0
2074,P,608114046001,1,2,27390,27375,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,AT,5.0
2075,P,608114046001,1,2,27480,27465,DEF,AT,Lower Oligocene (Rupelian) Turborotalia ampliapertura,DEF,AT,5.0
2076,P,608114046001,1,2,27570,27555,DEF,AT,Lower Oligocene (Rupelian) Turborotalia increbescens,DEF,AT,5.0
2077,P,608114046001,1,2,27660,27645,DEF,AT,Upper Eocene (Priabonian) Turborotalia cerroazulensis cocoaensis,DEF,AT,5.0
2078,P,608114046001,1,2,28920,28904,DEF,AT,Upper Eocene (Priabonian) Globorotalia pomeroli,DEF,AT,5.0
2079,P,608114046001,1,2,29160,29141,DEF,AT,Upper Eocene (Priabonian) Globigerinatheka semiinvoluta,DEF,AT,5.0
2080,P,608114046001,2,2,27360,27345,DEF,AT,Upper Oligocene (Chattian) Sphenolithus ciperoensis,DEF,AT,
2081,P,608114046001,2,2,27390,27375,DEF,AT,Upper Oligocene (Chattian) Sphenolithus distentus,DEF,AT,
2082,P,608114046001,2,2,27420,27405,DEF,AT,Upper Oligocene (Chattian) Sphenolithus predistentus,DEF,AT,
2083,P,608114046001,2,2,27650,27635,DEF,AT,Lower Oligocene (Rupelian) Reticulofenestra umbilica,DEF,AT,
2084,P,608114046001,2,2,27660,27645,DEF,AT,Lower Oligocene (Rupelian) Ericsonia formosa,DEF,AT,
2085,P,608114046001,2,2,28770,28755,DEF,AT,Upper Eocene (Priabonian) Cribrocentrum reticulatum,DEF,AT,
2086,P,608114046001,2,2,28920,28904,DEF,AT,Upper Eocene (Priabonian) Cribrocentrum reticulatum,DEF,AT,
2087,P,608114027400,3,2,13180,13179,DEF,AT,Upper Oligocene (Chattian) Dictyococcites bisectus,DEF,AT,
2088,P,608114033800,1,3,14960,14911,DEF,AT,Upper Eocene (Priabonian) Cribrocentrum reticulatum,DEF,AT,
2089,P,608114033800,1,3,21288,20619,DEF,AT,Upper Oligocene (Chattian) Sphenolithus predistentus,DEF,AT,
2090,P,608114033800,1,3,21289,20620,DEF,AT,Middle Eocene (Bartonian) Sphenolithus spiniger,DEF,AT,
2091,P,608114033800,2,3,14899,14857,DEF,IN,Middle Eocene (Bartonian) Radiolarian acme A,DEF,IN,6.0
2092,P,608114033800,2,3,14900,14858,DEF,IN,Middle Eocene (Bartonian) Turborotalia frontosa,DEF,IN,6.0
2093,P,608114033800,3,3,14900,14858,DEF,AT,Middle Eocene (Bartonian) Chiasmolithus grandis,DEF,AT,
2094,P,608114033803,1,2,27050,25912,DEF,IN,Upper Oligocene (Chattian) Globigerina ciperoensis ciperoensis,DEF,IN,4.0
2095,P,608114033803,1,2,27290,26124,DEF,IN,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,IN,4.0
2096,P,608114033803,2,2,26870,25745,DEF,AT,Upper Oligocene (Chattian) Clausicoccus fenestratus,DEF,AT,
2097,P,608114033803,2,2,26930,25801,DEF,AT,Upper Oligocene (Chattian) Sphenolithus delphix,DEF,AT,
2098,P,608114033803,2,2,27050,25912,DEF,AT,Upper Oligocene (Chattian) Discoaster woodringii,DEF,AT,
2099,P,608114033803,2,2,27110,25966,DEF,AT,Upper Oligocene (Chattian) Sphenolithus ciperoensis,DEF,AT,
2100,P,608114033803,2,2,27260,26098,DEF,AT,Upper Oligocene (Chattian) Sphenolithus predistentus,DEF,AT,
2101,P,608114033803,2,2,27320,26150,DEF,AT,Lower Oligocene (Rupelian) Helicosphaera compacta,DEF,AT,
2102,P,608114033803,2,2,27321,26151,DEF,AT,Lower Oligocene (Rupelian) Sphenolithus pseudoradians,DEF,AT,
2103,P,608114033003,1,1,28150,27474,DEF,IN,Upper Oligocene (Chattian) Globigerina ciperoensis ciperoensis,DEF,IN,4.0
2104,P,608114033003,1,1,30760,29987,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,AT,4.0
2105,P,608114033003,1,1,30850,30073,DEF,IN,Upper Oligocene (Chattian) Globigerina ciperoensis ciperoensis,DEF,IN,4.0
2106,P,608114033003,1,1,30880,30102,DEF,IN,Upper Oligocene (Chattian) Bolivina perca,DEF,IN,4.0
2107,P,608114033003,1,1,30940,30160,DEF,IN,Upper Oligocene (Chattian) Marginulina vaginata,DEF,IN,4.0
2108,P,608114051902,1,1,33720,33213,DEF,AT,Upper Oligocene (Chattian) Dictyococcites bisectus,DEF,AT,5.0
2109,P,608114051902,1,1,33750,33241,DEF,AT,Upper Oligocene (Chattian) Globigerina sellii,DEF,AT,5.0
2110,P,608114037305,1,1,25060,24381,DEF,AT,Upper Oligocene (Chattian) Sphenolithus ciperoensis,DEF,AT,
2111,P,608114037305,1,1,25090,24410,DEF,AT,Upper Oligocene (Chattian) Clausicoccus fenestratus,DEF,AT,
2112,P,608114043300,1,2,24930,24588,DEF,IN,Upper Oligocene (Chattian) Globigerina ciperoensis ciperoensis,DEF,IN,5.0
2113,P,608114043300,1,2,25080,24728,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,AT,6.0
2114,P,608114043300,1,2,25260,24896,DEF,IN,Lower Oligocene (Rupelian) Turborotalia increbescens,DEF,IN,6.0
2115,P,608114043300,1,2,25350,24981,DEF,IN,Upper Eocene (Priabonian) Globorotalia pomeroli,DEF,IN,6.0
2116,P,608114043300,1,2,25380,25009,DEF,IN,Upper Eocene (Priabonian) Hantkenina alabamensis,DEF,IN,6.0
2117,P,608114043300,1,2,25440,25066,DEF,IN,Upper Eocene (Priabonian) Globigerinatheka semiinvoluta,DEF,IN,6.0
2118,P,608114043300,1,2,25560,25180,DEF,IN,Middle Eocene (Bartonian) Acarinina bullbrooki,DEF,IN,6.0
2119,P,608114043300,1,2,26250,25834,DEF,AT,Middle Eocene (Lutetian) Morozovella aragonensis,DEF,AT,4.0
2120,P,608114043300,1,2,26580,26149,DEF,AT,Lower Eocene (Ypresian) Morozovella velascoenesis,DEF,AT,5.0
2121,P,608114043300,1,2,27360,26895,DEF,AT,Lower Paleocene (Danian) Parasubbotina pseudobulloides,DEF,AT,4.0
2122,P,608114043300,1,2,27389,26923,DEF,IN,Lower Paleocene (Danian) Praemurica inconstans,DEF,IN,4.0
2123,P,608114043300,1,2,27390,26924,DEF,IN,Lower Paleocene (Danian) Praemurica trinidadensis,DEF,IN,4.0
2124,P,608114043300,2,2,24750,24422,DEF,AT,Upper Oligocene (Chattian) Clausicoccus fenestratus,DEF,AT,
2125,P,608114043300,2,2,24840,24505,DEF,AT,Upper Oligocene (Chattian) Zygrhablithus bijugatus,DEF,AT,
2126,P,608114043300,2,2,24930,24588,DEF,AT,Upper Oligocene (Chattian) Sphenolithus ciperoensis,DEF,AT,
2127,P,608114043300,2,2,25080,24728,DEF,AT,Upper Oligocene (Chattian) Sphenolithus predistentus,DEF,AT,
2128,P,608114043300,2,2,25229,24867,DEF,AT,Lower Oligocene (Rupelian) Helicosphaera compacta,DEF,AT,
2129,P,608114043300,2,2,25230,24868,DEF,AT,Lower Oligocene (Rupelian) Sphenolithus pseudoradians,DEF,AT,
2130,P,608114043300,2,2,25349,24980,DEF,AT,Lower Oligocene (Rupelian) Reticulofenestra hillae,DEF,AT,
2131,P,608114043300,2,2,25350,24981,DEF,AT,Lower Oligocene (Rupelian) Ericsonia formosa,DEF,AT,
2132,P,608114043300,2,2,25380,25009,DEF,AT,Upper Eocene (Priabonian) Cribrocentrum reticulatum,DEF,AT,
2133,P,608114043300,2,2,25530,25151,DEF,AT,Middle Eocene (Bartonian) Chiasmolithus grandis,DEF,AT,
2134,P,608114043300,2,2,25559,25179,DEF,AT,Middle Eocene (Bartonian) Sphenolithus furcatolithoides,DEF,AT,
2135,P,608114043300,2,2,25560,25180,DEF,AT,Middle Eocene (Bartonian) Sphenolithus spiniger,DEF,AT,
2136,P,608114043300,2,2,25650,25265,DEF,AT,Middle Eocene (Lutetian) Chiasmolithus gigas,DEF,AT,
2137,P,608114043300,2,2,25710,25322,DEF,AT,Middle Eocene (Lutetian) Discoaster lodoensis,DEF,AT,
2138,P,608114043300,2,2,25770,25379,DEF,AT,Lower Eocene (Ypresian) Tribrachiatus contortus,DEF,AT,
2139,P,608114043300,2,2,25800,25407,DEF,AT,Lower Eocene (Ypresian) Discoaster multiradiatus,DEF,AT,
2140,P,608114043300,2,2,25980,25578,DEF,AT,Lower Eocene (Ypresian) Toweius eminens,DEF,AT,
2141,P,608114043300,2,2,26580,26149,DEF,AT,Upper Paleocene (Thanetian) Heliolithus kleinpellii,DEF,AT,
2142,P,608114043300,2,2,27150,26694,DEF,AT,Upper Paleocene Selandian Stage,DEF,AT,
2143,P,608114048200,1,1,21091,19585,DEF,AT,Upper Oligocene (Chattian) Sphenolithus delphix,DEF,AT,
2144,P,608114048200,1,1,21120,19610,DEF,AT,Upper Oligocene (Chattian) Sphenolithus distentus,DEF,AT,
2145,P,608114048200,1,1,27278,25496,DEF,AT,Upper Oligocene (Chattian) Sphenolithus delphix,DEF,AT,
2146,P,608114048200,1,1,27279,25497,DEF,AT,Upper Oligocene (Chattian) Clausicoccus fenestratus,DEF,AT,
2147,P,608114048200,1,1,27280,25498,DEF,AT,Upper Oligocene (Chattian) Sphenolithus ciperoensis,DEF,AT,
2148,P,608114048200,1,1,27400,25613,DEF,AT,Upper Oligocene (Chattian) Sphenolithus distentus,DEF,AT,
2149,P,608114048201,1,1,27180,25415,DEF,AT,Upper Oligocene (Chattian) Dictyococcites bisectus,DEF,AT,
2150,P,608114044500,1,1,18320,18320,DEF,AT,Upper Eocene (Priabonian) Cribrocentrum reticulatum,DEF,AT,
2151,P,608114044500,1,1,28488,28488,DEF,AT,Upper Oligocene (Chattian) Dictyococcites bisectus,DEF,AT,
2152,P,608114044500,1,1,28489,28489,DEF,AT,Upper Oligocene (Chattian) Clausicoccus fenestratus,DEF,AT,
2153,P,608114044500,1,1,28490,28490,DEF,AT,Upper Oligocene (Chattian) Sphenolithus ciperoensis,DEF,AT,
2154,P,608114042700,1,1,29050,27384,DEF,AT,Upper Oligocene (Chattian) Clausicoccus fenestratus,DEF,AT,4.0
2155,P,608114042700,1,1,29140,27464,DEF,AT,Upper Oligocene (Chattian) Dictyococcites bisectus,DEF,AT,6.0
2156,P,608114042700,1,1,29200,27518,DEF,AT,Upper Oligocene (Chattian) Globigerina ciperoensis ciperoensis,DEF,AT,6.0
2157,P,608114042700,1,1,29410,27706,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima nana,DEF,AT,6.0
2158,P,608114042700,1,1,29470,27760,DEF,AT,Upper Oligocene (Chattian) Sphenolithus ciperoensis,DEF,AT,6.0
2159,P,608114042700,1,1,29500,27787,DEF,AT,Upper Oligocene (Chattian) Bolivina perca,DEF,AT,4.0
2160,P,608114042700,1,1,29560,27841,DEF,AT,Upper Oligocene (Chattian) Marginulina vaginata,DEF,AT,4.0
2161,P,608114042700,1,1,29620,27895,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima nana,DEF,AT,4.0
2162,P,608115012401,1,1,19290,18516,POS,AT,Upper Oligocene (Chattian) Globigerina sellii,POS,AT,5.0
2163,P,608115012401,1,1,19379,18586,POS,AT,Upper Oligocene (Chattian) Dictyococcites bisectus,POS,AT,5.0
2164,P,608115012402,1,1,19400,18488,POS,AT,Upper Oligocene (Chattian) Globigerina sellii,POS,AT,5.0
2165,P,608115012402,1,1,19475,18536,POS,AT,Upper Oligocene (Chattian) Dictyococcites bisectus,POS,AT,5.0
2166,P,608114056000,1,1,31109,31109,DEF,AT,Upper Oligocene (Chattian) Dictyococcites bisectus,DEF,AT,5.0
2167,P,608114056000,1,1,31110,31110,DEF,AT,Upper Oligocene (Chattian) Sphenolithus delphix,DEF,AT,5.0
2168,P,608114056000,1,1,31200,31200,DEF,AT,Upper Oligocene (Chattian) Sphenolithus ciperoensis,DEF,AT,5.0
2169,P,608114056000,1,1,31290,31290,DEF,AT,Upper Oligocene (Chattian) Globigerina sellii,DEF,AT,5.0
2170,P,608114056000,1,1,31440,31440,DEF,AT,Upper Oligocene (Chattian) Globigerina ciperoensis ciperoensis,DEF,AT,5.0
2171,P,608114056000,1,1,31500,31500,DEF,AT,Upper Oligocene (Chattian) Sphenolithus distentus,DEF,AT,5.0
2172,P,608114056000,1,1,31530,31530,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,AT,5.0
2173,P,608114056000,1,1,31680,31680,DEF,AT,Upper Oligocene (Chattian) Sphenolithus predistentus,DEF,AT,5.0
2174,P,608114056000,1,1,31769,31769,DEF,AT,Lower Oligocene (Rupelian) Helicosphaera compacta,DEF,AT,5.0
2175,P,608114056000,1,1,31770,31770,DEF,AT,Lower Oligocene (Rupelian) Turborotalia ampliapertura,DEF,AT,5.0
2176,P,608114056000,1,1,31830,31830,DEF,AT,Lower Oligocene (Rupelian) Turborotalia increbescens,DEF,AT,5.0
2177,P,608114056000,1,1,31889,31889,DEF,AT,Lower Oligocene (Rupelian) Reticulofenestra umbilica,DEF,AT,5.0
2178,P,608114056000,1,1,31890,31890,DEF,AT,Lower Oligocene (Rupelian) Ericsonia formosa,DEF,AT,5.0
2179,P,608114056000,1,1,31948,31948,DEF,AT,Upper Eocene (Priabonian) Discoaster barbadiensis,DEF,AT,5.0
2180,P,608114056000,1,1,31949,31949,DEF,AT,Upper Eocene (Priabonian) Turborotalia cerroazulensis cocoaensis,DEF,AT,5.0
2181,P,608114056000,1,1,31950,31950,DEF,AT,Upper Eocene (Priabonian) Cribrocentrum reticulatum,DEF,AT,5.0
2182,P,608114056000,1,1,32040,32040,DEF,AT,Upper Eocene (Priabonian) Globorotalia pomeroli,DEF,AT,5.0
2183,P,608114056000,1,1,32129,32129,DEF,AT,Upper Eocene (Priabonian) Globigerinatheka tropicalis,DEF,AT,5.0
2184,P,608114056000,1,1,32130,32130,DEF,AT,Middle Eocene (Bartonian) Chiasmolithus grandis,DEF,AT,5.0
2185,P,608114056000,1,1,32220,32220,DEF,AT,Middle Eocene (Bartonian) Truncorotaloides topilensis,DEF,AT,5.0
2186,P,608114056000,1,1,32248,32248,DEF,AT,Middle Eocene (Bartonian) Sphenolithus furcatolithoides,DEF,AT,5.0
2187,P,608114056000,1,1,32249,32249,DEF,AT,Middle Eocene (Bartonian) Acarinina bullbrooki,DEF,AT,5.0
2188,P,608114056000,1,1,32250,32250,DEF,AT,Middle Eocene (Bartonian) Chiasmolithus solitus,DEF,AT,5.0
2189,P,608114037200,1,2,19610,19609,DEF,AT,Middle Eocene (Lutetian) Chiasmolithus gigas,DEF,AT,
2190,P,608114037200,1,2,19620,19619,DEF,AT,Lower Oligocene Rupelian Stage,DEF,AT,
2191,P,608114037200,1,2,20280,20279,DEF,AT,Lower Eocene (Ypresian) Discoaster multiradiatus,DEF,AT,
2192,P,608114037200,1,2,20320,20319,DEF,AT,Middle Eocene (Lutetian) Discoaster lodoensis,DEF,AT,
2193,P,608114037200,1,2,20340,20339,DEF,AT,Middle Eocene (Bartonian) Chiasmolithus solitus,DEF,AT,
2194,P,608114037200,1,2,20400,20399,DEF,AT,Upper Eocene (Priabonian) Discoaster barbadiensis,DEF,AT,
2195,P,608114037200,1,2,20440,20439,DEF,AT,Lower Oligocene (Rupelian) Reticulofenestra umbilica,DEF,AT,
2196,P,608114037200,1,2,20460,20459,DEF,AT,Lower Oligocene (Rupelian) Reticulofenestra hillae,DEF,AT,
2197,P,608114037200,1,2,20560,20558,DEF,AT,Lower Oligocene (Rupelian) Reticulofenestra hillae,DEF,AT,
2198,P,608114037200,1,2,20580,20578,DEF,AT,Upper Oligocene (Chattian) Sphenolithus predistentus,DEF,AT,
2199,P,608114037200,1,2,20620,20618,DEF,AT,Upper Oligocene (Chattian) Dictyococcites bisectus,DEF,AT,
2200,P,608114037200,1,2,20820,20818,DEF,AT,Upper Oligocene (Chattian) Sphenolithus predistentus,DEF,AT,
2201,P,608114037200,1,2,20860,20858,DEF,AT,Upper Oligocene (Chattian) Sphenolithus predistentus,DEF,AT,
2202,P,608114037200,1,2,20900,20898,DEF,AT,Upper Eocene (Priabonian) Discoaster barbadiensis,DEF,AT,
2203,P,608114037200,1,2,20920,20918,DEF,AT,Lower Oligocene (Rupelian) Reticulofenestra umbilica,DEF,AT,
2204,P,608114037200,1,2,29400,29373,DEF,AT,Upper Oligocene (Chattian) Dictyococcites bisectus,DEF,AT,
2205,P,608114037200,1,2,29440,29412,DEF,AT,Upper Oligocene (Chattian) Sphenolithus ciperoensis,DEF,AT,
2206,P,608114037200,1,2,29940,29908,DEF,AT,Upper Oligocene (Chattian) Sphenolithus distentus,DEF,AT,
2207,P,608114037200,1,2,30150,30117,DEF,AT,Upper Oligocene (Chattian) Sphenolithus predistentus,DEF,AT,
2208,P,608114037200,1,2,30300,30266,DEF,AT,Lower Oligocene (Rupelian) Helicosphaera compacta,DEF,AT,
2209,P,608114037200,1,2,30450,30415,DEF,AT,Lower Oligocene (Rupelian) Reticulofenestra hampdenensis,DEF,AT,
2210,P,608114037200,1,2,30540,30504,DEF,AT,Lower Oligocene (Rupelian) Reticulofenestra umbilica,DEF,AT,
2211,P,608114037200,1,2,30570,30534,DEF,AT,Upper Eocene (Priabonian) Discoaster barbadiensis,DEF,AT,
2212,P,608114037200,1,2,30600,30564,DEF,AT,Upper Eocene (Priabonian) Discoaster saipanensis,DEF,AT,
2213,P,608114037200,1,2,30630,30594,DEF,AT,Upper Eocene (Priabonian) Cribrocentrum reticulatum,DEF,AT,
2214,P,608114037200,1,2,30660,30623,DEF,AT,Upper Eocene (Priabonian) Sphenolithus obtusus,DEF,AT,
2215,P,608114037200,1,2,30750,30713,DEF,AT,Middle Eocene (Bartonian) Chiasmolithus grandis,DEF,AT,
2216,P,608114037200,1,2,30777,30740,DEF,AT,Middle Eocene (Bartonian) Sphenolithus spiniger,DEF,AT,
2217,P,608114037200,1,2,30778,30741,DEF,AT,Middle Eocene (Bartonian) Chiasmolithus solitus,DEF,AT,
2218,P,608114037200,1,2,30779,30742,DEF,AT,Middle Eocene (Bartonian) Sphenolithus furcatolithoides,DEF,AT,
2219,P,608114037200,1,2,30780,30743,DEF,AT,Middle Eocene (Bartonian) Sphenolithus radians,DEF,AT,
2220,P,608114037200,1,2,30870,30832,DEF,AT,Middle Eocene (Lutetian) Chiasmolithus gigas,DEF,AT,
2221,P,608114037200,1,2,31165,31125,DEF,AT,Lower Eocene (Ypresian) Discoaster kuepperi,DEF,AT,
2222,P,608114037200,1,2,31166,31126,DEF,AT,Lower Eocene (Ypresian) Chiasmolithus californicus,DEF,AT,
2223,P,608114037200,1,2,31167,31127,DEF,AT,Lower Eocene (Ypresian) Toweius pertusus,DEF,AT,
2224,P,608114037200,1,2,31168,31128,DEF,AT,Lower Eocene (Ypresian) Discoaster multiradiatus,DEF,AT,
2225,P,608114037200,1,2,31169,31129,DEF,AT,Lower Eocene (Ypresian) Tribrachiatus contortus,DEF,AT,
2226,P,608114037200,1,2,31170,31130,DEF,AT,Lower Eocene (Ypresian) Tribrachiatus bramlettei,DEF,AT,
2227,P,608114037200,1,2,31198,31158,DEF,AT,Lower Eocene (Ypresian) Toweius eminens,DEF,AT,
2228,P,608114037200,1,2,31199,31159,DEF,AT,Lower Eocene (Ypresian) Chiasmolithus bidens,DEF,AT,
2229,P,608114037200,1,2,31200,31159,DEF,AT,Lower Eocene (Ypresian) Cruciplacolithus frequens,DEF,AT,
2230,P,608114037200,1,2,31560,31516,DEF,AT,Lower Eocene (Ypresian) Fasciculithus tympaniformis,DEF,AT,
2231,P,608114037200,1,2,31830,31784,DEF,AT,Upper Paleocene (Thanetian) Ericsonia robusta,DEF,AT,
2232,P,608114037200,2,2,19421,19420,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,AT,6.0
2233,P,608114037200,2,2,19590,19589,DEF,AT,Middle Eocene (Bartonian) Truncorotaloides rohri,DEF,AT,6.0
2234,P,608114037200,2,2,19610,19609,DEF,IN,Lower Oligocene (Rupelian) Pseudohastigerina micra,DEF,IN,6.0
2235,P,608114037200,2,2,19650,19649,DEF,IN,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,IN,6.0
2236,P,608114037200,2,2,19780,19779,DEF,IN,Lower Oligocene (Rupelian) Turborotalia ampliapertura,DEF,IN,6.0
2237,P,608114037200,2,2,19880,19879,DEF,IN,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,IN,6.0
2238,P,608114037200,2,2,20260,20259,DEF,AT,Lower Oligocene,DEF,AT,5.0
2239,P,608114037200,2,2,20320,20319,DEF,AT,Lower Eocene (Ypresian) Morozovella acuta,DEF,AT,7.0
2240,P,608114037200,2,2,20340,20339,DEF,AT,Middle Eocene (Bartonian) Truncorotaloides rohri,DEF,AT,7.0
2241,P,608114037200,2,2,20380,20379,DEF,AT,Upper Eocene (Priabonian) Globigerinatheka semiinvoluta,DEF,AT,7.0
2242,P,608114037200,2,2,20420,20419,DEF,IN,Lower Oligocene (Rupelian) Turborotalia ampliapertura,DEF,IN,6.0
2243,P,608114037200,2,2,20560,20558,DEF,IN,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,IN,6.0
