date,accident_type,activity,activity_name,subactivity,subactivity_name,confidence,match_method
3/7/2009,- Required Evacuation - Fatality ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
1/29/2002,- Fire - Injury ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
7/10/2002,- Collision - Pollution ,MARINE,Marine Transport,vessel_navigation,Vessel Navigation,0.95,bsee_accident_type
2/17/2009,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
4/24/2021,- LTA (>3 days) - Required Evacuation - Crane ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
9/7/2006,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
9/29/2012,- LTA (>3 days) - Required Evacuation - Injury,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
9/21/2021,- Required Evacuation - Fire - Incident >$25K - Required Muster ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
9/9/2020,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
11/8/2022,- LTA (>3 days) - Required Evacuation - Crane ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
4/27/2025,- Explosion - Items Overboard,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
12/11/2007,- Collision >$25K ,MARINE,Marine Transport,vessel_navigation,Vessel Navigation,0.95,bsee_accident_type
2/5/2006,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
8/1/2007,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
10/13/2017,- Collision >$25K - Incident >$25K - Structural Damage ,MARINE,Marine Transport,vessel_navigation,Vessel Navigation,0.95,bsee_accident_type
3/25/2022,- Fatality - Incident >$25K - Structural Damage ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
10/9/2021,- Explosion - Line Failure and Rupture,PSAFE,Process Safety,pressure_release,Pressure Release,0.95,bsee_accident_type
12/4/2006,- Explosion - Pollution - Incident >$25K ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
7/3/2002,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
10/25/2007,- RW/JT (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
11/7/2007,- RW/JT (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
10/6/2002,- Injury ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
9/7/2012,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
3/28/2022,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
10/10/2001,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
7/29/2005,- Injury - dropped rig traveling block,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
3/21/2009,- Extended Kick Control,DRILL,Drilling,well_control,Well Control,0.35,keyword_match
1/16/2010,Damaged/Disabled Safety Sys. ,OTHER,Other,unknown,Unknown,0.1,default
2/15/2010,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
8/25/2018,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
2/22/2004,- Blowout - Pollution ,DRILL,Drilling,well_control,Well Control,0.95,bsee_accident_type
5/4/2013,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
6/5/2014,- Fire - oil controller level,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
2/22/2020,- Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
10/30/2001,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
1/10/2002,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
1/16/2002,- Well Collapse,DRILL,Drilling,unknown,Unknown,0.35,keyword_match
5/21/2002,- Fire - Injury ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
3/23/2005,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
10/30/2005,- Fire - Injury ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
2/22/2006,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
3/14/2007,- Other Injury - Gas Bubble to Surface,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
7/8/2024,- Other Lifting Device ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
1/29/2024,- Fire - Incident >$25K ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
8/22/2013,- RW/JT (>3 days) - Required Evacuation - Crane ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
5/2/2021,- Fire - Incident >$25K ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
6/10/2017,- LTA (>3 days) - Required Evacuation - Fire - Incident >$25K ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
3/14/2021,- Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
9/30/2001,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
1/23/2015,- Collision >$25K - Fire - Incident >$25K - Structural Damage ,MARINE,Marine Transport,vessel_navigation,Vessel Navigation,0.95,bsee_accident_type
10/11/2017,- Fire - Required Muster ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
9/15/2017,- Incident >$25K - Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
10/15/2008,- Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
8/2/2005,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
4/11/2005,- Collision ,MARINE,Marine Transport,vessel_navigation,Vessel Navigation,0.95,bsee_accident_type
3/30/2007,- RW/JT (>3 days) - Required Evacuation - Rough sea conditions,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
10/23/2002,- Collision ,MARINE,Marine Transport,vessel_navigation,Vessel Navigation,0.95,bsee_accident_type
10/10/2006,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
11/20/2009,- RW/JT (1-3 days) - Other Injury - Required Evacuation - Fire ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
10/7/2019,- LTA (>3 days) - Required Evacuation - Crane ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
7/21/2001,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
11/29/2001,- Collision - collapse,MARINE,Marine Transport,vessel_navigation,Vessel Navigation,0.95,bsee_accident_type
8/22/2012,- LTA (>3 days) - Required Evacuation - Gas Pocket Ignition,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
10/23/2012,- Shear Ram Activation,OTHER,Other,unknown,Unknown,0.1,default
7/13/2008,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
6/2/2008,- Fire - Required Muster ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
4/5/2005,- Crane Incident,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
6/4/2003,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
8/13/2005,- Fire - Injury ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
10/14/2005,- Injury ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
5/28/2009,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
5/7/2021,- Incident >$25K - Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
12/14/2002,- Collision - Coast Guard Jurisdiction,MARINE,Marine Transport,vessel_navigation,Vessel Navigation,0.95,bsee_accident_type
2/12/2013,- LTA (>3 days) ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
6/28/2015,- LTA (>3 days) - Required Evacuation - Helicopter skirting,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
6/7/2015,- Collision >$25K ,MARINE,Marine Transport,vessel_navigation,Vessel Navigation,0.95,bsee_accident_type
12/26/2005,- Fire - Injury ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
12/1/2005,- Blowout - Diverter on 26-inch hole,DRILL,Drilling,well_control,Well Control,0.95,bsee_accident_type
2/9/2007,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
8/4/2006,"- Choke stem,Gas Buster,Piping",DRILL,Drilling,well_control,Well Control,0.35,keyword_match
6/15/2002,- Explosion - Injury ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
4/18/2003,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
3/13/2003,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
6/25/2003,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
7/12/2012,- Incident >$25K ,OTHER,Other,unknown,Unknown,0.1,default
2/20/2008,- Fatality - Crane ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
12/11/2001,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
7/12/2012,- RW/JT (1-3 days) - Required Evacuation - leg fracture,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
11/13/2003,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
5/9/2003,- Pollution - Crane Boom Fell,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
4/22/2003,- Blowout - Well Control Event,DRILL,Drilling,well_control,Well Control,0.95,bsee_accident_type
4/1/2007,- LTA (>3 days) - Required Evacuation - Laceration from sawzall blade,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
11/26/2015,- RW/JT (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
11/12/2017,- Incident >$25K - kick occurrence,DRILL,Drilling,well_control,Well Control,0.35,keyword_match
5/18/2007,- RW/JT (>3 days) - Required Evacuation - Pinned by Wireline Unit,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
11/1/2013,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
4/24/2003,- Crane Failure,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
7/23/2013,- Required Muster ,OTHER,Other,unknown,Unknown,0.1,default
11/29/2017,- Pollution - Incident >$25K - Crane ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
8/4/2002,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
10/13/2004,- Fire - Injury ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
5/9/2025,- Other Injury - Required Evacuation - Crane ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
11/30/2005,- Blowout - Diverter flow after cementing,DRILL,Drilling,well_control,Well Control,0.95,bsee_accident_type
9/26/2003,- Fire - Injury ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
3/8/2005,- Blowout ,DRILL,Drilling,well_control,Well Control,0.95,bsee_accident_type
2/8/2007,- Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
7/12/2009,- Incident >$25K - Crane - Structural Damage ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
10/3/2002,- Hurricane Damage To SS Well #1,DRILL,Drilling,unknown,Unknown,0.35,keyword_match
8/11/2007,- Pollution - Malfunctioning LSH,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
1/7/2003,- Collision - Explosion - Fire - Pollution ,MARINE,Marine Transport,vessel_navigation,Vessel Navigation,0.95,bsee_accident_type
3/29/2004,- Collision ,MARINE,Marine Transport,vessel_navigation,Vessel Navigation,0.95,bsee_accident_type
9/6/2018,- Shutdown from Gas Release - Required Muster ,PSAFE,Process Safety,pressure_release,Pressure Release,0.95,bsee_accident_type
5/31/2023,- LTA (>3 days) - Required Evacuation - Other Lifting Device ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
2/19/2010,- Incident >$25K - Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
4/7/2017,- Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
5/2/2024,- Required Evacuation - Incident >$25K - Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
7/22/2022,- Other Lifting Device ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
1/18/2024,"- Other Lifting Device - Incident >$25K - 22"" casing parted at rigfloor",CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
10/23/2009,- Other Lifting Device ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
1/2/2016,- Dropped Object (TD Svc Loop),PERS,Personnel Safety,struck_by,Struck By,0.35,keyword_match
11/13/2021,- Other Lifting Device ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
2/6/2017,- Top Drive,DRILL,Drilling,drilling_operations,Drilling Operations,0.35,keyword_match
2/10/2017,- Incident >$25K - Moon Pool Flap,OTHER,Other,unknown,Unknown,0.1,default
9/11/2016,"- EDS activation, BOP stack drop",DRILL,Drilling,well_control,Well Control,0.55,keyword_match
12/25/2024,- LTA (>3 days) - Required Evacuation - Other Lifting Device ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
11/27/2002,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
1/7/2016,Damaged/Disabled Safety Sys. - Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
5/27/2004,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
7/11/2006,- Shutdown from Gas Release - Fire - Required Muster ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
12/19/2012,- LTA (>3 days) - Required Evacuation - Crane ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
5/15/2013,- Other Lifting Device ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
5/8/2014,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
7/22/2016,- LTA (>3 days) - Shutdown from Gas Release - Required Evacuation - Fire - Incident >$25K - Gas release,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
12/20/2020,- Other Lifting Device ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
1/25/2015,- Dropped Object,PERS,Personnel Safety,struck_by,Struck By,0.35,keyword_match
1/18/2015,- Dropped Object,PERS,Personnel Safety,struck_by,Struck By,0.35,keyword_match
4/11/2017,- Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
5/26/2017,- Incident >$25K - Required Muster ,OTHER,Other,unknown,Unknown,0.1,default
9/30/2009,- Fire - Incident >$25K - Required Muster ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
5/19/2016,- RW/JT (>3 days) - Required Evacuation - Incident >$25K ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
8/7/2016,- LTA (1-3) days - Required Evacuation - Crane ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
3/29/2011,- Loss of Station,OTHER,Other,unknown,Unknown,0.1,default
4/8/2015,- Incident >$25K ,OTHER,Other,unknown,Unknown,0.1,default
6/4/2006,- Top Drive Unplanned Descent,DRILL,Drilling,drilling_operations,Drilling Operations,0.35,keyword_match
3/28/2007,"- Pollution - Rupture in 4"" take-on hose",ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
5/19/2018,- RW/JT (>3 days) - Required Evacuation - Incident >$25K ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
2/3/2021,- Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
2/14/2021,- Other Lifting Device ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
6/27/2022,Damaged/Disabled Safety Sys. - Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
7/5/2005,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
6/23/2005,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
12/2/2007,- Pollution - Riser Emergency Disconnect,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
1/28/2008,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
4/11/2004,- Pollution - Riser Disconnect for weather,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
6/16/2008,- Other Lifting Device - Structural Damage ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
5/17/2009,- Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
11/20/2009,- Required Evacuation - Required Muster - Arc Flash,ELEC,Electrical,unknown,Unknown,0.35,keyword_match
2/24/2013,- LTA (>3 days) - Required Evacuation - Crane ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
3/20/2016,- Other Lifting Device - Incident >$25K - Structural Damage ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
6/11/2007,- Shutdown from Gas Release - Explosion - Fire - Incident >$25K - Required Muster ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
11/23/2012,- LTA (>3 days) - Leg Injury,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
1/24/2013,- RW/JT (>3 days) - Required Evacuation - Partial loss of finger.,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
4/29/2017,- Fire - Required Muster ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
3/21/2017,- Fire - Required Muster ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
12/27/2017,- Incident >$25K - Required Muster ,OTHER,Other,unknown,Unknown,0.1,default
8/25/2024,Damaged/Disabled Safety Sys. - Pollution - Incident >$25K ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
4/3/2013,- Pollution - Emergency Disconnect(Drift Off,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
10/29/2015,- LTA (>3 days) - Required Evacuation - Crane ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
1/26/2010,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
10/21/2007,- Pollution - Incident >$25K ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
