incident_id,date,vessel_name,description,incident_type,location,source,fatalities,injuries
16920,1989-11-13,,"USING LIVE BOATING PROCEDURE, DIVER'S AIRLINE CAUGHT IN PROPELLER",PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16920,1989-11-13,,"USING LIVE BOATING PROCEDURE, DIVER'S AIRLINE CAUGHT IN PROPELLER",PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16920,1989-11-13,,"USING LIVE BOATING PROCEDURE, DIVER'S AIRLINE CAUGHT IN PROPELLER",PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16870,1989-11-11,,"CREWMAN BECAME ILL, PRESUMED WENT OUT ON DECK AND FELL OVERBOARD",PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16870,1989-11-11,,"CREWMAN BECAME ILL, PRESUMED WENT OUT ON DECK AND FELL OVERBOARD",PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16870,1989-11-11,,"CREWMAN BECAME ILL, PRESUMED WENT OUT ON DECK AND FELL OVERBOARD",PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16870,1989-11-11,,"CREWMAN BECAME ILL, PRESUMED WENT OUT ON DECK AND FELL OVERBOARD",PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16870,1989-11-11,,"CREWMAN BECAME ILL, PRESUMED WENT OUT ON DECK AND FELL OVERBOARD",PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16870,1989-11-11,,"CREWMAN BECAME ILL, PRESUMED WENT OUT ON DECK AND FELL OVERBOARD",PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16841,1989-11-06,,TOOK WATER OVER HER STERN IN WORSENING WEATHER CONDITIONS,SANK - Flooding,N/A,Canadian TSB,2,1
16841,1989-11-06,,TOOK WATER OVER HER STERN IN WORSENING WEATHER CONDITIONS,SANK - Flooding,N/A,Canadian TSB,2,1
16841,1989-11-06,,TOOK WATER OVER HER STERN IN WORSENING WEATHER CONDITIONS,SANK - Flooding,N/A,Canadian TSB,2,1
16841,1989-11-06,,TOOK WATER OVER HER STERN IN WORSENING WEATHER CONDITIONS,SANK - Flooding,N/A,Canadian TSB,2,1
16841,1989-11-06,,TOOK WATER OVER HER STERN IN WORSENING WEATHER CONDITIONS,SANK - Flooding,N/A,Canadian TSB,2,1
16841,1989-11-06,,TOOK WATER OVER HER STERN IN WORSENING WEATHER CONDITIONS,SANK - Flooding,N/A,Canadian TSB,2,1
16841,1989-11-06,,TOOK WATER OVER HER STERN IN WORSENING WEATHER CONDITIONS,SANK - Flooding,N/A,Canadian TSB,2,1
16841,1989-11-06,,TOOK WATER OVER HER STERN IN WORSENING WEATHER CONDITIONS,SANK - Flooding,N/A,Canadian TSB,2,1
16832,1989-11-02,,LONE OPERATOR OF OPEN BOAT LOST OVERBOARD AND DROWNED,MISSING (the ship is),N/A,Canadian TSB,1,0
16832,1989-11-02,,LONE OPERATOR OF OPEN BOAT LOST OVERBOARD AND DROWNED,MISSING (the ship is),N/A,Canadian TSB,1,0
16832,1989-11-02,,LONE OPERATOR OF OPEN BOAT LOST OVERBOARD AND DROWNED,MISSING (the ship is),N/A,Canadian TSB,1,0
16832,1989-11-02,,LONE OPERATOR OF OPEN BOAT LOST OVERBOARD AND DROWNED,MISSING (the ship is),N/A,Canadian TSB,1,0
16832,1989-11-02,,LONE OPERATOR OF OPEN BOAT LOST OVERBOARD AND DROWNED,MISSING (the ship is),N/A,Canadian TSB,1,0
16791,1989-10-24,,"DECKHAND CAUGHT IN NET, THROWN OVER DRUM AND THEN OVERBOARD",PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16791,1989-10-24,,"DECKHAND CAUGHT IN NET, THROWN OVER DRUM AND THEN OVERBOARD",PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16791,1989-10-24,,"DECKHAND CAUGHT IN NET, THROWN OVER DRUM AND THEN OVERBOARD",PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16791,1989-10-24,,"DECKHAND CAUGHT IN NET, THROWN OVER DRUM AND THEN OVERBOARD",PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16791,1989-10-24,,"DECKHAND CAUGHT IN NET, THROWN OVER DRUM AND THEN OVERBOARD",PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16633,1989-09-18,,DIED OF NATURAL CAUSES WHILST IN WATER - IMMERSION SUIT EXERCISE,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16633,1989-09-18,,DIED OF NATURAL CAUSES WHILST IN WATER - IMMERSION SUIT EXERCISE,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16633,1989-09-18,,DIED OF NATURAL CAUSES WHILST IN WATER - IMMERSION SUIT EXERCISE,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16633,1989-09-18,,DIED OF NATURAL CAUSES WHILST IN WATER - IMMERSION SUIT EXERCISE,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16633,1989-09-18,,DIED OF NATURAL CAUSES WHILST IN WATER - IMMERSION SUIT EXERCISE,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16588,1977-03-02,,"GAZ BUILD-UP IN CONFINED SPACE-BURNER KILLED, WORKING ON PONTOON Note: formerly OccNo : 9708-5-77",EXPLOSION,N/A,Canadian TSB,1,0
16487,1989-08-15,,"PROBABLY FELL OVERBOARD; NON SWIMMER, NO LIFEJACKETS",CAPSIZES,N/A,Canadian TSB,1,0
16487,1989-08-15,,"PROBABLY FELL OVERBOARD; NON SWIMMER, NO LIFEJACKETS",CAPSIZES,N/A,Canadian TSB,1,0
16487,1989-08-15,,"PROBABLY FELL OVERBOARD; NON SWIMMER, NO LIFEJACKETS",CAPSIZES,N/A,Canadian TSB,1,0
16487,1989-08-15,,"PROBABLY FELL OVERBOARD; NON SWIMMER, NO LIFEJACKETS",CAPSIZES,N/A,Canadian TSB,1,0
16487,1989-08-15,,"PROBABLY FELL OVERBOARD; NON SWIMMER, NO LIFEJACKETS",CAPSIZES,N/A,Canadian TSB,1,0
16461,1989-08-21,,MISSING OVERBOARD WHILE WORKING ON AFT DECK IN CALM SEAS,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16461,1989-08-21,,MISSING OVERBOARD WHILE WORKING ON AFT DECK IN CALM SEAS,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16461,1989-08-21,,MISSING OVERBOARD WHILE WORKING ON AFT DECK IN CALM SEAS,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16461,1989-08-21,,MISSING OVERBOARD WHILE WORKING ON AFT DECK IN CALM SEAS,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16409,1989-08-12,,EXPLOSION & FIRE AFTER LEAVING RE-FUELLING DOCK/ON PLEASURE TRIP Note: formerly OccNo : 9708-5-89,EXPLOSION,N/A,Canadian TSB,1,6
16409,1989-08-12,,EXPLOSION & FIRE AFTER LEAVING RE-FUELLING DOCK/ON PLEASURE TRIP Note: formerly OccNo : 9708-5-89,EXPLOSION,N/A,Canadian TSB,1,6
16409,1989-08-12,,EXPLOSION & FIRE AFTER LEAVING RE-FUELLING DOCK/ON PLEASURE TRIP Note: formerly OccNo : 9708-5-89,EXPLOSION,N/A,Canadian TSB,1,6
16409,1989-08-12,,EXPLOSION & FIRE AFTER LEAVING RE-FUELLING DOCK/ON PLEASURE TRIP Note: formerly OccNo : 9708-5-89,EXPLOSION,N/A,Canadian TSB,1,6
16405,1989-08-12,,FATAL ELECTRIC SHOCK WHILE USING HEAVY DUTY VACUUM,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16405,1989-08-12,,FATAL ELECTRIC SHOCK WHILE USING HEAVY DUTY VACUUM,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16405,1989-08-12,,FATAL ELECTRIC SHOCK WHILE USING HEAVY DUTY VACUUM,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16405,1989-08-12,,FATAL ELECTRIC SHOCK WHILE USING HEAVY DUTY VACUUM,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16369,1989-08-07,,"BOAT DISCOVERED CAPSIZED,PERSONS PROBABLY FELL OVERBOARD AND DROWNED",CAPSIZES,N/A,Canadian TSB,2,0
16369,1989-08-07,,"BOAT DISCOVERED CAPSIZED,PERSONS PROBABLY FELL OVERBOARD AND DROWNED",CAPSIZES,N/A,Canadian TSB,2,0
16369,1989-08-07,,"BOAT DISCOVERED CAPSIZED,PERSONS PROBABLY FELL OVERBOARD AND DROWNED",CAPSIZES,N/A,Canadian TSB,2,0
16369,1989-08-07,,"BOAT DISCOVERED CAPSIZED,PERSONS PROBABLY FELL OVERBOARD AND DROWNED",CAPSIZES,N/A,Canadian TSB,2,0
16369,1989-08-07,,"BOAT DISCOVERED CAPSIZED,PERSONS PROBABLY FELL OVERBOARD AND DROWNED",CAPSIZES,N/A,Canadian TSB,2,0
16369,1989-08-07,,"BOAT DISCOVERED CAPSIZED,PERSONS PROBABLY FELL OVERBOARD AND DROWNED",CAPSIZES,N/A,Canadian TSB,2,0
16353,1989-07-29,,"TRAP ROPE FOULED PROP,VSL SWAMPED WHILE HELD STERN-TO THE SEAS, SANK",SANK - Founders (taking on water above the waterline),N/A,Canadian TSB,1,1
16353,1989-07-29,,"TRAP ROPE FOULED PROP,VSL SWAMPED WHILE HELD STERN-TO THE SEAS, SANK",SANK - Founders (taking on water above the waterline),N/A,Canadian TSB,1,1
16353,1989-07-29,,"TRAP ROPE FOULED PROP,VSL SWAMPED WHILE HELD STERN-TO THE SEAS, SANK",SANK - Founders (taking on water above the waterline),N/A,Canadian TSB,1,1
16353,1989-07-29,,"TRAP ROPE FOULED PROP,VSL SWAMPED WHILE HELD STERN-TO THE SEAS, SANK",SANK - Founders (taking on water above the waterline),N/A,Canadian TSB,1,1
16280,1989-07-19,,"OPERATOR TANGLED IN FISHING NETS, WRAPPED AROUND DRUM",PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16280,1989-07-19,,"OPERATOR TANGLED IN FISHING NETS, WRAPPED AROUND DRUM",PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16280,1989-07-19,,"OPERATOR TANGLED IN FISHING NETS, WRAPPED AROUND DRUM",PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16280,1989-07-19,,"OPERATOR TANGLED IN FISHING NETS, WRAPPED AROUND DRUM",PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16280,1989-07-19,,"OPERATOR TANGLED IN FISHING NETS, WRAPPED AROUND DRUM",PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16131,1989-06-25,,SEASPAN TROJAN DECKHAND CRUSHED BETWEEN SEASPAN 170 AND STRAITS 109,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16131,1989-06-25,,SEASPAN TROJAN DECKHAND CRUSHED BETWEEN SEASPAN 170 AND STRAITS 109,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16131,1989-06-25,,SEASPAN TROJAN DECKHAND CRUSHED BETWEEN SEASPAN 170 AND STRAITS 109,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16131,1989-06-25,,SEASPAN TROJAN DECKHAND CRUSHED BETWEEN SEASPAN 170 AND STRAITS 109,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16131,1989-06-25,,SEASPAN TROJAN DECKHAND CRUSHED BETWEEN SEASPAN 170 AND STRAITS 109,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16009,1989-05-27,,THE VICTIM FELL OVERBOARD - CAUSE UNKNOWN,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16009,1989-05-27,,THE VICTIM FELL OVERBOARD - CAUSE UNKNOWN,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16009,1989-05-27,,THE VICTIM FELL OVERBOARD - CAUSE UNKNOWN,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16009,1989-05-27,,THE VICTIM FELL OVERBOARD - CAUSE UNKNOWN,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
16009,1989-05-27,,THE VICTIM FELL OVERBOARD - CAUSE UNKNOWN,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15996,1989-05-21,,VSL FOUNDERED WITH 14 POB IN A VIOLENT WIND STORM - 3 POB DIED Note: formerly OccNo : 9708-5-89,CAPSIZES,N/A,Canadian TSB,3,0
15996,1989-05-21,,VSL FOUNDERED WITH 14 POB IN A VIOLENT WIND STORM - 3 POB DIED Note: formerly OccNo : 9708-5-89,CAPSIZES,N/A,Canadian TSB,3,0
15986,1989-05-23,,WIFE WENT OUT ON AFTERDECK AND IS PRESUMED TO HAVE FALLEN OVERBOARD,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15986,1989-05-23,,WIFE WENT OUT ON AFTERDECK AND IS PRESUMED TO HAVE FALLEN OVERBOARD,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15986,1989-05-23,,WIFE WENT OUT ON AFTERDECK AND IS PRESUMED TO HAVE FALLEN OVERBOARD,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15986,1989-05-23,,WIFE WENT OUT ON AFTERDECK AND IS PRESUMED TO HAVE FALLEN OVERBOARD,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15986,1989-05-23,,WIFE WENT OUT ON AFTERDECK AND IS PRESUMED TO HAVE FALLEN OVERBOARD,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15986,1989-05-23,,WIFE WENT OUT ON AFTERDECK AND IS PRESUMED TO HAVE FALLEN OVERBOARD,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15986,1989-05-23,,WIFE WENT OUT ON AFTERDECK AND IS PRESUMED TO HAVE FALLEN OVERBOARD,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15986,1989-05-23,,WIFE WENT OUT ON AFTERDECK AND IS PRESUMED TO HAVE FALLEN OVERBOARD,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15921,1989-05-08,,OPERATOR PRESUMABLY FELL OVERBOARD AND DROWNED Note: formerly OccNo : 9708-5-89,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15921,1989-05-08,,OPERATOR PRESUMABLY FELL OVERBOARD AND DROWNED Note: formerly OccNo : 9708-5-89,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15921,1989-05-08,,OPERATOR PRESUMABLY FELL OVERBOARD AND DROWNED Note: formerly OccNo : 9708-5-89,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15921,1989-05-08,,OPERATOR PRESUMABLY FELL OVERBOARD AND DROWNED Note: formerly OccNo : 9708-5-89,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15919,1989-05-05,,"SMALL OPEN BOAT HEAVILY LADEN WITH LOBSTER TRAPS SWAMPED, 2 DROWNED",SANK - Founders (taking on water above the waterline),N/A,Canadian TSB,2,0
15919,1989-05-05,,"SMALL OPEN BOAT HEAVILY LADEN WITH LOBSTER TRAPS SWAMPED, 2 DROWNED",SANK - Founders (taking on water above the waterline),N/A,Canadian TSB,2,0
15919,1989-05-05,,"SMALL OPEN BOAT HEAVILY LADEN WITH LOBSTER TRAPS SWAMPED, 2 DROWNED",SANK - Founders (taking on water above the waterline),N/A,Canadian TSB,2,0
15919,1989-05-05,,"SMALL OPEN BOAT HEAVILY LADEN WITH LOBSTER TRAPS SWAMPED, 2 DROWNED",SANK - Founders (taking on water above the waterline),N/A,Canadian TSB,2,0
15919,1989-05-05,,"SMALL OPEN BOAT HEAVILY LADEN WITH LOBSTER TRAPS SWAMPED, 2 DROWNED",SANK - Founders (taking on water above the waterline),N/A,Canadian TSB,2,0
15919,1989-05-05,,"SMALL OPEN BOAT HEAVILY LADEN WITH LOBSTER TRAPS SWAMPED, 2 DROWNED",SANK - Founders (taking on water above the waterline),N/A,Canadian TSB,2,0
15867,1989-04-26,,LONE FISHERMAN FELL FROM OPEN BOAT AND DROWNED,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15867,1989-04-26,,LONE FISHERMAN FELL FROM OPEN BOAT AND DROWNED,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15867,1989-04-26,,LONE FISHERMAN FELL FROM OPEN BOAT AND DROWNED,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15867,1989-04-26,,LONE FISHERMAN FELL FROM OPEN BOAT AND DROWNED,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15867,1989-04-26,,LONE FISHERMAN FELL FROM OPEN BOAT AND DROWNED,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15867,1989-04-26,,LONE FISHERMAN FELL FROM OPEN BOAT AND DROWNED,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15805,1989-04-14,,DECKHAND KILLED BY UNSECURED FLOAT FALLING FROM CRANE'S HOIST LINE,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15805,1989-04-14,,DECKHAND KILLED BY UNSECURED FLOAT FALLING FROM CRANE'S HOIST LINE,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15805,1989-04-14,,DECKHAND KILLED BY UNSECURED FLOAT FALLING FROM CRANE'S HOIST LINE,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15805,1989-04-14,,DECKHAND KILLED BY UNSECURED FLOAT FALLING FROM CRANE'S HOIST LINE,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15805,1989-04-14,,DECKHAND KILLED BY UNSECURED FLOAT FALLING FROM CRANE'S HOIST LINE,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15702,1989-03-16,,"BOARDING FROM 'MISS SHALEEN'-INTOXICATED, FELL OVERBOARD & DROWNED",PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15702,1989-03-16,,"BOARDING FROM 'MISS SHALEEN'-INTOXICATED, FELL OVERBOARD & DROWNED",PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15702,1989-03-16,,"BOARDING FROM 'MISS SHALEEN'-INTOXICATED, FELL OVERBOARD & DROWNED",PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15702,1989-03-16,,"BOARDING FROM 'MISS SHALEEN'-INTOXICATED, FELL OVERBOARD & DROWNED",PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15702,1989-03-16,,"BOARDING FROM 'MISS SHALEEN'-INTOXICATED, FELL OVERBOARD & DROWNED",PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15586,1989-01-27,,"CHIEF ENGINEER WAS WASHED OVER THE SIDE BY A WAVE, UNABLE TO REVIVE Note: formerly OccNo : 9708-5-89",PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15586,1989-01-27,,"CHIEF ENGINEER WAS WASHED OVER THE SIDE BY A WAVE, UNABLE TO REVIVE Note: formerly OccNo : 9708-5-89",PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15586,1989-01-27,,"CHIEF ENGINEER WAS WASHED OVER THE SIDE BY A WAVE, UNABLE TO REVIVE Note: formerly OccNo : 9708-5-89",PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15586,1989-01-27,,"CHIEF ENGINEER WAS WASHED OVER THE SIDE BY A WAVE, UNABLE TO REVIVE Note: formerly OccNo : 9708-5-89",PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15571,1989-01-23,,DIVER DROWNED WHILST COLLECTING SEA URCHINS,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15571,1989-01-23,,DIVER DROWNED WHILST COLLECTING SEA URCHINS,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15571,1989-01-23,,DIVER DROWNED WHILST COLLECTING SEA URCHINS,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15571,1989-01-23,,DIVER DROWNED WHILST COLLECTING SEA URCHINS,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15571,1989-01-23,,DIVER DROWNED WHILST COLLECTING SEA URCHINS,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15571,1989-01-23,,DIVER DROWNED WHILST COLLECTING SEA URCHINS,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15571,1989-01-23,,DIVER DROWNED WHILST COLLECTING SEA URCHINS,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15570,1989-01-22,,DISAPPEARED WHILE DIVING ALONE IN UNFAMILIAR AREA.,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15570,1989-01-22,,DISAPPEARED WHILE DIVING ALONE IN UNFAMILIAR AREA.,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15570,1989-01-22,,DISAPPEARED WHILE DIVING ALONE IN UNFAMILIAR AREA.,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15570,1989-01-22,,DISAPPEARED WHILE DIVING ALONE IN UNFAMILIAR AREA.,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
15570,1989-01-22,,DISAPPEARED WHILE DIVING ALONE IN UNFAMILIAR AREA.,PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,N/A,Canadian TSB,1,0
