incident_id,date,vessel_name,description,fatalities,location,source,injuries
27896,1999-08-09,,"Vessel caught gill net on bottom, girded and capsized.  All POB taken off.  No injuries.  Initial salvage attempt unsuccessful.",0,BRITISH COLUMBIA (BC),Canadian TSB,0
27866,1999-08-01,,"While docked in Lund, B.C., this salmon gillnettter began taking on water. A Coast Guard vessel supplied a portable pump used to de-water the bilges. The vessel was towed to a nearby beach where she was deliberately grounded without incident.",0,BRITISH COLUMBIA (BC),Canadian TSB,0
27866,1999-08-01,,"While docked in Lund, B.C., this salmon gillnettter began taking on water. A Coast Guard vessel supplied a portable pump used to de-water the bilges. The vessel was towed to a nearby beach where she was deliberately grounded without incident.",0,BRITISH COLUMBIA (BC),Canadian TSB,0
27857,1999-07-30,,"Northbound salmon gillnettter began to downflood in moderate seas at night.  A VHF distress call precipitated the arrival of CCG vessel ""MALLARD"" whose crew pumped out the vessel and towed her to Westview on B.C.'s ""Sunshine Coast"". No injuries.",0,BRITISH COLUMBIA (BC),Canadian TSB,0
27857,1999-07-30,,"Northbound salmon gillnettter began to downflood in moderate seas at night.  A VHF distress call precipitated the arrival of CCG vessel ""MALLARD"" whose crew pumped out the vessel and towed her to Westview on B.C.'s ""Sunshine Coast"". No injuries.",0,BRITISH COLUMBIA (BC),Canadian TSB,0
27853,1999-07-31,,F/V reported taking on water.  Requested assistance.  Assistance provided.,0,N/A,Canadian TSB,0
27853,1999-07-31,,F/V reported taking on water.  Requested assistance.  Assistance provided.,0,N/A,Canadian TSB,0
27831,1999-06-17,,Vessel reported taking on water. Called Mayday.  Assistance provided.  Vessel proceeded to Twillingate.  All OK. ,0,N/A,Canadian TSB,0
27831,1999-06-17,,Vessel reported taking on water. Called Mayday.  Assistance provided.  Vessel proceeded to Twillingate.  All OK. ,0,N/A,Canadian TSB,0
27829,1999-07-21,,"A crab fishing vessel was reported to be taking on water after having ignited distress flares.  Two CCG vessels and a F/V responded and towed the stricken vessel to calm waters where her bilges were pumped. No reported damage, injury or pollution",0,BRITISH COLUMBIA (BC),Canadian TSB,0
27829,1999-07-21,,"A crab fishing vessel was reported to be taking on water after having ignited distress flares.  Two CCG vessels and a F/V responded and towed the stricken vessel to calm waters where her bilges were pumped. No reported damage, injury or pollution",0,BRITISH COLUMBIA (BC),Canadian TSB,0
27827,1999-06-30,,"Vessel reported taking on water. 3 POB. Vessel proceeded to Burgeo, Nfld. on own power.",0,N/A,Canadian TSB,0
27827,1999-06-30,,"Vessel reported taking on water. 3 POB. Vessel proceeded to Burgeo, Nfld. on own power.",0,N/A,Canadian TSB,0
27821,1999-07-19,,"While assisting a log tow with a tow line in side stick of boom, tug swung out from boom and was caught in current.  Tug capsized and subsequently sank.  Vessel recovered, refloated and berthed in shipyard for repairs.",0,BRITISH COLUMBIA (BC),Canadian TSB,0
27821,1999-07-19,,"While assisting a log tow with a tow line in side stick of boom, tug swung out from boom and was caught in current.  Tug capsized and subsequently sank.  Vessel recovered, refloated and berthed in shipyard for repairs.",0,BRITISH COLUMBIA (BC),Canadian TSB,0
27805,1999-07-14,,"On 14 July 1999 the excursion boat proceeding at slow speed with 9 passengers onboard, was swamped by a wake generated wave. The passengers and driver were ejected into the water but were recovered within minutes.",0,QUEBEC (QC),Canadian TSB,3
27805,1999-07-14,,"On 14 July 1999 the excursion boat proceeding at slow speed with 9 passengers onboard, was swamped by a wake generated wave. The passengers and driver were ejected into the water but were recovered within minutes.",0,QUEBEC (QC),Canadian TSB,3
27805,1999-07-14,,"On 14 July 1999 the excursion boat proceeding at slow speed with 9 passengers onboard, was swamped by a wake generated wave. The passengers and driver were ejected into the water but were recovered within minutes.",0,QUEBEC (QC),Canadian TSB,3
27799,1999-06-17,,On 17 June 1999 the F/V Jennifer Darlene reported taking on water. 2 POB rescued.,0,N/A,Canadian TSB,0
27799,1999-06-17,,On 17 June 1999 the F/V Jennifer Darlene reported taking on water. 2 POB rescued.,0,N/A,Canadian TSB,0
27796,1999-07-06,,"On July 6, 1999 a 24ft fishing boat was reported overdue. An aircraft located the swamped boat and two people were recovered by the J.E. Bernier.",0,N/A,Canadian TSB,0
27796,1999-07-06,,"On July 6, 1999 a 24ft fishing boat was reported overdue. An aircraft located the swamped boat and two people were recovered by the J.E. Bernier.",0,N/A,Canadian TSB,0
27787,1999-06-25,,the F/V reported taking on water. Vessel proceeded to port under its own power.,0,N/A,Canadian TSB,0
27787,1999-06-25,,the F/V reported taking on water. Vessel proceeded to port under its own power.,0,N/A,Canadian TSB,0
27784,1999-06-19,,The CFV 131866 reported being disabled with 3 POB and requesting assistance. V/L towed to port.,0,N/A,Canadian TSB,0
27784,1999-06-19,,The CFV 131866 reported being disabled with 3 POB and requesting assistance. V/L towed to port.,0,N/A,Canadian TSB,0
27779,1999-06-15,,The F/V reported taking on water and requested assistance. Water pumped out and all ok.,0,N/A,Canadian TSB,0
27779,1999-06-15,,The F/V reported taking on water and requested assistance. Water pumped out and all ok.,0,N/A,Canadian TSB,0
27776,1999-06-29,,A 19 foot open boat became swamped while fishing. Both crew were rescued by F/V Grand Marksom. VSL towed to port.,0,N/A,Canadian TSB,0
27776,1999-06-29,,A 19 foot open boat became swamped while fishing. Both crew were rescued by F/V Grand Marksom. VSL towed to port.,0,N/A,Canadian TSB,0
27772,1999-07-09,,"The F/V reported sinking rapidly, attempt being made to tow vsl into port.",0,N/A,Canadian TSB,0
27772,1999-07-09,,"The F/V reported sinking rapidly, attempt being made to tow vsl into port.",0,N/A,Canadian TSB,0
27767,1999-07-07,,"A fishing vessel capsized when her shrimp net became fouled on the ocean bottom. All 3 abandoned ship and were rescued without injury by a partner vessel.  The wreck was towed to nearby, protected beach where salvage began. No pollution was reported.",0,BRITISH COLUMBIA (BC),Canadian TSB,0
27767,1999-07-07,,"A fishing vessel capsized when her shrimp net became fouled on the ocean bottom. All 3 abandoned ship and were rescued without injury by a partner vessel.  The wreck was towed to nearby, protected beach where salvage began. No pollution was reported.",0,BRITISH COLUMBIA (BC),Canadian TSB,0
27766,1999-07-07,,"A commercial prawn fishing vessel was in danger of sinking until the source of seawater ingress was discovered and temporary repairs made. Her own pumps de-watered the vessel  before she proceed to Shearwater, B.C. under her own power.",0,BRITISH COLUMBIA (BC),Canadian TSB,0
27766,1999-07-07,,"A commercial prawn fishing vessel was in danger of sinking until the source of seawater ingress was discovered and temporary repairs made. Her own pumps de-watered the vessel  before she proceed to Shearwater, B.C. under her own power.",0,BRITISH COLUMBIA (BC),Canadian TSB,0
27759,1999-07-04,,"A commercial fishing vessel was taking on unwanted seawater when she sent a VHF distress call.  The CCGC ""MALLARD"" responded and towed her to the town of Westview for necessary repairs.  No injuries, damage or pollution was reported.",0,BRITISH COLUMBIA (BC),Canadian TSB,0
27759,1999-07-04,,"A commercial fishing vessel was taking on unwanted seawater when she sent a VHF distress call.  The CCGC ""MALLARD"" responded and towed her to the town of Westview for necessary repairs.  No injuries, damage or pollution was reported.",0,BRITISH COLUMBIA (BC),Canadian TSB,0
27746,1999-06-29,,"Shortly after daybreak on 29 June 1999, while away from the mother ship Marabell and operating in heavy swells off the southwest side of Langara Island, British Columbia, the open sports fishing boat Marabell 8 capsized, throwing the two occupants into the water. The operator drowned. The other person, who managed to board the capsized hull, was successfully rescued some two hours after the accident.",1,BRITISH COLUMBIA (BC),Canadian TSB,0
27746,1999-06-29,,"Shortly after daybreak on 29 June 1999, while away from the mother ship Marabell and operating in heavy swells off the southwest side of Langara Island, British Columbia, the open sports fishing boat Marabell 8 capsized, throwing the two occupants into the water. The operator drowned. The other person, who managed to board the capsized hull, was successfully rescued some two hours after the accident.",1,BRITISH COLUMBIA (BC),Canadian TSB,0
27731,1999-06-15,,"The whale watching boat ""EXPLORATHOR 1"" was taking on water, reportedly from a loose sea-water pipe associated with the exhaust system. The vessel returned to the port of Gaspé under her own power to undergo repairs.",0,N/A,Canadian TSB,0
27731,1999-06-15,,"The whale watching boat ""EXPLORATHOR 1"" was taking on water, reportedly from a loose sea-water pipe associated with the exhaust system. The vessel returned to the port of Gaspé under her own power to undergo repairs.",0,N/A,Canadian TSB,0
27725,1999-06-04,,Fishing vessel took on water and was towed to a protected area where her bilges were pumped dry.  No injuires or pollution were reported.,0,BRITISH COLUMBIA (BC),Canadian TSB,0
27725,1999-06-04,,Fishing vessel took on water and was towed to a protected area where her bilges were pumped dry.  No injuires or pollution were reported.,0,BRITISH COLUMBIA (BC),Canadian TSB,0
27722,1999-06-11,,The F/V took on water and sank. The three crew abandoned into their liferaft and were later rescued.,0,N/A,Canadian TSB,0
27722,1999-06-11,,The F/V took on water and sank. The three crew abandoned into their liferaft and were later rescued.,0,N/A,Canadian TSB,0
27712,1999-06-07,,F/V reported taking on water.  Assistance provided.  F/V escorted to Point Sapin wharf. ,0,N/A,Canadian TSB,0
27709,1999-06-04,,F/V reported taking on water.  One pump keeping up.  F/V proceeded to Digby under own power.,0,N/A,Canadian TSB,0
27704,1999-06-03,,F/V broken down and taking on water.  Assistance provided. Fishing vessel towed to Bonavista.  All OK.,0,N/A,Canadian TSB,0
27699,1999-05-31,,"F/V reported disabled. Taking on water, requested escort. Assistance provided.",0,N/A,Canadian TSB,0
27680,1999-05-21,,F/V taking on water.  In danger of capsizing.  Request pumps.  Assistance provided.  Vessel towed to port.  All OK.,0,N/A,Canadian TSB,0
27680,1999-05-21,,F/V taking on water.  In danger of capsizing.  Request pumps.  Assistance provided.  Vessel towed to port.  All OK.,0,N/A,Canadian TSB,0
27677,1999-05-16,,Vessel reported taking water in port D.B. tank.,0,N/A,Canadian TSB,0
27672,1999-05-16,,Fishing vessel took on water.  Vessel pumped out with the assistance of CG auxiliary unit.,0,BRITISH COLUMBIA (BC),Canadian TSB,0
27672,1999-05-16,,Fishing vessel took on water.  Vessel pumped out with the assistance of CG auxiliary unit.,0,BRITISH COLUMBIA (BC),Canadian TSB,0
27672,1999-05-16,,Fishing vessel took on water.  Vessel pumped out with the assistance of CG auxiliary unit.,0,BRITISH COLUMBIA (BC),Canadian TSB,0
27669,1999-05-15,,F/V reported water coming in around stern tube. Requesting a tow. Assistance given. Vessel secured in Methegan river.,0,N/A,Canadian TSB,0
27666,1999-04-13,,F/V taking on water. Operator was able to beach the vessel in Grey river. All POB ok.,0,N/A,Canadian TSB,0
27646,1999-04-14,,F/v reported bad vibration in shaft. Couple bearing loose and taking on water. Requested tow. All OK,0,N/A,Canadian TSB,0
27646,1999-04-14,,F/v reported bad vibration in shaft. Couple bearing loose and taking on water. Requested tow. All OK,0,N/A,Canadian TSB,0
27638,1999-04-26,,"Vessel taking on water.  No liferaft, no lifeboat on board. Assistance provided.  all OK. ",0,N/A,Canadian TSB,0
27631,1999-04-08,,F/V have outside stuffing box let go. Taking on water. Handling it with pump. Requested a tow.,0,N/A,Canadian TSB,0
27622,1999-04-18,,"On April 18, 1999 the F/V ""JACKIE ANN"" reported taking on water.",0,N/A,Canadian TSB,0
27622,1999-04-18,,"On April 18, 1999 the F/V ""JACKIE ANN"" reported taking on water.",0,N/A,Canadian TSB,0
27601,1999-04-06,,"Vessel reported taking on water and requiring a pump. The F/V ""ASHLEY AND BROTHERS"" assisted. ",0,N/A,Canadian TSB,0
27601,1999-04-06,,"Vessel reported taking on water and requiring a pump. The F/V ""ASHLEY AND BROTHERS"" assisted. ",0,N/A,Canadian TSB,0
27551,1999-03-24,,"Vessel became disabled with fouled propeller and subsequently took on water.  When pumps failed, assistance requested.  Vessel was towed into Thurston Harbour by CCGS Gordon Reid.",0,BRITISH COLUMBIA (BC),Canadian TSB,0
27551,1999-03-24,,"Vessel became disabled with fouled propeller and subsequently took on water.  When pumps failed, assistance requested.  Vessel was towed into Thurston Harbour by CCGS Gordon Reid.",0,BRITISH COLUMBIA (BC),Canadian TSB,0
27549,1999-03-23,,A landing barge being utilized as a log salvage boat took on water in heavy seas. Pump provided by CG Port Hardy lifeboat. Vessel later escorted into Port Hardy.,0,BRITISH COLUMBIA (BC),Canadian TSB,0
27531,1999-03-11,,Water downflooded into fishhold which eventually leaked into engine room. Vessel temporarily lost hydraulic power. Hydraulics later restored and vessel was escorted into Sointula.,0,BRITISH COLUMBIA (BC),Canadian TSB,0
27531,1999-03-11,,Water downflooded into fishhold which eventually leaked into engine room. Vessel temporarily lost hydraulic power. Hydraulics later restored and vessel was escorted into Sointula.,0,BRITISH COLUMBIA (BC),Canadian TSB,0
27526,1999-03-10,,"While making way, the vessel began taking on water.  Subsequently, the main engine ceased operating. The sole person on board donned a survival suit and abandoned ship into an inflatable lift raft which bore him safely ashore. Vessel sank.  ",0,BRITISH COLUMBIA (BC),Canadian TSB,0
27526,1999-03-10,,"While making way, the vessel began taking on water.  Subsequently, the main engine ceased operating. The sole person on board donned a survival suit and abandoned ship into an inflatable lift raft which bore him safely ashore. Vessel sank.  ",0,BRITISH COLUMBIA (BC),Canadian TSB,0
