Plan Control Code,Plan Control Number,Bottom Lease Number,Bottom Area,Bottom Block,Surface Lease Number,Surface Area,Surface Block,Operator Name,Operator Number,Plan Type Code,Received Date,Plan Final Action Code,Plan Final Action Date,NEPA Determination Type,Water Depth (feet),Plan
R,5888,G17921,VR,  356,G17921,VR,  356,"EnVen Energy Ventures, LLC",03026,DOCD,5/22/2013,A,6/19/2013,,262,
N,9722,,,,G10942,VK,  823,"W & T Energy VI, LLC",03148,DOCD,5/22/2013,A,2/17/2017,CERA,1130,
S,7616,G20084,GC,  653,G20084,GC,  653,BHP Billiton Petroleum (GOM) Inc.,02010,DOCD,5/21/2013,A,11/20/2013,SEAD,4237,
S,7616,G20084,GC,  653,G20084,GC,  653,BHP Billiton Petroleum (GOM) Inc.,02010,DOCD,5/21/2013,A,11/20/2013,SEAD,4236,
N,9721,G34456,MC,  718,G34456,MC,  718,Equinor Gulf of Mexico LLC,02748,EP,5/20/2013,A,10/30/2013,SEAD,2906,
N,9721,G34456,MC,  718,G34456,MC,  718,Equinor Gulf of Mexico LLC,02748,EP,5/20/2013,A,10/30/2013,SEAD,2820,
N,9721,G34456,MC,  718,G34456,MC,  718,Equinor Gulf of Mexico LLC,02748,EP,5/20/2013,A,10/30/2013,SEAD,2941,
N,9721,G34456,MC,  718,G34456,MC,  718,Equinor Gulf of Mexico LLC,02748,EP,5/20/2013,A,10/30/2013,SEAD,2789,
N,9720,G33605,VR,  317,G33605,VR,  317,ANKOR Energy LLC,03059,EP,5/17/2013,A,7/31/2013,CERA,214,
R,5887,,,,,ST,  300,Shell Offshore Inc.,00689,DOCD,5/16/2013,X,8/20/2013,CERA,337,
S,7615,G20725,EB,  646,G20725,EB,  646,Anadarko Petroleum Corporation,00981,EP,5/16/2013,A,9/13/2013,,3637,
R,5886,G01084,WD,   74,G01083,WD,   73,"Energy XXI GOM, LLC",02375,DOCD,5/14/2013,A,8/2/2013,,168,
R,5886,G01083,WD,   73,G01083,WD,   73,"Energy XXI GOM, LLC",02375,DOCD,5/14/2013,A,8/2/2013,,168,
S,7614,G08035,AT,  574,G08035,AT,  574,BHP Billiton Petroleum (GOM) Inc.,02010,DOCD,5/14/2013,A,2/14/2014,SEAD,6153,
R,5885,G32688,WR,  460,G32688,WR,  460,ConocoPhillips Company,00056,EP,5/10/2013,X,6/24/2013,,6905,
R,5884,,,, 00370,BM,    3,Chevron U.S.A. Inc.,00078,DOCD,5/10/2013,A,8/8/2013,,39,
R,5883,,,, 00370,BM,    3,Chevron U.S.A. Inc.,00078,DOCD,5/10/2013,A,8/9/2013,,39,
R,5881,00063,SS,   93, 00063,SS,   93,Talos Petroleum LLC,01834,DOCD,5/9/2013,A,7/8/2013,,25,
S,7613,G25937,EC,   65,G25937,EC,   65,"PetroQuest Energy, L.L.C.",02222,DOCD,5/9/2013,X,10/23/2019,,55,
R,5882,G05283,WC,  168,G05283,WC,  168,"Linder Oil Company, A Partnership",01376,DOCD,5/9/2013,A,1/13/2014,,43,
R,5880,G33241,GC,  274,G33233,GC,  230,Apache Deepwater LLC,03165,EP,5/8/2013,A,6/4/2013,SEA,2728,
R,5879,G33133,VK,  873,G33133,VK,  873,"Noble Energy, Inc.",02237,EP,5/7/2013,X,5/28/2014,,3840,
R,5879,G33133,VK,  873,G33133,VK,  873,"Noble Energy, Inc.",02237,EP,5/7/2013,X,5/28/2014,,3667,
N,9718,G17001,WR,  508,G17001,WR,  508,Shell Offshore Inc.,00689,DOCD,5/7/2013,A,12/31/2014,SEAN,9558,
N,9718,G18730,WR,  507,G17001,WR,  508,Shell Offshore Inc.,00689,DOCD,5/7/2013,A,12/31/2014,SEAN,9553,
R,5879,G33133,VK,  873,G33133,VK,  873,"Noble Energy, Inc.",02237,EP,5/7/2013,X,5/28/2014,,3782,
N,9718,G17001,WR,  508,G17001,WR,  508,Shell Offshore Inc.,00689,DOCD,5/7/2013,A,12/31/2014,SEAN,9553,
N,9718,G17001,WR,  508,G17001,WR,  508,Shell Offshore Inc.,00689,DOCD,5/7/2013,A,12/31/2014,SEAN,9555,
N,9718,G17001,WR,  508,G17001,WR,  508,Shell Offshore Inc.,00689,DOCD,5/7/2013,A,12/31/2014,SEAN,9554,
N,9718,,,,G21861,WR,  551,Shell Offshore Inc.,00689,DOCD,5/7/2013,A,12/31/2014,SEAN,9554,
R,5879,G33133,VK,  873,G33133,VK,  873,"Noble Energy, Inc.",02237,EP,5/7/2013,X,5/28/2014,,3673,
N,9718,G17001,WR,  508,G17001,WR,  508,Shell Offshore Inc.,00689,DOCD,5/7/2013,A,12/31/2014,SEAN,9556,
N,9718,G18730,WR,  507,G17001,WR,  508,Shell Offshore Inc.,00689,DOCD,5/7/2013,A,12/31/2014,SEAN,9550,
N,9718,G17001,WR,  508,G17001,WR,  508,Shell Offshore Inc.,00689,DOCD,5/7/2013,A,12/31/2014,SEAN,9548,
R,5879,G33133,VK,  873,G33133,VK,  873,"Noble Energy, Inc.",02237,EP,5/7/2013,X,5/28/2014,,3769,
S,7600,G02047,EC,  272,G31349,VR,  282,"GoMex Energy Offshore, Ltd.",02795,DOCD,5/6/2013,A,9/6/2013,CERA,190,
N,9717,G34379,MP,  139,G34379,MP,  139,"Castex Offshore, Inc.",02970,DOCD,5/2/2013,X,4/30/2015,,113,
N,9717,,,,G34379,MP,  139,"Castex Offshore, Inc.",02970,DOCD,5/2/2013,X,4/30/2015,,113,
N,9719,,,,G32150,VR,  290,"Castex Offshore, Inc.",02970,DOCD,5/2/2013,X,5/29/2013,,188,
N,9719,G32150,VR,  290,G32150,VR,  290,"Castex Offshore, Inc.",02970,DOCD,5/2/2013,X,5/29/2013,,188,
R,5878,,,,G07963,MC,  807,Shell Offshore Inc.,00689,DOCD,5/1/2013,A,7/30/2013,,3030,
R,5877,00831,SS,  230, 00831,SS,  230,ANKOR Energy LLC,03059,DOCD,4/30/2013,A,5/30/2013,,126,
S,7612,G31322,EC,  240,G31322,EC,  240,"Tarpon Operating & Development, L.L.C.",02477,DOCD,4/30/2013,A,11/14/2013,CERA,139,
R,5876,G24064,MC,  255,G22868,MC,  300,"LLOG Exploration Offshore, L.L.C.",02058,EP,4/30/2013,A,5/29/2013,SEA,5834,
R,5874,G01034,SS,  266,G01034,SS,  266,"Renaissance Offshore, LLC",03209,DOCD,4/29/2013,A,6/5/2013,,180,
N,9716,G33169,MC,  699,G33169,MC,  699,"Noble Energy, Inc.",02237,DOCD,4/29/2013,A,8/20/2013,CERA,7320,
N,9716,G33169,MC,  699,G33169,MC,  699,"Noble Energy, Inc.",02237,DOCD,4/29/2013,A,8/20/2013,CERA,7378,
R,5874,G01034,SS,  266,G01034,SS,  266,"Renaissance Offshore, LLC",03209,DOCD,4/29/2013,A,6/5/2013,,178,
N,9716,G33169,MC,  699,G33169,MC,  699,"Noble Energy, Inc.",02237,DOCD,4/29/2013,A,8/20/2013,CERA,7260,
N,9716,G33169,MC,  699,G33169,MC,  699,"Noble Energy, Inc.",02237,DOCD,4/29/2013,A,8/20/2013,CERA,7285,
S,7611,G33636,EI,  314,G02111,EI,  314,"Arena Offshore, LP",02628,DOCD,4/29/2013,A,10/28/2013,,234,
S,7610,G28104,AT,   64,G28104,AT,   64,Equinor USA E&P Inc.,02528,EP,4/26/2013,A,7/9/2014,,4620,
S,7609,G13997,MC,   29,G13997,MC,   29,Talos Petroleum LLC,01834,DOCD,4/26/2013,A,8/2/2013,SEAD,2007,
S,7609,G13997,MC,   29,G13997,MC,   29,Talos Petroleum LLC,01834,DOCD,4/26/2013,A,8/2/2013,SEAD,2119,
S,7610,G28104,AT,   64,G28104,AT,   64,Equinor USA E&P Inc.,02528,EP,4/26/2013,A,7/9/2014,,4636,
S,7610,G28104,AT,   64,G28104,AT,   64,Equinor USA E&P Inc.,02528,EP,4/26/2013,A,7/9/2014,,4624,
R,5873,G05868,MC,  809,G09873,MC,  810,Shell Offshore Inc.,00689,DOCD,4/25/2013,A,8/29/2013,SEAD,3940,
R,5873,G12166,MC,  765,G05868,MC,  809,Shell Offshore Inc.,00689,DOCD,4/25/2013,A,8/29/2013,SEAD,3650,
R,5873,G09873,MC,  810,G05868,MC,  809,Shell Offshore Inc.,00689,DOCD,4/25/2013,A,8/29/2013,SEAD,3650,
R,5873,G06981,MC,  808,G05868,MC,  809,Shell Offshore Inc.,00689,DOCD,4/25/2013,A,8/29/2013,SEAD,3650,
R,5872,,,,G01029,SS,  248,Eni US Operating Co. Inc.,02782,EP,4/24/2013,X,5/2/2013,CERA,180,
S,7608,G12209,GC,  200,G12209,GC,  200,Shell Offshore Inc.,00689,EP,4/23/2013,A,7/24/2013,SEAD,2670,
S,7608,G12209,GC,  200,G12209,GC,  200,Shell Offshore Inc.,00689,EP,4/23/2013,A,7/24/2013,SEAD,2649,
S,7608,G12209,GC,  200,G12209,GC,  200,Shell Offshore Inc.,00689,EP,4/23/2013,A,7/24/2013,SEAD,2671,
S,7608,G12209,GC,  200,G12209,GC,  200,Shell Offshore Inc.,00689,EP,4/23/2013,A,7/24/2013,SEAD,2692,
S,7608,G12209,GC,  200,G12209,GC,  200,Shell Offshore Inc.,00689,EP,4/23/2013,A,7/24/2013,SEAD,2676,
N,9715,G34226,EC,  124,G34226,EC,  124,"Contango Operators, Inc.",02503,EP,4/22/2013,A,7/10/2013,,73,
R,5871,G20084,GC,  653,G16765,GC,  610,BHP Billiton Petroleum (GOM) Inc.,02010,DOCD,4/22/2013,A,5/2/2013,,4273,
N,9715,,,,G34226,EC,  124,"Contango Operators, Inc.",02503,EP,4/22/2013,A,7/10/2013,,73,
R,5869,,,,G02115,EI,  330,Apache Corporation,00105,DOCD,4/17/2013,A,8/1/2013,CERA,248,
R,5870,00051,EI,  125, 00051,EI,  125,Apache Corporation,00105,DOCD,4/17/2013,A,4/29/2013,,39,
S,7607,G01297,MP,   40,G03194,MP,   59,Chevron U.S.A. Inc.,00078,DOCD,4/17/2013,A,8/19/2013,CERA,69,
R,5866,,,,G16770,GC,  641,Chevron U.S.A. Inc.,00078,DOCD,4/15/2013,A,5/9/2013,CERA,4000,
R,5867,G24133,MC,  992,G28030,MC,  948,"Noble Energy, Inc.",02237,EP,4/15/2013,A,4/26/2013,SEA,6083,
R,5863,00026,WD,   30, 00026,WD,   30,"Energy XXI GOM, LLC",02375,DOCD,4/12/2013,A,4/17/2013,,43,
R,5865,,,,G01029,SS,  248,Eni US Operating Co. Inc.,02782,DOCD,4/11/2013,A,4/12/2013,,181,
N,9714,G33755,MC,  738,G33755,MC,  738,"Noble Energy, Inc.",02237,EP,4/10/2013,A,7/11/2013,SEAD,6572,
N,9714,G33757,MC,  782,G33757,MC,  782,"Noble Energy, Inc.",02237,EP,4/10/2013,A,7/11/2013,SEAD,6542,
N,9714,G33757,MC,  782,G33757,MC,  782,"Noble Energy, Inc.",02237,EP,4/10/2013,A,7/11/2013,SEAD,6560,
N,9714,G33757,MC,  782,G33757,MC,  782,"Noble Energy, Inc.",02237,EP,4/10/2013,A,7/11/2013,SEAD,6576,
N,9714,G33755,MC,  738,G33757,MC,  782,"Noble Energy, Inc.",02237,EP,4/10/2013,A,7/11/2013,SEAD,6576,
N,9714,G33757,MC,  782,G33755,MC,  738,"Noble Energy, Inc.",02237,EP,4/10/2013,A,7/11/2013,SEAD,6572,
R,5862,G11043,GC,  244,G12209,GC,  200,Shell Offshore Inc.,00689,DOCD,4/9/2013,A,6/10/2013,CERA,2670,
R,5862,G12210,GC,  201,G12209,GC,  200,Shell Offshore Inc.,00689,DOCD,4/9/2013,A,6/10/2013,CERA,2670,
R,5861,,,,G27083,SM,   50,"Tarpon Operating & Development, L.L.C.",02477,DOCD,4/9/2013,A,9/11/2013,,103,
N,9713,G33364,WR,  282,G33364,WR,  282,Exxon Mobil Corporation,00276,EP,4/9/2013,A,6/13/2013,SEAD,6354,
R,5862,G12209,GC,  200,G12209,GC,  200,Shell Offshore Inc.,00689,DOCD,4/9/2013,A,6/10/2013,CERA,2670,
N,9712,G32155,SM,    8,G33092,EI,  133,"Northstar Offshore Group, LLC",03217,EP,4/5/2013,A,7/5/2013,CERA,64,
N,9712,,,,G33092,EI,  133,"Northstar Offshore Group, LLC",03217,EP,4/5/2013,A,7/5/2013,CERA,64,
N,9712,G32155,SM,    8,G33092,EI,  133,"Northstar Offshore Group, LLC",03217,EP,4/5/2013,A,7/5/2013,CERA,63,
N,9712,,,,G33092,EI,  133,"Northstar Offshore Group, LLC",03217,EP,4/5/2013,A,7/5/2013,CERA,63,
N,9711,G33774,DC,  187,G33774,DC,  187,Statoil Gulf Properties Inc.,03019,EP,4/3/2013,C,10/25/2013,SEAE,4478,
N,9711,G33780,DC,  231,G33780,DC,  231,Statoil Gulf Properties Inc.,03019,EP,4/3/2013,C,10/25/2013,SEAE,4480,
N,9711,G33780,DC,  231,G33780,DC,  231,Statoil Gulf Properties Inc.,03019,EP,4/3/2013,C,10/25/2013,SEAE,4489,
N,9711,G33771,DC,  143,G33771,DC,  143,Statoil Gulf Properties Inc.,03019,EP,4/3/2013,C,10/25/2013,SEAE,4498,
R,5864,G23540,DC,  843,G23540,DC,  843,Shell Offshore Inc.,00689,EP,4/3/2013,A,5/23/2013,CERA,8486,
R,5864,G23540,DC,  843,G23540,DC,  843,Shell Offshore Inc.,00689,EP,4/3/2013,A,5/23/2013,CERA,8583,
R,5864,G31572,DC,  799,G31572,DC,  799,Shell Offshore Inc.,00689,EP,4/3/2013,A,5/23/2013,CERA,8478,
N,9711,G33780,DC,  231,G33780,DC,  231,Statoil Gulf Properties Inc.,03019,EP,4/3/2013,C,10/25/2013,SEAE,4490,
R,5864,G23540,DC,  843,G23540,DC,  843,Shell Offshore Inc.,00689,EP,4/3/2013,A,5/23/2013,CERA,8487,
R,5864,G31572,DC,  799,G31572,DC,  799,Shell Offshore Inc.,00689,EP,4/3/2013,A,5/23/2013,CERA,8491,
R,5859,G12119,VK,  786,G12119,VK,  786,Chevron U.S.A. Inc.,00078,DOCD,4/1/2013,A,5/28/2013,,1754,
R,5857,,,,,MC,  474,BP Exploration & Production Inc.,02481,DOCD,3/29/2013,A,4/18/2013,CERA,6340,
N,9710,G34383,MP,  151,G34383,MP,  151,"EPL Oil & Gas, LLC",02266,EP,3/29/2013,C,7/19/2013,CERA,242,
N,9709,G33178,MC,  816,G33178,MC,  816,"LLOG Exploration Offshore, L.L.C.",02058,EP,3/28/2013,C,6/21/2013,SEAD,5675,
R,5856,G23517,DC,  529,G23517,DC,  529,Shell Offshore Inc.,00689,EP,3/28/2013,A,4/11/2013,SEA,7639,
N,9709,G33178,MC,  816,G33178,MC,  816,"LLOG Exploration Offshore, L.L.C.",02058,EP,3/28/2013,C,6/21/2013,SEAD,5655,
N,9709,G33178,MC,  816,G33178,MC,  816,"LLOG Exploration Offshore, L.L.C.",02058,EP,3/28/2013,C,6/21/2013,SEAD,5537,
N,9709,G33178,MC,  816,G33178,MC,  816,"LLOG Exploration Offshore, L.L.C.",02058,EP,3/28/2013,C,6/21/2013,SEAD,5550,
S,7606,G21447,KC,  919,G21447,KC,  919,Anadarko Petroleum Corporation,00981,EP,3/27/2013,A,6/20/2013,SEAD,6810,
S,7606,G21447,KC,  919,G21447,KC,  919,Anadarko Petroleum Corporation,00981,EP,3/27/2013,A,6/20/2013,SEAD,6950,
S,7606,G21447,KC,  919,G21447,KC,  919,Anadarko Petroleum Corporation,00981,EP,3/27/2013,A,6/20/2013,SEAD,6915,
R,5854,G02115,EI,  330,G02115,EI,  330,Apache Corporation,00105,DOCD,3/25/2013,A,5/2/2013,,247,
R,5853,G27779,SE,   39,G27779,SE,   39,Anadarko Petroleum Corporation,00981,EP,3/25/2013,A,4/11/2013,SEA,8553,
R,5855,G16624,MC,  583,G16624,MC,  583,Walter Oil & Gas Corporation,00730,DOCD,3/25/2013,A,4/2/2013,,2487,
R,5852,,,,G32106,WC,  106,"Northstar Offshore Group, LLC",03217,EP,3/21/2013,A,5/24/2013,,42,
R,5851,G01634,MP,  144,G01634,MP,  144,Chevron U.S.A. Inc.,00078,DOCD,3/21/2013,A,8/1/2013,,208,
R,5852,G32106,WC,  106,G32106,WC,  106,"Northstar Offshore Group, LLC",03217,EP,3/21/2013,A,5/24/2013,,42,
R,5850,G34025,HI,  117,G34025,HI,  117,"Castex Offshore, Inc.",02970,EP,3/21/2013,A,5/1/2013,CERA,50,
N,9708,G25850,DC,  178,G25850,DC,  178,Murphy Exploration & Production Company - USA,02647,EP,3/20/2013,C,8/9/2013,SEAE,6567,
N,9707,G34285,SM,  277,G34285,SM,  277,Walter Oil & Gas Corporation,00730,EP,3/20/2013,A,5/3/2013,CERA,53,
N,9707,,,,G34285,SM,  277,Walter Oil & Gas Corporation,00730,EP,3/20/2013,A,5/3/2013,CERA,53,
N,9708,G25850,DC,  178,G25850,DC,  178,Murphy Exploration & Production Company - USA,02647,EP,3/20/2013,C,8/9/2013,SEAE,6571,
N,9708,G25850,DC,  178,G25850,DC,  178,Murphy Exploration & Production Company - USA,02647,EP,3/20/2013,C,8/9/2013,SEAE,6580,
N,9706,G31205,AC,  943,G31205,AC,  943,Talos Petroleum LLC,01834,EP,3/19/2013,A,7/16/2013,,7883,
R,5848,G31765,GC,  896,G31765,GC,  896,"Cobalt International Energy, L.P.",02873,EP,3/19/2013,A,4/24/2013,SEA,5460,
N,9706,G31205,AC,  943,G31205,AC,  943,Talos Petroleum LLC,01834,EP,3/19/2013,A,7/16/2013,,7712,
R,5847,,,,,WD,  143,Shell Offshore Inc.,00689,DOCD,3/19/2013,X,5/15/2013,CERA,370,
N,9706,G31205,AC,  943,G31205,AC,  943,Talos Petroleum LLC,01834,EP,3/19/2013,A,7/16/2013,,8035,
R,5846,G06981,MC,  808,G05868,MC,  809,Shell Offshore Inc.,00689,DOCD,3/15/2013,X,3/19/2013,,3650,
R,5846,G12166,MC,  765,G05868,MC,  809,Shell Offshore Inc.,00689,DOCD,3/15/2013,X,3/19/2013,,3650,
R,5846,G09873,MC,  810,G05868,MC,  809,Shell Offshore Inc.,00689,DOCD,3/15/2013,X,3/19/2013,,3650,
R,5845,G25814,KC,  829,G25814,KC,  829,Chevron U.S.A. Inc.,00078,EP,3/15/2013,A,4/18/2013,SEA,6474,
N,9705,G31442,BS,   25,G31442,BS,   25,Tana Exploration Company LLC,02579,DOCD,3/14/2013,A,3/13/2014,CERA,30,
N,9705,,,,G31442,BS,   25,Tana Exploration Company LLC,02579,DOCD,3/14/2013,A,3/13/2014,CERA,30,
R,5844,,,,G04473,WD,   27,"EPL Oil & Gas, LLC",02266,DOCD,3/14/2013,A,5/29/2013,CERA,35,
R,5843,G12355,SS,  198,G12355,SS,  198,"Black Elk Energy Offshore Operations, LLC",03033,DOCD,3/13/2013,A,4/1/2013,,100,
N,9704,G27770,KC,  953,G27770,KC,  953,Chevron U.S.A. Inc.,00078,EP,3/11/2013,A,7/17/2013,SEAD,7060,
R,5841,G17561,AC,  813,G17565,AC,  857,Shell Offshore Inc.,00689,DOCD,3/11/2013,A,6/4/2013,,7818,
R,5842,,,,G09981,GC,  825,BP Exploration & Production Inc.,02481,DOCD,3/11/2013,A,5/8/2013,CERA,4974,
N,9704,G27770,KC,  953,G27770,KC,  953,Chevron U.S.A. Inc.,00078,EP,3/11/2013,A,7/17/2013,SEAD,7088,
N,9704,G27770,KC,  953,G27770,KC,  953,Chevron U.S.A. Inc.,00078,EP,3/11/2013,A,7/17/2013,SEAD,7127,
R,5841,G24593,AC,  812,G17565,AC,  857,Shell Offshore Inc.,00689,DOCD,3/11/2013,A,6/4/2013,,7818,
R,5842,,,,G09981,GC,  825,BP Exploration & Production Inc.,02481,DOCD,3/11/2013,A,5/8/2013,CERA,4980,
R,5841,G20870,AC,  856,G17565,AC,  857,Shell Offshore Inc.,00689,DOCD,3/11/2013,A,6/4/2013,,8048,
R,5842,,,,G09981,GC,  825,BP Exploration & Production Inc.,02481,DOCD,3/11/2013,A,5/8/2013,CERA,4976,
N,9704,G27770,KC,  953,G27770,KC,  953,Chevron U.S.A. Inc.,00078,EP,3/11/2013,A,7/17/2013,SEAD,7079,
N,9704,G27770,KC,  953,G27770,KC,  953,Chevron U.S.A. Inc.,00078,EP,3/11/2013,A,7/17/2013,SEAD,7074,
R,5841,G17565,AC,  857,G17565,AC,  857,Shell Offshore Inc.,00689,DOCD,3/11/2013,A,6/4/2013,,7818,
R,5841,G20870,AC,  856,G17565,AC,  857,Shell Offshore Inc.,00689,DOCD,3/11/2013,A,6/4/2013,,7818,
R,5841,G20870,AC,  856,G17565,AC,  857,Shell Offshore Inc.,00689,DOCD,3/11/2013,A,6/4/2013,,7826,
R,5842,,,,G09981,GC,  825,BP Exploration & Production Inc.,02481,DOCD,3/11/2013,A,5/8/2013,CERA,4979,
S,7605,,,,G01870,ST,   26,"EPL Oil & Gas, LLC",02266,DOCD,3/8/2013,A,8/6/2013,CERA,52,
R,5840,G32224,ST,  285,G32224,ST,  285,Walter Oil & Gas Corporation,00730,EP,3/8/2013,A,4/11/2013,SEA,375,
S,7605,G01870,ST,   26,G01870,ST,   26,"EPL Oil & Gas, LLC",02266,DOCD,3/8/2013,A,8/6/2013,CERA,52,
N,9703,G32150,VR,  290,G32150,VR,  290,"Castex Offshore, Inc.",02970,EP,3/7/2013,X,5/29/2013,CERA,188,
R,5839,G24066,MC,  258,G24066,MC,  258,"LLOG Exploration Offshore, L.L.C.",02058,EP,3/7/2013,X,4/1/2013,SEA,5836,
N,9703,,,,G32150,VR,  290,"Castex Offshore, Inc.",02970,EP,3/7/2013,X,5/29/2013,CERA,188,
R,5838,G09637,ST,   38,G09637,ST,   38,Chevron U.S.A. Inc.,00078,DOCD,3/5/2013,A,3/29/2013,,56,
N,9702,G34444,MC,  554,G34444,MC,  554,Apache Deepwater LLC,03165,EP,3/4/2013,C,6/7/2013,SEAD,4647,
R,5836,G12209,GC,  200,G12209,GC,  200,Shell Offshore Inc.,00689,DOCD,3/4/2013,X,4/26/2013,,2672,
R,5835,00786,SM,   48, 00786,SM,   48,Monforte Exploration L.L.C.,02800,DOCD,3/4/2013,A,3/22/2013,,97,
N,9702,G34445,MC,  555,G34445,MC,  555,Apache Deepwater LLC,03165,EP,3/4/2013,C,6/7/2013,SEAD,4651,
N,9702,G34445,MC,  555,G34445,MC,  555,Apache Deepwater LLC,03165,EP,3/4/2013,C,6/7/2013,SEAD,4760,
R,5833,,,,G05800,EW,  826,Apache Corporation,00105,DOCD,3/1/2013,A,4/16/2013,CERA,483,
N,9701,G34305,EI,  260,G34305,EI,  260,"Contango Operators, Inc.",02503,EP,3/1/2013,A,8/8/2013,,162,
N,9701,,,,G34305,EI,  260,"Contango Operators, Inc.",02503,EP,3/1/2013,A,8/8/2013,,162,
R,5837,G32014,DC,  726,G32014,DC,  726,BHP Billiton Petroleum (GOM) Inc.,02010,EP,2/28/2013,A,5/3/2013,,3689,
R,5837,G32014,DC,  726,G32014,DC,  726,BHP Billiton Petroleum (GOM) Inc.,02010,EP,2/28/2013,A,5/3/2013,,3587,
R,5837,G32014,DC,  726,G32014,DC,  726,BHP Billiton Petroleum (GOM) Inc.,02010,EP,2/28/2013,A,5/3/2013,,3567,
R,5832,G03152,EI,  136,G03152,EI,  136,Apache Corporation,00105,DOCD,2/28/2013,A,3/1/2013,,63,
N,9700,G24062,MC,  253,G24062,MC,  253,"LLOG Exploration Offshore, L.L.C.",02058,DOCD,2/27/2013,A,2/6/2014,CERA,4927,
N,9700,G22877,MC,  431,G22877,MC,  431,"LLOG Exploration Offshore, L.L.C.",02058,DOCD,2/27/2013,A,2/6/2014,CERA,6427,
N,9700,G24064,MC,  255,G22868,MC,  300,"LLOG Exploration Offshore, L.L.C.",02058,DOCD,2/27/2013,A,2/6/2014,CERA,5746,
N,9700,G22868,MC,  300,G22868,MC,  300,"LLOG Exploration Offshore, L.L.C.",02058,DOCD,2/27/2013,A,2/6/2014,CERA,6131,
N,9700,,,,,MC,  254,"LLOG Exploration Offshore, L.L.C.",02058,DOCD,2/27/2013,A,2/6/2014,CERA,4400,
N,9699,G20351,WR,  584,G20351,WR,  584,Exxon Mobil Corporation,00276,DOCD,2/26/2013,C,9/3/2013,SEAD,7129,
N,9699,G25251,WR,  540,G20351,WR,  584,Exxon Mobil Corporation,00276,DOCD,2/26/2013,C,9/3/2013,SEAD,7129,
R,5831,G32911,GB,  973,G32911,GB,  973,Chevron U.S.A. Inc.,00078,EP,2/25/2013,A,5/1/2013,CERA,3933,
R,5831,G32911,GB,  973,G32911,GB,  973,Chevron U.S.A. Inc.,00078,EP,2/25/2013,A,5/1/2013,CERA,3887,
R,5831,G32911,GB,  973,G32911,GB,  973,Chevron U.S.A. Inc.,00078,EP,2/25/2013,A,5/1/2013,CERA,3971,
S,7604,G21817,GC,  768,G21817,GC,  768,Anadarko Petroleum Corporation,00981,EP,2/21/2013,A,5/24/2013,SEAD,5257,
R,5830,00827,SS,  209, 00827,SS,  209,"Hilcorp Energy GOM, LLC",03041,DOCD,2/20/2013,A,2/27/2013,,94,
N,9698,,,,G32244,MP,  124,"LLOG Exploration Offshore, L.L.C.",02058,EP,2/19/2013,X,4/15/2013,,135,
N,9698,,,,G32244,MP,  124,"LLOG Exploration Offshore, L.L.C.",02058,EP,2/19/2013,X,4/15/2013,,143,
R,5828,G17355,GB,  372,G17355,GB,  372,Shell Offshore Inc.,00689,DOCD,2/19/2013,X,3/12/2013,CERA,1526,
N,9697,G34455,MC,  692,G34455,MC,  692,Murphy Exploration & Production Company - USA,02647,EP,2/19/2013,C,7/19/2013,SEAD,5927,
R,5829,G06973,MC,  665,G06975,MC,  709,BP Exploration & Production Inc.,02481,DOCD,2/19/2013,X,2/26/2013,CERA,2488,
N,9698,G32244,MP,  124,G32244,MP,  124,"LLOG Exploration Offshore, L.L.C.",02058,EP,2/19/2013,X,4/15/2013,,143,
N,9698,,,,G32244,MP,  124,"LLOG Exploration Offshore, L.L.C.",02058,EP,2/19/2013,X,4/15/2013,,145,
N,9697,G34455,MC,  692,G34455,MC,  692,Murphy Exploration & Production Company - USA,02647,EP,2/19/2013,C,7/19/2013,SEAD,5901,
N,9697,G34455,MC,  692,G34455,MC,  692,Murphy Exploration & Production Company - USA,02647,EP,2/19/2013,C,7/19/2013,SEAD,5917,
N,9698,G32244,MP,  124,G32244,MP,  124,"LLOG Exploration Offshore, L.L.C.",02058,EP,2/19/2013,X,4/15/2013,,145,
N,9698,G32244,MP,  124,G32244,MP,  124,"LLOG Exploration Offshore, L.L.C.",02058,EP,2/19/2013,X,4/15/2013,,135,
R,5827,G01083,WD,   73,G01083,WD,   73,"Energy XXI GOM, LLC",02375,DOCD,2/15/2013,A,4/1/2013,,168,
R,5826,G12166,MC,  765,G05868,MC,  809,Shell Offshore Inc.,00689,EP,2/14/2013,A,3/23/2013,SEA,3992,
R,5825,G20082,GC,  640,G20082,GC,  640,Chevron U.S.A. Inc.,00078,EP,2/14/2013,A,4/18/2013,CERA,4288,
R,5825,G16770,GC,  641,G20082,GC,  640,Chevron U.S.A. Inc.,00078,EP,2/14/2013,A,4/18/2013,CERA,4288,
R,5823,,,,G16493,MP,   61,"Energy XXI GOM, LLC",02375,DOCD,2/13/2013,A,5/2/2013,CERA,102,
N,9696,G34320,SS,  255,G34320,SS,  255,"Contango Operators, Inc.",02503,EP,2/13/2013,A,7/31/2013,CERA,157,
N,9696,,,,G34320,SS,  255,"Contango Operators, Inc.",02503,EP,2/13/2013,A,7/31/2013,CERA,157,
R,5824,G26420,WR,  970,G26420,WR,  970,Equinor Gulf of Mexico LLC,02748,EP,2/13/2013,A,3/22/2013,SEA,7442,
R,5823,,,,G16493,MP,   61,"Energy XXI GOM, LLC",02375,DOCD,2/13/2013,A,5/2/2013,CERA,91,
