Lease Number,ROW Number,RUE Number,Lease Designation,Lease Status,Area Code,Block Number,Water Depth(Meters),Date Last Reviewed,Total Decom Liability,Boreholes Plug Cost (Spud Wells),Boreholes Count (Spud Wells),Boreholes Plug Cost (Prop Wells),Boreholes Count (Prop Wells),Platforms (Installed) Decom Cost,Platforms (Installed) Decom Count,Platforms (Installed) Site Clear Cost,Platforms (Installed) Site Clear Count,Platforms (Prop) Decom Cost,Platforms (Prop) Decom Count,Platforms (Prop) Site Clear Cost,Platforms (Prop) Site Clear Count,Pipelines (Installed) Decom Cost,Pipelines (Installed) Count,Pipelines (Prop) Decom Cost,Pipelines (Prop) Count
G31469,,,NON,RELINQ,VK,  996,1022,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31468,,,NON,RELINQ,VK,  995,974,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31467,,,NON,RELINQ,VK,  953,956,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31466,,,NON,RELINQ,VK,  951,750,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31465,,,NON,RELINQ,VK,  949,627,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31464,,,NON,RELINQ,VK,  948,612,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31463,,,NON,RELINQ,VK,  908,663,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31462,,,NON,RELINQ,VK,  863,444,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31461,,,NON,EXPIR,VK,  818,287,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31457,,,NON,RELINQ,VK,   27,34,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31456,,,NON,RELINQ,MO,  995,32,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31455,,,NON,RELINQ,MO,  908,21,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31454,,,NON,EXPIR,MO,  874,19,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31453,,,NON,EXPIR,MO,  829,14,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31452,,,NON,RELINQ,MO,  820,19,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31449,,,NON,RELINQ,MP,  307,170,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31447,,,NON,RELINQ,MP,  240,60,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31446,,,NON,RELINQ,MP,  231,56,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31445,,,NON,EXPIR,MP,  164,46,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31444,,,NON,RELINQ,MP,  159,42,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31443,,,NON,EXPIR,BS,   40,15,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31442,,,DEV,UNIT,BS,   25,12,8/29/2019,"$2,043,157.00",450000,1,0,0,1144591,1,84433,1,0,0,0,0,364133,1,0,0
G31439,,,NON,EXPIR,MP,  145,67,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31438,,,NON,TERMIN,MP,  119,37,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31437,,,NON,EXPIR,MP,  115,17,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31436,,,NON,EXPIR,MP,  110,44,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31435,,,DEV,TERMIN,MP,  107,21,4/1/2020,"$5,145,019.00",1800000,4,0,0,2954657,2,390362,2,0,0,0,0,0,0,0,0
G31434,,,NON,EXPIR,MP,   96,22,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31433,,,NON,EXPIR,MP,   87,23,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31432,,,NON,EXPIR,MP,   28,7,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31431,,,NON,RELINQ,SP,   96,170,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31430,,,NON,TERMIN,SP,   45,82,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31429,,,NON,RELINQ,SP,   44,71,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31428,,,NON,RELINQ,SP,   32,82,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31427,,,NON,RELINQ,WD,  151,127,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31426,,,NON,RELINQ,WD,  150,114,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31425,,,NON,RELINQ,WD,   88,69,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31424,,,NON,RELINQ,WD,   35,24,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31423,,,EXP,TERMIN,WD,   26,11,9/9/2019,"$150,000.00",150000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31422,,,NON,EXPIR,GI,  109,91,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31421,,,NON,RELINQ,GI,   85,60,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31420,,,NON,EXPIR,GI,   21,23,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31418,,,DEV,PROD,ST,  311,150,8/29/2019,"$5,733,922.00",900000,2,0,0,4323128,1,510794,1,0,0,0,0,0,0,0,0
G31417,,,NON,EXPIR,ST,  305,106,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31416,,,EXP,UNIT,ST,  231,75,8/19/2016,"$450,000.00",450000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31415,,,NON,EXPIR,ST,  222,50,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31414,,,NON,EXPIR,ST,  221,49,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31412,,,NON,REJECT,PL,   16,19,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31411,,,NON,RELINQ,PL,    3,11,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31410,,,NON,EXPIR,ST,  210,67,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31409,,,NON,EXPIR,ST,  209,63,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31408,,,NON,RELINQ,ST,  181,58,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31407,,,NON,EXPIR,ST,  109,21,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31406,,,NON,RELINQ,ST,   68,20,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31405,,,NON,REJECT,ST,   64,28,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31404,,,NON,RELINQ,ST,   59,31,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31403,,,NON,EXPIR,ST,   57,25,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31402,,,NON,RELINQ,SS,  320,103,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31401,,,NON,EXPIR,SS,  304,78,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31400,,,NON,EXPIR,SS,  287,71,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31399,,,NON,EXPIR,SS,  286,72,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31398,,,NON,EXPIR,SS,  285,71,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31397,,,NON,EXPIR,SS,  267,58,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31396,,,NON,EXPIR,SS,  236,43,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31395,,,NON,EXPIR,SS,  213,36,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31394,,,NON,EXPIR,SS,  202,36,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31393,,,NON,RELINQ,SS,  201,38,2/22/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31392,,,NON,EXPIR,SS,  187,21,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31391,,,NON,RELINQ,SS,  179,27,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31390,,,NON,EXPIR,SS,  173,23,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31389,,,NON,RELINQ,SS,  172,23,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31388,,,NON,EXPIR,SS,  165,19,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31387,,,NON,EXPIR,SS,  162,18,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31386,,,NON,EXPIR,SS,  160,16,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31385,,,NON,EXPIR,SS,  124,11,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31384,,,NON,RELINQ,SS,  103,13,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31383,,,NON,EXPIR,SS,   78,7,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31382,,,NON,EXPIR,SS,   57,7,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31381,,,NON,EXPIR,SS,   54,6,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31380,,,NON,EXPIR,SS,   51,6,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31379,,,NON,RELINQ,SS,   38,4,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31378,,,NON,RELINQ,EI,  394,150,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31377,,,NON,RELINQ,EI,  393,129,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31376,,,NON,EXPIR,EI,  290,49,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31375,,,NON,EXPIR,EI,  271,58,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31374,,,NON,RELINQ,EI,  236,41,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31373,,,NON,EXPIR,EI,  190,25,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31372,,,NON,EXPIR,EI,  129A,19,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31371,,,NON,EXPIR,EI,  114,18,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31370,,,NON,EXPIR,EI,  111,15,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31369,,,DEV,PROD,EI,   99,9,8/29/2019,"$2,157,615.00",900000,2,0,0,641827,1,46650,1,0,0,0,0,569138,2,0,0
G31368,,,NON,RELINQ,EI,   69,8,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31367,,,NON,RELINQ,EI,   59,7,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31366,,,NON,EXPIR,EI,   51,8,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31365,,,NON,EXPIR,EI,   46,8,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31364,,,NON,EXPIR,EI,   45,8,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31363,,,NON,RELINQ,EI,   34,5,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31362,,,NON,EXPIR,EI,   11,5,4/30/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31361,,,NON,RELINQ,SM,  266,10,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31360,,,NON,RELINQ,SM,  260,9,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31359,,,NON,EXPIR,SM,  185,114,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31358,,,NON,EXPIR,SM,  183,111,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31357,,,NON,EXPIR,SM,  180,103,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31356,,,NON,EXPIR,SM,   53,38,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31355,,,NON,EXPIR,SM,   52,36,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31354,,,NON,EXPIR,SM,   47,32,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31353,,,NON,EXPIR,SM,   45,34,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31352,,,NON,RELINQ,SM,   13,25,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31351,,,NON,RELINQ,VR,  353,75,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31350,,,NON,RELINQ,VR,  318,65,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31349,,,DEV,PROD,VR,  282,58,8/29/2019,"$5,312,689.00",2250000,5,0,0,2671738,1,390951,1,0,0,0,0,0,0,0,0
G31348,,,NON,EXPIR,VR,  266,52,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31347,,,NON,RELINQ,VR,  248,45,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31346,,,NON,RELINQ,VR,  226,38,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31345,,,NON,RELINQ,VR,  216,38,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31344,,,NON,RELINQ,VR,  208,38,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31343,,,NON,REJECT,VR,  190,32,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31342,,,NON,REJECT,VR,  189,34,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31341,,,NON,EXPIR,VR,  168,30,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31340,,,NON,RELINQ,VR,  160,28,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31339,,,NON,RELINQ,VR,  159,28,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31338,,,NON,EXPIR,VR,  152,25,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31337,,,NON,RELINQ,VR,  103,21,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31336,,,NON,EXPIR,VR,   89,7,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31335,,,NON,REJECT,VR,   83,20,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31334,,,NON,EXPIR,VR,   82,20,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31333,,,NON,EXPIR,VR,   81,19,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31332,,,NON,EXPIR,VR,   75,8,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31331,,,NON,EXPIR,VR,   74,7,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31330,,,NON,EXPIR,VR,   32,8,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31329,,,NON,EXPIR,VR,   20,12,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31328,,,NON,RELINQ,EC,  342,87,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31327,,,NON,EXPIR,EC,  336,85,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31326,,,NON,EXPIR,EC,  333,78,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31325,,,NON,EXPIR,EC,  323,71,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31324,,,NON,RELINQ,EC,  294,58,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31323,,,NON,RELINQ,EC,  274,56,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31322,,,NON,TERMIN,EC,  240,43,4/13/2017,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31321,,,NON,EXPIR,EC,  187,28,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31320,,,NON,RELINQ,EC,  145,27,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31319,,,NON,RELINQ,EC,  143,27,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31318,,,NON,EXPIR,EC,  126,23,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31317,,,NON,EXPIR,EC,  119,23,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31316,,,NON,EXPIR,EC,  117,23,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31315,,,NON,RELINQ,EC,  116,23,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31314,,,NON,RELINQ,EC,  107,21,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31313,,,NON,REJECT,EC,   76,19,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31312,,,NON,EXPIR,EC,   59,18,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31311,,,NON,EXPIR,EC,   41,15,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31310,,,NON,EXPIR,EC,   39,15,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31309,,,NON,EXPIR,EC,   38,14,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31308,,,NON,EXPIR,EC,   27,14,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31307,,,NON,EXPIR,EC,   25,13,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31306,,,NON,RELINQ,WC,  557,66,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31305,,,NON,RELINQ,WC,  554,61,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31304,,,NON,TERMIN,WC,  366,25,8/22/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31303,,,NON,EXPIR,WC,  315,19,1/24/2018,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31302,,,NON,RELINQ,WC,  280,30,3/24/2017,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31301,,,NON,EXPIR,WC,  279,28,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31300,,,NON,RELINQ,WC,  254,25,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31299,,,NON,RELINQ,WC,  251,25,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31298,,,NON,RELINQ,WC,  250,25,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31297,,,NON,EXPIR,WC,  245,25,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31296,,,NON,RELINQ,WC,  244,25,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31295,,,NON,RELINQ,WC,  241,23,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31294,,,NON,RELINQ,WC,  239,23,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31293,,,NON,RELINQ,WC,  229,21,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31292,,,NON,EXPIR,WC,  221,21,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31291,,,NON,EXPIR,WC,  220,21,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31290,,,NON,TERMIN,WC,  212,18,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31289,,,NON,EXPIR,WC,  208,17,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31288,,,NON,EXPIR,WC,  207,18,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31287,,,NON,EXPIR,WC,  188,18,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31286,,,NON,EXPIR,WC,  187,17,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31285,,,NON,EXPIR,WC,  147,14,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31284,,,NON,EXPIR,WC,  146,15,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31283,,,NON,RELINQ,WC,  137,15,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31282,,,NON,EXPIR,WC,  134,25,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31281,,,NON,RELINQ,WC,  131,13,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31280,,,NON,RELINQ,WC,  117,12,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31279,,,NON,RELINQ,WC,  113,13,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31278,,,NON,RELINQ,WC,  103,14,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31277,,,NON,RELINQ,WC,   99,14,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31276,,,NON,EXPIR,WC,   74,15,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31275,,,NON,EXPIR,WC,   55,12,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31271,,,NON,RELINQ,KC,  852,2943,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31270,,,NON,RELINQ,KC,  808,2375,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31269,,,NON,RELINQ,KC,  765,2077,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31268,,,NON,RELINQ,KC,  764,2068,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31267,,,NON,RELINQ,KC,  752,1991,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31266,,,NON,RELINQ,KC,  751,2172,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31265,,,NON,RELINQ,KC,  708,2048,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31264,,,NON,RELINQ,KC,  707,2112,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31263,,,NON,RELINQ,KC,  706,2047,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31262,,,NON,RELINQ,KC,  677,1936,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31261,,,NON,RELINQ,KC,  662,1812,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31260,,,NON,RELINQ,KC,  661,1800,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31259,,,NON,RELINQ,KC,  632,1934,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31258,,,NON,RELINQ,KC,  629,2631,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31256,,,NON,RELINQ,KC,  588,1867,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31255,,,NON,RELINQ,KC,  585,2209,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31253,,,NON,RELINQ,KC,  539,1987,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31252,,,NON,RELINQ,KC,  538,2198,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31251,,,NON,RELINQ,KC,  499,1941,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31250,,,NON,RELINQ,KC,  498,1883,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31249,,,NON,RELINQ,KC,  495,1755,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31248,,,NON,RELINQ,KC,  494,2075,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31247,,,NON,RELINQ,KC,  456,1940,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31246,,,NON,RELINQ,KC,  455,1950,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31245,,,NON,EXPIR,KC,  454,1817,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31243,,,NON,RELINQ,KC,  412,1866,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31242,,,NON,RELINQ,KC,  406,1750,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31241,,,NON,RELINQ,KC,  405,2193,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31240,,,NON,RELINQ,KC,  402,1668,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31239,,,NON,RELINQ,KC,  401,1613,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31238,,,NON,RELINQ,KC,  400,1512,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
