Segment Number,Originating Id Name,Originating Area Code,Originating Block Number,Originating Lease Number,Receiving Id Name,Receiving Area Code,Receiving Block Number,Receiving Lease Number,Approved Date,Install Date,Status Code,Pipeline Size Code,ROW Number,Production Code,Facility Operator,Operator,Max Water Depth (feet),Max Allowable Operating Pressure,Cathodic Code,Pipeline ROW Seg Status Code,Pipeline ROW Permit,ROW Holder,Segment Length,Authority,Bidirectional,Out of Service Date,Temporary Cessation of Operations Date,Flush and Fill Date,Abandonment Approval Date,Abandonment Date
6880,#03,WC,  238,G02834,08 SSTI,WC,  238,G02834,10/4/1983,1/13/1984,ABN,04,,BLKG,02375,"Energy XXI GOM, LLC",70,1200,A,,,,7237,DOI,N,,,,8/4/2003,6/17/2003
6881,A,EI,  341,G02914,08 SSTI,EI,  327,G02910,12/19/1983,,CNCL,06,G06382,OIL,00400,Chevron Pipe Line Company,272,1440,A,RELQ,00400,Chevron Pipe Line Company,9723,DOT,N,,,,,
6882,A,HI,  199,G03747,16 SSTI,HI,  136, 00742,1/13/1984,,CNCL,10,G06379,GAS,00333,Enron Corp.,49,1100,A,RELQ,00333,Enron Corp.,51849,DOT,N,,,,,
6883,#10,EI,  215, 00578,B,EI,  215, 00578,11/16/1983,12/15/1983,ABN,06,,BLKO,02312,McMoRan Oil & Gas LLC,103,1,A,,,,5530,DOI,N,,,5/19/2003,7/19/2004,5/19/2003
6884,Capped End,EI,  215, 00578,#10,EI,  215, 00578,11/16/1983,12/15/1983,A/C,03,,SPLY,02312,McMoRan Oil & Gas LLC,103,1440,A,,,,317,DOI,N,,,,5/15/2003,5/19/2003
6885,D,EI,  215, 00580,B,EI,  215, 00580,11/10/1983,11/29/1983,ABN,06,,OIL,02332,"PennzEnergy Exploration and Production, L.L.C.",100,2160,A,,,,1517,DOI,N,,,,6/12/2000,5/10/2000
6886,D,EI,  215, 00580,B,EI,  215, 00580,11/10/1983,11/29/1983,ABN,06,,BLKO,02409,"Maritech Resources, Inc.",100,1440,A,,,,1517,DOI,N,10/23/2001,,,5/22/2003,9/30/2003
6887,#11,EI,   77, 00466,B,EI,   63, 00425,11/4/1983,1/13/1984,COMB,04,G25361,BLKG,03035,Fieldwood Energy Offshore LLC,,6000,A,RELQ,03035,Fieldwood Energy Offshore LLC,0,DOI,N,5/8/2015,,,,
6888,#04,WC,  239,G11776,A,WC,  238,G02834,10/4/1983,1/13/1984,ABN,06,,BLKO,00967,Atlantic Richfield Company,70,2160,A,,,,14599,DOI,N,,,,10/19/1990,10/7/1989
6889,#09,WC,  118, 00757,A,WC,  118, 00757,9/29/1983,10/14/1983,ABN,03,,BLKG,00056,ConocoPhillips Company,29,4000,P,,,,2166,DOI,N,,,,11/18/1996,10/31/1996
6890,#09,WC,  118, 00757,A,WC,  118, 00757,9/29/1983,10/14/1983,ABN,03,,BLKG,00056,ConocoPhillips Company,29,4000,P,,,,2166,DOI,N,,,,8/12/1996,10/31/1996
6891,A,WC,  118, 00757,#09,WC,  118, 00757,9/29/1983,10/14/1983,ABN,02,,SPLY,00056,ConocoPhillips Company,29,2992,P,,,,2166,DOI,N,,,,10/15/1996,10/31/1996
6892,AQ,MP,   64,G04909,26 SSTI,MP,   57,G01369,,,CNCL,10,G05936,GAS,00403,Challenger Minerals Inc.,0,1200,,RELQ,00403,Challenger Minerals Inc.,15924,DOI,,,,,,
6893,Platform A,SM,  160,G04433,08 SSTI,SM,  141,G02885,10/5/1983,1/28/1984,ACT,08,G06380,OIL,02970,"Castex Offshore, Inc.",280,1440,A,ACT,02970,"Castex Offshore, Inc.",38562,DOI,N,,,,,
6894,#40,SS,   93, 00063,#51,SS,   93, 00063,10/28/1983,11/26/1983,ABN,04,,BLKO,01689,Murphy Exploration & Production Company,23,2160,A,,,,598,DOI,N,,,,,
6895,A,HI,A 416,UNLEASE,08 SSTI,HI,A 416,UNLEASE,12/8/1983,,ABN,06,,GAS,00014,"Tennessee Gas Pipeline Company, L.L.C.",140,1440,A,,,,8534,DOT,N,,,,,
6896,A,EC,  215,G03297,CAP,EC,  222,G02037,11/2/1983,2/16/1984,ABN,06,G06383,GAS,02237,"Noble Energy, Inc.",125,1200,A,RELQ,02237,"Noble Energy, Inc.",31362,DOI,N,,,,5/5/1993,7/4/1993
6897,Cais #5,VR,   24,G03543,B,VR,   24,G03543,12/6/1983,1/30/1984,ABN,04,,BLKG,00078,Chevron U.S.A. Inc.,28,6240,A,,,,2028,DOI,N,12/1/2001,,11/14/2002,5/22/2006,9/12/2006
6898,#06,VR,   24,G03543,B,VR,   24,G03543,12/6/1983,1/30/1984,ABN,04,,BLKG,00078,Chevron U.S.A. Inc.,28,5283,A,,,,4303,DOI,N,2/8/2015,,4/13/2015,3/6/2015,6/9/2015
6899,#07,VR,   24,G03543,B,VR,   24,G03543,12/6/1983,1/30/1984,ABN,04,,BLKG,00078,Chevron U.S.A. Inc.,28,5685,A,,,,1482,DOI,N,12/21/2003,,2/13/2005,9/19/2006,1/27/2007
6900,B,VR,   24,G03543,Cais #5,VR,   24,G03543,12/6/1983,1/30/1984,ABN,02,,AIR,00078,Chevron U.S.A. Inc.,28,275,A,,,,2028,DOI,N,12/1/2001,,12/14/2002,5/22/2006,9/12/2006
6901,B,VR,   24,G03543,#06,VR,   24,G03543,12/6/1983,1/30/1984,ABN,02,,AIR,00078,Chevron U.S.A. Inc.,28,275,A,,,,4303,DOI,N,9/23/2005,,,9/19/2006,1/26/2007
6902,B,VR,   24,G03543,#07,VR,   24,G03543,12/6/1983,1/30/1984,ABN,02,,AIR,00078,Chevron U.S.A. Inc.,28,275,A,,,,1482,DOI,N,12/27/2003,,2/13/2005,9/19/2006,1/27/2007
6903,B,VR,   24,G03543,Cais #5,VR,   24,G03543,12/6/1983,1/30/1984,ABN,01,,CHEM,00078,Chevron U.S.A. Inc.,28,275,A,,,,2028,DOI,N,12/1/2001,,11/14/2002,5/22/2006,9/12/2006
6904,B,VR,   24,G03543,#06,VR,   24,G03543,12/6/1983,1/30/1984,ABN,01,,CHEM,00078,Chevron U.S.A. Inc.,28,275,A,,,,4303,DOI,N,9/23/2005,,,9/19/2006,1/27/2007
6905,B,VR,   24,G03543,#07,VR,   24,G03543,12/6/1983,1/30/1984,ABN,01,,CHEM,00078,Chevron U.S.A. Inc.,28,275,A,,,,1482,DOI,N,12/21/2003,,2/13/2005,9/19/2006,1/27/2007
6906,A,SM,  219, 00310,A,VR,   31,G02868,11/14/1983,11/21/1984,ABN,04,,COND,00078,Chevron U.S.A. Inc.,15,1440,A,,,,12034,DOI,N,,,,7/22/1996,5/21/1998
6907,A,SS,  237,G03168,A,SS,  238,G03169,10/11/1983,2/2/1984,ABN,04,,BLKG,02219,Anadarko US Offshore LLC,115,1440,A,,,,20350,DOI,N,,,,,
6908,A,SS,  238,G03169,B,SS,  233,G01528,10/11/1983,2/3/1984,ACT,06,,AIR,01284,"W & T Offshore, Inc.",115,1440,A,,,,10500,DOI,N,,,,,
6909,A,SS,  238,G03169,B,SS,  233,G01528,10/11/1983,2/3/1984,OUT,06,,BLKG,02859,Offshore Shelf LLC,115,1440,A,,,,10500,DOI,N,2/18/2019,,,,
6910,L,SS,  214, 00828,H,SS,  214, 00828,10/11/1983,1/17/1984,ACT,04,,LIFT,01284,"W & T Offshore, Inc.",115,1440,A,,,,5800,DOI,Y,,,,,
6911,L,SS,  214, 00828,H,SS,  214, 00828,10/11/1983,1/16/1984,ACT,06,,BLKG,01284,"W & T Offshore, Inc.",115,1440,A,,,,5800,DOI,N,,,,,
6912,Platform A,SM,  236,G04437,FLARE,SM,  236,G04437,10/18/1983,11/3/1983,ABN,08,,FLG,00078,Chevron U.S.A. Inc.,20,0,A,,,,800,DOI,N,2/1/2012,,,7/5/2012,12/6/2012
6913,Platform A,SM,  236,G04437,FLARE,SM,  236,G04437,10/18/1983,11/3/1983,ABN,08,,FLG,00078,Chevron U.S.A. Inc.,20,0,A,,,,800,DOI,N,2/1/2012,,,7/5/2012,12/6/2012
6914,Platform A,SM,  236,G04437,FLARE,SM,  236,G04437,10/18/1983,11/3/1983,ABN,06,,FLG,00078,Chevron U.S.A. Inc.,20,0,A,,,,800,DOI,N,2/1/2012,,,7/5/2012,12/6/2012
6915,Platform A,SM,  236,G04437,FLARE,SM,  236,G04437,10/18/1983,11/3/1983,ABN,06,,FLG,00078,Chevron U.S.A. Inc.,20,0,A,,,,800,DOI,N,2/1/2012,,,7/5/2012,12/6/2012
6916,Platform A,SM,  236,G04437,FLARE,SM,  236,G04437,10/18/1983,11/3/1983,ABN,06,,FLG,00078,Chevron U.S.A. Inc.,20,0,A,,,,800,DOI,N,2/1/2012,,,7/5/2012,12/6/2012
6917,#01,SS,  136,G03790,A,SS,  135,G03164,11/10/1983,2/9/1984,COMB,04,,BLKG,01689,Murphy Exploration & Production Company,34,2160,A,,,,0,DOI,N,,,,,
6918,#08,SS,  135,G03164,A,SS,  135,G03164,11/14/1983,2/16/1984,COMB,04,,BLKG,01689,Murphy Exploration & Production Company,43,2160,A,,,,0,DOI,N,,,,,
6919,#10,SS,  135,G03164,A,SS,  135,G03164,11/14/1983,1/12/1984,ABN,04,,BLKG,01689,Murphy Exploration & Production Company,48,2160,A,,,,7221,DOI,N,,,,7/7/2000,8/16/2000
6920,#06,SS,  135,G03164,#07,SS,  135,G03164,11/10/1983,1/12/1984,COMB,04,,BLKG,01689,Murphy Exploration & Production Company,46,2160,A,,,,0,DOI,Y,,,,,
6921,#07,SS,  135,G03164,A,SS,  135,G03164,11/14/1983,1/12/1984,COMB,04,,BLKG,01689,Murphy Exploration & Production Company,45,2160,A,,,,0,DOI,Y,,,,,
6922,A,EB,  159,G02646,A,EB,  160,G02647,12/6/1983,8/26/1984,OUT,08,,GAS,02865,Fieldwood SD Offshore LLC,930,1440,A,,,,25271,DOI,N,7/5/2019,,,,
6923,A,EB,  159,G02646,A,EB,  160,G02647,12/1/1983,8/26/1984,ACT,06,G05150,OIL,03198,"Panther Operating Company, LLC",960,2160,A,ACT,03198,"Panther Operating Company, LLC",25276,DOT,N,,,,,
6924,D,EI,  215, 00580,B,EI,  215, 00580,11/17/1983,1/7/1984,ABN,06,,GAS,00014,"Tennessee Gas Pipeline Company, L.L.C.",100,1440,A,,,,1858,DOT,N,,,,9/3/2003,12/13/2004
6925,#20,ST,   52,G01241,#12,ST,   52,G01241,10/21/1983,,COMB,04,,BLKO,00078,Chevron U.S.A. Inc.,65,1440,P,,,,0,DOI,N,,,,,
6926,#12,ST,   52,G01241,#20,ST,   52,G01241,10/21/1983,,ABN,03,,LIFT,00078,Chevron U.S.A. Inc.,65,1440,C,,,,950,DOI,N,,,,,12/31/1992
6927,#12,SS,  135,G03164,A,SS,  135,G03164,11/17/1983,,CNCL,04,,BLKG,01689,Murphy Exploration & Production Company,35,2160,A,,,,6500,DOI,N,,,,,
6928,#04,SS,  120,G05545,A,SS,  135,G03164,11/10/1983,2/11/1984,COMB,04,,BLKG,01689,Murphy Exploration & Production Company,39,2160,A,,,,0,DOI,N,,,,,
6929,,SS,  136,G03790,,SS,  136,G03790,,,CNCL,03,,BLKG,00232,Odeco Oil & Gas Company,,,,,,,,DOI,,,,,,
6930,#01,SS,  120,G05545,#04,SS,  120,G05545,12/15/1983,2/10/1984,COMB,04,,BLKG,01689,Murphy Exploration & Production Company,38,2160,A,,,,0,DOI,N,,,,,
6931,#02,SS,  120,G05545,#03,SS,  120,G05545,12/22/1983,2/11/1984,COMB,04,,BLKG,01689,Murphy Exploration & Production Company,35,2160,A,,,,0,DOI,N,,,,,
6932,#03,SS,  120,G05545,#08,SS,  135,G03164,12/22/1983,2/17/1984,COMB,04,,BLKG,01689,Murphy Exploration & Production Company,39,2160,A,,,,0,DOI,N,,,,,
6933,D,SS,  207,G01523,#02,SS,  207,G01523,10/28/1983,,CNCL,01,,LIFT,00066,Placid Oil Company,0,1440,,,,,2434,DOI,N,,,,,
6934,A,WC,  318,G09412,12 SSTI,WC,  210,G09404,12/9/1983,6/26/1984,ABN,06,G06384,GAS,00898,"Energen Resources MAQ, Inc.",65,1300,A,RELQ,00898,"Energen Resources MAQ, Inc.",44796,DOT,N,,,,7/1/1992,6/30/1992
6935,well #15,PL,   11, 00071,platform F,PL,   11, 00071,12/14/1983,2/24/1984,ABN,03,,BLKO,00105,Apache Corporation,30,2199,A,,,,9725,DOI,N,12/19/2001,,9/24/2003,6/15/2005,8/15/2005
6936,A,SM,  219,UNLEASE,#01,VR,   31,G02868,12/14/1983,,CNCL,03,,COND,00078,Chevron U.S.A. Inc.,15,1440,A,,,,9151,DOT,N,,,,,
6937,A,MP,   77,G04481,F/S,MP,   77,UNLEASE,1/23/1984,7/5/1984,ACT,08,G28750,OIL,03198,"Panther Operating Company, LLC",150,1440,A,ACT,03411,"American Panther, LLC",4977,DOT,N,,,,,
6938,Caisson No.33,PL,   19, 00073,Platform B,PL,   19, 00073,1/12/1984,2/17/1984,ABN,04,,BLKO,02899,Talos ERT LLC,30,1440,A,,,,1740,DOI,N,6/12/2003,,6/12/2004,5/7/2008,7/21/2008
6939,#33,PL,   19, 00073,B,PL,   19, 00073,1/12/1984,2/17/1984,ABN,04,,BLKO,02899,Talos ERT LLC,30,1440,A,,,,1740,DOI,N,5/7/2012,,,11/27/2012,6/15/2013
6940,#22,PL,   19, 00073,#33,PL,   19, 00073,1/12/1984,2/20/1984,COMB,03,,LIFT,01764,"Energy Resource Technology, Inc.",30,1440,A,,,,0,DOI,N,,,,,
6941,Platform A,SM,  217, 00310,F/S,SM,  207, 00310,1/23/1984,5/13/1984,ACT,12,G08285,OIL,03198,"Panther Operating Company, LLC",15,1100,A,ACT,03411,"American Panther, LLC",24239,DOT,N,,,,,
6942,#05,MP,  127,G01312,A,MP,  127,G01312,12/14/1983,5/19/1984,ABN,04,,BLKG,00078,Chevron U.S.A. Inc.,60,3600,A,,,,8568,DOI,N,3/31/1996,,,6/22/1998,6/11/1998
6943,A,SM,  243,G04270,16 SSTI,VR,   71,UNLEASE,9/12/1984,,CNCL,12,G05928,GAS,01055,Mobil Exploration and Producing North America Inc.,22,1440,A,RELQ,01055,Mobil Exploration and Producing North America Inc.,64608,DOT,N,,,,,
6944,BC,MP,   40, 00373,P,MP,   40, 00373,12/16/1983,1/29/1984,ACT,04,,LIFT,03481,"Cantium, LLC",50,1440,A,,,,6056,DOI,N,,,,,
6945,L,GI,   47, 00133,A,GI,   47, 00133,3/7/1984,12/17/1983,ACT,08,,BLKG,02451,GOM Shelf LLC,100,1440,A,,,,5081,DOI,Y,,,,,
6946,L,GI,   47, 00133,A,GI,   47, 00133,3/7/1984,12/17/1983,ACT,08,,BLKO,02451,GOM Shelf LLC,100,1440,A,,,,5084,DOI,N,,,,,
6947,L,GI,   47, 00133,FLARE,GI,   47, 00133,3/7/1984,12/16/1983,ACT,16,,FLG,02451,GOM Shelf LLC,100,0,A,,,,600,DOI,N,,,,,
6948,B,VR,   45,G05026,A,VR,   57,G03977,1/6/1984,2/17/1984,ABN,06,G15048,BLKG,01904,Burlington Resources Offshore Inc.,35,1440,A,RELQ,01904,Burlington Resources Offshore Inc.,9281,DOI,N,12/29/1994,,,9/12/2001,7/8/2002
6949,#03,VR,   65,G03327,#01,VR,   65,G03327,12/22/1983,,CNCL,06,,BLKG,00003,Union Oil Company of California,38,2739,A,,,,10500,DOI,N,,,,,
6950,A,BA,A  39,G04559,30 SSTI,BA,A  22,G03937,2/6/1984,8/25/1984,ABN,12,G06385,G/C,20295,Williams Field Services Company,142,1248,A,RELQ,00011,"Transcontinental Gas Pipe Line Company, LLC",25661,DOT,N,,,,12/28/2004,4/14/2005
6951,B,MC,   63,G03206,A,SP,   49,G02177,1/23/1984,7/5/1984,ABN,08,,GAS,00014,"Tennessee Gas Pipeline Company, L.L.C.",390,1325,A,,,,17955,DOT,N,,,,6/14/2004,12/20/2006
6952,#21,EI,   89, 00044,#05,EI,   88,G10721,12/22/1983,2/9/1984,COMB,03,,BLKO,01689,Murphy Exploration & Production Company,18,1440,A,,,,0,DOI,N,,,,,
6953,#04,EI,   88, 00043,#21,EI,   89, 00044,12/22/1983,2/13/1984,COMB,02-03,,LIFT,01689,Murphy Exploration & Production Company,19,1440,A,,,,0,DOI,N,,,,,
6954,#01,WC,  280,G00911,B,WC,  280,G00911,12/16/1983,7/11/1986,ABN,04,,BLKG,02636,Fieldwood Energy SP LLC,90,2160,A,,,,2848,DOI,N,,,5/8/2005,5/5/2005,8/1/2005
6955,#08,SS,  134,G05201,#06,SS,  135,G03164,12/30/1983,5/5/1984,COMB,04,,BLKG,01689,Murphy Exploration & Production Company,45,2160,A,,,,0,DOI,Y,,,,,
6956,#09,EI,   62, 00424,B,EI,   63, 00425,12/22/1983,1/15/1984,COMB,04,G25364,BLKG,00064,Hunt Oil Company,24,6000,A,RELQ,00064,Hunt Oil Company,0,DOI,N,8/13/2013,,,,
6957,#12,SS,  135,G03164,#05,SS,  135,G03164,12/8/1983,1/12/1984,COMB,04,,BLKG,01689,Murphy Exploration & Production Company,35,2160,A,,,,0,DOI,N,,,,,
6958,A,WC,  536,G04773,30 SSTI,WC,  529,UNLEASE,3/9/1984,10/13/1984,ABN,10,G06387,G/C,01482,JX Nippon Oil Exploration (U.S.A.) Limited,185,1200,A,RELQ,01482,JX Nippon Oil Exploration (U.S.A.) Limited,12709,DOT,N,,,,8/19/2011,12/27/2011
6959,04 SSTI,SS,   93, 00063,#17,SS,   93, 00063,1/3/1984,1/27/1984,COMB,04,,BLKO,01689,Murphy Exploration & Production Company,23,2160,A,,,,0,DOI,N,,,,,
6960,Well #44,SS,   93, 00063,Well #17,SS,   93, 00063,1/3/1984,1/26/1984,ABN,04,,BLKO,01834,Talos Petroleum LLC,23,2160,A,,,,3029,DOI,N,4/24/2010,,11/29/2011,6/3/2014,7/6/2014
6961,Platform C,SM,  243,G02595,16 SSTI,SM,  243,G02595,12/22/1983,2/5/1984,ABN,08,,G/C,01482,JX Nippon Oil Exploration (U.S.A.) Limited,23,1200,A,,,,7205,DOI,N,8/4/2010,,,9/9/2010,9/18/2010
6962,A,WC,  547,G04408,30 SSTI,WC,  565,G02015,4/4/1984,9/15/1984,ABN,12,G06388,G/C,00835,Sabine Pipe Line Company,192,1200,A,RELQ,00835,Sabine Pipe Line Company,25542,DOT,N,,,,,
6963,Platform A,ST,  200,G04464,24 SSTI,ST,  147,G04885,3/8/1984,5/21/1985,COMB,14,G06389,GAS,21445,Williams Energy L.L.C.,130,1200,A,RELQ,00835,Sabine Pipe Line Company,,DOT,N,4/1/2005,4/1/2010,4/20/2007,,
6964,CAP,SM,  217, 00310,A,SM,  217, 00310,12/30/1983,2/25/1984,ABN,03,,BLKG,00078,Chevron U.S.A. Inc.,15,960,A,,,,2721,DOI,N,1/30/1995,,9/9/1996,9/30/2004,9/3/2004
6965,#06,WC,  173, 00759,D,WC,  173, 00759,2/6/1984,8/21/1984,COMB,06,,BLKG,01376,"Linder Oil Company, A Partnership",45,1440,A,,,,0,DOI,N,12/29/1994,,,,
6966,Well No. 11,EI,   90, 00229,Platform CF(HEADER),EI,   90, 00229,3/1/1984,4/6/1984,ABN,03,,BLKO,01284,"W & T Offshore, Inc.",25,1440,A,,,,2100,DOI,N,8/30/1996,,,4/16/2018,8/30/1996
6968,A,ST,   86, 00605,#12#19,ST,   86, 00605,4/13/1984,10/15/1984,ABN,04,,LIFT,01764,"Energy Resource Technology, Inc.",100,2160,A,,,,1275,DOI,N,,,,,
6969,#18,ST,   86, 00605,C,ST,   86, 00605,8/9/1984,,CNCL,04,,BLKG,01764,"Energy Resource Technology, Inc.",100,2160,A,,,,7300,DOI,N,,,,,
6970,#04,HI,  129,G01848,#05,HI,  129,G01848,1/19/1984,,CNCL,03,,BLKG,00250,ORYX ENERGY COMPANY,50,7200,A,,,,2400,DOI,N,,,,,
6971,A,WD,   27,G04473,30 SSTI,WD,   27,G04473,1/19/1984,3/15/1984,ABN,04,,GAS,00014,"Tennessee Gas Pipeline Company, L.L.C.",35,1250,A,,,,5176,DOT,N,11/26/2008,,,5/14/2010,10/11/2010
6972,A,BA,A  16,G05174,A,BA,A  17,G02658,2/10/1984,9/8/1984,ABN,04,,GAS,00014,"Tennessee Gas Pipeline Company, L.L.C.",145,1440,A,,,,11637,DOT,N,,,,,
6973,#05,WD,   26,G10874,F/S,WD,   26,G10874,4/6/1984,5/11/1984,ABN,04,,BLKO,00870,ENSTAR Corporation,26,1440,A,,,,2131,DOI,N,,,,7/10/1985,
6974,F/S,WD,   26,G10874,#05,WD,   26,G10874,4/6/1984,5/11/1984,ABN,02,,SPLY,00870,ENSTAR Corporation,26,1440,A,,,,2131,DOI,N,,,,7/10/1985,
6975,B,EC,   31,G04099,A,EC,   32,G04777,3/15/1984,6/29/1984,ABN,03,,BLKG,01724,El Paso Production Company,42,5000,A,,,,18744,DOI,N,,,,9/29/2006,5/12/2007
6976,#01,SS,  134,G05201,A,SS,  134,G05201,2/17/1984,6/23/1984,ABN,04,,BLKG,01689,Murphy Exploration & Production Company,39,2160,A,,,,3561,DOI,N,11/24/1998,,,7/7/2000,9/11/2000
6977,#02,SS,  134,G05201,A,SS,  134,G05201,2/21/1984,6/2/1984,ABN,04,,BLKG,01689,Murphy Exploration & Production Company,39,1120,A,,,,1531,DOI,N,4/21/1997,,,7/7/2000,9/11/2000
6978,#03,SS,  134,G05201,A,SS,  134,G05201,2/17/1984,6/24/1984,ABN,04,,BLKG,01689,Murphy Exploration & Production Company,39,2160,A,,,,4973,DOI,N,11/24/1998,,,7/7/2000,8/25/2000
6979,#04,SS,  134,G05201,A,SS,  134,G05201,2/17/1984,6/21/1984,ABN,04,,BLKG,01689,Murphy Exploration & Production Company,39,2160,A,,,,4763,DOI,N,,,,5/30/1997,8/12/1997
6980,#05,SS,  134,G05201,A,SS,  134,G05201,2/17/1984,6/8/1984,ABN,04,,BLKG,01689,Murphy Exploration & Production Company,39,2160,A,,,,8757,DOI,N,11/24/1998,,,7/7/2000,8/27/2000
6981,#06,SS,  134,G05201,A,SS,  134,G05201,2/17/1984,6/25/1984,ABN,04,,BLKG,01689,Murphy Exploration & Production Company,39,1200,A,,,,3759,DOI,N,,,,7/7/2000,8/27/2000
6982,#07,SS,  134,G05201,A,SS,  134,G05201,2/17/1984,6/23/1984,COMB,04,,BLKG,01689,Murphy Exploration & Production Company,39,2160,A,,,,0,DOI,Y,,,,,
6983,#09,SS,  134,G05201,A,SS,  134,G05201,4/6/1984,7/7/1984,ABN,04,,BLKG,01689,Murphy Exploration & Production Company,39,2160,A,,,,2293,DOI,N,,,,7/7/2000,9/5/2000
6984,B,WC,  638,G02026,A,WC,  639,G02027,4/11/1984,10/14/1984,ABN,06,G06546,GAS,00014,"Tennessee Gas Pipeline Company, L.L.C.",360,1440,A,EXP,00014,"Tennessee Gas Pipeline Company, L.L.C.",8537,DOT,N,3/21/1993,3/22/1998,4/15/1993,,4/15/1993
6985,A,SP,   93,G01619,20 SSTI,SP,   88,G10894,5/3/1984,6/12/1984,ACT,08,G06547,GAS,00176,"Texas Eastern Transmission, LP",438,1440,A,ACT,00176,"Texas Eastern Transmission, LP",8577,DOT,N,,,,,
6986,A,SS,  133,G04228,26 SSTI,SS,  157,G08709,5/3/1984,7/19/1984,ABN,06,G06548,GAS,00176,"Texas Eastern Transmission, LP",44,1200,A,RELQ,00176,"Texas Eastern Transmission, LP",20884,DOT,N,,,,8/26/1996,8/26/1996
6987,A,HI,A 289,G02728,16 SSTI,WC,  543,G02010,5/16/1984,7/3/1984,ABN,06,G06549,GAS,00176,"Texas Eastern Transmission, LP",184,1440,A,EXP,00176,"Texas Eastern Transmission, LP",55967,DOT,N,,,,8/2/1991,8/26/1991
6989,C Platform,SS,  177, 00590,A Platform,SS,  177, 00590,2/16/1984,3/17/1984,ABN,04,,BLKG,01284,"W & T Offshore, Inc.",97,2220,A,,,,9738,DOI,N,7/10/2004,,7/11/2004,1/7/2008,5/24/2006
6990,A,MI,  700,G03108,24 SSTI,MI,  713,G03466,2/15/1984,7/31/1984,ABN,10,G13458,GAS,01588,Northern Natural Gas Company,105,1250,A,RELQ,01588,Northern Natural Gas Company,2347,DOT,N,,,,5/7/2007,7/27/2007
6991,02 SSTI,EI,  119, 00049,#01,EI,  119, 00049,2/2/1984,2/10/1984,ABN,03,,LIFT,00540,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,38,1440,P,,,,100,DOI,N,,,,,
6992,F/S Boundary,BM,    3, 00370,Platform KN,BM,    3, 00370,2/27/1984,3/8/1984,ACT,04,,TEST,03481,"Cantium, LLC",39,1440,A,,,,1913,DOI,N,,,,,
6993,Platform KN,BM,    3, 00370,F/S Boundary,BM,    3, 00370,2/27/1984,3/8/1984,ACT,03,,LIFT,03481,"Cantium, LLC",39,1440,A,,,,1854,DOI,Y,,,,,
6994,03 SSTI,SS,  114, 00064,#46,SS,  114, 00064,2/10/1984,7/4/1984,REM,03,,LIFT,01689,Murphy Exploration & Production Company,50,1440,A,,,,550,DOI,N,6/9/1999,,,6/9/1999,9/2/1999
6995,C,SM,  229, 00310,A,SM,  236,G04437,4/12/1984,6/17/1984,ABN,08,,BLKG,00078,Chevron U.S.A. Inc.,20,384,A,,,,9241,DOI,N,,,,5/20/1999,5/21/1999
6996,A,SS,  135,G03164,12 SSTI,SS,  135,G03164,3/2/1984,7/1/1984,ABN,12,G14075,GAS,01689,Murphy Exploration & Production Company,52,1200,A,RELQ,01689,Murphy Exploration & Production Company,1737,DOI,N,,,,8/14/2000,10/1/2000
6997,A,SS,  134,G05201,36 SSTI,SS,  120,G05545,3/8/1984,7/1/1984,ABN,12,G14076,GAS,01689,Murphy Exploration & Production Company,51,1200,A,RELQ,01689,Murphy Exploration & Production Company,22866,DOI,N,,,,8/14/2000,9/30/2000
6998,CA,WC,  541,G02554,A,WC,  542,G03970,3/5/1984,12/20/1984,ABN,04,,G/C,00078,Chevron U.S.A. Inc.,191,2097,A,,,,24182,DOI,N,,,,,
6999,Well No. 04,EI,   62, 00424,Platform B,EI,   63, 00425,2/21/1984,2/20/1984,ABN,04,G25362,BLKG,00064,Hunt Oil Company,24,6000,A,RELQ,00064,Hunt Oil Company,7371,DOI,N,11/11/2008,,11/12/2008,10/7/2013,7/13/2014
7000,A,WC,  253,G03500,30 SSTI,WC,  250,UNLEASE,5/14/1984,6/19/1984,ABN,08,G06551,GAS,00176,"Texas Eastern Transmission, LP",78,1440,A,RELQ,00176,"Texas Eastern Transmission, LP",24987,DOT,N,,,,9/14/2000,9/29/2000
7001,A,WC,  463,G04093,10 SSTI,WC,  478,G03969,6/4/1984,6/19/1984,ABN,06,G06552,GAS,00176,"Texas Eastern Transmission, LP",120,1440,A,RELQ,00176,"Texas Eastern Transmission, LP",6041,DOT,N,,,,5/18/2004,6/16/2004
7002,D,SS,  207,G01523,A,SS,  207,G01523,11/10/1983,2/13/1970,ABN,04,,BLKO,00105,Apache Corporation,105,1547,N,,,,3094,DOI,N,2/27/2014,,,4/1/2019,5/4/2019
7003,A,EI,  191,G03995,12 SSTI,EI,  210,G10739,2/24/1984,8/10/1984,ABN,06,G13404,OIL,02409,"Maritech Resources, Inc.",83,1440,A,RELQ,02409,"Maritech Resources, Inc.",604,DOI,N,,,,3/25/2002,7/27/2002
7004,A,HI,A 462,G03478,14 SSTI,HI,A 462,G03478,3/1/1984,8/23/1984,ABN,06,G05150,OIL,00400,Chevron Pipe Line Company,160,1620,A,RELQ,03198,"Panther Operating Company, LLC",2149,DOT,N,,,,6/23/1999,7/28/1999
