ROW Number,MMS Company Number,Company Name,ROW Effective Date,Termination Date,ROW Status Code,WCD Volume,ROW Description
G03428,00032,Texas Gas Transmission LLC,5/20/1977,11/20/2014,RELQ,,"Pipeline Right-of-way (ROW) OCS-G03428 is a 200-foot wide and 2.79 miles (14,715ft) long corridor associated with the 16-inch Pipeline Segment Number (PSN) 4615.  The purpose of pipeline ROW OCS-G03428 is to maintain and operate PSN 4615 and to transport gas from Platform A in Block A-334 to a 30-inch subsea tie-in with PSN 4087 in Block A-345, at 
X=3,713,830.11 and Y=133,500.14, all located in High Island Area."
G03429,00032,Texas Gas Transmission LLC,5/20/1977,,ACT,,"Pipeline Right-of-way (ROW) OCS-G03429 is a 200-foot wide and 0.65 miles (3,429ft) long corridor associated with the 16-inch Pipeline Segment Number (PSN) 4616.  The purpose of pipeline ROW OCS-G03429 is to maintain and operate PSN 4616 and to transport gas from Platform B in to the HIOS Platform, all located in High Island Area Block A-573."
G03430,01795,"Green Canyon Pipe Line Company, L.P.",5/20/1977,6/14/1995,EXP,,
G03431,03218,"Crimson Gulf, LLC",6/7/1977,,ACT,,"
¿Pipeline Right-of-way (ROW) OCS-G 3431 is a 200-foot wide and 21.42 miles (~113,121 feet) long corridor associated with Pipeline Segment No. (PSN) 4650.  The purpose of pipeline ROW OCS-G 3431 is to maintain, operate, and transport oil through the associated 6-inch ROW pipeline from a SSTI valve located in Vermilion Area Block 340 at the following Lambert Coordinates: x = 1646071.92 and y = -161537.38 through Vermilion Area, South Addition Blocks 339, 338, 329, 330, 331, 332, 313, and 312, and South Marsh Island Area, South Addition, Blocks 134 and 133, to Platform B located in South Marsh Island Area, South Addition, Block 132.¿ 
"
G03432,03295,Fieldwood Energy LLC,6/10/1977,,ACT,,"Pipeline Right-of-way (ROW) OCS-G03432 is a 200-foot wide and approximately 4.96 miles (25,990 feet) long corridor associated with the 6-inch Pipeline Segment No. 4647.  The purpose of pipeline ROW OCS-G03432 is to maintain and operate PSN 4647 and to transport bulk oil originating at a SSTI with PSN 13499 in Block 149, through Blocks 136, 137, and terminating at Platform B in Block 132 all in the South Marsh Island Area."
G03433,02851,"Apache Shelf, Inc.",6/3/1977,8/12/2008,RELQ,,
G03434,03218,"Crimson Gulf, LLC",6/1/1977,,ACT,,"A Right-of-Way 200-foot in width for the construction, maintenance, and operation of an 8 5/8-inch crude oil pipeline, a distance of 5.28 miles in length, from Shell Oil Company's Platform A, in Block 132, South Marsh Island Area, South Addition, across Block 131 to Shell Oil Company's Platform A, in Block 130, South Marsh Island Area, South Addition."
G03435,00117,Shell Oil Company,6/28/1977,7/11/2005,RELQ,,
G03436,03295,Fieldwood Energy LLC,7/12/1977,,ACT,,"A right of way 200 feet in width for the maintenance and operation of an 8 5/8-inch pipeline, 2.20 miles in length, to transport gas from Platform C in Block 70, through Block 61, to Platform B in Block 60, all located in South Pass Area, South and East Addition."
G03437,03203,"Kinetica Partners, LLC",6/17/1977,,ACT,,"A 200 foot wide right-of-way, 1.00 mile in length, to operate and maintain a 20-inch pipeline to transport gas from a 16-inch subsea tie-in with segment number 6242 in Block 37, through Block 30 to the Federal/State boundary in Block 19, all in the South Timbalier Area."
G03438,00207,"Sea Robin Pipeline Company, LLC",7/11/1977,2/26/2018,RELQ,,"A 200-foot wide right-of-way to operate and maintain a 10 3/4-inch pipeline, 0.89 miles in length, to transport gas from Platform B in South Timbalier Area Block 86 to Platform MANIFOLD in South Timbalier Area Block 63."
G03439,00208,Columbia Gulf Transmission Company,8/4/1977,8/22/1994,RELQ,,
G03440,01834,Talos Petroleum LLC,8/4/1977,6/1/2010,EXP,,"A right-of-way 200 feet in width for the construction, operation and maintenance of a 10 3/4-inch gas pipeline, a distance of 1.64 miles in length from Texas Gas Exploration Company's Platform F to a subsea connection with Columbia Gulf Transmission Company's 16-inch pipeline in the northeast quadrant of Block 267."
G03441,03035,Fieldwood Energy Offshore LLC,8/26/1977,,ACT,,"A pipeline right-of-way 200-feet in width for the operation and maintenance of a 10 3/4-inch pipeline, 2.65 miles in length, to transport gas and condensate from Platform A in Block 142 to a 24-inch subsea tie-in with Segment Number 15532 in Block 127, all located in South Marsh Island Area, South Addition."
G03442,00208,Columbia Gulf Transmission Company,7/27/1977,6/27/2012,RELQ,,
G03443,00014,"Tennessee Gas Pipeline Company, L.L.C.",7/28/1977,4/5/2010,RELQ,,
G03444,00014,"Tennessee Gas Pipeline Company, L.L.C.",7/26/1977,2/11/2010,RELQ,,
G03445,00886,"Dominion Transmission, Inc.",7/20/1977,8/19/1994,RELQ,,
G03446,01795,"Green Canyon Pipe Line Company, L.P.",8/5/1977,8/24/1998,RELQ,,
G03447,02227,"Enterprise Field Services, LLC",8/9/1977,3/4/2008,RELQ,,
G03448,00011,"Transcontinental Gas Pipe Line Company, LLC",7/22/1977,,ACT,,"Pipeline Right-of-way (ROW) OCS-G03448 is a 200-foot wide and approximately 8.32 miles (43,925 feet) long corridor associated with Pipeline Segment No. 4680.  The purpose of Pipeline Right-of-way OCS-G03448 is to maintain and operate PSN 4680 and to transport gas originating at a flange connection in Block A370, through Blocks A350, A349, and A348, terminating at a High Island Offshore System LLC Valve in Block A330, all located in the High Island Area South Extension."
G03449,00014,"Tennessee Gas Pipeline Company, L.L.C.",7/12/1977,9/1/2000,RELQ,,
G03450,00178,"Gulf South Pipeline Company, LP",9/29/1977,,ACT,,"A pipeline right-of-way two-hundred feet (200') in width to operate and maintain a 10 3/4-inch pipeline, 10.34 miles in length, to transport gas from Platform F in Block 95, through Blocks 88, 73, and 66, to Platform E in Block 51, all located in Eugene Island Area.

"
G03451,00014,"Tennessee Gas Pipeline Company, L.L.C.",7/27/1977,4/19/2012,RELQ,,
G03452,00208,Columbia Gulf Transmission Company,8/11/1977,5/15/2000,RELQ,,
G03453,03203,"Kinetica Partners, LLC",9/7/1977,,ACT,,"A 200-foot wide right-of-way to operate and maintain a 16-inch pipeline, 8.34 miles in length, to transport gas from Platform A in Block 327, through Blocks 318, 305, to Platform B in Block 296, all located in Eugene Island Area."
G03454,02472,"Stingray Pipeline Company, L.L.C.",10/13/1977,,ACT,,"A pipeline right-of-way 200-feet in width for the operation and maintenance of a 24-inch pipeline, 14.98 miles in length, to transport gas from High Island Offshore System (HIOS) in Block A 330 in High Island Area, East Addition through Blocks 591, 590, 589, 570, 571, 565 in West Cameron Area, to a 30-inch subsea tie-in with segment number 3394 in Block 564, West Cameron Area."
G03455,03203,"Kinetica Partners, LLC",8/25/1977,,ACT,,"Pipeline Right-of-way (ROW) OCS-G 03455 is a 200-foot wide and approximately 1.22 miles (6,436 feet) long corridor associated with the 6-inch Pipeline Segment Number (PSN) 4763. The purpose of pipeline ROW OCS-G 03455 is to maintain and operate PSN 4763 and to transport gas from Platform C in Block 182, through Block 183 to a 10-inch subsea tie-in with PSN 1372 at location point: X = 2,109,736 and Y = 11,096 in Block 168, all located in Ship Shoal Area."
G03456,00178,"Gulf South Pipeline Company, LP",8/5/1977,3/23/2016,RELQ,,"A Pipeline Right-of-way two-hundred feet (200') in width to operate and maintain a 10 3/4-inch pipeline, 8.84 miles in length, to transport gas from Platform A in Block 47, through Blocks 46, 45, and 50, to Platform E in Block 51, all located in Eugene Island Area.
"
G03457,00160,ANR PIPELINE COMPANY,9/26/1977,4/3/2009,RELQ,,
G03458,00011,"Transcontinental Gas Pipe Line Company, LLC",8/23/1977,,ACT,,"Pipeline Right-of-way (ROW) OCS-G03458 is a 200-foot wide and approximately 49.30 miles (260,281 feet) long corridor associated with Pipeline Segment Numbers (PSN's) 4757, 4758, 4759, 4760, and 4761 and the Pipeline ROW accessory structure Junction (Complex ID No. 21929-2) located in Block 106, South Marsh Island Area, South Addition.  The purpose of the pipeline ROW OCS-03458 is to maintain and operate the following pipeline segments:
Pipeline Segment No. 4757: 
A 12-inch pipeline, 0.85 mile (4,473 feet) in length, to transport gas originating at Platform A and terminating at a 16-inch subsea tie-in with PSN 4759, at location point X = 1,786,511 and Y = -127,151, all located in Block 130, South Marsh Area, South Addition.
Pipeline Segment No. 4758: 
A 12-inch pipeline, 6.03 miles (31,837 feet) in length, to transport gas originating at Platform B in Block 132, through Block 131 and terminating at Platform A, in Block 130, all located in the South Marsh Island Area, South Addition.
Pipeline Segment No. 4759: 
A bidirectional 16-inch pipeline, 8.32 miles (43,905 feet) in length, to transport gas originating at a 12-inch TAP Valve, at location point X= 1,786, 510.6’ and Y= -127, 151.1’, in Block 130, South Marsh Area, South Addition through Blocks 123, 122, and 115 to ROW accessory Junction (Complex ID Number 21929-2) in Block 106, all located in the South Marsh Island Area, South Addition.
Pipeline Segment No. 4760: 
A bidirectional 20-inch pipeline, 16.11 miles (85,081 feet) in length, to transport gas originating at Platform A in Block 331, through Blocks 314, 313, 312, 311 all located in Vermilion Area, South Addition through Blocks 119, 118, 117, 116, 115 to Junction in Block 106, all located in South Marsh Island Area, South Addition. 
Pipeline Segment No. 4761
A bidirectional 24-inch pipeline, 17.99 miles (94,985 feet) in length, to transport gas originating at a Junction in South Marsh Island Area, South Addition Block 106, through South Marsh Island Area, South Addition Blocks 99, 98, 91, 82, 81, and 76, terminating at Platform C in  South Marsh Island Area Block 66.
"
G03459,02385,Williams Field Services - Gulf Coast Company LLC,8/31/1977,4/5/2010,RELQ,,
G03612,00178,"Gulf South Pipeline Company, LP",8/11/1977,3/23/2016,RELQ,,"A pipeline right-of-way 200-feet in width for the operation and maintenance of a 10 3/4-inch pipeline, 0.12 miles in length, to transport gas from Platform F to a 10-inch subsea tie-in with segment number 16042, all located in Eugene
Island Area Block 95."
G03613,00014,"Tennessee Gas Pipeline Company, L.L.C.",9/8/1977,5/3/1995,RELQ,,
G03614,03203,"Kinetica Partners, LLC",8/24/1977,,ACT,,"Pipeline Right-of-way (ROW) OCS-G 03614 is a 200-foot wide and approximately 6.78 miles (35,798 feet) long corridor associated with the 30-inch Pipeline Segment Number (PSN) 4753. The purpose of pipeline ROW OCS-G 03614 is to maintain and operate PSN 4753 and to transport gas from Platform C in Block 61, through Blocks 66 and 76 to a 30-inch subsea tie-in with PSN 1288 at location point: Latitude = 28.57591708 and Longitude = 91.97372331 in Block 75, all located in South Marsh Island Area."
G03616,02636,Fieldwood Energy SP LLC,9/8/1977,1/30/2017,RELQ,,"A pipeline right-of-way 200-feet in width for the operation and maintenance of a 6 5/8-inch pipeline, 1.92 miles in length, to transport gas and condensate from Platform A to a 12-inch subsea tie-in with segment number 1233, all located in Vemilion Area Block 60."
G03617,00176,"Texas Eastern Transmission, LP",10/18/1977,6/3/2004,RELQ,,
G03619,00011,"Transcontinental Gas Pipe Line Company, LLC",9/7/1977,,ACT,,"Pipeline Right-of-way (ROW) OCS-G03619 is a 200-foot wide and approximately .81 mile (4,298 feet) long corridor associated with the 12-inch Pipeline Segment No. (PSN) 4778. The purpose of the pipeline ROW OCS-G03619 is to maintain and operate PSN 4778 and to transport gas and oil originating at an 8-inch SSTI and terminating at a 26-inch SSTI, all located in Ship Shoal Area Block 65."
G03620,00176,"Texas Eastern Transmission, LP",10/18/1977,3/10/2005,RELQ,,
G03621,00208,Columbia Gulf Transmission Company,9/9/1977,7/10/2000,RELQ,,
G03622,00030,"Trunkline Gas Company, LLC",9/7/1977,8/22/1994,RELQ,,
G03623,00160,ANR PIPELINE COMPANY,10/7/1977,8/10/1995,EXP,,
G03624,01284,"W & T Offshore, Inc.",8/15/1977,5/12/2015,RELQ,,"Pipeline Right-of-way (ROW) OCS-G03624 is a 200-foot wide and approximately 3.87 miles (20,408 feet) long corridor associated with the 4-inch Pipeline Segment No. (PSN) 14803 and 6-inch PSN 14804. The purpose of the pipeline ROW OCS-G03624 is to maintain and operate PSN 14803 and PSN 14804 to transport gas originating at Caisson G in Block 90 terminating at Platform Fin Block 95, all in Eugene Island Area."
G03625,03262,"Kinetica Deepwater Express, LLC",12/16/1977,3/3/2015,RELQ,,"A Right-of-Way 200 feet in width for the maintenance and operation of a 16-inch pipeline, 10.07 miles in length, to transport gas from Platform A in Block A-309, across Blocks A-312, A-327, to a 30-inch subsea tie-in in Block A-332, all located in High Island Area, East Addition, South Extension."
G03626,00014,"Tennessee Gas Pipeline Company, L.L.C.",9/8/1977,7/6/2012,RELQ,,
G03627,02714,"Century Exploration New Orleans, LLC",11/18/1977,,ACT,,"Pipeline Right-of-way (ROW) OCS-G03627 is a 200-foot wide and approximately .41 miles (2,149 feet) long corridor associated with the 6-inch Pipeline Segment No. (PSN) 4815. The purpose of the pipeline ROW OCS-G03627 is to maintain and operate PSN 4815 and to transport gas originating at Platform A, terminating at a 10-inch SSTI all in Brenton Sound Area Block 53."
G03628,00030,"Trunkline Gas Company, LLC",12/1/1977,3/7/2012,RELQ,,
G03629,00208,Columbia Gulf Transmission Company,9/22/1977,4/17/1991,RELQ,,
G03630,00011,"Transcontinental Gas Pipe Line Company, LLC",10/7/1977,,ACT,,"Pipeline Right-of-way (ROW) OCS-G03630 is a 200-foot wide and approximately .37 mile (1,969 feet) long corridor associated with the 12-inch Pipeline Segment No. (PSN) 5378. The purpose of the pipeline ROW OCS-G03630 is to maintain and operate PSN 5378 and to transport gas originating at Platform J, terminating at a 12-inch SSTI, all located in Ship Shoal Area Block 72."
G03632,00282,"Dominion Exploration & Production, Inc.",8/12/1977,4/15/2005,RELQ,,
G03633,00014,"Tennessee Gas Pipeline Company, L.L.C.",11/23/1977,4/21/2011,RELQ,,
G03634,00011,"Transcontinental Gas Pipe Line Company, LLC",2/23/1978,8/22/1994,RELQ,,
G03635,02472,"Stingray Pipeline Company, L.L.C.",6/19/2015,3/4/2016,RELQ,,"A 200-foot wide right-of-way to operate and maintain a 16-inch pipeline, 0.93 mile long, to transport gas and condensate from a Flange connection with Segment No. 11913 to a 24-inch sub-sea tie-in with Segment No. 9691, all in West Cameron Area Block 616."
G03636,00032,Texas Gas Transmission LLC,12/7/1977,4/20/1998,RELQ,,
G03638,00014,"Tennessee Gas Pipeline Company, L.L.C.",12/16/1977,5/15/2011,EXP,,
G03639,00014,"Tennessee Gas Pipeline Company, L.L.C.",2/26/1998,2/26/1998,CNCL,,
G03640,00014,"Tennessee Gas Pipeline Company, L.L.C.",12/16/1977,8/22/1994,RELQ,,
G03641,00160,ANR PIPELINE COMPANY,2/23/1978,8/22/1994,RELQ,,
G03642,00160,ANR PIPELINE COMPANY,2/24/1978,2/5/1995,RELQ,,
G03643,03387,"Grand Isle Corridor, LP",12/16/1977,,ACT,,"Pipeline Right-of-way (ROW) OCS-G 03643 is a 200-foot wide and approximately 3.19 miles (16,822') long corridor associated with the 12 3/4-inch Pipeline Segment Number (PSN) 4840.  The purpose of pipeline ROW OCS-G 03643 is to maintain and operate PSN 4840 and to transport gas and oil from Platform L in Block 22 to the Federal/State boundary in Block 17, all located in Grand Isle Area."
G03644,03203,"Kinetica Partners, LLC",1/24/1978,,ACT,,"Pipeline Right-of-way (ROW) OCS-G 03644 is a 200-foot wide and approximately 20.21 miles (106,688 feet) long corridor associated with the 36-inch Pipeline Segment Number (PSN) 4858.  The purpose of pipeline ROW OCS-G 03644 is to maintain and operate PSN 4858 and to transport gas from the Central Gathering Platform (CGP) in Block 198, through Blocks 197, 178, 179, 172, 171, 156, 157, 158 to a 36-inch subsea tie-in with PSN 4082 at location point: X = 2,109,300 and Y = 21,907 in Block 145, all located in Ship Shoal Area."
G03645,00014,"Tennessee Gas Pipeline Company, L.L.C.",3/22/1978,8/22/1994,RELQ,,
G03646,02714,"Century Exploration New Orleans, LLC",3/1/1978,,ACT,,"Pipeline Right-of-way (ROW) OCS-G03646 is a 200-foot wide and approximately 6.98 miles (36,879 feet) long corridor associated with the 8-inch Pipeline Segment No. (PSN) 4957. The purpose of the pipeline ROW OCS-G03646 is to maintain and operate PSN 4957 and to transport oil originating at Platform A in Brenton Sound Area Block 53, through Brenton Sound Area Blocks 54, and 55, terminating at Platform D in Main Pass Area Block 42."
