SN_EOR_FK,SN_EOR_WELL_COMP,INTERVAL,COMP_LEASE_NUMBER,COMP_AREA_CODE,COMP_BLOCK_NUMBER,COMP_STATUS_CD
-182598,-27679,S1,G34536,GC,   40,POW
-184733,-28019,S1,G34467,MC,  943,OSI
-190753,-28040,S1,G00981,EI,  237,POW
-190913,-28042,S1,G00989,EI,  276,GLO
-190840,-28080,S2,G21534,WC,   57,PGW
-191755,-28145,S1,G27247,VK,  960,POW
-194060,-28172,S2,G16753,GC,  561,POW
-201155,-29795,S2,G01240,ST,   51,GLO
-199648,-29805,S2,G07962,MC,  806,POW
-201056,-29823,S1,G36951,VK, 1000,POW
-172131,-26029,S1,G01204,SM,   72,POW
-176797,-26913,S2,G01611,SP,   66,POW
-176949,-26936,S1,G25814,KC,  829,POW
-182337,-27659,S1,G15607,GC,  743,POW
-179692,-27674,S1,G09981,GC,  825,POW
-185773,-27970,S1,G01623,MP,   38,PGW
-187853,-27993,D2,G07746,SS,   58,PGW
-186693,-28078,S1,G00981,EI,  237,POW
-192554,-28221,S1,G20084,GC,  653,OSI
-199648,-29804,S1,G07962,MC,  806,POW
-201505,-30030,S1,G09896,MC,  899,POW
-201399,-30086,S1,G21447,KC,  919,POW
-201248,-30203,S1,G15607,GC,  743,POW
-202897,-30337,S1, 00392,GI,   37,POW
-173411,-26336,S1,G01146,VR,  245,PGW
-179393,-27418,S3,G08736,WD,  107,OSI
-179654,-27453,S1,G05868,MC,  809,WIW
-180415,-27497,S1,G12010,SS,  359,POW
-180667,-27579,S1,G09821,MC,  520,POW
-180635,-27584,S1,G12136,EW,  873,GLO
-181791,-27631,S2, 00310,SM,  223,PGW
-190414,-27990,S2,G22762,ST,  316,GLO
-191903,-28093,S3,G02937,WD,  109,POW
-192749,-28155,S1,G09883,MC,  854,POW
-197891,-28994,S4,G03197,MP,  120,PGW
-202145,-30376,S3,G09868,MC,  778,POW
-175083,-26609,S3,G14456,SM,  280,POW
-175055,-26634,S1,G01241,ST,   52,PGW
-195281,-28373,S1,G09821,MC,  520,POW
-196319,-28536,S1,G06093,GA,  209,POW
-196283,-28575,S1,G35864,GC,  389,POW
-200802,-29894,S1,G17565,AC,  857,POW
-173470,-26331,S2,G02893,EI,   24,GSI
-173888,-26333,S5,G02316,SM,  288,PGW
-173348,-26414,S6, 00577,EI,  208,OSI
-174495,-26439,S3,G02076,VR,  214,POW
-178165,-27106,S3,G28351,MC,   21,PGW
-177932,-27190,S1, 00386,ST,   23,WIW
-177950,-27192,S1,G26253,MC,  392,POW
-177208,-27202,S1,G22898,MC,  725,POW
-177179,-27264,S1,G09866,MC,  776,WIW
-178269,-27373,S1,G01036,SS,  269,PGW
-201802,-30100,S1,G37442,EI,  308,POW
-202098,-30261,S5,G02280,SM,  130,POW
-172253,-26041,S2,G01316,MP,  299,POW
-172441,-26046,S4,G09384,WC,   61,PGW
-174509,-26544,S7,G07917,EW,  306,PGW
-182793,-27697,S2,G15607,GC,  743,POW
-183473,-27784,S3,G35658,GC,  280,WIW
-183473,-27785,S2,G35658,GC,  280,WSW
-197497,-28725,S2,G01315,MP,  298,GLO
-196336,-28740,S1,G25142,GC,  385,POW
-197480,-28759,S2,G04231,SS,  181,PGW
-197318,-28783,S4,G12345,SS,   63,POW
-198190,-29017,S1,G26253,MC,  392,WIW
-198630,-29148,S1,G17565,AC,  857,POW
-199135,-29286,S1,G32504,GC,  432,POW
-199263,-29288,S1, 00461,ST,  134,POW
-200880,-29775,S2,G26313,GC,  468,GLO
-200981,-29777,S2,G01192,SM,   41,PGW
-172141,-26039,S5,G10736,EI,  187,PGW
-175190,-26558,S1,G24990,ST,  320,GSI
-177867,-27073,S2,G01240,ST,   51,GLO
-182477,-27682,S1,G11075,GC,  562,GLO
-180631,-27488,S1,G24101,MC,  726,POW
-182853,-27754,S4, 00060,SS,   72,PGW
-195335,-28320,S1,G14342,WC,  544,GLO
-201215,-29789,S2,G02115,EI,  330,POW
-201475,-30016,S1,G24064,MC,  255,OSI
-172567,-26070,S3,G02324,EI,  361,POW
-172267,-26098,S1,G16783,GC,  727,OSI
-175155,-26639,S1, 00387,ST,   24,OSI
-181729,-27641,S1,G33757,MC,  782,POW
-201926,-30118,S1,G04127,MP,  313,POW
-174334,-26459,D1, 00810,EI,  246,GSI
-174455,-26464,S4, 00821,SS,  183,PGW
-174239,-26473,S1,G02193,MP,  140,POW
-173943,-26482,S1,G21444,KC,  875,POW
-174513,-26490,S2,G14342,WC,  544,POW
-173156,-26505,S1,G07962,MC,  806,POW
-198842,-29184,S2,G05900,GC,  109,POW
-200650,-30007,S1,G22868,MC,  300,POW
-202020,-30135,S1,G34441,MC,  521,POW
-202026,-30180,S1,G37169,EI,  315,POW
-202298,-30346,S3,G28100,GC,  869,WIW
-172495,-26088,S6,G02076,VR,  214,POW
-172447,-26093,S3,G06655,EC,  346,OSI
-171732,-26104,S1,G12355,SS,  198,POW
-174097,-26487,S3,G03959,SA,   13,PGW
-174407,-26501,S2,G34266,SM,   71,GLO
-178509,-27209,S1,G01146,VR,  245,PGW
-178388,-27219,S2,G10687,VR,  362,PGW
-179169,-27406,S1,G07958,MC,  763,GLO
-195234,-28302,S2, 00830,SS,  229,POW
-199776,-29479,S3,G27277,MC,  503,POW
-201390,-29983,S1,G25098,MC,  546,POW
-173588,-26563,S1,G12010,SS,  359,POW
-178667,-27210,S3,G05825,MC,  109,GLO
-178646,-27211,S2,G05825,MC,  109,GLO
-179651,-27411,S1,G01614,SP,   70,POW
-179370,-27474,S1,G21790,GC,  338,POW
-198715,-29145,S1,G32504,GC,  432,POW
-198831,-29175,S1,G01572,ST,  189,PGW
-201348,-29875,S3,G01316,MP,  299,GLO
-201868,-30314,S2,G17921,VR,  356,POW
-202928,-30317,S1,G02118,EI,  338,POW
-174334,-26460,D3, 00810,EI,  246,PGW
-173633,-26488,S1,G11080,GC,  644,POW
-175452,-26685,S2,G07995,GC,  158,POW
-176590,-26865,S3,G02937,WD,  109,PGW
-173853,-26338,S2, 00457,ST,  131,POW
-201635,-30269,S4,G07995,GC,  158,POW
-173609,-26390,S2,G12136,EW,  873,POW
-173671,-26431,S1,G04903,MP,   30,POW
-178029,-27092,D2, 00792,SM,  108,PGW
-177956,-27102,S1,G01248,ST,  161,POW
-177989,-27122,S3,G16500,MP,  138,POW
-178887,-27291,S1,G12209,GC,  200,POW
-197756,-28847,S2,G00981,EI,  237,POW
-174914,-26538,S2,G10942,VK,  823,PGW
-175447,-26667,S1,G01241,ST,   52,POW
-176709,-27078,S1,G07963,MC,  807,POW
-179729,-27458,S4, 00841,WD,  104,GLO
-180227,-27460,S2,G01241,ST,   52,GLO
-179894,-27614,S1, 00310,SM,  223,POW
-181728,-27610,S2,G15607,GC,  743,POW
-188973,-28189,S1,G14658,MC,  822,POW
-200469,-29628,S1,G05646,ST,  295,GLO
-173454,-26229,S5,G06069,BA,  491,PGW
-175951,-26718,S3,G00983,EI,  252,POW
-175289,-26732,S1,G15565,GC,  248,POW
-174810,-26782,S2,G01019,SS,  182,POW
-175853,-26804,S2, 00829,SS,  219,POW
-176559,-26977,S3,G21444,KC,  875,POW
-177511,-27014,S5, 00821,SS,  183,PGW
-194969,-28258,S3,G33636,EI,  314,POW
-174787,-26547,S3, 00775,VR,  131,GSI
-175139,-26551,S1,G31498,MC,  427,POW
-178888,-27412,S1,G20351,WR,  584,OSI
-180167,-27451,S1,G33701,VK,  999,POW
-180654,-27495,D4, 00792,SM,  108,PGW
-201785,-30076,S2,G09982,GC,  826,WIW
-202017,-30110,S1,G25098,MC,  546,POW
-202017,-30111,S2,G25098,MC,  546,POW
-172968,-26260,S1,G09873,MC,  810,WIW
-173435,-26264,S4, 00438,EI,  175,GSI
-173493,-26266,D3, 00134,GI,   48,POW
-175093,-26536,S2,G21447,KC,  919,POW
-172615,-26232,S1,G12136,EW,  873,POW
-173699,-26233,S1,G02115,EI,  330,GLO
-175402,-26717,S3,G01316,MP,  299,POW
-176088,-26776,S1,G10638,EC,  328,POW
-180589,-27681,S2,G21790,GC,  338,POW
-186293,-27976,S2,G07917,EW,  306,POW
-200816,-29699,D1,G02115,EI,  330,POW
-201719,-30012,S4,G02115,EI,  330,GLO
-176159,-26858,S3,G06893,VK,  912,PGW
-173175,-26177,S2,G03197,MP,  120,PGW
-171425,-26262,S2,G01967,MP,  153,POW
-173600,-26263,S1,G01240,ST,   51,POW
-189673,-28160,S1,G11080,GC,  644,POW
-201923,-30117,S5,G02705,HI,A 547,PGW
-172290,-26094,S1,G01240,ST,   51,POW
-173207,-26224,S4,G01084,WD,   74,GLO
-189353,-28073,S2,G10794,SS,  301,OSI
-201202,-29811,S1,G21776,MC,  682,POW
-202151,-30146,S1,G00981,EI,  237,GLO
-199620,-29374,S1,G01623,MP,   38,POW
-200483,-29637,S1,G05800,EW,  826,GLO
-200429,-29659,S1,G02625,ST,   37,POW
-201315,-30031,S1,G00983,EI,  252,PGW
-202941,-30492,S1,G17016,WR,  759,OSI
-203341,-30495,S2,G15607,GC,  743,POW
-203381,-30496,S1,G01316,MP,  299,POW
-176301,-26887,S1,G24910,EI,  275,PGW
-182925,-27829,S1,G17565,AC,  857,POW
-183553,-27928,S1,G17561,AC,  813,POW
-197452,-28819,S1,G09771,MC,   28,POW
-197323,-28821,S4,G02280,SM,  130,GLO
-197447,-28865,S1,G32504,GC,  432,POW
-189173,-28177,S3,G02572,VR,  331,PGW
-198844,-29558,S1,G16942,WR,   29,WIW
-200278,-29625,S1, 00387,ST,   24,POW
-192273,-28097,S1,G35658,GC,  280,WIW
-196407,-28672,S1,G10350,GB,  386,POW
-196748,-28673,S1,G07957,MC,  762,POW
-201010,-29732,S4,G01316,MP,  299,GLO
-200785,-29834,S1,G34992,GC,  563,OSI
-203436,-30509,S2, 00166,ST,   23,POW
-174388,-26468,S3,G03197,MP,  120,PGW
-174493,-26514,D5,G22621,VR,  127,OSI
-183974,-27864,S3, 00386,ST,   23,POW
-184853,-27896,S1,G04452,EI,  182,PGW
-184315,-27897,S1,G12136,EW,  873,POW
-175568,-26741,S4,G01316,MP,  299,OSI
-176535,-26882,S1,G21447,KC,  919,POW
-176031,-26883,D1,G07917,EW,  306,POW
-202295,-30197,S1,G33757,MC,  782,POW
-192153,-28461,S1,G19996,MC,  773,POW
-196985,-28619,S4,G02076,VR,  214,PGW
-195282,-28317,S2,G34266,SM,   71,POW
-195314,-28475,D1,G14385,EC,  349,POW
-201119,-29829,S3,G05006,HI,   22,PGW
-184333,-27838,S2,G01194,SM,   58,POW
-181169,-27846,D2,G05809,EW,  988,POW
-183475,-27857,S1,G32654,KC,  918,POW
-175913,-26693,S2,G35325,MC,  257,POW
-174173,-26770,D1,G16549,VK,  822,GSI
-174173,-26771,D2,G16549,VK,  822,PGW
-175851,-26823,S1,G08241,GB,  426,PGW
-176869,-26879,S1,G17565,AC,  857,POW
-199017,-29181,S2,G33608,VR,  342,POW
-198956,-29198,S1,G01634,MP,  144,POW
-196546,-28603,S3,G13943,GI,  110,PGW
-196459,-28710,S1,G07963,MC,  807,POW
-197853,-28935,S1,G04909,MP,   64,POW
-180348,-27499,S1,G24878,SM,  192,POW
-179510,-27503,S1,G26253,MC,  392,POW
-178191,-27525,S1,G09883,MC,  854,GLO
-180110,-27510,S4,G23736,WC,   73,PGW
-180413,-27551,D4,G00989,EI,  276,GSI
-194794,-28284,S1,G10741,EI,  253,WIW
-181387,-27569,S1,G25852,DC,  353,POW
-194794,-28285,S2,G10741,EI,  253,WSW
-190839,-28021,S1,G00989,EI,  276,POW
-198263,-29270,S1,G09771,MC,   28,POW
-196026,-28517,S1,G07923,MC,   27,PGW
-196596,-28580,S3,G01316,MP,  299,POW
-197193,-29012,S1,G12136,EW,  873,POW
-174216,-26341,S2,G07998,GC,  202,POW
-174167,-26345,S2,G02118,EI,  338,POW
-173371,-26351,S2,G15050,WC,   33,GLO
-174079,-26354,S1,G01955,VR,  265,GLO
-176152,-27025,S1,G26254,MC,  393,POW
-177048,-27031,S2,G04452,EI,  182,WSW
-183373,-27776,S1,G09982,GC,  826,POW
-183394,-27778,S6,G03336,ST,   35,PGW
-182396,-27779,S1,G12136,EW,  873,GLO
-182557,-27839,S1,G15607,GC,  743,POW
-179450,-27501,S2,G02118,EI,  338,POW
-180511,-27527,S3,G33140,EW,  790,POW
-180655,-27560,S1,G12210,GC,  201,POW
-179574,-27562,S1,G21785,GC,  141,PGW
-179457,-27606,D6, 00593,SS,  198,PGW
-187834,-27968,S2,G01316,MP,  299,POW
-182554,-27725,S2, 00182,WD,   70,POW
-200781,-30038,S1,G31195,AC,  728,OSI
-169835,-26121,S1,G26313,GC,  468,POW
-184955,-27859,S2,G00983,EI,  252,POW
-198833,-29289,S3,G35385,GC,   21,POW
-200616,-29754,S1,G21245,WR,  678,WIW
-182575,-27676,S3, 00457,ST,  131,POW
-183354,-27773,S3, 00457,ST,  131,POW
-172225,-26062,S2,G02324,EI,  361,POW
-171750,-26064,S4,G26144,SP,   74,PGW
-172600,-26167,S1,G03776,SM,  106,POW
-176037,-26800,S1,G01241,ST,   52,POW
-176510,-26826,S1,G33242,GC,  281,POW
-179089,-27335,S5,G12951,SS,  227,PGW
-182188,-27656,S2,G16644,MC,  728,POW
-196031,-28486,S1,G01316,MP,  299,POW
-196235,-28487,S2,G01134,VR,  191,PGW
-198828,-29134,S2,G33757,MC,  782,POW
-173130,-26613,S1,G26313,GC,  468,OSI
-175156,-26720,S1,G16641,MC,  696,OSI
-175900,-26760,D5,G22738,ST,   75,PGW
-175864,-26761,S2,G01984,SS,  225,POW
-176793,-26881,S2, 00050,EI,  120,PGW
-177249,-27034,S2,G01666,MP,  289,PGW
-178636,-27259,S2,G09514,VR,  332,POW
-177959,-27365,S1,G11075,GC,  562,POW
-178479,-27428,S2, 00456,ST,  130,POW
-196395,-28568,S2,G06093,GA,  209,PGW
-196021,-28574,S1,G36704,EW,  921,POW
-198417,-29117,S3,G16644,MC,  728,POW
-199024,-29197,S2,G12136,EW,  873,POW
-200639,-29833,S1,G24084,MC,  502,OSI
-172211,-26360,S1,G24060,MC,  215,POW
-173634,-26509,S2,G02893,EI,   24,PGW
-175269,-26612,S3, 00830,SS,  229,GLO
-172787,-26690,D6, 00347,SS,   27,PGW
-176672,-26950,S1,G00989,EI,  276,PGW
-178591,-27253,S1,G00989,EI,  276,WIW
-178668,-27286,S5,G06893,VK,  912,PGW
-178930,-27287,S1,G18292,MC,  800,POW
-181407,-27629,S1,G31498,MC,  427,POW
-202035,-30266,S3,G02280,SM,  130,POW
-171729,-26023,S2,G07975,MC,  934,POW
-171720,-25965,S3,G33636,EI,  314,GLO
-172142,-26032,S5, 00438,EI,  175,POW
-173567,-26247,S3,G27966,MP,  180,PGW
-179148,-27319,S3,G02625,ST,   37,POW
-174295,-26421,S1,G13964,MP,  122,PGW
-179752,-27381,S3,G07995,GC,  158,POW
-195596,-28408,S1,G36207,EI,  254,POW
-191315,-28223,S1,G19409,AC,  815,POW
-176876,-26937,S1,G32301,MC,  199,POW
-172071,-26317,S1,G25814,KC,  829,OSI
-174083,-26322,S2,G16647,MC,  772,GLO
-173889,-26364,S1,G01146,VR,  245,POW
-173566,-26374,S1,G11080,GC,  644,OSI
-183355,-27845,S2, 00595,ST,   24,PGW
-183708,-27886,S1,G19409,AC,  815,POW
-201590,-30056,S1,G00983,EI,  252,POW
-199038,-30094,S2,G01194,SM,   58,GLO
-171068,-26196,S1,G20082,GC,  640,OSI
-171672,-26409,S3,G02592,SM,  149,OSI
-173372,-26245,S4,G03959,SA,   13,GLO
-183357,-27863,S2, 00387,ST,   24,GLO
-196962,-28708,S1,G16942,WR,   29,OSI
-203031,-30434,S6,G12951,SS,  227,PGW
-202856,-30458,S1,G31534,MC,  940,OSI
-173369,-26211,S3,G02076,VR,  214,POW
-190598,-28006,S1,G33757,MC,  782,POW
-192053,-28168,S3, 00069,SS,  119,POW
-193733,-28274,S2,G07963,MC,  807,POW
-199562,-29391,S1,G36119,EI,  325,POW
-199802,-29393,D3,G02115,EI,  330,OSI
-199898,-29394,S2,G01134,VR,  191,PGW
-203392,-30512,S1,G10741,EI,  253,POW
-172992,-26162,S1,G09771,MC,   28,POW
-173299,-26172,S1,G06894,VK,  915,OSI
-172889,-26195,S1,G01083,WD,   73,POW
-185933,-27940,S2,G01248,ST,  161,POW
-202097,-30231,S1,G07963,MC,  807,OSI
-202354,-30299,S1,G19966,MC,  562,POW
-202618,-30353,S3,G02061,EC,  321,GSI
-202795,-30482,S1,G05868,MC,  809,OSI
-203601,-30519,D4,G02587,SM,  128,GLO
-203338,-30522,S2,G07963,MC,  807,OSI
-172070,-26057,D2,G01083,WD,   73,POW
-173941,-26362,S4,G12951,SS,  227,PGW
-203101,-30388,S8,G08736,WD,  107,POW
-187534,-28010,S1,G01295,MP,   37,PGW
-173329,-26479,S2,G14658,MC,  822,POW
-198672,-29067,S1,G19997,MC,  775,POW
-199967,-29555,S1,G34966,GC,   39,POW
-197900,-28972,S1,G21447,KC,  919,POW
-200325,-29563,S4, 00386,ST,   23,POW
-191873,-28135,S4,G21592,VR,   71,PGW
-195841,-28427,S1,G03229,GA,  192,PGW
-195937,-28447,S1,G10741,EI,  253,POW
-199085,-29336,S1,G03197,MP,  120,POW
-191697,-28146,S1,G00983,EI,  252,POW
-176971,-26905,S5, 00577,EI,  208,POW
-180828,-27646,S1,G07963,MC,  807,GLO
-180888,-27690,S6,G08736,WD,  107,OSI
-183115,-27748,S3,G21790,GC,  338,POW
-182189,-27833,S1,G07957,MC,  762,POW
-185173,-27899,S2,G19974,MC,  613,PGW
-185793,-27916,S1,G01248,ST,  161,POW
-195613,-28366,S7,G08736,WD,  107,POW
-195296,-28367,S1,G01316,MP,  299,POW
-196101,-28450,S3,G01248,ST,  161,PGW
-196100,-28474,S3, 00821,SS,  183,PGW
-196176,-28547,S1,G10741,EI,  253,WIW
-197125,-28917,S1,G36201,VR,  385,POW
-200862,-29684,S2,G02118,EI,  338,POW
-200928,-29731,S3,G01317,MP,  300,POW
-192133,-28091,S5,G02076,VR,  214,POW
-200929,-29710,S1,G09982,GC,  826,POW
-200830,-29717,S2,G32265,MP,  308,POW
-200378,-29719,S1,G36061,GC,  944,OSI
-174235,-26353,S3,G02118,EI,  338,POW
-173852,-26356,S2,G02925,PL,   10,PGW
-175896,-26869,S1,G35823,MC,  430,POW
-196094,-28635,S1,G07963,MC,  807,POW
-171712,-25987,S1,G02625,ST,   37,POW
-190417,-28110,S1, 00378,MP,   58,PGW
-200465,-29615,S1,G18421,GC,  683,OSI
-203532,-30514,S2,G01194,SM,   58,GLO
-176427,-26890,S3,G23736,WC,   73,PGW
-200832,-29673,S1,G33757,MC,  782,POW
-200775,-29687,S3, 00457,ST,  131,GLO
-200804,-29690,S4, 00457,ST,  131,GLO
-175132,-26588,S3,G01316,MP,  299,POW
-175448,-26625,S2,G24064,MC,  255,POW
-195862,-28370,S1,G03229,GA,  192,PGW
-196110,-28443,S2, 00830,SS,  229,PGW
-197097,-28654,S7,G02316,SM,  288,PGW
-171627,-25881,S1, 00830,SS,  229,POW
-171420,-25919,S3,G01146,VR,  245,PGW
-171127,-25920,S1,G34266,SM,   71,POW
-171491,-25927,S2,G01315,MP,  298,POW
-171747,-25928,S3,G06280,EB,  165,GLO
-173015,-26323,S1,G21447,KC,  919,OSI
-178734,-27318,S1,G24059,MC,  214,POW
-178649,-27576,S1,G16987,WR,  425,POW
-180770,-27619,S1,G12166,MC,  765,OSI
-181948,-27636,S6,G13928,ST,   30,POW
-176173,-27111,S1,G18292,MC,  800,POW
-179175,-27298,S3,G01210,SM,   78,PGW
-178829,-27309,S1,G33701,VK,  999,OSI
-179024,-27333,S1, 00346,SS,   28,PGW
-179469,-27343,S2,G33636,EI,  314,POW
-179330,-27356,S5,G03336,ST,   35,PGW
-179233,-27383,S1,G01316,MP,  299,GLO
-196079,-28479,S3,G04940,GC,   18,POW
-175148,-26715,S2,G07493,GB,  427,PGW
-175888,-26837,S1,G31534,MC,  940,OSI
-176509,-26902,D4,G02061,EC,  321,GLO
-173385,-26347,S1,G10942,VK,  823,PGW
-174494,-26550,S1,G07493,GB,  427,PGW
-178291,-27169,S6, 00438,EI,  175,GLO
-202612,-30507,S2, 00386,ST,   23,WSW
-174837,-26557,S1,G32654,KC,  918,OSI
-175198,-26605,S3,G01316,MP,  299,POW
-186753,-27942,S2, 00457,ST,  131,POW
-143492,-21476,S3, 00374,MP,   41,PGW
-143804,-21748,S3,G01241,ST,   52,POW
-155020,-23050,S2,G01316,MP,  299,POW
-163805,-24214,S1,G01083,WD,   73,POW
-169469,-25559,S2,G01106,WD,  133,GLO
-169913,-25587,S6,G24924,SS,  111,PGW
-133780,-19673,S3, 00374,MP,   41,GLO
-133156,-19745,S7,G02895,EI,   58,PGW
-134168,-19852,S2, 00367,WD,   32,GLO
-130768,-19869,S2,G01228,SS,  208,POW
-133404,-19870,S1,G12355,SS,  198,POW
-135232,-19923,S1,G17981,EI,  183,PGW
-135818,-20069,S4,G01240,ST,   51,PGW
-132512,-20109,S1,G25017,MP,   60,POW
-135772,-20114,S2,G19931,MC,  243,PGW
-127494,-20314,S5,G03793,GI,   83,PGW
-135915,-20334,S2,G01874,WD,   80,GLO
-137213,-20438,S1, 00019,ST,   54,GLO
-137212,-20481,S2,G01182,SM,   11,PGW
-137141,-20514,S2,G05825,MC,  109,POW
-154197,-22954,S1,G01315,MP,  298,POW
-154193,-22956,S1,G01192,SM,   41,GLO
-153599,-22971,D3,G27949,GI,   70,GSI
-154795,-23149,D5,G15277,SS,   79,PGW
-156506,-23243,S2, 00367,WD,   32,GLO
-150954,-23248,S1,G24990,ST,  320,POW
-156023,-23250,S1,G01316,MP,  299,POW
-155901,-23338,S1,G33636,EI,  314,POW
-157132,-23340,S3,G10638,EC,  328,GLO
-151852,-23380,D2,G33757,MC,  782,OSI
-168512,-25288,S2, 00577,EI,  208,POW
-168788,-25292,S2,G00989,EI,  276,PGW
-168151,-25325,S1,G12010,SS,  359,PGW
-168696,-25339,S3,G01865,EI,   64,PGW
-168775,-25341,S3,G01189,SM,   29,POW
-170601,-25748,S1,G04452,EI,  182,POW
-170702,-25758,S1,G02625,ST,   37,POW
-170074,-25776,S2,G04832,MP,  108,PGW
-170907,-25788,D4,G10752,EI,  354,OSI
-133735,-19737,S3,G24425,HI,A 353,PGW
-134409,-20025,S1,G01240,ST,   51,GLO
-134675,-20048,S5,G07619,WC,  401,PGW
-131866,-20127,S1,G07957,MC,  762,POW
-134433,-20178,S3,G02940,SP,   57,PGW
-135484,-20181,S1,G02625,ST,   37,OSI
-134489,-20201,S1,G14668,GC,  108,POW
-144227,-21995,D1, 00827,SS,  209,PGW
-144227,-21996,D2, 00827,SS,  209,GLO
-148731,-22228,S2,G02118,EI,  338,POW
-145592,-22234,D1,G02047,EC,  272,POW
-150491,-22633,S4,G01208,SM,   76,PGW
-151191,-22638,S2,G07944,MC,  429,POW
-151751,-22737,S1, 00827,SS,  209,PGW
-153701,-22892,S1, 00310,SM,  217,GSI
-154839,-23009,S1, 00419,SS,  150,GIW
-155140,-23132,S2,G02625,ST,   37,PGW
-154935,-23171,D1,G01091,WD,   92,GLO
-154935,-23172,D2,G01091,WD,   92,GLO
-155822,-23217,S3,G02940,SP,   57,GLO
-164466,-24559,S3, 00180,WD,   68,PGW
-133069,-19728,S4,G09184,EB,  643,POW
-138737,-20594,S2,G00989,EI,  276,GSI
-139755,-20706,S2,G06655,EC,  346,GLO
-139318,-20728,S3,G04895,WD,   85,PGW
-140074,-20958,S1,G10440,DC,   48,PGW
-142001,-21107,S1,G05052,SP,   83,PGW
-142706,-21168,S1,G33636,EI,  314,GLO
-141459,-21385,S3,G34025,HI,  117,GSI
-142278,-21398,S2,G26144,SP,   74,PGW
-143366,-21539,D1, 00026,WD,   30,POW
-143928,-21552,S4, 00374,MP,   41,PGW
-143507,-21554,S3,G24130,MC,  942,POW
-143362,-21658,D2, 00385,WD,   29,GLO
-140954,-21737,S1, 00762,WC,  176,POW
-143684,-21790,S3,G02112,EI,  315,GSI
-143869,-21934,S1, 00829,SS,  219,PGW
-145493,-22351,S2,G12166,MC,  765,GLO
-148388,-22412,S1,G01083,WD,   73,POW
-137020,-20175,S2, 00462,ST,  135,PGW
-132381,-20194,S1,G32744,HI,   21,GSI
-137267,-20243,S2,G02391,HI,A 571,POW
-135109,-20244,S1,G16624,MC,  583,OSI
-136719,-20270,S1,G13645,WD,  122,POW
-136998,-20291,D2,S01423,ST,   21,GLO
-136558,-20293,S2, 00830,SS,  229,GLO
-136294,-20302,S1,G00980,EI,  231,PGW
-136920,-20313,S1,G02118,EI,  338,POW
-128615,-20337,S5,G03793,GI,   83,PGW
-140683,-21482,S1,G02587,SM,  128,GLO
-143040,-21460,S5,G03811,EI,  108,PGW
-144609,-21671,S1,G05868,MC,  809,GLO
-144491,-21794,S5, 00438,EI,  175,PGW
-145289,-22066,S1, 00310,SM,  217,OSI
-146277,-22142,D2, 00385,WD,   29,PGW
-147659,-22198,S1,G20605,MU,  726,OSI
-146528,-22378,S2,G11881,VR,  279,PGW
-148684,-22428,S1,G31349,VR,  282,POW
-148643,-22527,S1, 00369,BM,    2,POW
-148704,-22531,S1,G01039,SS,  274,PGW
-150009,-22539,S1,G04127,MP,  313,POW
-152673,-22734,S1,G15607,GC,  743,POW
-153317,-22814,S3,G05646,ST,  295,POW
-148791,-22855,S1,G32303,MC,  208,OSI
-132133,-19616,S2,G02359,HI,A 446,GSI
-132490,-19617,D1,G02625,ST,   37,POW
-132490,-19618,D2,G02625,ST,   37,POW
-133427,-19893,S1,G01083,WD,   73,POW
-135149,-19899,S1,G18402,GC,  608,POW
-134911,-19931,S1,G11080,GC,  644,POW
-131647,-19933,S1,G20085,GC,  654,WIW
-133829,-19939,D2,G01034,SS,  266,POW
-133325,-19946,S2,G01230,SS,  215,POW
-133892,-19949,S3,G02587,SM,  128,POW
-131757,-19964,S1,G10794,SS,  301,OSI
-134528,-19969,S4, 00827,SS,  209,PGW
-139017,-20572,S4,G22678,EI,  303,PGW
-139011,-20606,S1, 00831,SS,  230,POW
-135958,-20608,S2,G01088,WD,   89,PGW
-138837,-20611,S4,G01523,SS,  207,PGW
-138736,-20616,S1, 00390,GI,   26,POW
-138536,-20651,S1,G02111,EI,  314,GLO
-142740,-21448,S1,G05431,VR,  252,GSI
-143704,-21521,S1, 00166,ST,   23,POW
-142186,-21652,S1,G17565,AC,  857,POW
-142885,-21655,S1,G02323,EI,  360,GSI
-144455,-21716,S1,G27083,SM,   50,GSI
-140476,-21850,S1,G06893,VK,  912,PGW
-145288,-21908,S3,G02757,HI,A 382,POW
-143768,-21945,S1,G07976,MC,  935,OSI
-147942,-22149,S3,G01580,GI,   32,PGW
-148384,-22265,S6, 00066,SS,  112,PGW
-149511,-22407,S2, 00385,WD,   29,PGW
-133585,-19995,S1,G21592,VR,   71,GSI
-134708,-20027,S1, 00026,WD,   30,PGW
-134513,-20346,S1,G05825,MC,  109,GLO
-137219,-20356,S2,G10780,SS,  243,POW
-138234,-20366,S2,G05006,HI,   22,PGW
-135171,-20368,S3,G05800,EW,  826,POW
-134817,-20369,S1,G24980,ST,  220,GSI
-138055,-20372,S3, 00518,HI,  140,GLO
-136000,-20390,S1,G01083,WD,   73,POW
-136185,-20391,S6, 00466,EI,   77,PGW
-132337,-20394,S9, 00466,EI,   77,PGW
-143503,-21598,S1,G33388,PN,  975,GSI
-144072,-21614,S1,G33636,EI,  314,OSI
-144046,-21615,S2, 00370,BM,    3,POW
-143145,-21616,S1,G22898,MC,  725,OSI
-143703,-21619,S3,G02445,VK,  900,POW
-141642,-21624,S1,G01241,ST,   52,PGW
