SN_APD_FK,SN_ATTACHMENT_BLOB_FK,ATT_NAME,ATT_EXTENSION
-2997,-93472,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2997,-93473,Proposed Wellbore Schematic,pdf
-2997,-93474,Engineering Calculation,pdf
-2997,-93475,BOP & Diverter Schematics with Operating Procedures,pdf
-2997,-93476,"7-5/8"" LINER",pdf
-2997,-93477,"ENSCO 74 DIVERTER DESCRIPTION (MMS), REVISED",pdf
-2997,-93478,WAIVERS,pdf
-2997,-93479,"7-5/8"" & 5.5 LINER CEMENT VOLUME",pdf
-2997,-93480,PUBLIC INFORMATION - LOCATION PLAT,pdf
-2997,-93481,5.5 LINER,pdf
-2997,-93482,RENTAL BOP,pdf
-2997,-93483,APD FORM,pdf
-2997,-93484,DIVERTER,pdf
-2997,-93485,CEMENT CALCULATIONS,pdf
-3045,-95631,Proposed Well Location Plat,pdf
-3045,-95632,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-3045,-95633,Directional Program,pdf
-3045,-95656,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-3045,-95655,Proposed Wellbore Schematic,pdf
-3045,-95654,Engineering Calculation,pdf
-3045,-95637,BOP & Diverter Schematics with Operating Procedures,pdf
-3045,-95638,<H2S CONTINGENCY PLAN>,pdf
-3045,-95639,<MO 946 COMPLIANCE PLAN FOR NTL2006-G09>,pdf
-3050,-100952,Proposed Well Location Plat,pdf
-3050,-100940,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-3050,-99082,Directional Program,pdf
-3050,-100941,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-3050,-113524,Proposed Wellbore Schematic,pdf
-3050,-113528,Engineering Calculation,pdf
-3050,-100942,Departure List,pdf
-3050,-116035,BOP & Diverter Schematics with Operating Procedures,pdf
-3050,-116107,U.S. Coast Guard Certificate,pdf
-3049,-95837,Supplemental APD,pdf
-3051,-96028,Application for Permit to Drill,PDF
-2739,-84054,Proposed Well Location Plat,pdf
-2739,-84046,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2739,-83976,Directional Program,pdf
-2739,-83977,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2739,-83978,Proposed Wellbore Schematic,pdf
-2739,-84047,Engineering Calculation,pdf
-2739,-84049,Departure List,pdf
-2739,-83995,Rig Picture and Drawing,pdf
-2739,-83983,PLUS 10 VALVE DRAWING,pdf
-2770,-85425,H2S plan,pdf
-2770,-85426,stress check calculations,pdf
-2793,-86249,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2792,-86191,Proposed Well Location Plat,pdf
-2792,-86205,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2792,-86193,Directional Program,pdf
-2792,-86194,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2792,-86195,Proposed Wellbore Schematic,pdf
-2792,-86196,Engineering Calculation,pdf
-2792,-86197,Departure List,pdf
-2792,-86198,BOP & Diverter Schematics with Operating Procedures,pdf
-2792,-86199,Current Wellbore Schematic,pdf
-2792,-86200,Current Monitoring,pdf
-2792,-86201,APD Supplemental Spreadsheet,pdf
-2797,-86352,MMS 123S,pdf
-2797,-86350,Current Well Bore Schematic,pdf
-2797,-86351,Proposed Well Bore Schematic,pdf
-2797,-86353,Casing Design,pdf
-2758,-86363,NTL 2006-G09,pdf
-2964,-92713,Engineering Calculation,pdf
-2964,-95073,BOP & Diverter Schematics with Operating Procedures,pdf
-3063,-96291,U.S. Coast Guard Certificate,pdf
-3063,-96292,H2S Plan,pdf
-3061,-96326,WC 283 EPA LOI Ltr,pdf
-3063,-96320,spreadsheet,pdf
-3063,-96295,Plus 10,pdf
-3063,-96296,public plat,pdf
-3063,-96317,general drilling program,pdf
-3061,-96324,WC 283 #1 Barite Sack Calculations,pdf
-3065,-100140,Proposed Well Location Plat,pdf
-3065,-112694,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-3065,-100141,Directional Program,pdf
-3065,-112680,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-3065,-112633,Proposed Wellbore Schematic,pdf
-3063,-96290,BOP & Diverter Schematics with Operating Procedures,pdf
-3065,-112695,Engineering Calculation,pdf
-3065,-112622,Departure List,pdf
-3061,-96302,WC 283 #1 Compliance NTL 2006 G09 Blake 303,pdf
-3061,-96304,WC 283 #1 Proposed Logging Program,pdf
-3065,-112632,BOP & Diverter Schematics with Operating Procedures,pdf
-2976,-93433,EC 73 B4 Geological attachments,pdf
-2979,-93509,Application for Permit to Drill,PDF
-2667,-93562,Application for Permit to Drill,PDF
-2995,-93567,Application for Permit to Drill,PDF
-2637,-80263,Supp APD Information Sheet,pdf
-2736,-83858,Engineering Calculation,pdf
-2736,-83856,BOP & Diverter Schematics with Operating Procedures,pdf
-2736,-83838,Cross Section,pdf
-2738,-84071,NOI for EPA NPDES Coverage,pdf
-2738,-84074,Additional Safety Remarks,pdf
-2747,-84325,Proposed Well Location Plat,pdf
-2747,-84326,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2747,-84327,Directional Program,pdf
-2747,-84328,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2747,-84329,Proposed Wellbore Schematic,pdf
-2747,-84398,Engineering Calculation,pdf
-2747,-84331,Departure List,pdf
-2747,-84332,BOP & Diverter Schematics with Operating Procedures,pdf
-2747,-84334,G&G data,pdf
-2808,-86782,Application for Permit to Drill,PDF
-2827,-87505,WC 254 NTL 2006-G09_2006 Hurricane Season,pdf
-3553,-117501,Safe Welding Area Drawing,pdf
-3553,-117502,ABS/DNV Certificate,pdf
-3553,-117503,Engineering Calculation,pdf
-3553,-117504,Departure List,pdf
-3553,-117505,BOP & Diverter Schematics with Operating Procedures,pdf
-3553,-117506,U.S. Coast Guard Certificate,pdf
-3553,-117507,Estimate Bottomhole Temperature Information 7 27 06,pdf
-3553,-117508,Revised MMS 123S 8 29 06,pdf
-3553,-117509,Shallow Gas Blowout Rig Move Contingency,pdf
-3553,-117510,MMS 123S Attachment,pdf
-3553,-117511,Station Keeping Table - Moored Rigs,pdf
-3553,-117512,Shallow Gas Contingency,pdf
-3553,-117513,8 14 06 Corrected API 95F,pdf
-3553,-117514,Ocean Valiant API 95F Mooring Information 8 14 06,pdf
-3553,-117515,Station Keeping Text- Moored Rigs,pdf
-3553,-117516,High Current Procedure,pdf
-3434,-111363,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-3434,-111366,Directional Program,pdf
-3434,-111375,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-3434,-111365,Proposed Wellbore Schematic,pdf
-3434,-111364,Engineering Calculation,pdf
-3434,-111367,BOP & Diverter Schematics with Operating Procedures,pdf
-3434,-111372,U.S. Coast Guard Certificate,pdf
-3436,-117865,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-3436,-111536,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-3436,-117875,Proposed Wellbore Schematic,pdf
-3436,-117938,Engineering Calculation,pdf
-3436,-117876,BOP & Diverter Schematics with Operating Procedures,pdf
-3386,-111339,NTL No. 2006-G09,pdf
-3445,-111621,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-3445,-111622,calculations,pdf
-3434,-111379,Supplemental APD/AST Sheet,pdf
-3445,-111623,wellbore,pdf
-3197,-111439,Revised MMS 123S     8 15 06,pdf
-3445,-111686,Application for Permit to Drill,PDF
-3507,-114885,Safe Welding Area Drawing,pdf
-3431,-111753,WC 342 #1 EPA LOI,pdf
-3507,-114886,ABS/DNV Certificate,pdf
-3507,-116090,Engineering Calculation,pdf
-3507,-114888,Departure List,pdf
-2558,-77351,Proposed Well Location Plat,pdf
-2558,-77597,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2558,-77353,Directional Program,pdf
-2558,-77354,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2558,-77355,Proposed Wellbore Schematic,pdf
-2558,-77356,Engineering Calculation,pdf
-2558,-77603,BOP & Diverter Schematics with Operating Procedures,pdf
-2558,-77358,VR 342 #1 Proposed Surface Location Plat,pdf
-2558,-77359,Directional Well Profile,pdf
-2565,-77598,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2565,-77599,Pore Pressure/Frac Gradient Plot,pdf
-2558,-77362,Coast Guard Certificates,pdf
-2565,-77600,Directional Plan,pdf
-2565,-77601,Proposed Schematic,pdf
-2565,-77602,Engineering Calculations,pdf
-2565,-77605,Revised Directional Plan,pdf
-2444,-77669,Diverter Procedure,pdf
-2444,-77672,OSFR,pdf
-2566,-78637,Proposed Well Location Plat,pdf
-2566,-78494,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2566,-78488,Directional Program,pdf
-2566,-78495,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2566,-78489,Proposed Wellbore Schematic,pdf
-2560,-77446,Revised PP/MW/FG Chart,pdf
-2566,-78493,Engineering Calculation,pdf
-2566,-78497,BOP & Diverter Schematics with Operating Procedures,pdf
-2569,-79487,Proposed Well Location Plat,pdf
-2569,-79792,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2569,-79791,Directional Program,pdf
-2569,-79488,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2569,-80880,Proposed Wellbore Schematic,pdf
-2569,-80886,Engineering Calculation,pdf
-2569,-79491,BOP & Diverter Schematics with Operating Procedures,pdf
-2232,-82376,Application for Permit to Drill,PDF
-2570,-77738,Current Wellbore Schematic,pdf
-2826,-87291,"Form MMS-123S, APD Information Sheet",pdf
-2619,-79495,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2569,-79489,Location Plat - Public Information,pdf
-2644,-80356,Form MMS-123S,pdf
-2645,-83801,Proposed Well Location Plat,pdf
-2645,-83803,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2645,-83800,Directional Program,pdf
-2645,-83797,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2645,-83798,Proposed Wellbore Schematic,pdf
-2645,-80463,Floater Evacuation Plan,pdf
-2645,-80460,Safe Welding Area Drawing,pdf
-2645,-80459,ABS/DNV Certificate,pdf
-2645,-83799,Engineering Calculation,pdf
-2645,-83802,Departure List,pdf
-2645,-83805,BOP & Diverter Schematics with Operating Procedures,pdf
-2645,-83806,U.S. Coast Guard Certificate,pdf
-2645,-80461,Rig Picture and Drawing,pdf
-2671,-82713,Proposed Well Location Plat,pdf
-2671,-82742,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2671,-82770,Directional Program,pdf
-2671,-83267,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2671,-82721,Proposed Wellbore Schematic,pdf
-2671,-82722,Engineering Calculation,pdf
-2671,-82699,BOP & Diverter Schematics with Operating Procedures,pdf
-1488,-80614,ABS Interim MODU Safety Certificate,pdf
-2655,-81505,EC 73 B2ST1BP2 Proposed Wellbore Schematic,pdf
-2682,-91368,Proposed Well Location Plat,pdf
-2682,-91361,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2682,-91367,Directional Program,pdf
-2682,-91369,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2682,-91364,Proposed Wellbore Schematic,pdf
-2682,-91363,Engineering Calculation,pdf
-2682,-85480,BOP & Diverter Schematics with Operating Procedures,pdf
-2670,-81793,LOCATION PLAT - PUBLIC INFORMATION COPY,pdf
-2281,-81998,procedure,pdf
-2281,-82002,spreadsheet,pdf
-2671,-82731,Current WBS,pdf
-2570,-77906,Application for Permit to Drill,PDF
-2478,-78958,Application for Permit to Drill,PDF
-2845,-87831,Proposed Well Location Plat,pdf
-2845,-87832,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2845,-87833,Directional Program,pdf
-2845,-87834,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2845,-87835,Proposed Wellbore Schematic,pdf
-2845,-87836,Engineering Calculation,pdf
-2845,-87837,BOP & Diverter Schematics with Operating Procedures,pdf
-2845,-87839,"6"" +10 ball valve schematic",pdf
-2686,-82565,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2686,-82555,Directional Program,pdf
-2686,-82562,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2686,-82561,Proposed Wellbore Schematic,pdf
-2686,-82560,Engineering Calculation,pdf
-2686,-82564,BOP & Diverter Schematics with Operating Procedures,pdf
-2697,-82451,Proposed Well Location Plat,pdf
-2697,-82465,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2697,-82453,Directional Program,pdf
-2697,-82454,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2697,-82462,Proposed Wellbore Schematic,pdf
-2697,-82471,Engineering Calculation,pdf
-2697,-82457,BOP & Diverter Schematics with Operating Procedures,pdf
-2725,-83436,Proposed Well Location Plat,pdf
-2725,-83437,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2725,-83438,Directional Program,pdf
-2725,-83439,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2725,-83440,Proposed Wellbore Schematic,pdf
-2725,-83441,Engineering Calculation,pdf
-2725,-83446,BOP & Diverter Schematics with Operating Procedures,pdf
-3507,-114889,BOP & Diverter Schematics with Operating Procedures,pdf
-3507,-114890,U.S. Coast Guard Certificate,pdf
-3507,-114891,Ocean Valiant API 95F Mooring Information 8 14 06,pdf
-3507,-114892,Shallow Gas Contingency,pdf
-3507,-114893,Estimate Bottomhole Temperature Information 7 27 06,pdf
-3507,-114894,MMS 123S Attachment,pdf
-3507,-114895,Shallow Gas Blowout Rig Move Contingency,pdf
-3507,-114985,Proposed Well Location Plat,pdf
-3507,-114936,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-3507,-114942,Directional Program,pdf
-3507,-114883,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-3507,-116092,Proposed Wellbore Schematic,pdf
-3436,-118924,Application for Permit to Drill,PDF
-3587,-119063,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2945,-118705,<Supplemental Diverter Drawing,pdf
-2945,-118738,EC 318 Barite Calculations,pdf
-3587,-119065,Leg Inspection Cover Letter,pdf
-3589,-119132,Proposed Well Location Plat,pdf
-3587,-119067,Inspections,pdf
-3587,-119068,Mooring System,pdf
-3587,-119069,radius map,pdf
-3587,-119070,SUMMARY TABLE OF 11.875 AND 9-7/8 X 9-5/8 CASINGS,pdf
-3587,-119072,Mooring Analysis,pdf
-3587,-119073,RP 95 Checklist,pdf
-3589,-119133,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-3589,-119134,Directional Program,pdf
-3589,-119156,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-3589,-119314,Proposed Wellbore Schematic,pdf
-3589,-119137,ABS/DNV Certificate,pdf
-3589,-119138,Engineering Calculation,pdf
-3589,-119139,Departure List,pdf
-3589,-119140,BOP & Diverter Schematics with Operating Procedures,pdf
-3589,-119141,Loop Current Plan,pdf
-3589,-119142,ABS Certificate (2 of 3),pdf
-3589,-119143,ABS Certificate (3 of 3),pdf
-3589,-119144,BOP Stackup Dimensions,pdf
-2945,-119313,Pay.gov receipt,pdf
-3568,-119340,Application for Permit to Drill,PDF
-3572,-119343,Application for Permit to Drill,PDF
-3593,-119346,Proposed Well Location Plat,pdf
-3593,-119347,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-3593,-119348,Directional Program,pdf
-3593,-119349,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-3593,-119350,Proposed Wellbore Schematic,pdf
-3593,-119351,Engineering Calculation,pdf
-3593,-119352,Departure List,pdf
-3593,-119353,BOP & Diverter Schematics with Operating Procedures,pdf
-3593,-119354,U.S. Coast Guard Certificate,pdf
-3593,-119355,Current Monitoring,pdf
-3593,-119356,Motion Mooring Analysis,pdf
-3593,-119357,Supporting Information of Exhibit 95F,pdf
-3593,-119358,Supplemental Info Sheet,pdf
-3593,-119359,Exhibit 95F,pdf
-3593,-119360,Appendix C Summaries & Site Spec Limit State Intact & Damage,pdf
-3593,-119361,Appendix A: Survival RAOs & Wave Drift Forces,pdf
-3593,-119362,Appendix B: 10 Year Hurricane Intact & Damaged,pdf
-3593,-119393,Application for Permit to Drill,PDF
-2761,-84921,Proposed Well Location Plat,pdf
-2761,-84922,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2761,-84923,Directional Program,pdf
-2761,-84924,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2761,-84925,Proposed Wellbore Schematic,pdf
-2761,-84926,Safe Welding Area Drawing,pdf
-2761,-84927,ABS/DNV Certificate,pdf
-2761,-84928,Engineering Calculation,pdf
-2761,-84929,Departure List,pdf
-2761,-84930,BOP & Diverter Schematics with Operating Procedures,pdf
-2761,-84931,U.S. Coast Guard Certificate,pdf
-2761,-84932,Revised 123S for 7.625 liner,pdf
-2761,-84933,MASP,pdf
-2761,-84934,+10 Valve,pdf
-2761,-84935,Revised 123S_4-13-06,pdf
-2761,-84936,Revised Casing Detail_4-13-06,pdf
-2761,-84937,Csg-Cmt Detail Rev 4-25-06_liner depth,pdf
-2758,-84996,Proposed Well Location Plat,pdf
-2758,-84781,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2758,-84780,Directional Program,pdf
-2758,-84784,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2758,-84783,Proposed Wellbore Schematic,pdf
-2758,-84782,Engineering Calculation,pdf
-2758,-84785,BOP & Diverter Schematics with Operating Procedures,pdf
-2679,-87326,B002 Grid,pdf
-2761,-84938,Revised WBS_04-13-06,pdf
-2761,-84939,MMS123S,pdf
-2761,-84940,WC 297 WBS to eWell_rev 4-25-06 liner,pdf
-2761,-84942,WC297#1-123Srev6 4-28-06 to eWell,pdf
-2761,-84943,WC297#1_Csg Detail rev6 4-28-06 to eWell,pdf
-2761,-84945,WC 297 WBS rev4 4-27-06 to eWell,pdf
-2761,-84962,WC297-001_PP-FG-MW_4-28-06 to eWell,pdf
-2667,-87313,B001 Grid,pdf
-2689,-89085,Rig Requirments,pdf
-2816,-89146,NTL 2006-G09,pdf
-2826,-89186,Checklist for NTL 2006-G09,pdf
-2615,-79252,MP 89 #1 Barite Sacks Calculation,pdf
-2616,-79324,Cement Design,pdf
-2615,-79367,MP 89  #1 Logging Program,pdf
-2670,-81404,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2281,-80161,public plat,pdf
-2614,-81308,Well Control Procedures,pdf
-2670,-81792,Proposed Well Location Plat,pdf
-2670,-81406,Directional Program,pdf
-2670,-81407,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2670,-81405,Proposed Wellbore Schematic,pdf
-2670,-81403,Engineering Calculation,pdf
-2670,-81417,BOP & Diverter Schematics with Operating Procedures,pdf
-2569,-81540,Platform Schematic,pdf
-2586,-81422,EPA_NOI,pdf
-2678,-84663,Proposed Well Location Plat,pdf
-2678,-81854,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
